11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 1-3, 11 x 10 = 1-14, 11 x 11 = 1-25, 11 x 12 = 1-36, 11 x 13 = 1-47, 11 x 14 = 1-58, 11 x 15 = 1-69, 11 x 16 = 1-80, 11 x 17 = 1-91, 11 x 18 = 2-6, 11 x 19 = 2-17, 11 x 20 = 2-28, 11 x 21 = 2-39, 11 x 22 = 2-50, 11 x 23 = 2-61, 11 x 24 = 2-72, 11 x 25 = 2-83, 11 x 26 = 2-94, 11 x 27 = 3-9, 11 x 28 = 3-20, 11 x 29 = 3-31, 11 x 30 = 3-42, 11 x 31 = 3-53, 11 x 32 = 3-64, 11 x 33 = 3-75, 11 x 34 = 3-86, 11 x 35 = 4-1, 11 x 36 = 4-12, 11 x 37 = 4-23, 11 x 38 = 4-34, 11 x 39 = 4-45, 11 x 40 = 4-56, 11 x 41 = 4-67, 11 x 42 = 4-78, 11 x 43 = 4-89, 11 x 44 = 5-4, 11 x 45 = 5-15, 11 x 46 = 5-26, 11 x 47 = 5-37, 11 x 48 = 5-48, 11 x 49 = 5-59, 11 x 50 = 5-70, 11 x 51 = 5-81, 11 x 52 = 5-92, 11 x 53 = 6-7, 11 x 54 = 6-18, 11 x 55 = 6-29, 11 x 56 = 6-40, 11 x 57 = 6-51, 11 x 58 = 6-62, 11 x 59 = 6-73, 11 x 60 = 6-84, 11 x 61 = 6-95, 11 x 62 = 7-10, 11 x 63 = 7-21, 11 x 64 = 7-32, 11 x 65 = 7-43, 11 x 66 = 7-54, 11 x 67 = 7-65, 11 x 68 = 7-76, 11 x 69 = 7-87, 11 x 70 = 8-2, 11 x 71 = 8-13, 11 x 72 = 8-24, 11 x 73 = 8-35, 11 x 74 = 8-46, 11 x 75 = 8-57, 11 x 76 = 8-68, 11 x 77 = 8-79, 11 x 78 = 8-90, 11 x 79 = 9-5, 11 x 80 = 9-16, 11 x 81 = 9-27, 11 x 82 = 9-38, 11 x 83 = 9-49, 11 x 84 = 9-60, 11 x 85 = 9-71, 11 x 86 = 9-82, 11 x 87 = 9-93, 11 x 88 = 10-8, 11 x 89 = 10-19, 11 x 90 = 10-30, 11 x 91 = 10-41, 11 x 92 = 10-52, 11 x 93 = 10-63, 11 x 94 = 10-74, 11 x 95 = 10-85, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-0, 12 x 9 = 1-12, 12 x 10 = 1-24, 12 x 11 = 1-36, 12 x 12 = 1-48, 12 x 13 = 1-60, 12 x 14 = 1-72, 12 x 15 = 1-84, 12 x 16 = 2-0, 12 x 17 = 2-12, 12 x 18 = 2-24, 12 x 19 = 2-36, 12 x 20 = 2-48, 12 x 21 = 2-60, 12 x 22 = 2-72, 12 x 23 = 2-84, 12 x 24 = 3-0, 12 x 25 = 3-12, 12 x 26 = 3-24, 12 x 27 = 3-36, 12 x 28 = 3-48, 12 x 29 = 3-60, 12 x 30 = 3-72, 12 x 31 = 3-84, 12 x 32 = 4-0, 12 x 33 = 4-12, 12 x 34 = 4-24, 12 x 35 = 4-36, 12 x 36 = 4-48, 12 x 37 = 4-60, 12 x 38 = 4-72, 12 x 39 = 4-84, 12 x 40 = 5-0, 12 x 41 = 5-12, 12 x 42 = 5-24, 12 x 43 = 5-36, 12 x 44 = 5-48, 12 x 45 = 5-60, 12 x 46 = 5-72, 12 x 47 = 5-84, 12 x 48 = 6-0, 12 x 49 = 6-12, 12 x 50 = 6-24, 12 x 51 = 6-36, 12 x 52 = 6-48, 12 x 53 = 6-60, 12 x 54 = 6-72, 12 x 55 = 6-84, 12 x 56 = 7-0, 12 x 57 = 7-12, 12 x 58 = 7-24, 12 x 59 = 7-36, 12 x 60 = 7-48, 12 x 61 = 7-60, 12 x 62 = 7-72, 12 x 63 = 7-84, 12 x 64 = 8-0, 12 x 65 = 8-12, 12 x 66 = 8-24, 12 x 67 = 8-36, 12 x 68 = 8-48, 12 x 69 = 8-60, 12 x 70 = 8-72, 12 x 71 = 8-84, 12 x 72 = 9-0, 12 x 73 = 9-12, 12 x 74 = 9-24, 12 x 75 = 9-36, 12 x 76 = 9-48, 12 x 77 = 9-60, 12 x 78 = 9-72, 12 x 79 = 9-84, 12 x 80 = 10-0, 12 x 81 = 10-12, 12 x 82 = 10-24, 12 x 83 = 10-36, 12 x 84 = 10-48, 12 x 85 = 10-60, 12 x 86 = 10-72, 12 x 87 = 10-84, 12 x 88 = 11-0, 12 x 89 = 11-12, 12 x 90 = 11-24, 12 x 91 = 11-36, 12 x 92 = 11-48, 12 x 93 = 11-60, 12 x 94 = 11-72, 12 x 95 = 11-84, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-8, 13 x 9 = 1-21, 13 x 10 = 1-34, 13 x 11 = 1-47, 13 x 12 = 1-60, 13 x 13 = 1-73, 13 x 14 = 1-86, 13 x 15 = 2-3, 13 x 16 = 2-16, 13 x 17 = 2-29, 13 x 18 = 2-42, 13 x 19 = 2-55, 13 x 20 = 2-68, 13 x 21 = 2-81, 13 x 22 = 2-94, 13 x 23 = 3-11, 13 x 24 = 3-24, 13 x 25 = 3-37, 13 x 26 = 3-50, 13 x 27 = 3-63, 13 x 28 = 3-76, 13 x 29 = 3-89, 13 x 30 = 4-6, 13 x 31 = 4-19, 13 x 32 = 4-32, 13 x 33 = 4-45, 13 x 34 = 4-58, 13 x 35 = 4-71, 13 x 36 = 4-84, 13 x 37 = 5-1, 13 x 38 = 5-14, 13 x 39 = 5-27, 13 x 40 = 5-40, 13 x 41 = 5-53, 13 x 42 = 5-66, 13 x 43 = 5-79, 13 x 44 = 5-92, 13 x 45 = 6-9, 13 x 46 = 6-22, 13 x 47 = 6-35, 13 x 48 = 6-48, 13 x 49 = 6-61, 13 x 50 = 6-74, 13 x 51 = 6-87, 13 x 52 = 7-4, 13 x 53 = 7-17, 13 x 54 = 7-30, 13 x 55 = 7-43, 13 x 56 = 7-56, 13 x 57 = 7-69, 13 x 58 = 7-82, 13 x 59 = 7-95, 13 x 60 = 8-12, 13 x 61 = 8-25, 13 x 62 = 8-38, 13 x 63 = 8-51, 13 x 64 = 8-64, 13 x 65 = 8-77, 13 x 66 = 8-90, 13 x 67 = 9-7, 13 x 68 = 9-20, 13 x 69 = 9-33, 13 x 70 = 9-46, 13 x 71 = 9-59, 13 x 72 = 9-72, 13 x 73 = 9-85, 13 x 74 = 10-2, 13 x 75 = 10-15, 13 x 76 = 10-28, 13 x 77 = 10-41, 13 x 78 = 10-54, 13 x 79 = 10-67, 13 x 80 = 10-80, 13 x 81 = 10-93, 13 x 82 = 11-10, 13 x 83 = 11-23, 13 x 84 = 11-36, 13 x 85 = 11-49, 13 x 86 = 11-62, 13 x 87 = 11-75, 13 x 88 = 11-88, 13 x 89 = 12-5, 13 x 90 = 12-18, 13 x 91 = 12-31, 13 x 92 = 12-44, 13 x 93 = 12-57, 13 x 94 = 12-70, 13 x 95 = 12-83, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-2, 14 x 8 = 1-16, 14 x 9 = 1-30, 14 x 10 = 1-44, 14 x 11 = 1-58, 14 x 12 = 1-72, 14 x 13 = 1-86, 14 x 14 = 2-4, 14 x 15 = 2-18, 14 x 16 = 2-32, 14 x 17 = 2-46, 14 x 18 = 2-60, 14 x 19 = 2-74, 14 x 20 = 2-88, 14 x 21 = 3-6, 14 x 22 = 3-20, 14 x 23 = 3-34, 14 x 24 = 3-48, 14 x 25 = 3-62, 14 x 26 = 3-76, 14 x 27 = 3-90, 14 x 28 = 4-8, 14 x 29 = 4-22, 14 x 30 = 4-36, 14 x 31 = 4-50, 14 x 32 = 4-64, 14 x 33 = 4-78, 14 x 34 = 4-92, 14 x 35 = 5-10, 14 x 36 = 5-24, 14 x 37 = 5-38, 14 x 38 = 5-52, 14 x 39 = 5-66, 14 x 40 = 5-80, 14 x 41 = 5-94, 14 x 42 = 6-12, 14 x 43 = 6-26, 14 x 44 = 6-40, 14 x 45 = 6-54, 14 x 46 = 6-68, 14 x 47 = 6-82, 14 x 48 = 7-0, 14 x 49 = 7-14, 14 x 50 = 7-28, 14 x 51 = 7-42, 14 x 52 = 7-56, 14 x 53 = 7-70, 14 x 54 = 7-84, 14 x 55 = 8-2, 14 x 56 = 8-16, 14 x 57 = 8-30, 14 x 58 = 8-44, 14 x 59 = 8-58, 14 x 60 = 8-72, 14 x 61 = 8-86, 14 x 62 = 9-4, 14 x 63 = 9-18, 14 x 64 = 9-32, 14 x 65 = 9-46, 14 x 66 = 9-60, 14 x 67 = 9-74, 14 x 68 = 9-88, 14 x 69 = 10-6, 14 x 70 = 10-20, 14 x 71 = 10-34, 14 x 72 = 10-48, 14 x 73 = 10-62, 14 x 74 = 10-76, 14 x 75 = 10-90, 14 x 76 = 11-8, 14 x 77 = 11-22, 14 x 78 = 11-36, 14 x 79 = 11-50, 14 x 80 = 11-64, 14 x 81 = 11-78, 14 x 82 = 11-92, 14 x 83 = 12-10, 14 x 84 = 12-24, 14 x 85 = 12-38, 14 x 86 = 12-52, 14 x 87 = 12-66, 14 x 88 = 12-80, 14 x 89 = 12-94, 14 x 90 = 13-12, 14 x 91 = 13-26, 14 x 92 = 13-40, 14 x 93 = 13-54, 14 x 94 = 13-68, 14 x 95 = 13-82, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-9, 15 x 8 = 1-24, 15 x 9 = 1-39, 15 x 10 = 1-54, 15 x 11 = 1-69, 15 x 12 = 1-84, 15 x 13 = 2-3, 15 x 14 = 2-18, 15 x 15 = 2-33, 15 x 16 = 2-48, 15 x 17 = 2-63, 15 x 18 = 2-78, 15 x 19 = 2-93, 15 x 20 = 3-12, 15 x 21 = 3-27, 15 x 22 = 3-42, 15 x 23 = 3-57, 15 x 24 = 3-72, 15 x 25 = 3-87, 15 x 26 = 4-6, 15 x 27 = 4-21, 15 x 28 = 4-36, 15 x 29 = 4-51, 15 x 30 = 4-66, 15 x 31 = 4-81, 15 x 32 = 5-0, 15 x 33 = 5-15, 15 x 34 = 5-30, 15 x 35 = 5-45, 15 x 36 = 5-60, 15 x 37 = 5-75, 15 x 38 = 5-90, 15 x 39 = 6-9, 15 x 40 = 6-24, 15 x 41 = 6-39, 15 x 42 = 6-54, 15 x 43 = 6-69, 15 x 44 = 6-84, 15 x 45 = 7-3, 15 x 46 = 7-18, 15 x 47 = 7-33, 15 x 48 = 7-48, 15 x 49 = 7-63, 15 x 50 = 7-78, 15 x 51 = 7-93, 15 x 52 = 8-12, 15 x 53 = 8-27, 15 x 54 = 8-42, 15 x 55 = 8-57, 15 x 56 = 8-72, 15 x 57 = 8-87, 15 x 58 = 9-6, 15 x 59 = 9-21, 15 x 60 = 9-36, 15 x 61 = 9-51, 15 x 62 = 9-66, 15 x 63 = 9-81, 15 x 64 = 10-0, 15 x 65 = 10-15, 15 x 66 = 10-30, 15 x 67 = 10-45, 15 x 68 = 10-60, 15 x 69 = 10-75, 15 x 70 = 10-90, 15 x 71 = 11-9, 15 x 72 = 11-24, 15 x 73 = 11-39, 15 x 74 = 11-54, 15 x 75 = 11-69, 15 x 76 = 11-84, 15 x 77 = 12-3, 15 x 78 = 12-18, 15 x 79 = 12-33, 15 x 80 = 12-48, 15 x 81 = 12-63, 15 x 82 = 12-78, 15 x 83 = 12-93, 15 x 84 = 13-12, 15 x 85 = 13-27, 15 x 86 = 13-42, 15 x 87 = 13-57, 15 x 88 = 13-72, 15 x 89 = 13-87, 15 x 90 = 14-6, 15 x 91 = 14-21, 15 x 92 = 14-36, 15 x 93 = 14-51, 15 x 94 = 14-66, 15 x 95 = 14-81, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-0, 16 x 7 = 1-16, 16 x 8 = 1-32, 16 x 9 = 1-48, 16 x 10 = 1-64, 16 x 11 = 1-80, 16 x 12 = 2-0, 16 x 13 = 2-16, 16 x 14 = 2-32, 16 x 15 = 2-48, 16 x 16 = 2-64, 16 x 17 = 2-80, 16 x 18 = 3-0, 16 x 19 = 3-16, 16 x 20 = 3-32, 16 x 21 = 3-48, 16 x 22 = 3-64, 16 x 23 = 3-80, 16 x 24 = 4-0, 16 x 25 = 4-16, 16 x 26 = 4-32, 16 x 27 = 4-48, 16 x 28 = 4-64, 16 x 29 = 4-80, 16 x 30 = 5-0, 16 x 31 = 5-16, 16 x 32 = 5-32, 16 x 33 = 5-48, 16 x 34 = 5-64, 16 x 35 = 5-80, 16 x 36 = 6-0, 16 x 37 = 6-16, 16 x 38 = 6-32, 16 x 39 = 6-48, 16 x 40 = 6-64, 16 x 41 = 6-80, 16 x 42 = 7-0, 16 x 43 = 7-16, 16 x 44 = 7-32, 16 x 45 = 7-48, 16 x 46 = 7-64, 16 x 47 = 7-80, 16 x 48 = 8-0, 16 x 49 = 8-16, 16 x 50 = 8-32, 16 x 51 = 8-48, 16 x 52 = 8-64, 16 x 53 = 8-80, 16 x 54 = 9-0, 16 x 55 = 9-16, 16 x 56 = 9-32, 16 x 57 = 9-48, 16 x 58 = 9-64, 16 x 59 = 9-80, 16 x 60 = 10-0, 16 x 61 = 10-16, 16 x 62 = 10-32, 16 x 63 = 10-48, 16 x 64 = 10-64, 16 x 65 = 10-80, 16 x 66 = 11-0, 16 x 67 = 11-16, 16 x 68 = 11-32, 16 x 69 = 11-48, 16 x 70 = 11-64, 16 x 71 = 11-80, 16 x 72 = 12-0, 16 x 73 = 12-16, 16 x 74 = 12-32, 16 x 75 = 12-48, 16 x 76 = 12-64, 16 x 77 = 12-80, 16 x 78 = 13-0, 16 x 79 = 13-16, 16 x 80 = 13-32, 16 x 81 = 13-48, 16 x 82 = 13-64, 16 x 83 = 13-80, 16 x 84 = 14-0, 16 x 85 = 14-16, 16 x 86 = 14-32, 16 x 87 = 14-48, 16 x 88 = 14-64, 16 x 89 = 14-80, 16 x 90 = 15-0, 16 x 91 = 15-16, 16 x 92 = 15-32, 16 x 93 = 15-48, 16 x 94 = 15-64, 16 x 95 = 15-80, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-6, 17 x 7 = 1-23, 17 x 8 = 1-40, 17 x 9 = 1-57, 17 x 10 = 1-74, 17 x 11 = 1-91, 17 x 12 = 2-12, 17 x 13 = 2-29, 17 x 14 = 2-46, 17 x 15 = 2-63, 17 x 16 = 2-80, 17 x 17 = 3-1, 17 x 18 = 3-18, 17 x 19 = 3-35, 17 x 20 = 3-52, 17 x 21 = 3-69, 17 x 22 = 3-86, 17 x 23 = 4-7, 17 x 24 = 4-24, 17 x 25 = 4-41, 17 x 26 = 4-58, 17 x 27 = 4-75, 17 x 28 = 4-92, 17 x 29 = 5-13, 17 x 30 = 5-30, 17 x 31 = 5-47, 17 x 32 = 5-64, 17 x 33 = 5-81, 17 x 34 = 6-2, 17 x 35 = 6-19, 17 x 36 = 6-36, 17 x 37 = 6-53, 17 x 38 = 6-70, 17 x 39 = 6-87, 17 x 40 = 7-8, 17 x 41 = 7-25, 17 x 42 = 7-42, 17 x 43 = 7-59, 17 x 44 = 7-76, 17 x 45 = 7-93, 17 x 46 = 8-14, 17 x 47 = 8-31, 17 x 48 = 8-48, 17 x 49 = 8-65, 17 x 50 = 8-82, 17 x 51 = 9-3, 17 x 52 = 9-20, 17 x 53 = 9-37, 17 x 54 = 9-54, 17 x 55 = 9-71, 17 x 56 = 9-88, 17 x 57 = 10-9, 17 x 58 = 10-26, 17 x 59 = 10-43, 17 x 60 = 10-60, 17 x 61 = 10-77, 17 x 62 = 10-94, 17 x 63 = 11-15, 17 x 64 = 11-32, 17 x 65 = 11-49, 17 x 66 = 11-66, 17 x 67 = 11-83, 17 x 68 = 12-4, 17 x 69 = 12-21, 17 x 70 = 12-38, 17 x 71 = 12-55, 17 x 72 = 12-72, 17 x 73 = 12-89, 17 x 74 = 13-10, 17 x 75 = 13-27, 17 x 76 = 13-44, 17 x 77 = 13-61, 17 x 78 = 13-78, 17 x 79 = 13-95, 17 x 80 = 14-16, 17 x 81 = 14-33, 17 x 82 = 14-50, 17 x 83 = 14-67, 17 x 84 = 14-84, 17 x 85 = 15-5, 17 x 86 = 15-22, 17 x 87 = 15-39, 17 x 88 = 15-56, 17 x 89 = 15-73, 17 x 90 = 15-90, 17 x 91 = 16-11, 17 x 92 = 16-28, 17 x 93 = 16-45, 17 x 94 = 16-62, 17 x 95 = 16-79, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-12, 18 x 7 = 1-30, 18 x 8 = 1-48, 18 x 9 = 1-66, 18 x 10 = 1-84, 18 x 11 = 2-6, 18 x 12 = 2-24, 18 x 13 = 2-42, 18 x 14 = 2-60, 18 x 15 = 2-78, 18 x 16 = 3-0, 18 x 17 = 3-18, 18 x 18 = 3-36, 18 x 19 = 3-54, 18 x 20 = 3-72, 18 x 21 = 3-90, 18 x 22 = 4-12, 18 x 23 = 4-30, 18 x 24 = 4-48, 18 x 25 = 4-66, 18 x 26 = 4-84, 18 x 27 = 5-6, 18 x 28 = 5-24, 18 x 29 = 5-42, 18 x 30 = 5-60, 18 x 31 = 5-78, 18 x 32 = 6-0, 18 x 33 = 6-18, 18 x 34 = 6-36, 18 x 35 = 6-54, 18 x 36 = 6-72, 18 x 37 = 6-90, 18 x 38 = 7-12, 18 x 39 = 7-30, 18 x 40 = 7-48, 18 x 41 = 7-66, 18 x 42 = 7-84, 18 x 43 = 8-6, 18 x 44 = 8-24, 18 x 45 = 8-42, 18 x 46 = 8-60, 18 x 47 = 8-78, 18 x 48 = 9-0, 18 x 49 = 9-18, 18 x 50 = 9-36, 18 x 51 = 9-54, 18 x 52 = 9-72, 18 x 53 = 9-90, 18 x 54 = 10-12, 18 x 55 = 10-30, 18 x 56 = 10-48, 18 x 57 = 10-66, 18 x 58 = 10-84, 18 x 59 = 11-6, 18 x 60 = 11-24, 18 x 61 = 11-42, 18 x 62 = 11-60, 18 x 63 = 11-78, 18 x 64 = 12-0, 18 x 65 = 12-18, 18 x 66 = 12-36, 18 x 67 = 12-54, 18 x 68 = 12-72, 18 x 69 = 12-90, 18 x 70 = 13-12, 18 x 71 = 13-30, 18 x 72 = 13-48, 18 x 73 = 13-66, 18 x 74 = 13-84, 18 x 75 = 14-6, 18 x 76 = 14-24, 18 x 77 = 14-42, 18 x 78 = 14-60, 18 x 79 = 14-78, 18 x 80 = 15-0, 18 x 81 = 15-18, 18 x 82 = 15-36, 18 x 83 = 15-54, 18 x 84 = 15-72, 18 x 85 = 15-90, 18 x 86 = 16-12, 18 x 87 = 16-30, 18 x 88 = 16-48, 18 x 89 = 16-66, 18 x 90 = 16-84, 18 x 91 = 17-6, 18 x 92 = 17-24, 18 x 93 = 17-42, 18 x 94 = 17-60, 18 x 95 = 17-78, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-18, 19 x 7 = 1-37, 19 x 8 = 1-56, 19 x 9 = 1-75, 19 x 10 = 1-94, 19 x 11 = 2-17, 19 x 12 = 2-36, 19 x 13 = 2-55, 19 x 14 = 2-74, 19 x 15 = 2-93, 19 x 16 = 3-16, 19 x 17 = 3-35, 19 x 18 = 3-54, 19 x 19 = 3-73, 19 x 20 = 3-92, 19 x 21 = 4-15, 19 x 22 = 4-34, 19 x 23 = 4-53, 19 x 24 = 4-72, 19 x 25 = 4-91, 19 x 26 = 5-14, 19 x 27 = 5-33, 19 x 28 = 5-52, 19 x 29 = 5-71, 19 x 30 = 5-90, 19 x 31 = 6-13, 19 x 32 = 6-32, 19 x 33 = 6-51, 19 x 34 = 6-70, 19 x 35 = 6-89, 19 x 36 = 7-12, 19 x 37 = 7-31, 19 x 38 = 7-50, 19 x 39 = 7-69, 19 x 40 = 7-88, 19 x 41 = 8-11, 19 x 42 = 8-30, 19 x 43 = 8-49, 19 x 44 = 8-68, 19 x 45 = 8-87, 19 x 46 = 9-10, 19 x 47 = 9-29, 19 x 48 = 9-48, 19 x 49 = 9-67, 19 x 50 = 9-86, 19 x 51 = 10-9, 19 x 52 = 10-28, 19 x 53 = 10-47, 19 x 54 = 10-66, 19 x 55 = 10-85, 19 x 56 = 11-8, 19 x 57 = 11-27, 19 x 58 = 11-46, 19 x 59 = 11-65, 19 x 60 = 11-84, 19 x 61 = 12-7, 19 x 62 = 12-26, 19 x 63 = 12-45, 19 x 64 = 12-64, 19 x 65 = 12-83, 19 x 66 = 13-6, 19 x 67 = 13-25, 19 x 68 = 13-44, 19 x 69 = 13-63, 19 x 70 = 13-82, 19 x 71 = 14-5, 19 x 72 = 14-24, 19 x 73 = 14-43, 19 x 74 = 14-62, 19 x 75 = 14-81, 19 x 76 = 15-4, 19 x 77 = 15-23, 19 x 78 = 15-42, 19 x 79 = 15-61, 19 x 80 = 15-80, 19 x 81 = 16-3, 19 x 82 = 16-22, 19 x 83 = 16-41, 19 x 84 = 16-60, 19 x 85 = 16-79, 19 x 86 = 17-2, 19 x 87 = 17-21, 19 x 88 = 17-40, 19 x 89 = 17-59, 19 x 90 = 17-78, 19 x 91 = 18-1, 19 x 92 = 18-20, 19 x 93 = 18-39, 19 x 94 = 18-58, 19 x 95 = 18-77, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-4, 20 x 6 = 1-24, 20 x 7 = 1-44, 20 x 8 = 1-64, 20 x 9 = 1-84, 20 x 10 = 2-8, 20 x 11 = 2-28, 20 x 12 = 2-48, 20 x 13 = 2-68, 20 x 14 = 2-88, 20 x 15 = 3-12, 20 x 16 = 3-32, 20 x 17 = 3-52, 20 x 18 = 3-72, 20 x 19 = 3-92, 20 x 20 = 4-16, 20 x 21 = 4-36, 20 x 22 = 4-56, 20 x 23 = 4-76, 20 x 24 = 5-0, 20 x 25 = 5-20, 20 x 26 = 5-40, 20 x 27 = 5-60, 20 x 28 = 5-80, 20 x 29 = 6-4, 20 x 30 = 6-24, 20 x 31 = 6-44, 20 x 32 = 6-64, 20 x 33 = 6-84, 20 x 34 = 7-8, 20 x 35 = 7-28, 20 x 36 = 7-48, 20 x 37 = 7-68, 20 x 38 = 7-88, 20 x 39 = 8-12, 20 x 40 = 8-32, 20 x 41 = 8-52, 20 x 42 = 8-72, 20 x 43 = 8-92, 20 x 44 = 9-16, 20 x 45 = 9-36, 20 x 46 = 9-56, 20 x 47 = 9-76, 20 x 48 = 10-0, 20 x 49 = 10-20, 20 x 50 = 10-40, 20 x 51 = 10-60, 20 x 52 = 10-80, 20 x 53 = 11-4, 20 x 54 = 11-24, 20 x 55 = 11-44, 20 x 56 = 11-64, 20 x 57 = 11-84, 20 x 58 = 12-8, 20 x 59 = 12-28, 20 x 60 = 12-48, 20 x 61 = 12-68, 20 x 62 = 12-88, 20 x 63 = 13-12, 20 x 64 = 13-32, 20 x 65 = 13-52, 20 x 66 = 13-72, 20 x 67 = 13-92, 20 x 68 = 14-16, 20 x 69 = 14-36, 20 x 70 = 14-56, 20 x 71 = 14-76, 20 x 72 = 15-0, 20 x 73 = 15-20, 20 x 74 = 15-40, 20 x 75 = 15-60, 20 x 76 = 15-80, 20 x 77 = 16-4, 20 x 78 = 16-24, 20 x 79 = 16-44, 20 x 80 = 16-64, 20 x 81 = 16-84, 20 x 82 = 17-8, 20 x 83 = 17-28, 20 x 84 = 17-48, 20 x 85 = 17-68, 20 x 86 = 17-88, 20 x 87 = 18-12, 20 x 88 = 18-32, 20 x 89 = 18-52, 20 x 90 = 18-72, 20 x 91 = 18-92, 20 x 92 = 19-16, 20 x 93 = 19-36, 20 x 94 = 19-56, 20 x 95 = 19-76, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-9, 21 x 6 = 1-30, 21 x 7 = 1-51, 21 x 8 = 1-72, 21 x 9 = 1-93, 21 x 10 = 2-18, 21 x 11 = 2-39, 21 x 12 = 2-60, 21 x 13 = 2-81, 21 x 14 = 3-6, 21 x 15 = 3-27, 21 x 16 = 3-48, 21 x 17 = 3-69, 21 x 18 = 3-90, 21 x 19 = 4-15, 21 x 20 = 4-36, 21 x 21 = 4-57, 21 x 22 = 4-78, 21 x 23 = 5-3, 21 x 24 = 5-24, 21 x 25 = 5-45, 21 x 26 = 5-66, 21 x 27 = 5-87, 21 x 28 = 6-12, 21 x 29 = 6-33, 21 x 30 = 6-54, 21 x 31 = 6-75, 21 x 32 = 7-0, 21 x 33 = 7-21, 21 x 34 = 7-42, 21 x 35 = 7-63, 21 x 36 = 7-84, 21 x 37 = 8-9, 21 x 38 = 8-30, 21 x 39 = 8-51, 21 x 40 = 8-72, 21 x 41 = 8-93, 21 x 42 = 9-18, 21 x 43 = 9-39, 21 x 44 = 9-60, 21 x 45 = 9-81, 21 x 46 = 10-6, 21 x 47 = 10-27, 21 x 48 = 10-48, 21 x 49 = 10-69, 21 x 50 = 10-90, 21 x 51 = 11-15, 21 x 52 = 11-36, 21 x 53 = 11-57, 21 x 54 = 11-78, 21 x 55 = 12-3, 21 x 56 = 12-24, 21 x 57 = 12-45, 21 x 58 = 12-66, 21 x 59 = 12-87, 21 x 60 = 13-12, 21 x 61 = 13-33, 21 x 62 = 13-54, 21 x 63 = 13-75, 21 x 64 = 14-0, 21 x 65 = 14-21, 21 x 66 = 14-42, 21 x 67 = 14-63, 21 x 68 = 14-84, 21 x 69 = 15-9, 21 x 70 = 15-30, 21 x 71 = 15-51, 21 x 72 = 15-72, 21 x 73 = 15-93, 21 x 74 = 16-18, 21 x 75 = 16-39, 21 x 76 = 16-60, 21 x 77 = 16-81, 21 x 78 = 17-6, 21 x 79 = 17-27, 21 x 80 = 17-48, 21 x 81 = 17-69, 21 x 82 = 17-90, 21 x 83 = 18-15, 21 x 84 = 18-36, 21 x 85 = 18-57, 21 x 86 = 18-78, 21 x 87 = 19-3, 21 x 88 = 19-24, 21 x 89 = 19-45, 21 x 90 = 19-66, 21 x 91 = 19-87, 21 x 92 = 20-12, 21 x 93 = 20-33, 21 x 94 = 20-54, 21 x 95 = 20-75, 
