11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 1-10, 11 x 8 = 1-21, 11 x 9 = 1-32, 11 x 10 = 1-43, 11 x 11 = 1-54, 11 x 12 = 1-65, 11 x 13 = 2-9, 11 x 14 = 2-20, 11 x 15 = 2-31, 11 x 16 = 2-42, 11 x 17 = 2-53, 11 x 18 = 2-64, 11 x 19 = 3-8, 11 x 20 = 3-19, 11 x 21 = 3-30, 11 x 22 = 3-41, 11 x 23 = 3-52, 11 x 24 = 3-63, 11 x 25 = 4-7, 11 x 26 = 4-18, 11 x 27 = 4-29, 11 x 28 = 4-40, 11 x 29 = 4-51, 11 x 30 = 4-62, 11 x 31 = 5-6, 11 x 32 = 5-17, 11 x 33 = 5-28, 11 x 34 = 5-39, 11 x 35 = 5-50, 11 x 36 = 5-61, 11 x 37 = 6-5, 11 x 38 = 6-16, 11 x 39 = 6-27, 11 x 40 = 6-38, 11 x 41 = 6-49, 11 x 42 = 6-60, 11 x 43 = 7-4, 11 x 44 = 7-15, 11 x 45 = 7-26, 11 x 46 = 7-37, 11 x 47 = 7-48, 11 x 48 = 7-59, 11 x 49 = 8-3, 11 x 50 = 8-14, 11 x 51 = 8-25, 11 x 52 = 8-36, 11 x 53 = 8-47, 11 x 54 = 8-58, 11 x 55 = 9-2, 11 x 56 = 9-13, 11 x 57 = 9-24, 11 x 58 = 9-35, 11 x 59 = 9-46, 11 x 60 = 9-57, 11 x 61 = 10-1, 11 x 62 = 10-12, 11 x 63 = 10-23, 11 x 64 = 10-34, 11 x 65 = 10-45, 11 x 66 = 10-56, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 1-5, 12 x 7 = 1-17, 12 x 8 = 1-29, 12 x 9 = 1-41, 12 x 10 = 1-53, 12 x 11 = 1-65, 12 x 12 = 2-10, 12 x 13 = 2-22, 12 x 14 = 2-34, 12 x 15 = 2-46, 12 x 16 = 2-58, 12 x 17 = 3-3, 12 x 18 = 3-15, 12 x 19 = 3-27, 12 x 20 = 3-39, 12 x 21 = 3-51, 12 x 22 = 3-63, 12 x 23 = 4-8, 12 x 24 = 4-20, 12 x 25 = 4-32, 12 x 26 = 4-44, 12 x 27 = 4-56, 12 x 28 = 5-1, 12 x 29 = 5-13, 12 x 30 = 5-25, 12 x 31 = 5-37, 12 x 32 = 5-49, 12 x 33 = 5-61, 12 x 34 = 6-6, 12 x 35 = 6-18, 12 x 36 = 6-30, 12 x 37 = 6-42, 12 x 38 = 6-54, 12 x 39 = 6-66, 12 x 40 = 7-11, 12 x 41 = 7-23, 12 x 42 = 7-35, 12 x 43 = 7-47, 12 x 44 = 7-59, 12 x 45 = 8-4, 12 x 46 = 8-16, 12 x 47 = 8-28, 12 x 48 = 8-40, 12 x 49 = 8-52, 12 x 50 = 8-64, 12 x 51 = 9-9, 12 x 52 = 9-21, 12 x 53 = 9-33, 12 x 54 = 9-45, 12 x 55 = 9-57, 12 x 56 = 10-2, 12 x 57 = 10-14, 12 x 58 = 10-26, 12 x 59 = 10-38, 12 x 60 = 10-50, 12 x 61 = 10-62, 12 x 62 = 11-7, 12 x 63 = 11-19, 12 x 64 = 11-31, 12 x 65 = 11-43, 12 x 66 = 11-55, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 1-11, 13 x 7 = 1-24, 13 x 8 = 1-37, 13 x 9 = 1-50, 13 x 10 = 1-63, 13 x 11 = 2-9, 13 x 12 = 2-22, 13 x 13 = 2-35, 13 x 14 = 2-48, 13 x 15 = 2-61, 13 x 16 = 3-7, 13 x 17 = 3-20, 13 x 18 = 3-33, 13 x 19 = 3-46, 13 x 20 = 3-59, 13 x 21 = 4-5, 13 x 22 = 4-18, 13 x 23 = 4-31, 13 x 24 = 4-44, 13 x 25 = 4-57, 13 x 26 = 5-3, 13 x 27 = 5-16, 13 x 28 = 5-29, 13 x 29 = 5-42, 13 x 30 = 5-55, 13 x 31 = 6-1, 13 x 32 = 6-14, 13 x 33 = 6-27, 13 x 34 = 6-40, 13 x 35 = 6-53, 13 x 36 = 6-66, 13 x 37 = 7-12, 13 x 38 = 7-25, 13 x 39 = 7-38, 13 x 40 = 7-51, 13 x 41 = 7-64, 13 x 42 = 8-10, 13 x 43 = 8-23, 13 x 44 = 8-36, 13 x 45 = 8-49, 13 x 46 = 8-62, 13 x 47 = 9-8, 13 x 48 = 9-21, 13 x 49 = 9-34, 13 x 50 = 9-47, 13 x 51 = 9-60, 13 x 52 = 10-6, 13 x 53 = 10-19, 13 x 54 = 10-32, 13 x 55 = 10-45, 13 x 56 = 10-58, 13 x 57 = 11-4, 13 x 58 = 11-17, 13 x 59 = 11-30, 13 x 60 = 11-43, 13 x 61 = 11-56, 13 x 62 = 12-2, 13 x 63 = 12-15, 13 x 64 = 12-28, 13 x 65 = 12-41, 13 x 66 = 12-54, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 1-3, 14 x 6 = 1-17, 14 x 7 = 1-31, 14 x 8 = 1-45, 14 x 9 = 1-59, 14 x 10 = 2-6, 14 x 11 = 2-20, 14 x 12 = 2-34, 14 x 13 = 2-48, 14 x 14 = 2-62, 14 x 15 = 3-9, 14 x 16 = 3-23, 14 x 17 = 3-37, 14 x 18 = 3-51, 14 x 19 = 3-65, 14 x 20 = 4-12, 14 x 21 = 4-26, 14 x 22 = 4-40, 14 x 23 = 4-54, 14 x 24 = 5-1, 14 x 25 = 5-15, 14 x 26 = 5-29, 14 x 27 = 5-43, 14 x 28 = 5-57, 14 x 29 = 6-4, 14 x 30 = 6-18, 14 x 31 = 6-32, 14 x 32 = 6-46, 14 x 33 = 6-60, 14 x 34 = 7-7, 14 x 35 = 7-21, 14 x 36 = 7-35, 14 x 37 = 7-49, 14 x 38 = 7-63, 14 x 39 = 8-10, 14 x 40 = 8-24, 14 x 41 = 8-38, 14 x 42 = 8-52, 14 x 43 = 8-66, 14 x 44 = 9-13, 14 x 45 = 9-27, 14 x 46 = 9-41, 14 x 47 = 9-55, 14 x 48 = 10-2, 14 x 49 = 10-16, 14 x 50 = 10-30, 14 x 51 = 10-44, 14 x 52 = 10-58, 14 x 53 = 11-5, 14 x 54 = 11-19, 14 x 55 = 11-33, 14 x 56 = 11-47, 14 x 57 = 11-61, 14 x 58 = 12-8, 14 x 59 = 12-22, 14 x 60 = 12-36, 14 x 61 = 12-50, 14 x 62 = 12-64, 14 x 63 = 13-11, 14 x 64 = 13-25, 14 x 65 = 13-39, 14 x 66 = 13-53, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 1-8, 15 x 6 = 1-23, 15 x 7 = 1-38, 15 x 8 = 1-53, 15 x 9 = 2-1, 15 x 10 = 2-16, 15 x 11 = 2-31, 15 x 12 = 2-46, 15 x 13 = 2-61, 15 x 14 = 3-9, 15 x 15 = 3-24, 15 x 16 = 3-39, 15 x 17 = 3-54, 15 x 18 = 4-2, 15 x 19 = 4-17, 15 x 20 = 4-32, 15 x 21 = 4-47, 15 x 22 = 4-62, 15 x 23 = 5-10, 15 x 24 = 5-25, 15 x 25 = 5-40, 15 x 26 = 5-55, 15 x 27 = 6-3, 15 x 28 = 6-18, 15 x 29 = 6-33, 15 x 30 = 6-48, 15 x 31 = 6-63, 15 x 32 = 7-11, 15 x 33 = 7-26, 15 x 34 = 7-41, 15 x 35 = 7-56, 15 x 36 = 8-4, 15 x 37 = 8-19, 15 x 38 = 8-34, 15 x 39 = 8-49, 15 x 40 = 8-64, 15 x 41 = 9-12, 15 x 42 = 9-27, 15 x 43 = 9-42, 15 x 44 = 9-57, 15 x 45 = 10-5, 15 x 46 = 10-20, 15 x 47 = 10-35, 15 x 48 = 10-50, 15 x 49 = 10-65, 15 x 50 = 11-13, 15 x 51 = 11-28, 15 x 52 = 11-43, 15 x 53 = 11-58, 15 x 54 = 12-6, 15 x 55 = 12-21, 15 x 56 = 12-36, 15 x 57 = 12-51, 15 x 58 = 12-66, 15 x 59 = 13-14, 15 x 60 = 13-29, 15 x 61 = 13-44, 15 x 62 = 13-59, 15 x 63 = 14-7, 15 x 64 = 14-22, 15 x 65 = 14-37, 15 x 66 = 14-52, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 1-13, 16 x 6 = 1-29, 16 x 7 = 1-45, 16 x 8 = 1-61, 16 x 9 = 2-10, 16 x 10 = 2-26, 16 x 11 = 2-42, 16 x 12 = 2-58, 16 x 13 = 3-7, 16 x 14 = 3-23, 16 x 15 = 3-39, 16 x 16 = 3-55, 16 x 17 = 4-4, 16 x 18 = 4-20, 16 x 19 = 4-36, 16 x 20 = 4-52, 16 x 21 = 5-1, 16 x 22 = 5-17, 16 x 23 = 5-33, 16 x 24 = 5-49, 16 x 25 = 5-65, 16 x 26 = 6-14, 16 x 27 = 6-30, 16 x 28 = 6-46, 16 x 29 = 6-62, 16 x 30 = 7-11, 16 x 31 = 7-27, 16 x 32 = 7-43, 16 x 33 = 7-59, 16 x 34 = 8-8, 16 x 35 = 8-24, 16 x 36 = 8-40, 16 x 37 = 8-56, 16 x 38 = 9-5, 16 x 39 = 9-21, 16 x 40 = 9-37, 16 x 41 = 9-53, 16 x 42 = 10-2, 16 x 43 = 10-18, 16 x 44 = 10-34, 16 x 45 = 10-50, 16 x 46 = 10-66, 16 x 47 = 11-15, 16 x 48 = 11-31, 16 x 49 = 11-47, 16 x 50 = 11-63, 16 x 51 = 12-12, 16 x 52 = 12-28, 16 x 53 = 12-44, 16 x 54 = 12-60, 16 x 55 = 13-9, 16 x 56 = 13-25, 16 x 57 = 13-41, 16 x 58 = 13-57, 16 x 59 = 14-6, 16 x 60 = 14-22, 16 x 61 = 14-38, 16 x 62 = 14-54, 16 x 63 = 15-3, 16 x 64 = 15-19, 16 x 65 = 15-35, 16 x 66 = 15-51, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 1-1, 17 x 5 = 1-18, 17 x 6 = 1-35, 17 x 7 = 1-52, 17 x 8 = 2-2, 17 x 9 = 2-19, 17 x 10 = 2-36, 17 x 11 = 2-53, 17 x 12 = 3-3, 17 x 13 = 3-20, 17 x 14 = 3-37, 17 x 15 = 3-54, 17 x 16 = 4-4, 17 x 17 = 4-21, 17 x 18 = 4-38, 17 x 19 = 4-55, 17 x 20 = 5-5, 17 x 21 = 5-22, 17 x 22 = 5-39, 17 x 23 = 5-56, 17 x 24 = 6-6, 17 x 25 = 6-23, 17 x 26 = 6-40, 17 x 27 = 6-57, 17 x 28 = 7-7, 17 x 29 = 7-24, 17 x 30 = 7-41, 17 x 31 = 7-58, 17 x 32 = 8-8, 17 x 33 = 8-25, 17 x 34 = 8-42, 17 x 35 = 8-59, 17 x 36 = 9-9, 17 x 37 = 9-26, 17 x 38 = 9-43, 17 x 39 = 9-60, 17 x 40 = 10-10, 17 x 41 = 10-27, 17 x 42 = 10-44, 17 x 43 = 10-61, 17 x 44 = 11-11, 17 x 45 = 11-28, 17 x 46 = 11-45, 17 x 47 = 11-62, 17 x 48 = 12-12, 17 x 49 = 12-29, 17 x 50 = 12-46, 17 x 51 = 12-63, 17 x 52 = 13-13, 17 x 53 = 13-30, 17 x 54 = 13-47, 17 x 55 = 13-64, 17 x 56 = 14-14, 17 x 57 = 14-31, 17 x 58 = 14-48, 17 x 59 = 14-65, 17 x 60 = 15-15, 17 x 61 = 15-32, 17 x 62 = 15-49, 17 x 63 = 15-66, 17 x 64 = 16-16, 17 x 65 = 16-33, 17 x 66 = 16-50, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 1-5, 18 x 5 = 1-23, 18 x 6 = 1-41, 18 x 7 = 1-59, 18 x 8 = 2-10, 18 x 9 = 2-28, 18 x 10 = 2-46, 18 x 11 = 2-64, 18 x 12 = 3-15, 18 x 13 = 3-33, 18 x 14 = 3-51, 18 x 15 = 4-2, 18 x 16 = 4-20, 18 x 17 = 4-38, 18 x 18 = 4-56, 18 x 19 = 5-7, 18 x 20 = 5-25, 18 x 21 = 5-43, 18 x 22 = 5-61, 18 x 23 = 6-12, 18 x 24 = 6-30, 18 x 25 = 6-48, 18 x 26 = 6-66, 18 x 27 = 7-17, 18 x 28 = 7-35, 18 x 29 = 7-53, 18 x 30 = 8-4, 18 x 31 = 8-22, 18 x 32 = 8-40, 18 x 33 = 8-58, 18 x 34 = 9-9, 18 x 35 = 9-27, 18 x 36 = 9-45, 18 x 37 = 9-63, 18 x 38 = 10-14, 18 x 39 = 10-32, 18 x 40 = 10-50, 18 x 41 = 11-1, 18 x 42 = 11-19, 18 x 43 = 11-37, 18 x 44 = 11-55, 18 x 45 = 12-6, 18 x 46 = 12-24, 18 x 47 = 12-42, 18 x 48 = 12-60, 18 x 49 = 13-11, 18 x 50 = 13-29, 18 x 51 = 13-47, 18 x 52 = 13-65, 18 x 53 = 14-16, 18 x 54 = 14-34, 18 x 55 = 14-52, 18 x 56 = 15-3, 18 x 57 = 15-21, 18 x 58 = 15-39, 18 x 59 = 15-57, 18 x 60 = 16-8, 18 x 61 = 16-26, 18 x 62 = 16-44, 18 x 63 = 16-62, 18 x 64 = 17-13, 18 x 65 = 17-31, 18 x 66 = 17-49, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 1-9, 19 x 5 = 1-28, 19 x 6 = 1-47, 19 x 7 = 1-66, 19 x 8 = 2-18, 19 x 9 = 2-37, 19 x 10 = 2-56, 19 x 11 = 3-8, 19 x 12 = 3-27, 19 x 13 = 3-46, 19 x 14 = 3-65, 19 x 15 = 4-17, 19 x 16 = 4-36, 19 x 17 = 4-55, 19 x 18 = 5-7, 19 x 19 = 5-26, 19 x 20 = 5-45, 19 x 21 = 5-64, 19 x 22 = 6-16, 19 x 23 = 6-35, 19 x 24 = 6-54, 19 x 25 = 7-6, 19 x 26 = 7-25, 19 x 27 = 7-44, 19 x 28 = 7-63, 19 x 29 = 8-15, 19 x 30 = 8-34, 19 x 31 = 8-53, 19 x 32 = 9-5, 19 x 33 = 9-24, 19 x 34 = 9-43, 19 x 35 = 9-62, 19 x 36 = 10-14, 19 x 37 = 10-33, 19 x 38 = 10-52, 19 x 39 = 11-4, 19 x 40 = 11-23, 19 x 41 = 11-42, 19 x 42 = 11-61, 19 x 43 = 12-13, 19 x 44 = 12-32, 19 x 45 = 12-51, 19 x 46 = 13-3, 19 x 47 = 13-22, 19 x 48 = 13-41, 19 x 49 = 13-60, 19 x 50 = 14-12, 19 x 51 = 14-31, 19 x 52 = 14-50, 19 x 53 = 15-2, 19 x 54 = 15-21, 19 x 55 = 15-40, 19 x 56 = 15-59, 19 x 57 = 16-11, 19 x 58 = 16-30, 19 x 59 = 16-49, 19 x 60 = 17-1, 19 x 61 = 17-20, 19 x 62 = 17-39, 19 x 63 = 17-58, 19 x 64 = 18-10, 19 x 65 = 18-29, 19 x 66 = 18-48, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 1-13, 20 x 5 = 1-33, 20 x 6 = 1-53, 20 x 7 = 2-6, 20 x 8 = 2-26, 20 x 9 = 2-46, 20 x 10 = 2-66, 20 x 11 = 3-19, 20 x 12 = 3-39, 20 x 13 = 3-59, 20 x 14 = 4-12, 20 x 15 = 4-32, 20 x 16 = 4-52, 20 x 17 = 5-5, 20 x 18 = 5-25, 20 x 19 = 5-45, 20 x 20 = 5-65, 20 x 21 = 6-18, 20 x 22 = 6-38, 20 x 23 = 6-58, 20 x 24 = 7-11, 20 x 25 = 7-31, 20 x 26 = 7-51, 20 x 27 = 8-4, 20 x 28 = 8-24, 20 x 29 = 8-44, 20 x 30 = 8-64, 20 x 31 = 9-17, 20 x 32 = 9-37, 20 x 33 = 9-57, 20 x 34 = 10-10, 20 x 35 = 10-30, 20 x 36 = 10-50, 20 x 37 = 11-3, 20 x 38 = 11-23, 20 x 39 = 11-43, 20 x 40 = 11-63, 20 x 41 = 12-16, 20 x 42 = 12-36, 20 x 43 = 12-56, 20 x 44 = 13-9, 20 x 45 = 13-29, 20 x 46 = 13-49, 20 x 47 = 14-2, 20 x 48 = 14-22, 20 x 49 = 14-42, 20 x 50 = 14-62, 20 x 51 = 15-15, 20 x 52 = 15-35, 20 x 53 = 15-55, 20 x 54 = 16-8, 20 x 55 = 16-28, 20 x 56 = 16-48, 20 x 57 = 17-1, 20 x 58 = 17-21, 20 x 59 = 17-41, 20 x 60 = 17-61, 20 x 61 = 18-14, 20 x 62 = 18-34, 20 x 63 = 18-54, 20 x 64 = 19-7, 20 x 65 = 19-27, 20 x 66 = 19-47, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-17, 21 x 5 = 1-38, 21 x 6 = 1-59, 21 x 7 = 2-13, 21 x 8 = 2-34, 21 x 9 = 2-55, 21 x 10 = 3-9, 21 x 11 = 3-30, 21 x 12 = 3-51, 21 x 13 = 4-5, 21 x 14 = 4-26, 21 x 15 = 4-47, 21 x 16 = 5-1, 21 x 17 = 5-22, 21 x 18 = 5-43, 21 x 19 = 5-64, 21 x 20 = 6-18, 21 x 21 = 6-39, 21 x 22 = 6-60, 21 x 23 = 7-14, 21 x 24 = 7-35, 21 x 25 = 7-56, 21 x 26 = 8-10, 21 x 27 = 8-31, 21 x 28 = 8-52, 21 x 29 = 9-6, 21 x 30 = 9-27, 21 x 31 = 9-48, 21 x 32 = 10-2, 21 x 33 = 10-23, 21 x 34 = 10-44, 21 x 35 = 10-65, 21 x 36 = 11-19, 21 x 37 = 11-40, 21 x 38 = 11-61, 21 x 39 = 12-15, 21 x 40 = 12-36, 21 x 41 = 12-57, 21 x 42 = 13-11, 21 x 43 = 13-32, 21 x 44 = 13-53, 21 x 45 = 14-7, 21 x 46 = 14-28, 21 x 47 = 14-49, 21 x 48 = 15-3, 21 x 49 = 15-24, 21 x 50 = 15-45, 21 x 51 = 15-66, 21 x 52 = 16-20, 21 x 53 = 16-41, 21 x 54 = 16-62, 21 x 55 = 17-16, 21 x 56 = 17-37, 21 x 57 = 17-58, 21 x 58 = 18-12, 21 x 59 = 18-33, 21 x 60 = 18-54, 21 x 61 = 19-8, 21 x 62 = 19-29, 21 x 63 = 19-50, 21 x 64 = 20-4, 21 x 65 = 20-25, 21 x 66 = 20-46, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-21, 22 x 5 = 1-43, 22 x 6 = 1-65, 22 x 7 = 2-20, 22 x 8 = 2-42, 22 x 9 = 2-64, 22 x 10 = 3-19, 22 x 11 = 3-41, 22 x 12 = 3-63, 22 x 13 = 4-18, 22 x 14 = 4-40, 22 x 15 = 4-62, 22 x 16 = 5-17, 22 x 17 = 5-39, 22 x 18 = 5-61, 22 x 19 = 6-16, 22 x 20 = 6-38, 22 x 21 = 6-60, 22 x 22 = 7-15, 22 x 23 = 7-37, 22 x 24 = 7-59, 22 x 25 = 8-14, 22 x 26 = 8-36, 22 x 27 = 8-58, 22 x 28 = 9-13, 22 x 29 = 9-35, 22 x 30 = 9-57, 22 x 31 = 10-12, 22 x 32 = 10-34, 22 x 33 = 10-56, 22 x 34 = 11-11, 22 x 35 = 11-33, 22 x 36 = 11-55, 22 x 37 = 12-10, 22 x 38 = 12-32, 22 x 39 = 12-54, 22 x 40 = 13-9, 22 x 41 = 13-31, 22 x 42 = 13-53, 22 x 43 = 14-8, 22 x 44 = 14-30, 22 x 45 = 14-52, 22 x 46 = 15-7, 22 x 47 = 15-29, 22 x 48 = 15-51, 22 x 49 = 16-6, 22 x 50 = 16-28, 22 x 51 = 16-50, 22 x 52 = 17-5, 22 x 53 = 17-27, 22 x 54 = 17-49, 22 x 55 = 18-4, 22 x 56 = 18-26, 22 x 57 = 18-48, 22 x 58 = 19-3, 22 x 59 = 19-25, 22 x 60 = 19-47, 22 x 61 = 20-2, 22 x 62 = 20-24, 22 x 63 = 20-46, 22 x 64 = 21-1, 22 x 65 = 21-23, 22 x 66 = 21-45, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-2, 23 x 4 = 1-25, 23 x 5 = 1-48, 23 x 6 = 2-4, 23 x 7 = 2-27, 23 x 8 = 2-50, 23 x 9 = 3-6, 23 x 10 = 3-29, 23 x 11 = 3-52, 23 x 12 = 4-8, 23 x 13 = 4-31, 23 x 14 = 4-54, 23 x 15 = 5-10, 23 x 16 = 5-33, 23 x 17 = 5-56, 23 x 18 = 6-12, 23 x 19 = 6-35, 23 x 20 = 6-58, 23 x 21 = 7-14, 23 x 22 = 7-37, 23 x 23 = 7-60, 23 x 24 = 8-16, 23 x 25 = 8-39, 23 x 26 = 8-62, 23 x 27 = 9-18, 23 x 28 = 9-41, 23 x 29 = 9-64, 23 x 30 = 10-20, 23 x 31 = 10-43, 23 x 32 = 10-66, 23 x 33 = 11-22, 23 x 34 = 11-45, 23 x 35 = 12-1, 23 x 36 = 12-24, 23 x 37 = 12-47, 23 x 38 = 13-3, 23 x 39 = 13-26, 23 x 40 = 13-49, 23 x 41 = 14-5, 23 x 42 = 14-28, 23 x 43 = 14-51, 23 x 44 = 15-7, 23 x 45 = 15-30, 23 x 46 = 15-53, 23 x 47 = 16-9, 23 x 48 = 16-32, 23 x 49 = 16-55, 23 x 50 = 17-11, 23 x 51 = 17-34, 23 x 52 = 17-57, 23 x 53 = 18-13, 23 x 54 = 18-36, 23 x 55 = 18-59, 23 x 56 = 19-15, 23 x 57 = 19-38, 23 x 58 = 19-61, 23 x 59 = 20-17, 23 x 60 = 20-40, 23 x 61 = 20-63, 23 x 62 = 21-19, 23 x 63 = 21-42, 23 x 64 = 21-65, 23 x 65 = 22-21, 23 x 66 = 22-44, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-5, 24 x 4 = 1-29, 24 x 5 = 1-53, 24 x 6 = 2-10, 24 x 7 = 2-34, 24 x 8 = 2-58, 24 x 9 = 3-15, 24 x 10 = 3-39, 24 x 11 = 3-63, 24 x 12 = 4-20, 24 x 13 = 4-44, 24 x 14 = 5-1, 24 x 15 = 5-25, 24 x 16 = 5-49, 24 x 17 = 6-6, 24 x 18 = 6-30, 24 x 19 = 6-54, 24 x 20 = 7-11, 24 x 21 = 7-35, 24 x 22 = 7-59, 24 x 23 = 8-16, 24 x 24 = 8-40, 24 x 25 = 8-64, 24 x 26 = 9-21, 24 x 27 = 9-45, 24 x 28 = 10-2, 24 x 29 = 10-26, 24 x 30 = 10-50, 24 x 31 = 11-7, 24 x 32 = 11-31, 24 x 33 = 11-55, 24 x 34 = 12-12, 24 x 35 = 12-36, 24 x 36 = 12-60, 24 x 37 = 13-17, 24 x 38 = 13-41, 24 x 39 = 13-65, 24 x 40 = 14-22, 24 x 41 = 14-46, 24 x 42 = 15-3, 24 x 43 = 15-27, 24 x 44 = 15-51, 24 x 45 = 16-8, 24 x 46 = 16-32, 24 x 47 = 16-56, 24 x 48 = 17-13, 24 x 49 = 17-37, 24 x 50 = 17-61, 24 x 51 = 18-18, 24 x 52 = 18-42, 24 x 53 = 18-66, 24 x 54 = 19-23, 24 x 55 = 19-47, 24 x 56 = 20-4, 24 x 57 = 20-28, 24 x 58 = 20-52, 24 x 59 = 21-9, 24 x 60 = 21-33, 24 x 61 = 21-57, 24 x 62 = 22-14, 24 x 63 = 22-38, 24 x 64 = 22-62, 24 x 65 = 23-19, 24 x 66 = 23-43, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-8, 25 x 4 = 1-33, 25 x 5 = 1-58, 25 x 6 = 2-16, 25 x 7 = 2-41, 25 x 8 = 2-66, 25 x 9 = 3-24, 25 x 10 = 3-49, 25 x 11 = 4-7, 25 x 12 = 4-32, 25 x 13 = 4-57, 25 x 14 = 5-15, 25 x 15 = 5-40, 25 x 16 = 5-65, 25 x 17 = 6-23, 25 x 18 = 6-48, 25 x 19 = 7-6, 25 x 20 = 7-31, 25 x 21 = 7-56, 25 x 22 = 8-14, 25 x 23 = 8-39, 25 x 24 = 8-64, 25 x 25 = 9-22, 25 x 26 = 9-47, 25 x 27 = 10-5, 25 x 28 = 10-30, 25 x 29 = 10-55, 25 x 30 = 11-13, 25 x 31 = 11-38, 25 x 32 = 11-63, 25 x 33 = 12-21, 25 x 34 = 12-46, 25 x 35 = 13-4, 25 x 36 = 13-29, 25 x 37 = 13-54, 25 x 38 = 14-12, 25 x 39 = 14-37, 25 x 40 = 14-62, 25 x 41 = 15-20, 25 x 42 = 15-45, 25 x 43 = 16-3, 25 x 44 = 16-28, 25 x 45 = 16-53, 25 x 46 = 17-11, 25 x 47 = 17-36, 25 x 48 = 17-61, 25 x 49 = 18-19, 25 x 50 = 18-44, 25 x 51 = 19-2, 25 x 52 = 19-27, 25 x 53 = 19-52, 25 x 54 = 20-10, 25 x 55 = 20-35, 25 x 56 = 20-60, 25 x 57 = 21-18, 25 x 58 = 21-43, 25 x 59 = 22-1, 25 x 60 = 22-26, 25 x 61 = 22-51, 25 x 62 = 23-9, 25 x 63 = 23-34, 25 x 64 = 23-59, 25 x 65 = 24-17, 25 x 66 = 24-42, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-11, 26 x 4 = 1-37, 26 x 5 = 1-63, 26 x 6 = 2-22, 26 x 7 = 2-48, 26 x 8 = 3-7, 26 x 9 = 3-33, 26 x 10 = 3-59, 26 x 11 = 4-18, 26 x 12 = 4-44, 26 x 13 = 5-3, 26 x 14 = 5-29, 26 x 15 = 5-55, 26 x 16 = 6-14, 26 x 17 = 6-40, 26 x 18 = 6-66, 26 x 19 = 7-25, 26 x 20 = 7-51, 26 x 21 = 8-10, 26 x 22 = 8-36, 26 x 23 = 8-62, 26 x 24 = 9-21, 26 x 25 = 9-47, 26 x 26 = 10-6, 26 x 27 = 10-32, 26 x 28 = 10-58, 26 x 29 = 11-17, 26 x 30 = 11-43, 26 x 31 = 12-2, 26 x 32 = 12-28, 26 x 33 = 12-54, 26 x 34 = 13-13, 26 x 35 = 13-39, 26 x 36 = 13-65, 26 x 37 = 14-24, 26 x 38 = 14-50, 26 x 39 = 15-9, 26 x 40 = 15-35, 26 x 41 = 15-61, 26 x 42 = 16-20, 26 x 43 = 16-46, 26 x 44 = 17-5, 26 x 45 = 17-31, 26 x 46 = 17-57, 26 x 47 = 18-16, 26 x 48 = 18-42, 26 x 49 = 19-1, 26 x 50 = 19-27, 26 x 51 = 19-53, 26 x 52 = 20-12, 26 x 53 = 20-38, 26 x 54 = 20-64, 26 x 55 = 21-23, 26 x 56 = 21-49, 26 x 57 = 22-8, 26 x 58 = 22-34, 26 x 59 = 22-60, 26 x 60 = 23-19, 26 x 61 = 23-45, 26 x 62 = 24-4, 26 x 63 = 24-30, 26 x 64 = 24-56, 26 x 65 = 25-15, 26 x 66 = 25-41, 
