11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 0-99, 11 x 10 = 1-7, 11 x 11 = 1-18, 11 x 12 = 1-29, 11 x 13 = 1-40, 11 x 14 = 1-51, 11 x 15 = 1-62, 11 x 16 = 1-73, 11 x 17 = 1-84, 11 x 18 = 1-95, 11 x 19 = 2-3, 11 x 20 = 2-14, 11 x 21 = 2-25, 11 x 22 = 2-36, 11 x 23 = 2-47, 11 x 24 = 2-58, 11 x 25 = 2-69, 11 x 26 = 2-80, 11 x 27 = 2-91, 11 x 28 = 2-102, 11 x 29 = 3-10, 11 x 30 = 3-21, 11 x 31 = 3-32, 11 x 32 = 3-43, 11 x 33 = 3-54, 11 x 34 = 3-65, 11 x 35 = 3-76, 11 x 36 = 3-87, 11 x 37 = 3-98, 11 x 38 = 4-6, 11 x 39 = 4-17, 11 x 40 = 4-28, 11 x 41 = 4-39, 11 x 42 = 4-50, 11 x 43 = 4-61, 11 x 44 = 4-72, 11 x 45 = 4-83, 11 x 46 = 4-94, 11 x 47 = 5-2, 11 x 48 = 5-13, 11 x 49 = 5-24, 11 x 50 = 5-35, 11 x 51 = 5-46, 11 x 52 = 5-57, 11 x 53 = 5-68, 11 x 54 = 5-79, 11 x 55 = 5-90, 11 x 56 = 5-101, 11 x 57 = 6-9, 11 x 58 = 6-20, 11 x 59 = 6-31, 11 x 60 = 6-42, 11 x 61 = 6-53, 11 x 62 = 6-64, 11 x 63 = 6-75, 11 x 64 = 6-86, 11 x 65 = 6-97, 11 x 66 = 7-5, 11 x 67 = 7-16, 11 x 68 = 7-27, 11 x 69 = 7-38, 11 x 70 = 7-49, 11 x 71 = 7-60, 11 x 72 = 7-71, 11 x 73 = 7-82, 11 x 74 = 7-93, 11 x 75 = 8-1, 11 x 76 = 8-12, 11 x 77 = 8-23, 11 x 78 = 8-34, 11 x 79 = 8-45, 11 x 80 = 8-56, 11 x 81 = 8-67, 11 x 82 = 8-78, 11 x 83 = 8-89, 11 x 84 = 8-100, 11 x 85 = 9-8, 11 x 86 = 9-19, 11 x 87 = 9-30, 11 x 88 = 9-41, 11 x 89 = 9-52, 11 x 90 = 9-63, 11 x 91 = 9-74, 11 x 92 = 9-85, 11 x 93 = 9-96, 11 x 94 = 10-4, 11 x 95 = 10-15, 11 x 96 = 10-26, 11 x 97 = 10-37, 11 x 98 = 10-48, 11 x 99 = 10-59, 11 x 100 = 10-70, 11 x 101 = 10-81, 11 x 102 = 10-92, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-5, 12 x 10 = 1-17, 12 x 11 = 1-29, 12 x 12 = 1-41, 12 x 13 = 1-53, 12 x 14 = 1-65, 12 x 15 = 1-77, 12 x 16 = 1-89, 12 x 17 = 1-101, 12 x 18 = 2-10, 12 x 19 = 2-22, 12 x 20 = 2-34, 12 x 21 = 2-46, 12 x 22 = 2-58, 12 x 23 = 2-70, 12 x 24 = 2-82, 12 x 25 = 2-94, 12 x 26 = 3-3, 12 x 27 = 3-15, 12 x 28 = 3-27, 12 x 29 = 3-39, 12 x 30 = 3-51, 12 x 31 = 3-63, 12 x 32 = 3-75, 12 x 33 = 3-87, 12 x 34 = 3-99, 12 x 35 = 4-8, 12 x 36 = 4-20, 12 x 37 = 4-32, 12 x 38 = 4-44, 12 x 39 = 4-56, 12 x 40 = 4-68, 12 x 41 = 4-80, 12 x 42 = 4-92, 12 x 43 = 5-1, 12 x 44 = 5-13, 12 x 45 = 5-25, 12 x 46 = 5-37, 12 x 47 = 5-49, 12 x 48 = 5-61, 12 x 49 = 5-73, 12 x 50 = 5-85, 12 x 51 = 5-97, 12 x 52 = 6-6, 12 x 53 = 6-18, 12 x 54 = 6-30, 12 x 55 = 6-42, 12 x 56 = 6-54, 12 x 57 = 6-66, 12 x 58 = 6-78, 12 x 59 = 6-90, 12 x 60 = 6-102, 12 x 61 = 7-11, 12 x 62 = 7-23, 12 x 63 = 7-35, 12 x 64 = 7-47, 12 x 65 = 7-59, 12 x 66 = 7-71, 12 x 67 = 7-83, 12 x 68 = 7-95, 12 x 69 = 8-4, 12 x 70 = 8-16, 12 x 71 = 8-28, 12 x 72 = 8-40, 12 x 73 = 8-52, 12 x 74 = 8-64, 12 x 75 = 8-76, 12 x 76 = 8-88, 12 x 77 = 8-100, 12 x 78 = 9-9, 12 x 79 = 9-21, 12 x 80 = 9-33, 12 x 81 = 9-45, 12 x 82 = 9-57, 12 x 83 = 9-69, 12 x 84 = 9-81, 12 x 85 = 9-93, 12 x 86 = 10-2, 12 x 87 = 10-14, 12 x 88 = 10-26, 12 x 89 = 10-38, 12 x 90 = 10-50, 12 x 91 = 10-62, 12 x 92 = 10-74, 12 x 93 = 10-86, 12 x 94 = 10-98, 12 x 95 = 11-7, 12 x 96 = 11-19, 12 x 97 = 11-31, 12 x 98 = 11-43, 12 x 99 = 11-55, 12 x 100 = 11-67, 12 x 101 = 11-79, 12 x 102 = 11-91, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-1, 13 x 9 = 1-14, 13 x 10 = 1-27, 13 x 11 = 1-40, 13 x 12 = 1-53, 13 x 13 = 1-66, 13 x 14 = 1-79, 13 x 15 = 1-92, 13 x 16 = 2-2, 13 x 17 = 2-15, 13 x 18 = 2-28, 13 x 19 = 2-41, 13 x 20 = 2-54, 13 x 21 = 2-67, 13 x 22 = 2-80, 13 x 23 = 2-93, 13 x 24 = 3-3, 13 x 25 = 3-16, 13 x 26 = 3-29, 13 x 27 = 3-42, 13 x 28 = 3-55, 13 x 29 = 3-68, 13 x 30 = 3-81, 13 x 31 = 3-94, 13 x 32 = 4-4, 13 x 33 = 4-17, 13 x 34 = 4-30, 13 x 35 = 4-43, 13 x 36 = 4-56, 13 x 37 = 4-69, 13 x 38 = 4-82, 13 x 39 = 4-95, 13 x 40 = 5-5, 13 x 41 = 5-18, 13 x 42 = 5-31, 13 x 43 = 5-44, 13 x 44 = 5-57, 13 x 45 = 5-70, 13 x 46 = 5-83, 13 x 47 = 5-96, 13 x 48 = 6-6, 13 x 49 = 6-19, 13 x 50 = 6-32, 13 x 51 = 6-45, 13 x 52 = 6-58, 13 x 53 = 6-71, 13 x 54 = 6-84, 13 x 55 = 6-97, 13 x 56 = 7-7, 13 x 57 = 7-20, 13 x 58 = 7-33, 13 x 59 = 7-46, 13 x 60 = 7-59, 13 x 61 = 7-72, 13 x 62 = 7-85, 13 x 63 = 7-98, 13 x 64 = 8-8, 13 x 65 = 8-21, 13 x 66 = 8-34, 13 x 67 = 8-47, 13 x 68 = 8-60, 13 x 69 = 8-73, 13 x 70 = 8-86, 13 x 71 = 8-99, 13 x 72 = 9-9, 13 x 73 = 9-22, 13 x 74 = 9-35, 13 x 75 = 9-48, 13 x 76 = 9-61, 13 x 77 = 9-74, 13 x 78 = 9-87, 13 x 79 = 9-100, 13 x 80 = 10-10, 13 x 81 = 10-23, 13 x 82 = 10-36, 13 x 83 = 10-49, 13 x 84 = 10-62, 13 x 85 = 10-75, 13 x 86 = 10-88, 13 x 87 = 10-101, 13 x 88 = 11-11, 13 x 89 = 11-24, 13 x 90 = 11-37, 13 x 91 = 11-50, 13 x 92 = 11-63, 13 x 93 = 11-76, 13 x 94 = 11-89, 13 x 95 = 11-102, 13 x 96 = 12-12, 13 x 97 = 12-25, 13 x 98 = 12-38, 13 x 99 = 12-51, 13 x 100 = 12-64, 13 x 101 = 12-77, 13 x 102 = 12-90, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-9, 14 x 9 = 1-23, 14 x 10 = 1-37, 14 x 11 = 1-51, 14 x 12 = 1-65, 14 x 13 = 1-79, 14 x 14 = 1-93, 14 x 15 = 2-4, 14 x 16 = 2-18, 14 x 17 = 2-32, 14 x 18 = 2-46, 14 x 19 = 2-60, 14 x 20 = 2-74, 14 x 21 = 2-88, 14 x 22 = 2-102, 14 x 23 = 3-13, 14 x 24 = 3-27, 14 x 25 = 3-41, 14 x 26 = 3-55, 14 x 27 = 3-69, 14 x 28 = 3-83, 14 x 29 = 3-97, 14 x 30 = 4-8, 14 x 31 = 4-22, 14 x 32 = 4-36, 14 x 33 = 4-50, 14 x 34 = 4-64, 14 x 35 = 4-78, 14 x 36 = 4-92, 14 x 37 = 5-3, 14 x 38 = 5-17, 14 x 39 = 5-31, 14 x 40 = 5-45, 14 x 41 = 5-59, 14 x 42 = 5-73, 14 x 43 = 5-87, 14 x 44 = 5-101, 14 x 45 = 6-12, 14 x 46 = 6-26, 14 x 47 = 6-40, 14 x 48 = 6-54, 14 x 49 = 6-68, 14 x 50 = 6-82, 14 x 51 = 6-96, 14 x 52 = 7-7, 14 x 53 = 7-21, 14 x 54 = 7-35, 14 x 55 = 7-49, 14 x 56 = 7-63, 14 x 57 = 7-77, 14 x 58 = 7-91, 14 x 59 = 8-2, 14 x 60 = 8-16, 14 x 61 = 8-30, 14 x 62 = 8-44, 14 x 63 = 8-58, 14 x 64 = 8-72, 14 x 65 = 8-86, 14 x 66 = 8-100, 14 x 67 = 9-11, 14 x 68 = 9-25, 14 x 69 = 9-39, 14 x 70 = 9-53, 14 x 71 = 9-67, 14 x 72 = 9-81, 14 x 73 = 9-95, 14 x 74 = 10-6, 14 x 75 = 10-20, 14 x 76 = 10-34, 14 x 77 = 10-48, 14 x 78 = 10-62, 14 x 79 = 10-76, 14 x 80 = 10-90, 14 x 81 = 11-1, 14 x 82 = 11-15, 14 x 83 = 11-29, 14 x 84 = 11-43, 14 x 85 = 11-57, 14 x 86 = 11-71, 14 x 87 = 11-85, 14 x 88 = 11-99, 14 x 89 = 12-10, 14 x 90 = 12-24, 14 x 91 = 12-38, 14 x 92 = 12-52, 14 x 93 = 12-66, 14 x 94 = 12-80, 14 x 95 = 12-94, 14 x 96 = 13-5, 14 x 97 = 13-19, 14 x 98 = 13-33, 14 x 99 = 13-47, 14 x 100 = 13-61, 14 x 101 = 13-75, 14 x 102 = 13-89, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-2, 15 x 8 = 1-17, 15 x 9 = 1-32, 15 x 10 = 1-47, 15 x 11 = 1-62, 15 x 12 = 1-77, 15 x 13 = 1-92, 15 x 14 = 2-4, 15 x 15 = 2-19, 15 x 16 = 2-34, 15 x 17 = 2-49, 15 x 18 = 2-64, 15 x 19 = 2-79, 15 x 20 = 2-94, 15 x 21 = 3-6, 15 x 22 = 3-21, 15 x 23 = 3-36, 15 x 24 = 3-51, 15 x 25 = 3-66, 15 x 26 = 3-81, 15 x 27 = 3-96, 15 x 28 = 4-8, 15 x 29 = 4-23, 15 x 30 = 4-38, 15 x 31 = 4-53, 15 x 32 = 4-68, 15 x 33 = 4-83, 15 x 34 = 4-98, 15 x 35 = 5-10, 15 x 36 = 5-25, 15 x 37 = 5-40, 15 x 38 = 5-55, 15 x 39 = 5-70, 15 x 40 = 5-85, 15 x 41 = 5-100, 15 x 42 = 6-12, 15 x 43 = 6-27, 15 x 44 = 6-42, 15 x 45 = 6-57, 15 x 46 = 6-72, 15 x 47 = 6-87, 15 x 48 = 6-102, 15 x 49 = 7-14, 15 x 50 = 7-29, 15 x 51 = 7-44, 15 x 52 = 7-59, 15 x 53 = 7-74, 15 x 54 = 7-89, 15 x 55 = 8-1, 15 x 56 = 8-16, 15 x 57 = 8-31, 15 x 58 = 8-46, 15 x 59 = 8-61, 15 x 60 = 8-76, 15 x 61 = 8-91, 15 x 62 = 9-3, 15 x 63 = 9-18, 15 x 64 = 9-33, 15 x 65 = 9-48, 15 x 66 = 9-63, 15 x 67 = 9-78, 15 x 68 = 9-93, 15 x 69 = 10-5, 15 x 70 = 10-20, 15 x 71 = 10-35, 15 x 72 = 10-50, 15 x 73 = 10-65, 15 x 74 = 10-80, 15 x 75 = 10-95, 15 x 76 = 11-7, 15 x 77 = 11-22, 15 x 78 = 11-37, 15 x 79 = 11-52, 15 x 80 = 11-67, 15 x 81 = 11-82, 15 x 82 = 11-97, 15 x 83 = 12-9, 15 x 84 = 12-24, 15 x 85 = 12-39, 15 x 86 = 12-54, 15 x 87 = 12-69, 15 x 88 = 12-84, 15 x 89 = 12-99, 15 x 90 = 13-11, 15 x 91 = 13-26, 15 x 92 = 13-41, 15 x 93 = 13-56, 15 x 94 = 13-71, 15 x 95 = 13-86, 15 x 96 = 13-101, 15 x 97 = 14-13, 15 x 98 = 14-28, 15 x 99 = 14-43, 15 x 100 = 14-58, 15 x 101 = 14-73, 15 x 102 = 14-88, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-9, 16 x 8 = 1-25, 16 x 9 = 1-41, 16 x 10 = 1-57, 16 x 11 = 1-73, 16 x 12 = 1-89, 16 x 13 = 2-2, 16 x 14 = 2-18, 16 x 15 = 2-34, 16 x 16 = 2-50, 16 x 17 = 2-66, 16 x 18 = 2-82, 16 x 19 = 2-98, 16 x 20 = 3-11, 16 x 21 = 3-27, 16 x 22 = 3-43, 16 x 23 = 3-59, 16 x 24 = 3-75, 16 x 25 = 3-91, 16 x 26 = 4-4, 16 x 27 = 4-20, 16 x 28 = 4-36, 16 x 29 = 4-52, 16 x 30 = 4-68, 16 x 31 = 4-84, 16 x 32 = 4-100, 16 x 33 = 5-13, 16 x 34 = 5-29, 16 x 35 = 5-45, 16 x 36 = 5-61, 16 x 37 = 5-77, 16 x 38 = 5-93, 16 x 39 = 6-6, 16 x 40 = 6-22, 16 x 41 = 6-38, 16 x 42 = 6-54, 16 x 43 = 6-70, 16 x 44 = 6-86, 16 x 45 = 6-102, 16 x 46 = 7-15, 16 x 47 = 7-31, 16 x 48 = 7-47, 16 x 49 = 7-63, 16 x 50 = 7-79, 16 x 51 = 7-95, 16 x 52 = 8-8, 16 x 53 = 8-24, 16 x 54 = 8-40, 16 x 55 = 8-56, 16 x 56 = 8-72, 16 x 57 = 8-88, 16 x 58 = 9-1, 16 x 59 = 9-17, 16 x 60 = 9-33, 16 x 61 = 9-49, 16 x 62 = 9-65, 16 x 63 = 9-81, 16 x 64 = 9-97, 16 x 65 = 10-10, 16 x 66 = 10-26, 16 x 67 = 10-42, 16 x 68 = 10-58, 16 x 69 = 10-74, 16 x 70 = 10-90, 16 x 71 = 11-3, 16 x 72 = 11-19, 16 x 73 = 11-35, 16 x 74 = 11-51, 16 x 75 = 11-67, 16 x 76 = 11-83, 16 x 77 = 11-99, 16 x 78 = 12-12, 16 x 79 = 12-28, 16 x 80 = 12-44, 16 x 81 = 12-60, 16 x 82 = 12-76, 16 x 83 = 12-92, 16 x 84 = 13-5, 16 x 85 = 13-21, 16 x 86 = 13-37, 16 x 87 = 13-53, 16 x 88 = 13-69, 16 x 89 = 13-85, 16 x 90 = 13-101, 16 x 91 = 14-14, 16 x 92 = 14-30, 16 x 93 = 14-46, 16 x 94 = 14-62, 16 x 95 = 14-78, 16 x 96 = 14-94, 16 x 97 = 15-7, 16 x 98 = 15-23, 16 x 99 = 15-39, 16 x 100 = 15-55, 16 x 101 = 15-71, 16 x 102 = 15-87, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 0-102, 17 x 7 = 1-16, 17 x 8 = 1-33, 17 x 9 = 1-50, 17 x 10 = 1-67, 17 x 11 = 1-84, 17 x 12 = 1-101, 17 x 13 = 2-15, 17 x 14 = 2-32, 17 x 15 = 2-49, 17 x 16 = 2-66, 17 x 17 = 2-83, 17 x 18 = 2-100, 17 x 19 = 3-14, 17 x 20 = 3-31, 17 x 21 = 3-48, 17 x 22 = 3-65, 17 x 23 = 3-82, 17 x 24 = 3-99, 17 x 25 = 4-13, 17 x 26 = 4-30, 17 x 27 = 4-47, 17 x 28 = 4-64, 17 x 29 = 4-81, 17 x 30 = 4-98, 17 x 31 = 5-12, 17 x 32 = 5-29, 17 x 33 = 5-46, 17 x 34 = 5-63, 17 x 35 = 5-80, 17 x 36 = 5-97, 17 x 37 = 6-11, 17 x 38 = 6-28, 17 x 39 = 6-45, 17 x 40 = 6-62, 17 x 41 = 6-79, 17 x 42 = 6-96, 17 x 43 = 7-10, 17 x 44 = 7-27, 17 x 45 = 7-44, 17 x 46 = 7-61, 17 x 47 = 7-78, 17 x 48 = 7-95, 17 x 49 = 8-9, 17 x 50 = 8-26, 17 x 51 = 8-43, 17 x 52 = 8-60, 17 x 53 = 8-77, 17 x 54 = 8-94, 17 x 55 = 9-8, 17 x 56 = 9-25, 17 x 57 = 9-42, 17 x 58 = 9-59, 17 x 59 = 9-76, 17 x 60 = 9-93, 17 x 61 = 10-7, 17 x 62 = 10-24, 17 x 63 = 10-41, 17 x 64 = 10-58, 17 x 65 = 10-75, 17 x 66 = 10-92, 17 x 67 = 11-6, 17 x 68 = 11-23, 17 x 69 = 11-40, 17 x 70 = 11-57, 17 x 71 = 11-74, 17 x 72 = 11-91, 17 x 73 = 12-5, 17 x 74 = 12-22, 17 x 75 = 12-39, 17 x 76 = 12-56, 17 x 77 = 12-73, 17 x 78 = 12-90, 17 x 79 = 13-4, 17 x 80 = 13-21, 17 x 81 = 13-38, 17 x 82 = 13-55, 17 x 83 = 13-72, 17 x 84 = 13-89, 17 x 85 = 14-3, 17 x 86 = 14-20, 17 x 87 = 14-37, 17 x 88 = 14-54, 17 x 89 = 14-71, 17 x 90 = 14-88, 17 x 91 = 15-2, 17 x 92 = 15-19, 17 x 93 = 15-36, 17 x 94 = 15-53, 17 x 95 = 15-70, 17 x 96 = 15-87, 17 x 97 = 16-1, 17 x 98 = 16-18, 17 x 99 = 16-35, 17 x 100 = 16-52, 17 x 101 = 16-69, 17 x 102 = 16-86, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-5, 18 x 7 = 1-23, 18 x 8 = 1-41, 18 x 9 = 1-59, 18 x 10 = 1-77, 18 x 11 = 1-95, 18 x 12 = 2-10, 18 x 13 = 2-28, 18 x 14 = 2-46, 18 x 15 = 2-64, 18 x 16 = 2-82, 18 x 17 = 2-100, 18 x 18 = 3-15, 18 x 19 = 3-33, 18 x 20 = 3-51, 18 x 21 = 3-69, 18 x 22 = 3-87, 18 x 23 = 4-2, 18 x 24 = 4-20, 18 x 25 = 4-38, 18 x 26 = 4-56, 18 x 27 = 4-74, 18 x 28 = 4-92, 18 x 29 = 5-7, 18 x 30 = 5-25, 18 x 31 = 5-43, 18 x 32 = 5-61, 18 x 33 = 5-79, 18 x 34 = 5-97, 18 x 35 = 6-12, 18 x 36 = 6-30, 18 x 37 = 6-48, 18 x 38 = 6-66, 18 x 39 = 6-84, 18 x 40 = 6-102, 18 x 41 = 7-17, 18 x 42 = 7-35, 18 x 43 = 7-53, 18 x 44 = 7-71, 18 x 45 = 7-89, 18 x 46 = 8-4, 18 x 47 = 8-22, 18 x 48 = 8-40, 18 x 49 = 8-58, 18 x 50 = 8-76, 18 x 51 = 8-94, 18 x 52 = 9-9, 18 x 53 = 9-27, 18 x 54 = 9-45, 18 x 55 = 9-63, 18 x 56 = 9-81, 18 x 57 = 9-99, 18 x 58 = 10-14, 18 x 59 = 10-32, 18 x 60 = 10-50, 18 x 61 = 10-68, 18 x 62 = 10-86, 18 x 63 = 11-1, 18 x 64 = 11-19, 18 x 65 = 11-37, 18 x 66 = 11-55, 18 x 67 = 11-73, 18 x 68 = 11-91, 18 x 69 = 12-6, 18 x 70 = 12-24, 18 x 71 = 12-42, 18 x 72 = 12-60, 18 x 73 = 12-78, 18 x 74 = 12-96, 18 x 75 = 13-11, 18 x 76 = 13-29, 18 x 77 = 13-47, 18 x 78 = 13-65, 18 x 79 = 13-83, 18 x 80 = 13-101, 18 x 81 = 14-16, 18 x 82 = 14-34, 18 x 83 = 14-52, 18 x 84 = 14-70, 18 x 85 = 14-88, 18 x 86 = 15-3, 18 x 87 = 15-21, 18 x 88 = 15-39, 18 x 89 = 15-57, 18 x 90 = 15-75, 18 x 91 = 15-93, 18 x 92 = 16-8, 18 x 93 = 16-26, 18 x 94 = 16-44, 18 x 95 = 16-62, 18 x 96 = 16-80, 18 x 97 = 16-98, 18 x 98 = 17-13, 18 x 99 = 17-31, 18 x 100 = 17-49, 18 x 101 = 17-67, 18 x 102 = 17-85, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-11, 19 x 7 = 1-30, 19 x 8 = 1-49, 19 x 9 = 1-68, 19 x 10 = 1-87, 19 x 11 = 2-3, 19 x 12 = 2-22, 19 x 13 = 2-41, 19 x 14 = 2-60, 19 x 15 = 2-79, 19 x 16 = 2-98, 19 x 17 = 3-14, 19 x 18 = 3-33, 19 x 19 = 3-52, 19 x 20 = 3-71, 19 x 21 = 3-90, 19 x 22 = 4-6, 19 x 23 = 4-25, 19 x 24 = 4-44, 19 x 25 = 4-63, 19 x 26 = 4-82, 19 x 27 = 4-101, 19 x 28 = 5-17, 19 x 29 = 5-36, 19 x 30 = 5-55, 19 x 31 = 5-74, 19 x 32 = 5-93, 19 x 33 = 6-9, 19 x 34 = 6-28, 19 x 35 = 6-47, 19 x 36 = 6-66, 19 x 37 = 6-85, 19 x 38 = 7-1, 19 x 39 = 7-20, 19 x 40 = 7-39, 19 x 41 = 7-58, 19 x 42 = 7-77, 19 x 43 = 7-96, 19 x 44 = 8-12, 19 x 45 = 8-31, 19 x 46 = 8-50, 19 x 47 = 8-69, 19 x 48 = 8-88, 19 x 49 = 9-4, 19 x 50 = 9-23, 19 x 51 = 9-42, 19 x 52 = 9-61, 19 x 53 = 9-80, 19 x 54 = 9-99, 19 x 55 = 10-15, 19 x 56 = 10-34, 19 x 57 = 10-53, 19 x 58 = 10-72, 19 x 59 = 10-91, 19 x 60 = 11-7, 19 x 61 = 11-26, 19 x 62 = 11-45, 19 x 63 = 11-64, 19 x 64 = 11-83, 19 x 65 = 11-102, 19 x 66 = 12-18, 19 x 67 = 12-37, 19 x 68 = 12-56, 19 x 69 = 12-75, 19 x 70 = 12-94, 19 x 71 = 13-10, 19 x 72 = 13-29, 19 x 73 = 13-48, 19 x 74 = 13-67, 19 x 75 = 13-86, 19 x 76 = 14-2, 19 x 77 = 14-21, 19 x 78 = 14-40, 19 x 79 = 14-59, 19 x 80 = 14-78, 19 x 81 = 14-97, 19 x 82 = 15-13, 19 x 83 = 15-32, 19 x 84 = 15-51, 19 x 85 = 15-70, 19 x 86 = 15-89, 19 x 87 = 16-5, 19 x 88 = 16-24, 19 x 89 = 16-43, 19 x 90 = 16-62, 19 x 91 = 16-81, 19 x 92 = 16-100, 19 x 93 = 17-16, 19 x 94 = 17-35, 19 x 95 = 17-54, 19 x 96 = 17-73, 19 x 97 = 17-92, 19 x 98 = 18-8, 19 x 99 = 18-27, 19 x 100 = 18-46, 19 x 101 = 18-65, 19 x 102 = 18-84, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 0-100, 20 x 6 = 1-17, 20 x 7 = 1-37, 20 x 8 = 1-57, 20 x 9 = 1-77, 20 x 10 = 1-97, 20 x 11 = 2-14, 20 x 12 = 2-34, 20 x 13 = 2-54, 20 x 14 = 2-74, 20 x 15 = 2-94, 20 x 16 = 3-11, 20 x 17 = 3-31, 20 x 18 = 3-51, 20 x 19 = 3-71, 20 x 20 = 3-91, 20 x 21 = 4-8, 20 x 22 = 4-28, 20 x 23 = 4-48, 20 x 24 = 4-68, 20 x 25 = 4-88, 20 x 26 = 5-5, 20 x 27 = 5-25, 20 x 28 = 5-45, 20 x 29 = 5-65, 20 x 30 = 5-85, 20 x 31 = 6-2, 20 x 32 = 6-22, 20 x 33 = 6-42, 20 x 34 = 6-62, 20 x 35 = 6-82, 20 x 36 = 6-102, 20 x 37 = 7-19, 20 x 38 = 7-39, 20 x 39 = 7-59, 20 x 40 = 7-79, 20 x 41 = 7-99, 20 x 42 = 8-16, 20 x 43 = 8-36, 20 x 44 = 8-56, 20 x 45 = 8-76, 20 x 46 = 8-96, 20 x 47 = 9-13, 20 x 48 = 9-33, 20 x 49 = 9-53, 20 x 50 = 9-73, 20 x 51 = 9-93, 20 x 52 = 10-10, 20 x 53 = 10-30, 20 x 54 = 10-50, 20 x 55 = 10-70, 20 x 56 = 10-90, 20 x 57 = 11-7, 20 x 58 = 11-27, 20 x 59 = 11-47, 20 x 60 = 11-67, 20 x 61 = 11-87, 20 x 62 = 12-4, 20 x 63 = 12-24, 20 x 64 = 12-44, 20 x 65 = 12-64, 20 x 66 = 12-84, 20 x 67 = 13-1, 20 x 68 = 13-21, 20 x 69 = 13-41, 20 x 70 = 13-61, 20 x 71 = 13-81, 20 x 72 = 13-101, 20 x 73 = 14-18, 20 x 74 = 14-38, 20 x 75 = 14-58, 20 x 76 = 14-78, 20 x 77 = 14-98, 20 x 78 = 15-15, 20 x 79 = 15-35, 20 x 80 = 15-55, 20 x 81 = 15-75, 20 x 82 = 15-95, 20 x 83 = 16-12, 20 x 84 = 16-32, 20 x 85 = 16-52, 20 x 86 = 16-72, 20 x 87 = 16-92, 20 x 88 = 17-9, 20 x 89 = 17-29, 20 x 90 = 17-49, 20 x 91 = 17-69, 20 x 92 = 17-89, 20 x 93 = 18-6, 20 x 94 = 18-26, 20 x 95 = 18-46, 20 x 96 = 18-66, 20 x 97 = 18-86, 20 x 98 = 19-3, 20 x 99 = 19-23, 20 x 100 = 19-43, 20 x 101 = 19-63, 20 x 102 = 19-83, 
