11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 1-2, 11 x 10 = 1-13, 11 x 11 = 1-24, 11 x 12 = 1-35, 11 x 13 = 1-46, 11 x 14 = 1-57, 11 x 15 = 1-68, 11 x 16 = 1-79, 11 x 17 = 1-90, 11 x 18 = 2-4, 11 x 19 = 2-15, 11 x 20 = 2-26, 11 x 21 = 2-37, 11 x 22 = 2-48, 11 x 23 = 2-59, 11 x 24 = 2-70, 11 x 25 = 2-81, 11 x 26 = 2-92, 11 x 27 = 3-6, 11 x 28 = 3-17, 11 x 29 = 3-28, 11 x 30 = 3-39, 11 x 31 = 3-50, 11 x 32 = 3-61, 11 x 33 = 3-72, 11 x 34 = 3-83, 11 x 35 = 3-94, 11 x 36 = 4-8, 11 x 37 = 4-19, 11 x 38 = 4-30, 11 x 39 = 4-41, 11 x 40 = 4-52, 11 x 41 = 4-63, 11 x 42 = 4-74, 11 x 43 = 4-85, 11 x 44 = 4-96, 11 x 45 = 5-10, 11 x 46 = 5-21, 11 x 47 = 5-32, 11 x 48 = 5-43, 11 x 49 = 5-54, 11 x 50 = 5-65, 11 x 51 = 5-76, 11 x 52 = 5-87, 11 x 53 = 6-1, 11 x 54 = 6-12, 11 x 55 = 6-23, 11 x 56 = 6-34, 11 x 57 = 6-45, 11 x 58 = 6-56, 11 x 59 = 6-67, 11 x 60 = 6-78, 11 x 61 = 6-89, 11 x 62 = 7-3, 11 x 63 = 7-14, 11 x 64 = 7-25, 11 x 65 = 7-36, 11 x 66 = 7-47, 11 x 67 = 7-58, 11 x 68 = 7-69, 11 x 69 = 7-80, 11 x 70 = 7-91, 11 x 71 = 8-5, 11 x 72 = 8-16, 11 x 73 = 8-27, 11 x 74 = 8-38, 11 x 75 = 8-49, 11 x 76 = 8-60, 11 x 77 = 8-71, 11 x 78 = 8-82, 11 x 79 = 8-93, 11 x 80 = 9-7, 11 x 81 = 9-18, 11 x 82 = 9-29, 11 x 83 = 9-40, 11 x 84 = 9-51, 11 x 85 = 9-62, 11 x 86 = 9-73, 11 x 87 = 9-84, 11 x 88 = 9-95, 11 x 89 = 10-9, 11 x 90 = 10-20, 11 x 91 = 10-31, 11 x 92 = 10-42, 11 x 93 = 10-53, 11 x 94 = 10-64, 11 x 95 = 10-75, 11 x 96 = 10-86, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-11, 12 x 10 = 1-23, 12 x 11 = 1-35, 12 x 12 = 1-47, 12 x 13 = 1-59, 12 x 14 = 1-71, 12 x 15 = 1-83, 12 x 16 = 1-95, 12 x 17 = 2-10, 12 x 18 = 2-22, 12 x 19 = 2-34, 12 x 20 = 2-46, 12 x 21 = 2-58, 12 x 22 = 2-70, 12 x 23 = 2-82, 12 x 24 = 2-94, 12 x 25 = 3-9, 12 x 26 = 3-21, 12 x 27 = 3-33, 12 x 28 = 3-45, 12 x 29 = 3-57, 12 x 30 = 3-69, 12 x 31 = 3-81, 12 x 32 = 3-93, 12 x 33 = 4-8, 12 x 34 = 4-20, 12 x 35 = 4-32, 12 x 36 = 4-44, 12 x 37 = 4-56, 12 x 38 = 4-68, 12 x 39 = 4-80, 12 x 40 = 4-92, 12 x 41 = 5-7, 12 x 42 = 5-19, 12 x 43 = 5-31, 12 x 44 = 5-43, 12 x 45 = 5-55, 12 x 46 = 5-67, 12 x 47 = 5-79, 12 x 48 = 5-91, 12 x 49 = 6-6, 12 x 50 = 6-18, 12 x 51 = 6-30, 12 x 52 = 6-42, 12 x 53 = 6-54, 12 x 54 = 6-66, 12 x 55 = 6-78, 12 x 56 = 6-90, 12 x 57 = 7-5, 12 x 58 = 7-17, 12 x 59 = 7-29, 12 x 60 = 7-41, 12 x 61 = 7-53, 12 x 62 = 7-65, 12 x 63 = 7-77, 12 x 64 = 7-89, 12 x 65 = 8-4, 12 x 66 = 8-16, 12 x 67 = 8-28, 12 x 68 = 8-40, 12 x 69 = 8-52, 12 x 70 = 8-64, 12 x 71 = 8-76, 12 x 72 = 8-88, 12 x 73 = 9-3, 12 x 74 = 9-15, 12 x 75 = 9-27, 12 x 76 = 9-39, 12 x 77 = 9-51, 12 x 78 = 9-63, 12 x 79 = 9-75, 12 x 80 = 9-87, 12 x 81 = 10-2, 12 x 82 = 10-14, 12 x 83 = 10-26, 12 x 84 = 10-38, 12 x 85 = 10-50, 12 x 86 = 10-62, 12 x 87 = 10-74, 12 x 88 = 10-86, 12 x 89 = 11-1, 12 x 90 = 11-13, 12 x 91 = 11-25, 12 x 92 = 11-37, 12 x 93 = 11-49, 12 x 94 = 11-61, 12 x 95 = 11-73, 12 x 96 = 11-85, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-7, 13 x 9 = 1-20, 13 x 10 = 1-33, 13 x 11 = 1-46, 13 x 12 = 1-59, 13 x 13 = 1-72, 13 x 14 = 1-85, 13 x 15 = 2-1, 13 x 16 = 2-14, 13 x 17 = 2-27, 13 x 18 = 2-40, 13 x 19 = 2-53, 13 x 20 = 2-66, 13 x 21 = 2-79, 13 x 22 = 2-92, 13 x 23 = 3-8, 13 x 24 = 3-21, 13 x 25 = 3-34, 13 x 26 = 3-47, 13 x 27 = 3-60, 13 x 28 = 3-73, 13 x 29 = 3-86, 13 x 30 = 4-2, 13 x 31 = 4-15, 13 x 32 = 4-28, 13 x 33 = 4-41, 13 x 34 = 4-54, 13 x 35 = 4-67, 13 x 36 = 4-80, 13 x 37 = 4-93, 13 x 38 = 5-9, 13 x 39 = 5-22, 13 x 40 = 5-35, 13 x 41 = 5-48, 13 x 42 = 5-61, 13 x 43 = 5-74, 13 x 44 = 5-87, 13 x 45 = 6-3, 13 x 46 = 6-16, 13 x 47 = 6-29, 13 x 48 = 6-42, 13 x 49 = 6-55, 13 x 50 = 6-68, 13 x 51 = 6-81, 13 x 52 = 6-94, 13 x 53 = 7-10, 13 x 54 = 7-23, 13 x 55 = 7-36, 13 x 56 = 7-49, 13 x 57 = 7-62, 13 x 58 = 7-75, 13 x 59 = 7-88, 13 x 60 = 8-4, 13 x 61 = 8-17, 13 x 62 = 8-30, 13 x 63 = 8-43, 13 x 64 = 8-56, 13 x 65 = 8-69, 13 x 66 = 8-82, 13 x 67 = 8-95, 13 x 68 = 9-11, 13 x 69 = 9-24, 13 x 70 = 9-37, 13 x 71 = 9-50, 13 x 72 = 9-63, 13 x 73 = 9-76, 13 x 74 = 9-89, 13 x 75 = 10-5, 13 x 76 = 10-18, 13 x 77 = 10-31, 13 x 78 = 10-44, 13 x 79 = 10-57, 13 x 80 = 10-70, 13 x 81 = 10-83, 13 x 82 = 10-96, 13 x 83 = 11-12, 13 x 84 = 11-25, 13 x 85 = 11-38, 13 x 86 = 11-51, 13 x 87 = 11-64, 13 x 88 = 11-77, 13 x 89 = 11-90, 13 x 90 = 12-6, 13 x 91 = 12-19, 13 x 92 = 12-32, 13 x 93 = 12-45, 13 x 94 = 12-58, 13 x 95 = 12-71, 13 x 96 = 12-84, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-1, 14 x 8 = 1-15, 14 x 9 = 1-29, 14 x 10 = 1-43, 14 x 11 = 1-57, 14 x 12 = 1-71, 14 x 13 = 1-85, 14 x 14 = 2-2, 14 x 15 = 2-16, 14 x 16 = 2-30, 14 x 17 = 2-44, 14 x 18 = 2-58, 14 x 19 = 2-72, 14 x 20 = 2-86, 14 x 21 = 3-3, 14 x 22 = 3-17, 14 x 23 = 3-31, 14 x 24 = 3-45, 14 x 25 = 3-59, 14 x 26 = 3-73, 14 x 27 = 3-87, 14 x 28 = 4-4, 14 x 29 = 4-18, 14 x 30 = 4-32, 14 x 31 = 4-46, 14 x 32 = 4-60, 14 x 33 = 4-74, 14 x 34 = 4-88, 14 x 35 = 5-5, 14 x 36 = 5-19, 14 x 37 = 5-33, 14 x 38 = 5-47, 14 x 39 = 5-61, 14 x 40 = 5-75, 14 x 41 = 5-89, 14 x 42 = 6-6, 14 x 43 = 6-20, 14 x 44 = 6-34, 14 x 45 = 6-48, 14 x 46 = 6-62, 14 x 47 = 6-76, 14 x 48 = 6-90, 14 x 49 = 7-7, 14 x 50 = 7-21, 14 x 51 = 7-35, 14 x 52 = 7-49, 14 x 53 = 7-63, 14 x 54 = 7-77, 14 x 55 = 7-91, 14 x 56 = 8-8, 14 x 57 = 8-22, 14 x 58 = 8-36, 14 x 59 = 8-50, 14 x 60 = 8-64, 14 x 61 = 8-78, 14 x 62 = 8-92, 14 x 63 = 9-9, 14 x 64 = 9-23, 14 x 65 = 9-37, 14 x 66 = 9-51, 14 x 67 = 9-65, 14 x 68 = 9-79, 14 x 69 = 9-93, 14 x 70 = 10-10, 14 x 71 = 10-24, 14 x 72 = 10-38, 14 x 73 = 10-52, 14 x 74 = 10-66, 14 x 75 = 10-80, 14 x 76 = 10-94, 14 x 77 = 11-11, 14 x 78 = 11-25, 14 x 79 = 11-39, 14 x 80 = 11-53, 14 x 81 = 11-67, 14 x 82 = 11-81, 14 x 83 = 11-95, 14 x 84 = 12-12, 14 x 85 = 12-26, 14 x 86 = 12-40, 14 x 87 = 12-54, 14 x 88 = 12-68, 14 x 89 = 12-82, 14 x 90 = 12-96, 14 x 91 = 13-13, 14 x 92 = 13-27, 14 x 93 = 13-41, 14 x 94 = 13-55, 14 x 95 = 13-69, 14 x 96 = 13-83, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-8, 15 x 8 = 1-23, 15 x 9 = 1-38, 15 x 10 = 1-53, 15 x 11 = 1-68, 15 x 12 = 1-83, 15 x 13 = 2-1, 15 x 14 = 2-16, 15 x 15 = 2-31, 15 x 16 = 2-46, 15 x 17 = 2-61, 15 x 18 = 2-76, 15 x 19 = 2-91, 15 x 20 = 3-9, 15 x 21 = 3-24, 15 x 22 = 3-39, 15 x 23 = 3-54, 15 x 24 = 3-69, 15 x 25 = 3-84, 15 x 26 = 4-2, 15 x 27 = 4-17, 15 x 28 = 4-32, 15 x 29 = 4-47, 15 x 30 = 4-62, 15 x 31 = 4-77, 15 x 32 = 4-92, 15 x 33 = 5-10, 15 x 34 = 5-25, 15 x 35 = 5-40, 15 x 36 = 5-55, 15 x 37 = 5-70, 15 x 38 = 5-85, 15 x 39 = 6-3, 15 x 40 = 6-18, 15 x 41 = 6-33, 15 x 42 = 6-48, 15 x 43 = 6-63, 15 x 44 = 6-78, 15 x 45 = 6-93, 15 x 46 = 7-11, 15 x 47 = 7-26, 15 x 48 = 7-41, 15 x 49 = 7-56, 15 x 50 = 7-71, 15 x 51 = 7-86, 15 x 52 = 8-4, 15 x 53 = 8-19, 15 x 54 = 8-34, 15 x 55 = 8-49, 15 x 56 = 8-64, 15 x 57 = 8-79, 15 x 58 = 8-94, 15 x 59 = 9-12, 15 x 60 = 9-27, 15 x 61 = 9-42, 15 x 62 = 9-57, 15 x 63 = 9-72, 15 x 64 = 9-87, 15 x 65 = 10-5, 15 x 66 = 10-20, 15 x 67 = 10-35, 15 x 68 = 10-50, 15 x 69 = 10-65, 15 x 70 = 10-80, 15 x 71 = 10-95, 15 x 72 = 11-13, 15 x 73 = 11-28, 15 x 74 = 11-43, 15 x 75 = 11-58, 15 x 76 = 11-73, 15 x 77 = 11-88, 15 x 78 = 12-6, 15 x 79 = 12-21, 15 x 80 = 12-36, 15 x 81 = 12-51, 15 x 82 = 12-66, 15 x 83 = 12-81, 15 x 84 = 12-96, 15 x 85 = 13-14, 15 x 86 = 13-29, 15 x 87 = 13-44, 15 x 88 = 13-59, 15 x 89 = 13-74, 15 x 90 = 13-89, 15 x 91 = 14-7, 15 x 92 = 14-22, 15 x 93 = 14-37, 15 x 94 = 14-52, 15 x 95 = 14-67, 15 x 96 = 14-82, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-15, 16 x 8 = 1-31, 16 x 9 = 1-47, 16 x 10 = 1-63, 16 x 11 = 1-79, 16 x 12 = 1-95, 16 x 13 = 2-14, 16 x 14 = 2-30, 16 x 15 = 2-46, 16 x 16 = 2-62, 16 x 17 = 2-78, 16 x 18 = 2-94, 16 x 19 = 3-13, 16 x 20 = 3-29, 16 x 21 = 3-45, 16 x 22 = 3-61, 16 x 23 = 3-77, 16 x 24 = 3-93, 16 x 25 = 4-12, 16 x 26 = 4-28, 16 x 27 = 4-44, 16 x 28 = 4-60, 16 x 29 = 4-76, 16 x 30 = 4-92, 16 x 31 = 5-11, 16 x 32 = 5-27, 16 x 33 = 5-43, 16 x 34 = 5-59, 16 x 35 = 5-75, 16 x 36 = 5-91, 16 x 37 = 6-10, 16 x 38 = 6-26, 16 x 39 = 6-42, 16 x 40 = 6-58, 16 x 41 = 6-74, 16 x 42 = 6-90, 16 x 43 = 7-9, 16 x 44 = 7-25, 16 x 45 = 7-41, 16 x 46 = 7-57, 16 x 47 = 7-73, 16 x 48 = 7-89, 16 x 49 = 8-8, 16 x 50 = 8-24, 16 x 51 = 8-40, 16 x 52 = 8-56, 16 x 53 = 8-72, 16 x 54 = 8-88, 16 x 55 = 9-7, 16 x 56 = 9-23, 16 x 57 = 9-39, 16 x 58 = 9-55, 16 x 59 = 9-71, 16 x 60 = 9-87, 16 x 61 = 10-6, 16 x 62 = 10-22, 16 x 63 = 10-38, 16 x 64 = 10-54, 16 x 65 = 10-70, 16 x 66 = 10-86, 16 x 67 = 11-5, 16 x 68 = 11-21, 16 x 69 = 11-37, 16 x 70 = 11-53, 16 x 71 = 11-69, 16 x 72 = 11-85, 16 x 73 = 12-4, 16 x 74 = 12-20, 16 x 75 = 12-36, 16 x 76 = 12-52, 16 x 77 = 12-68, 16 x 78 = 12-84, 16 x 79 = 13-3, 16 x 80 = 13-19, 16 x 81 = 13-35, 16 x 82 = 13-51, 16 x 83 = 13-67, 16 x 84 = 13-83, 16 x 85 = 14-2, 16 x 86 = 14-18, 16 x 87 = 14-34, 16 x 88 = 14-50, 16 x 89 = 14-66, 16 x 90 = 14-82, 16 x 91 = 15-1, 16 x 92 = 15-17, 16 x 93 = 15-33, 16 x 94 = 15-49, 16 x 95 = 15-65, 16 x 96 = 15-81, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-5, 17 x 7 = 1-22, 17 x 8 = 1-39, 17 x 9 = 1-56, 17 x 10 = 1-73, 17 x 11 = 1-90, 17 x 12 = 2-10, 17 x 13 = 2-27, 17 x 14 = 2-44, 17 x 15 = 2-61, 17 x 16 = 2-78, 17 x 17 = 2-95, 17 x 18 = 3-15, 17 x 19 = 3-32, 17 x 20 = 3-49, 17 x 21 = 3-66, 17 x 22 = 3-83, 17 x 23 = 4-3, 17 x 24 = 4-20, 17 x 25 = 4-37, 17 x 26 = 4-54, 17 x 27 = 4-71, 17 x 28 = 4-88, 17 x 29 = 5-8, 17 x 30 = 5-25, 17 x 31 = 5-42, 17 x 32 = 5-59, 17 x 33 = 5-76, 17 x 34 = 5-93, 17 x 35 = 6-13, 17 x 36 = 6-30, 17 x 37 = 6-47, 17 x 38 = 6-64, 17 x 39 = 6-81, 17 x 40 = 7-1, 17 x 41 = 7-18, 17 x 42 = 7-35, 17 x 43 = 7-52, 17 x 44 = 7-69, 17 x 45 = 7-86, 17 x 46 = 8-6, 17 x 47 = 8-23, 17 x 48 = 8-40, 17 x 49 = 8-57, 17 x 50 = 8-74, 17 x 51 = 8-91, 17 x 52 = 9-11, 17 x 53 = 9-28, 17 x 54 = 9-45, 17 x 55 = 9-62, 17 x 56 = 9-79, 17 x 57 = 9-96, 17 x 58 = 10-16, 17 x 59 = 10-33, 17 x 60 = 10-50, 17 x 61 = 10-67, 17 x 62 = 10-84, 17 x 63 = 11-4, 17 x 64 = 11-21, 17 x 65 = 11-38, 17 x 66 = 11-55, 17 x 67 = 11-72, 17 x 68 = 11-89, 17 x 69 = 12-9, 17 x 70 = 12-26, 17 x 71 = 12-43, 17 x 72 = 12-60, 17 x 73 = 12-77, 17 x 74 = 12-94, 17 x 75 = 13-14, 17 x 76 = 13-31, 17 x 77 = 13-48, 17 x 78 = 13-65, 17 x 79 = 13-82, 17 x 80 = 14-2, 17 x 81 = 14-19, 17 x 82 = 14-36, 17 x 83 = 14-53, 17 x 84 = 14-70, 17 x 85 = 14-87, 17 x 86 = 15-7, 17 x 87 = 15-24, 17 x 88 = 15-41, 17 x 89 = 15-58, 17 x 90 = 15-75, 17 x 91 = 15-92, 17 x 92 = 16-12, 17 x 93 = 16-29, 17 x 94 = 16-46, 17 x 95 = 16-63, 17 x 96 = 16-80, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-11, 18 x 7 = 1-29, 18 x 8 = 1-47, 18 x 9 = 1-65, 18 x 10 = 1-83, 18 x 11 = 2-4, 18 x 12 = 2-22, 18 x 13 = 2-40, 18 x 14 = 2-58, 18 x 15 = 2-76, 18 x 16 = 2-94, 18 x 17 = 3-15, 18 x 18 = 3-33, 18 x 19 = 3-51, 18 x 20 = 3-69, 18 x 21 = 3-87, 18 x 22 = 4-8, 18 x 23 = 4-26, 18 x 24 = 4-44, 18 x 25 = 4-62, 18 x 26 = 4-80, 18 x 27 = 5-1, 18 x 28 = 5-19, 18 x 29 = 5-37, 18 x 30 = 5-55, 18 x 31 = 5-73, 18 x 32 = 5-91, 18 x 33 = 6-12, 18 x 34 = 6-30, 18 x 35 = 6-48, 18 x 36 = 6-66, 18 x 37 = 6-84, 18 x 38 = 7-5, 18 x 39 = 7-23, 18 x 40 = 7-41, 18 x 41 = 7-59, 18 x 42 = 7-77, 18 x 43 = 7-95, 18 x 44 = 8-16, 18 x 45 = 8-34, 18 x 46 = 8-52, 18 x 47 = 8-70, 18 x 48 = 8-88, 18 x 49 = 9-9, 18 x 50 = 9-27, 18 x 51 = 9-45, 18 x 52 = 9-63, 18 x 53 = 9-81, 18 x 54 = 10-2, 18 x 55 = 10-20, 18 x 56 = 10-38, 18 x 57 = 10-56, 18 x 58 = 10-74, 18 x 59 = 10-92, 18 x 60 = 11-13, 18 x 61 = 11-31, 18 x 62 = 11-49, 18 x 63 = 11-67, 18 x 64 = 11-85, 18 x 65 = 12-6, 18 x 66 = 12-24, 18 x 67 = 12-42, 18 x 68 = 12-60, 18 x 69 = 12-78, 18 x 70 = 12-96, 18 x 71 = 13-17, 18 x 72 = 13-35, 18 x 73 = 13-53, 18 x 74 = 13-71, 18 x 75 = 13-89, 18 x 76 = 14-10, 18 x 77 = 14-28, 18 x 78 = 14-46, 18 x 79 = 14-64, 18 x 80 = 14-82, 18 x 81 = 15-3, 18 x 82 = 15-21, 18 x 83 = 15-39, 18 x 84 = 15-57, 18 x 85 = 15-75, 18 x 86 = 15-93, 18 x 87 = 16-14, 18 x 88 = 16-32, 18 x 89 = 16-50, 18 x 90 = 16-68, 18 x 91 = 16-86, 18 x 92 = 17-7, 18 x 93 = 17-25, 18 x 94 = 17-43, 18 x 95 = 17-61, 18 x 96 = 17-79, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-17, 19 x 7 = 1-36, 19 x 8 = 1-55, 19 x 9 = 1-74, 19 x 10 = 1-93, 19 x 11 = 2-15, 19 x 12 = 2-34, 19 x 13 = 2-53, 19 x 14 = 2-72, 19 x 15 = 2-91, 19 x 16 = 3-13, 19 x 17 = 3-32, 19 x 18 = 3-51, 19 x 19 = 3-70, 19 x 20 = 3-89, 19 x 21 = 4-11, 19 x 22 = 4-30, 19 x 23 = 4-49, 19 x 24 = 4-68, 19 x 25 = 4-87, 19 x 26 = 5-9, 19 x 27 = 5-28, 19 x 28 = 5-47, 19 x 29 = 5-66, 19 x 30 = 5-85, 19 x 31 = 6-7, 19 x 32 = 6-26, 19 x 33 = 6-45, 19 x 34 = 6-64, 19 x 35 = 6-83, 19 x 36 = 7-5, 19 x 37 = 7-24, 19 x 38 = 7-43, 19 x 39 = 7-62, 19 x 40 = 7-81, 19 x 41 = 8-3, 19 x 42 = 8-22, 19 x 43 = 8-41, 19 x 44 = 8-60, 19 x 45 = 8-79, 19 x 46 = 9-1, 19 x 47 = 9-20, 19 x 48 = 9-39, 19 x 49 = 9-58, 19 x 50 = 9-77, 19 x 51 = 9-96, 19 x 52 = 10-18, 19 x 53 = 10-37, 19 x 54 = 10-56, 19 x 55 = 10-75, 19 x 56 = 10-94, 19 x 57 = 11-16, 19 x 58 = 11-35, 19 x 59 = 11-54, 19 x 60 = 11-73, 19 x 61 = 11-92, 19 x 62 = 12-14, 19 x 63 = 12-33, 19 x 64 = 12-52, 19 x 65 = 12-71, 19 x 66 = 12-90, 19 x 67 = 13-12, 19 x 68 = 13-31, 19 x 69 = 13-50, 19 x 70 = 13-69, 19 x 71 = 13-88, 19 x 72 = 14-10, 19 x 73 = 14-29, 19 x 74 = 14-48, 19 x 75 = 14-67, 19 x 76 = 14-86, 19 x 77 = 15-8, 19 x 78 = 15-27, 19 x 79 = 15-46, 19 x 80 = 15-65, 19 x 81 = 15-84, 19 x 82 = 16-6, 19 x 83 = 16-25, 19 x 84 = 16-44, 19 x 85 = 16-63, 19 x 86 = 16-82, 19 x 87 = 17-4, 19 x 88 = 17-23, 19 x 89 = 17-42, 19 x 90 = 17-61, 19 x 91 = 17-80, 19 x 92 = 18-2, 19 x 93 = 18-21, 19 x 94 = 18-40, 19 x 95 = 18-59, 19 x 96 = 18-78, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-3, 20 x 6 = 1-23, 20 x 7 = 1-43, 20 x 8 = 1-63, 20 x 9 = 1-83, 20 x 10 = 2-6, 20 x 11 = 2-26, 20 x 12 = 2-46, 20 x 13 = 2-66, 20 x 14 = 2-86, 20 x 15 = 3-9, 20 x 16 = 3-29, 20 x 17 = 3-49, 20 x 18 = 3-69, 20 x 19 = 3-89, 20 x 20 = 4-12, 20 x 21 = 4-32, 20 x 22 = 4-52, 20 x 23 = 4-72, 20 x 24 = 4-92, 20 x 25 = 5-15, 20 x 26 = 5-35, 20 x 27 = 5-55, 20 x 28 = 5-75, 20 x 29 = 5-95, 20 x 30 = 6-18, 20 x 31 = 6-38, 20 x 32 = 6-58, 20 x 33 = 6-78, 20 x 34 = 7-1, 20 x 35 = 7-21, 20 x 36 = 7-41, 20 x 37 = 7-61, 20 x 38 = 7-81, 20 x 39 = 8-4, 20 x 40 = 8-24, 20 x 41 = 8-44, 20 x 42 = 8-64, 20 x 43 = 8-84, 20 x 44 = 9-7, 20 x 45 = 9-27, 20 x 46 = 9-47, 20 x 47 = 9-67, 20 x 48 = 9-87, 20 x 49 = 10-10, 20 x 50 = 10-30, 20 x 51 = 10-50, 20 x 52 = 10-70, 20 x 53 = 10-90, 20 x 54 = 11-13, 20 x 55 = 11-33, 20 x 56 = 11-53, 20 x 57 = 11-73, 20 x 58 = 11-93, 20 x 59 = 12-16, 20 x 60 = 12-36, 20 x 61 = 12-56, 20 x 62 = 12-76, 20 x 63 = 12-96, 20 x 64 = 13-19, 20 x 65 = 13-39, 20 x 66 = 13-59, 20 x 67 = 13-79, 20 x 68 = 14-2, 20 x 69 = 14-22, 20 x 70 = 14-42, 20 x 71 = 14-62, 20 x 72 = 14-82, 20 x 73 = 15-5, 20 x 74 = 15-25, 20 x 75 = 15-45, 20 x 76 = 15-65, 20 x 77 = 15-85, 20 x 78 = 16-8, 20 x 79 = 16-28, 20 x 80 = 16-48, 20 x 81 = 16-68, 20 x 82 = 16-88, 20 x 83 = 17-11, 20 x 84 = 17-31, 20 x 85 = 17-51, 20 x 86 = 17-71, 20 x 87 = 17-91, 20 x 88 = 18-14, 20 x 89 = 18-34, 20 x 90 = 18-54, 20 x 91 = 18-74, 20 x 92 = 18-94, 20 x 93 = 19-17, 20 x 94 = 19-37, 20 x 95 = 19-57, 20 x 96 = 19-77, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-8, 21 x 6 = 1-29, 21 x 7 = 1-50, 21 x 8 = 1-71, 21 x 9 = 1-92, 21 x 10 = 2-16, 21 x 11 = 2-37, 21 x 12 = 2-58, 21 x 13 = 2-79, 21 x 14 = 3-3, 21 x 15 = 3-24, 21 x 16 = 3-45, 21 x 17 = 3-66, 21 x 18 = 3-87, 21 x 19 = 4-11, 21 x 20 = 4-32, 21 x 21 = 4-53, 21 x 22 = 4-74, 21 x 23 = 4-95, 21 x 24 = 5-19, 21 x 25 = 5-40, 21 x 26 = 5-61, 21 x 27 = 5-82, 21 x 28 = 6-6, 21 x 29 = 6-27, 21 x 30 = 6-48, 21 x 31 = 6-69, 21 x 32 = 6-90, 21 x 33 = 7-14, 21 x 34 = 7-35, 21 x 35 = 7-56, 21 x 36 = 7-77, 21 x 37 = 8-1, 21 x 38 = 8-22, 21 x 39 = 8-43, 21 x 40 = 8-64, 21 x 41 = 8-85, 21 x 42 = 9-9, 21 x 43 = 9-30, 21 x 44 = 9-51, 21 x 45 = 9-72, 21 x 46 = 9-93, 21 x 47 = 10-17, 21 x 48 = 10-38, 21 x 49 = 10-59, 21 x 50 = 10-80, 21 x 51 = 11-4, 21 x 52 = 11-25, 21 x 53 = 11-46, 21 x 54 = 11-67, 21 x 55 = 11-88, 21 x 56 = 12-12, 21 x 57 = 12-33, 21 x 58 = 12-54, 21 x 59 = 12-75, 21 x 60 = 12-96, 21 x 61 = 13-20, 21 x 62 = 13-41, 21 x 63 = 13-62, 21 x 64 = 13-83, 21 x 65 = 14-7, 21 x 66 = 14-28, 21 x 67 = 14-49, 21 x 68 = 14-70, 21 x 69 = 14-91, 21 x 70 = 15-15, 21 x 71 = 15-36, 21 x 72 = 15-57, 21 x 73 = 15-78, 21 x 74 = 16-2, 21 x 75 = 16-23, 21 x 76 = 16-44, 21 x 77 = 16-65, 21 x 78 = 16-86, 21 x 79 = 17-10, 21 x 80 = 17-31, 21 x 81 = 17-52, 21 x 82 = 17-73, 21 x 83 = 17-94, 21 x 84 = 18-18, 21 x 85 = 18-39, 21 x 86 = 18-60, 21 x 87 = 18-81, 21 x 88 = 19-5, 21 x 89 = 19-26, 21 x 90 = 19-47, 21 x 91 = 19-68, 21 x 92 = 19-89, 21 x 93 = 20-13, 21 x 94 = 20-34, 21 x 95 = 20-55, 21 x 96 = 20-76, 
