0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-8, 0-11 x 0-6 = 1-19, 0-11 x 0-7 = 1-30, 0-11 x 0-8 = 1-41, 0-11 x 0-9 = 2-5, 0-11 x 0-10 = 2-16, 0-11 x 0-11 = 2-27, 0-11 x 0-12 = 2-38, 0-11 x 0-13 = 3-2, 0-11 x 0-14 = 3-13, 0-11 x 0-15 = 3-24, 0-11 x 0-16 = 3-35, 0-11 x 0-17 = 3-46, 0-11 x 0-18 = 4-10, 0-11 x 0-19 = 4-21, 0-11 x 0-20 = 4-32, 0-11 x 0-21 = 4-43, 0-11 x 0-22 = 5-7, 0-11 x 0-23 = 5-18, 0-11 x 0-24 = 5-29, 0-11 x 0-25 = 5-40, 0-11 x 0-26 = 6-4, 0-11 x 0-27 = 6-15, 0-11 x 0-28 = 6-26, 0-11 x 0-29 = 6-37, 0-11 x 0-30 = 7-1, 0-11 x 0-31 = 7-12, 0-11 x 0-32 = 7-23, 0-11 x 0-33 = 7-34, 0-11 x 0-34 = 7-45, 0-11 x 0-35 = 8-9, 0-11 x 0-36 = 8-20, 0-11 x 0-37 = 8-31, 0-11 x 0-38 = 8-42, 0-11 x 0-39 = 9-6, 0-11 x 0-40 = 9-17, 0-11 x 0-41 = 9-28, 0-11 x 0-42 = 9-39, 0-11 x 0-43 = 10-3, 0-11 x 0-44 = 10-14, 0-11 x 0-45 = 10-25, 0-11 x 0-46 = 10-36, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 1-1, 0-12 x 0-5 = 1-13, 0-12 x 0-6 = 1-25, 0-12 x 0-7 = 1-37, 0-12 x 0-8 = 2-2, 0-12 x 0-9 = 2-14, 0-12 x 0-10 = 2-26, 0-12 x 0-11 = 2-38, 0-12 x 0-12 = 3-3, 0-12 x 0-13 = 3-15, 0-12 x 0-14 = 3-27, 0-12 x 0-15 = 3-39, 0-12 x 0-16 = 4-4, 0-12 x 0-17 = 4-16, 0-12 x 0-18 = 4-28, 0-12 x 0-19 = 4-40, 0-12 x 0-20 = 5-5, 0-12 x 0-21 = 5-17, 0-12 x 0-22 = 5-29, 0-12 x 0-23 = 5-41, 0-12 x 0-24 = 6-6, 0-12 x 0-25 = 6-18, 0-12 x 0-26 = 6-30, 0-12 x 0-27 = 6-42, 0-12 x 0-28 = 7-7, 0-12 x 0-29 = 7-19, 0-12 x 0-30 = 7-31, 0-12 x 0-31 = 7-43, 0-12 x 0-32 = 8-8, 0-12 x 0-33 = 8-20, 0-12 x 0-34 = 8-32, 0-12 x 0-35 = 8-44, 0-12 x 0-36 = 9-9, 0-12 x 0-37 = 9-21, 0-12 x 0-38 = 9-33, 0-12 x 0-39 = 9-45, 0-12 x 0-40 = 10-10, 0-12 x 0-41 = 10-22, 0-12 x 0-42 = 10-34, 0-12 x 0-43 = 10-46, 0-12 x 0-44 = 11-11, 0-12 x 0-45 = 11-23, 0-12 x 0-46 = 11-35, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-5, 0-13 x 0-5 = 1-18, 0-13 x 0-6 = 1-31, 0-13 x 0-7 = 1-44, 0-13 x 0-8 = 2-10, 0-13 x 0-9 = 2-23, 0-13 x 0-10 = 2-36, 0-13 x 0-11 = 3-2, 0-13 x 0-12 = 3-15, 0-13 x 0-13 = 3-28, 0-13 x 0-14 = 3-41, 0-13 x 0-15 = 4-7, 0-13 x 0-16 = 4-20, 0-13 x 0-17 = 4-33, 0-13 x 0-18 = 4-46, 0-13 x 0-19 = 5-12, 0-13 x 0-20 = 5-25, 0-13 x 0-21 = 5-38, 0-13 x 0-22 = 6-4, 0-13 x 0-23 = 6-17, 0-13 x 0-24 = 6-30, 0-13 x 0-25 = 6-43, 0-13 x 0-26 = 7-9, 0-13 x 0-27 = 7-22, 0-13 x 0-28 = 7-35, 0-13 x 0-29 = 8-1, 0-13 x 0-30 = 8-14, 0-13 x 0-31 = 8-27, 0-13 x 0-32 = 8-40, 0-13 x 0-33 = 9-6, 0-13 x 0-34 = 9-19, 0-13 x 0-35 = 9-32, 0-13 x 0-36 = 9-45, 0-13 x 0-37 = 10-11, 0-13 x 0-38 = 10-24, 0-13 x 0-39 = 10-37, 0-13 x 0-40 = 11-3, 0-13 x 0-41 = 11-16, 0-13 x 0-42 = 11-29, 0-13 x 0-43 = 11-42, 0-13 x 0-44 = 12-8, 0-13 x 0-45 = 12-21, 0-13 x 0-46 = 12-34, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-9, 0-14 x 0-5 = 1-23, 0-14 x 0-6 = 1-37, 0-14 x 0-7 = 2-4, 0-14 x 0-8 = 2-18, 0-14 x 0-9 = 2-32, 0-14 x 0-10 = 2-46, 0-14 x 0-11 = 3-13, 0-14 x 0-12 = 3-27, 0-14 x 0-13 = 3-41, 0-14 x 0-14 = 4-8, 0-14 x 0-15 = 4-22, 0-14 x 0-16 = 4-36, 0-14 x 0-17 = 5-3, 0-14 x 0-18 = 5-17, 0-14 x 0-19 = 5-31, 0-14 x 0-20 = 5-45, 0-14 x 0-21 = 6-12, 0-14 x 0-22 = 6-26, 0-14 x 0-23 = 6-40, 0-14 x 0-24 = 7-7, 0-14 x 0-25 = 7-21, 0-14 x 0-26 = 7-35, 0-14 x 0-27 = 8-2, 0-14 x 0-28 = 8-16, 0-14 x 0-29 = 8-30, 0-14 x 0-30 = 8-44, 0-14 x 0-31 = 9-11, 0-14 x 0-32 = 9-25, 0-14 x 0-33 = 9-39, 0-14 x 0-34 = 10-6, 0-14 x 0-35 = 10-20, 0-14 x 0-36 = 10-34, 0-14 x 0-37 = 11-1, 0-14 x 0-38 = 11-15, 0-14 x 0-39 = 11-29, 0-14 x 0-40 = 11-43, 0-14 x 0-41 = 12-10, 0-14 x 0-42 = 12-24, 0-14 x 0-43 = 12-38, 0-14 x 0-44 = 13-5, 0-14 x 0-45 = 13-19, 0-14 x 0-46 = 13-33, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-13, 0-15 x 0-5 = 1-28, 0-15 x 0-6 = 1-43, 0-15 x 0-7 = 2-11, 0-15 x 0-8 = 2-26, 0-15 x 0-9 = 2-41, 0-15 x 0-10 = 3-9, 0-15 x 0-11 = 3-24, 0-15 x 0-12 = 3-39, 0-15 x 0-13 = 4-7, 0-15 x 0-14 = 4-22, 0-15 x 0-15 = 4-37, 0-15 x 0-16 = 5-5, 0-15 x 0-17 = 5-20, 0-15 x 0-18 = 5-35, 0-15 x 0-19 = 6-3, 0-15 x 0-20 = 6-18, 0-15 x 0-21 = 6-33, 0-15 x 0-22 = 7-1, 0-15 x 0-23 = 7-16, 0-15 x 0-24 = 7-31, 0-15 x 0-25 = 7-46, 0-15 x 0-26 = 8-14, 0-15 x 0-27 = 8-29, 0-15 x 0-28 = 8-44, 0-15 x 0-29 = 9-12, 0-15 x 0-30 = 9-27, 0-15 x 0-31 = 9-42, 0-15 x 0-32 = 10-10, 0-15 x 0-33 = 10-25, 0-15 x 0-34 = 10-40, 0-15 x 0-35 = 11-8, 0-15 x 0-36 = 11-23, 0-15 x 0-37 = 11-38, 0-15 x 0-38 = 12-6, 0-15 x 0-39 = 12-21, 0-15 x 0-40 = 12-36, 0-15 x 0-41 = 13-4, 0-15 x 0-42 = 13-19, 0-15 x 0-43 = 13-34, 0-15 x 0-44 = 14-2, 0-15 x 0-45 = 14-17, 0-15 x 0-46 = 14-32, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 1-1, 0-16 x 0-4 = 1-17, 0-16 x 0-5 = 1-33, 0-16 x 0-6 = 2-2, 0-16 x 0-7 = 2-18, 0-16 x 0-8 = 2-34, 0-16 x 0-9 = 3-3, 0-16 x 0-10 = 3-19, 0-16 x 0-11 = 3-35, 0-16 x 0-12 = 4-4, 0-16 x 0-13 = 4-20, 0-16 x 0-14 = 4-36, 0-16 x 0-15 = 5-5, 0-16 x 0-16 = 5-21, 0-16 x 0-17 = 5-37, 0-16 x 0-18 = 6-6, 0-16 x 0-19 = 6-22, 0-16 x 0-20 = 6-38, 0-16 x 0-21 = 7-7, 0-16 x 0-22 = 7-23, 0-16 x 0-23 = 7-39, 0-16 x 0-24 = 8-8, 0-16 x 0-25 = 8-24, 0-16 x 0-26 = 8-40, 0-16 x 0-27 = 9-9, 0-16 x 0-28 = 9-25, 0-16 x 0-29 = 9-41, 0-16 x 0-30 = 10-10, 0-16 x 0-31 = 10-26, 0-16 x 0-32 = 10-42, 0-16 x 0-33 = 11-11, 0-16 x 0-34 = 11-27, 0-16 x 0-35 = 11-43, 0-16 x 0-36 = 12-12, 0-16 x 0-37 = 12-28, 0-16 x 0-38 = 12-44, 0-16 x 0-39 = 13-13, 0-16 x 0-40 = 13-29, 0-16 x 0-41 = 13-45, 0-16 x 0-42 = 14-14, 0-16 x 0-43 = 14-30, 0-16 x 0-44 = 14-46, 0-16 x 0-45 = 15-15, 0-16 x 0-46 = 15-31, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-4, 0-17 x 0-4 = 1-21, 0-17 x 0-5 = 1-38, 0-17 x 0-6 = 2-8, 0-17 x 0-7 = 2-25, 0-17 x 0-8 = 2-42, 0-17 x 0-9 = 3-12, 0-17 x 0-10 = 3-29, 0-17 x 0-11 = 3-46, 0-17 x 0-12 = 4-16, 0-17 x 0-13 = 4-33, 0-17 x 0-14 = 5-3, 0-17 x 0-15 = 5-20, 0-17 x 0-16 = 5-37, 0-17 x 0-17 = 6-7, 0-17 x 0-18 = 6-24, 0-17 x 0-19 = 6-41, 0-17 x 0-20 = 7-11, 0-17 x 0-21 = 7-28, 0-17 x 0-22 = 7-45, 0-17 x 0-23 = 8-15, 0-17 x 0-24 = 8-32, 0-17 x 0-25 = 9-2, 0-17 x 0-26 = 9-19, 0-17 x 0-27 = 9-36, 0-17 x 0-28 = 10-6, 0-17 x 0-29 = 10-23, 0-17 x 0-30 = 10-40, 0-17 x 0-31 = 11-10, 0-17 x 0-32 = 11-27, 0-17 x 0-33 = 11-44, 0-17 x 0-34 = 12-14, 0-17 x 0-35 = 12-31, 0-17 x 0-36 = 13-1, 0-17 x 0-37 = 13-18, 0-17 x 0-38 = 13-35, 0-17 x 0-39 = 14-5, 0-17 x 0-40 = 14-22, 0-17 x 0-41 = 14-39, 0-17 x 0-42 = 15-9, 0-17 x 0-43 = 15-26, 0-17 x 0-44 = 15-43, 0-17 x 0-45 = 16-13, 0-17 x 0-46 = 16-30, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-7, 0-18 x 0-4 = 1-25, 0-18 x 0-5 = 1-43, 0-18 x 0-6 = 2-14, 0-18 x 0-7 = 2-32, 0-18 x 0-8 = 3-3, 0-18 x 0-9 = 3-21, 0-18 x 0-10 = 3-39, 0-18 x 0-11 = 4-10, 0-18 x 0-12 = 4-28, 0-18 x 0-13 = 4-46, 0-18 x 0-14 = 5-17, 0-18 x 0-15 = 5-35, 0-18 x 0-16 = 6-6, 0-18 x 0-17 = 6-24, 0-18 x 0-18 = 6-42, 0-18 x 0-19 = 7-13, 0-18 x 0-20 = 7-31, 0-18 x 0-21 = 8-2, 0-18 x 0-22 = 8-20, 0-18 x 0-23 = 8-38, 0-18 x 0-24 = 9-9, 0-18 x 0-25 = 9-27, 0-18 x 0-26 = 9-45, 0-18 x 0-27 = 10-16, 0-18 x 0-28 = 10-34, 0-18 x 0-29 = 11-5, 0-18 x 0-30 = 11-23, 0-18 x 0-31 = 11-41, 0-18 x 0-32 = 12-12, 0-18 x 0-33 = 12-30, 0-18 x 0-34 = 13-1, 0-18 x 0-35 = 13-19, 0-18 x 0-36 = 13-37, 0-18 x 0-37 = 14-8, 0-18 x 0-38 = 14-26, 0-18 x 0-39 = 14-44, 0-18 x 0-40 = 15-15, 0-18 x 0-41 = 15-33, 0-18 x 0-42 = 16-4, 0-18 x 0-43 = 16-22, 0-18 x 0-44 = 16-40, 0-18 x 0-45 = 17-11, 0-18 x 0-46 = 17-29, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-10, 0-19 x 0-4 = 1-29, 0-19 x 0-5 = 2-1, 0-19 x 0-6 = 2-20, 0-19 x 0-7 = 2-39, 0-19 x 0-8 = 3-11, 0-19 x 0-9 = 3-30, 0-19 x 0-10 = 4-2, 0-19 x 0-11 = 4-21, 0-19 x 0-12 = 4-40, 0-19 x 0-13 = 5-12, 0-19 x 0-14 = 5-31, 0-19 x 0-15 = 6-3, 0-19 x 0-16 = 6-22, 0-19 x 0-17 = 6-41, 0-19 x 0-18 = 7-13, 0-19 x 0-19 = 7-32, 0-19 x 0-20 = 8-4, 0-19 x 0-21 = 8-23, 0-19 x 0-22 = 8-42, 0-19 x 0-23 = 9-14, 0-19 x 0-24 = 9-33, 0-19 x 0-25 = 10-5, 0-19 x 0-26 = 10-24, 0-19 x 0-27 = 10-43, 0-19 x 0-28 = 11-15, 0-19 x 0-29 = 11-34, 0-19 x 0-30 = 12-6, 0-19 x 0-31 = 12-25, 0-19 x 0-32 = 12-44, 0-19 x 0-33 = 13-16, 0-19 x 0-34 = 13-35, 0-19 x 0-35 = 14-7, 0-19 x 0-36 = 14-26, 0-19 x 0-37 = 14-45, 0-19 x 0-38 = 15-17, 0-19 x 0-39 = 15-36, 0-19 x 0-40 = 16-8, 0-19 x 0-41 = 16-27, 0-19 x 0-42 = 16-46, 0-19 x 0-43 = 17-18, 0-19 x 0-44 = 17-37, 0-19 x 0-45 = 18-9, 0-19 x 0-46 = 18-28, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-13, 0-20 x 0-4 = 1-33, 0-20 x 0-5 = 2-6, 0-20 x 0-6 = 2-26, 0-20 x 0-7 = 2-46, 0-20 x 0-8 = 3-19, 0-20 x 0-9 = 3-39, 0-20 x 0-10 = 4-12, 0-20 x 0-11 = 4-32, 0-20 x 0-12 = 5-5, 0-20 x 0-13 = 5-25, 0-20 x 0-14 = 5-45, 0-20 x 0-15 = 6-18, 0-20 x 0-16 = 6-38, 0-20 x 0-17 = 7-11, 0-20 x 0-18 = 7-31, 0-20 x 0-19 = 8-4, 0-20 x 0-20 = 8-24, 0-20 x 0-21 = 8-44, 0-20 x 0-22 = 9-17, 0-20 x 0-23 = 9-37, 0-20 x 0-24 = 10-10, 0-20 x 0-25 = 10-30, 0-20 x 0-26 = 11-3, 0-20 x 0-27 = 11-23, 0-20 x 0-28 = 11-43, 0-20 x 0-29 = 12-16, 0-20 x 0-30 = 12-36, 0-20 x 0-31 = 13-9, 0-20 x 0-32 = 13-29, 0-20 x 0-33 = 14-2, 0-20 x 0-34 = 14-22, 0-20 x 0-35 = 14-42, 0-20 x 0-36 = 15-15, 0-20 x 0-37 = 15-35, 0-20 x 0-38 = 16-8, 0-20 x 0-39 = 16-28, 0-20 x 0-40 = 17-1, 0-20 x 0-41 = 17-21, 0-20 x 0-42 = 17-41, 0-20 x 0-43 = 18-14, 0-20 x 0-44 = 18-34, 0-20 x 0-45 = 19-7, 0-20 x 0-46 = 19-27, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-16, 0-21 x 0-4 = 1-37, 0-21 x 0-5 = 2-11, 0-21 x 0-6 = 2-32, 0-21 x 0-7 = 3-6, 0-21 x 0-8 = 3-27, 0-21 x 0-9 = 4-1, 0-21 x 0-10 = 4-22, 0-21 x 0-11 = 4-43, 0-21 x 0-12 = 5-17, 0-21 x 0-13 = 5-38, 0-21 x 0-14 = 6-12, 0-21 x 0-15 = 6-33, 0-21 x 0-16 = 7-7, 0-21 x 0-17 = 7-28, 0-21 x 0-18 = 8-2, 0-21 x 0-19 = 8-23, 0-21 x 0-20 = 8-44, 0-21 x 0-21 = 9-18, 0-21 x 0-22 = 9-39, 0-21 x 0-23 = 10-13, 0-21 x 0-24 = 10-34, 0-21 x 0-25 = 11-8, 0-21 x 0-26 = 11-29, 0-21 x 0-27 = 12-3, 0-21 x 0-28 = 12-24, 0-21 x 0-29 = 12-45, 0-21 x 0-30 = 13-19, 0-21 x 0-31 = 13-40, 0-21 x 0-32 = 14-14, 0-21 x 0-33 = 14-35, 0-21 x 0-34 = 15-9, 0-21 x 0-35 = 15-30, 0-21 x 0-36 = 16-4, 0-21 x 0-37 = 16-25, 0-21 x 0-38 = 16-46, 0-21 x 0-39 = 17-20, 0-21 x 0-40 = 17-41, 0-21 x 0-41 = 18-15, 0-21 x 0-42 = 18-36, 0-21 x 0-43 = 19-10, 0-21 x 0-44 = 19-31, 0-21 x 0-45 = 20-5, 0-21 x 0-46 = 20-26, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-19, 0-22 x 0-4 = 1-41, 0-22 x 0-5 = 2-16, 0-22 x 0-6 = 2-38, 0-22 x 0-7 = 3-13, 0-22 x 0-8 = 3-35, 0-22 x 0-9 = 4-10, 0-22 x 0-10 = 4-32, 0-22 x 0-11 = 5-7, 0-22 x 0-12 = 5-29, 0-22 x 0-13 = 6-4, 0-22 x 0-14 = 6-26, 0-22 x 0-15 = 7-1, 0-22 x 0-16 = 7-23, 0-22 x 0-17 = 7-45, 0-22 x 0-18 = 8-20, 0-22 x 0-19 = 8-42, 0-22 x 0-20 = 9-17, 0-22 x 0-21 = 9-39, 0-22 x 0-22 = 10-14, 0-22 x 0-23 = 10-36, 0-22 x 0-24 = 11-11, 0-22 x 0-25 = 11-33, 0-22 x 0-26 = 12-8, 0-22 x 0-27 = 12-30, 0-22 x 0-28 = 13-5, 0-22 x 0-29 = 13-27, 0-22 x 0-30 = 14-2, 0-22 x 0-31 = 14-24, 0-22 x 0-32 = 14-46, 0-22 x 0-33 = 15-21, 0-22 x 0-34 = 15-43, 0-22 x 0-35 = 16-18, 0-22 x 0-36 = 16-40, 0-22 x 0-37 = 17-15, 0-22 x 0-38 = 17-37, 0-22 x 0-39 = 18-12, 0-22 x 0-40 = 18-34, 0-22 x 0-41 = 19-9, 0-22 x 0-42 = 19-31, 0-22 x 0-43 = 20-6, 0-22 x 0-44 = 20-28, 0-22 x 0-45 = 21-3, 0-22 x 0-46 = 21-25, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-22, 0-23 x 0-4 = 1-45, 0-23 x 0-5 = 2-21, 0-23 x 0-6 = 2-44, 0-23 x 0-7 = 3-20, 0-23 x 0-8 = 3-43, 0-23 x 0-9 = 4-19, 0-23 x 0-10 = 4-42, 0-23 x 0-11 = 5-18, 0-23 x 0-12 = 5-41, 0-23 x 0-13 = 6-17, 0-23 x 0-14 = 6-40, 0-23 x 0-15 = 7-16, 0-23 x 0-16 = 7-39, 0-23 x 0-17 = 8-15, 0-23 x 0-18 = 8-38, 0-23 x 0-19 = 9-14, 0-23 x 0-20 = 9-37, 0-23 x 0-21 = 10-13, 0-23 x 0-22 = 10-36, 0-23 x 0-23 = 11-12, 0-23 x 0-24 = 11-35, 0-23 x 0-25 = 12-11, 0-23 x 0-26 = 12-34, 0-23 x 0-27 = 13-10, 0-23 x 0-28 = 13-33, 0-23 x 0-29 = 14-9, 0-23 x 0-30 = 14-32, 0-23 x 0-31 = 15-8, 0-23 x 0-32 = 15-31, 0-23 x 0-33 = 16-7, 0-23 x 0-34 = 16-30, 0-23 x 0-35 = 17-6, 0-23 x 0-36 = 17-29, 0-23 x 0-37 = 18-5, 0-23 x 0-38 = 18-28, 0-23 x 0-39 = 19-4, 0-23 x 0-40 = 19-27, 0-23 x 0-41 = 20-3, 0-23 x 0-42 = 20-26, 0-23 x 0-43 = 21-2, 0-23 x 0-44 = 21-25, 0-23 x 0-45 = 22-1, 0-23 x 0-46 = 22-24, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-1, 0-24 x 0-3 = 1-25, 0-24 x 0-4 = 2-2, 0-24 x 0-5 = 2-26, 0-24 x 0-6 = 3-3, 0-24 x 0-7 = 3-27, 0-24 x 0-8 = 4-4, 0-24 x 0-9 = 4-28, 0-24 x 0-10 = 5-5, 0-24 x 0-11 = 5-29, 0-24 x 0-12 = 6-6, 0-24 x 0-13 = 6-30, 0-24 x 0-14 = 7-7, 0-24 x 0-15 = 7-31, 0-24 x 0-16 = 8-8, 0-24 x 0-17 = 8-32, 0-24 x 0-18 = 9-9, 0-24 x 0-19 = 9-33, 0-24 x 0-20 = 10-10, 0-24 x 0-21 = 10-34, 0-24 x 0-22 = 11-11, 0-24 x 0-23 = 11-35, 0-24 x 0-24 = 12-12, 0-24 x 0-25 = 12-36, 0-24 x 0-26 = 13-13, 0-24 x 0-27 = 13-37, 0-24 x 0-28 = 14-14, 0-24 x 0-29 = 14-38, 0-24 x 0-30 = 15-15, 0-24 x 0-31 = 15-39, 0-24 x 0-32 = 16-16, 0-24 x 0-33 = 16-40, 0-24 x 0-34 = 17-17, 0-24 x 0-35 = 17-41, 0-24 x 0-36 = 18-18, 0-24 x 0-37 = 18-42, 0-24 x 0-38 = 19-19, 0-24 x 0-39 = 19-43, 0-24 x 0-40 = 20-20, 0-24 x 0-41 = 20-44, 0-24 x 0-42 = 21-21, 0-24 x 0-43 = 21-45, 0-24 x 0-44 = 22-22, 0-24 x 0-45 = 22-46, 0-24 x 0-46 = 23-23, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-3, 0-25 x 0-3 = 1-28, 0-25 x 0-4 = 2-6, 0-25 x 0-5 = 2-31, 0-25 x 0-6 = 3-9, 0-25 x 0-7 = 3-34, 0-25 x 0-8 = 4-12, 0-25 x 0-9 = 4-37, 0-25 x 0-10 = 5-15, 0-25 x 0-11 = 5-40, 0-25 x 0-12 = 6-18, 0-25 x 0-13 = 6-43, 0-25 x 0-14 = 7-21, 0-25 x 0-15 = 7-46, 0-25 x 0-16 = 8-24, 0-25 x 0-17 = 9-2, 0-25 x 0-18 = 9-27, 0-25 x 0-19 = 10-5, 0-25 x 0-20 = 10-30, 0-25 x 0-21 = 11-8, 0-25 x 0-22 = 11-33, 0-25 x 0-23 = 12-11, 0-25 x 0-24 = 12-36, 0-25 x 0-25 = 13-14, 0-25 x 0-26 = 13-39, 0-25 x 0-27 = 14-17, 0-25 x 0-28 = 14-42, 0-25 x 0-29 = 15-20, 0-25 x 0-30 = 15-45, 0-25 x 0-31 = 16-23, 0-25 x 0-32 = 17-1, 0-25 x 0-33 = 17-26, 0-25 x 0-34 = 18-4, 0-25 x 0-35 = 18-29, 0-25 x 0-36 = 19-7, 0-25 x 0-37 = 19-32, 0-25 x 0-38 = 20-10, 0-25 x 0-39 = 20-35, 0-25 x 0-40 = 21-13, 0-25 x 0-41 = 21-38, 0-25 x 0-42 = 22-16, 0-25 x 0-43 = 22-41, 0-25 x 0-44 = 23-19, 0-25 x 0-45 = 23-44, 0-25 x 0-46 = 24-22, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-5, 0-26 x 0-3 = 1-31, 0-26 x 0-4 = 2-10, 0-26 x 0-5 = 2-36, 0-26 x 0-6 = 3-15, 0-26 x 0-7 = 3-41, 0-26 x 0-8 = 4-20, 0-26 x 0-9 = 4-46, 0-26 x 0-10 = 5-25, 0-26 x 0-11 = 6-4, 0-26 x 0-12 = 6-30, 0-26 x 0-13 = 7-9, 0-26 x 0-14 = 7-35, 0-26 x 0-15 = 8-14, 0-26 x 0-16 = 8-40, 0-26 x 0-17 = 9-19, 0-26 x 0-18 = 9-45, 0-26 x 0-19 = 10-24, 0-26 x 0-20 = 11-3, 0-26 x 0-21 = 11-29, 0-26 x 0-22 = 12-8, 0-26 x 0-23 = 12-34, 0-26 x 0-24 = 13-13, 0-26 x 0-25 = 13-39, 0-26 x 0-26 = 14-18, 0-26 x 0-27 = 14-44, 0-26 x 0-28 = 15-23, 0-26 x 0-29 = 16-2, 0-26 x 0-30 = 16-28, 0-26 x 0-31 = 17-7, 0-26 x 0-32 = 17-33, 0-26 x 0-33 = 18-12, 0-26 x 0-34 = 18-38, 0-26 x 0-35 = 19-17, 0-26 x 0-36 = 19-43, 0-26 x 0-37 = 20-22, 0-26 x 0-38 = 21-1, 0-26 x 0-39 = 21-27, 0-26 x 0-40 = 22-6, 0-26 x 0-41 = 22-32, 0-26 x 0-42 = 23-11, 0-26 x 0-43 = 23-37, 0-26 x 0-44 = 24-16, 0-26 x 0-45 = 24-42, 0-26 x 0-46 = 25-21, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-7, 0-27 x 0-3 = 1-34, 0-27 x 0-4 = 2-14, 0-27 x 0-5 = 2-41, 0-27 x 0-6 = 3-21, 0-27 x 0-7 = 4-1, 0-27 x 0-8 = 4-28, 0-27 x 0-9 = 5-8, 0-27 x 0-10 = 5-35, 0-27 x 0-11 = 6-15, 0-27 x 0-12 = 6-42, 0-27 x 0-13 = 7-22, 0-27 x 0-14 = 8-2, 0-27 x 0-15 = 8-29, 0-27 x 0-16 = 9-9, 0-27 x 0-17 = 9-36, 0-27 x 0-18 = 10-16, 0-27 x 0-19 = 10-43, 0-27 x 0-20 = 11-23, 0-27 x 0-21 = 12-3, 0-27 x 0-22 = 12-30, 0-27 x 0-23 = 13-10, 0-27 x 0-24 = 13-37, 0-27 x 0-25 = 14-17, 0-27 x 0-26 = 14-44, 0-27 x 0-27 = 15-24, 0-27 x 0-28 = 16-4, 0-27 x 0-29 = 16-31, 0-27 x 0-30 = 17-11, 0-27 x 0-31 = 17-38, 0-27 x 0-32 = 18-18, 0-27 x 0-33 = 18-45, 0-27 x 0-34 = 19-25, 0-27 x 0-35 = 20-5, 0-27 x 0-36 = 20-32, 0-27 x 0-37 = 21-12, 0-27 x 0-38 = 21-39, 0-27 x 0-39 = 22-19, 0-27 x 0-40 = 22-46, 0-27 x 0-41 = 23-26, 0-27 x 0-42 = 24-6, 0-27 x 0-43 = 24-33, 0-27 x 0-44 = 25-13, 0-27 x 0-45 = 25-40, 0-27 x 0-46 = 26-20, 
