0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-7, 0-11 x 0-7 = 1-18, 0-11 x 0-8 = 1-29, 0-11 x 0-9 = 1-40, 0-11 x 0-10 = 1-51, 0-11 x 0-11 = 2-3, 0-11 x 0-12 = 2-14, 0-11 x 0-13 = 2-25, 0-11 x 0-14 = 2-36, 0-11 x 0-15 = 2-47, 0-11 x 0-16 = 2-58, 0-11 x 0-17 = 3-10, 0-11 x 0-18 = 3-21, 0-11 x 0-19 = 3-32, 0-11 x 0-20 = 3-43, 0-11 x 0-21 = 3-54, 0-11 x 0-22 = 4-6, 0-11 x 0-23 = 4-17, 0-11 x 0-24 = 4-28, 0-11 x 0-25 = 4-39, 0-11 x 0-26 = 4-50, 0-11 x 0-27 = 5-2, 0-11 x 0-28 = 5-13, 0-11 x 0-29 = 5-24, 0-11 x 0-30 = 5-35, 0-11 x 0-31 = 5-46, 0-11 x 0-32 = 5-57, 0-11 x 0-33 = 6-9, 0-11 x 0-34 = 6-20, 0-11 x 0-35 = 6-31, 0-11 x 0-36 = 6-42, 0-11 x 0-37 = 6-53, 0-11 x 0-38 = 7-5, 0-11 x 0-39 = 7-16, 0-11 x 0-40 = 7-27, 0-11 x 0-41 = 7-38, 0-11 x 0-42 = 7-49, 0-11 x 0-43 = 8-1, 0-11 x 0-44 = 8-12, 0-11 x 0-45 = 8-23, 0-11 x 0-46 = 8-34, 0-11 x 0-47 = 8-45, 0-11 x 0-48 = 8-56, 0-11 x 0-49 = 9-8, 0-11 x 0-50 = 9-19, 0-11 x 0-51 = 9-30, 0-11 x 0-52 = 9-41, 0-11 x 0-53 = 9-52, 0-11 x 0-54 = 10-4, 0-11 x 0-55 = 10-15, 0-11 x 0-56 = 10-26, 0-11 x 0-57 = 10-37, 0-11 x 0-58 = 10-48, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-1, 0-12 x 0-6 = 1-13, 0-12 x 0-7 = 1-25, 0-12 x 0-8 = 1-37, 0-12 x 0-9 = 1-49, 0-12 x 0-10 = 2-2, 0-12 x 0-11 = 2-14, 0-12 x 0-12 = 2-26, 0-12 x 0-13 = 2-38, 0-12 x 0-14 = 2-50, 0-12 x 0-15 = 3-3, 0-12 x 0-16 = 3-15, 0-12 x 0-17 = 3-27, 0-12 x 0-18 = 3-39, 0-12 x 0-19 = 3-51, 0-12 x 0-20 = 4-4, 0-12 x 0-21 = 4-16, 0-12 x 0-22 = 4-28, 0-12 x 0-23 = 4-40, 0-12 x 0-24 = 4-52, 0-12 x 0-25 = 5-5, 0-12 x 0-26 = 5-17, 0-12 x 0-27 = 5-29, 0-12 x 0-28 = 5-41, 0-12 x 0-29 = 5-53, 0-12 x 0-30 = 6-6, 0-12 x 0-31 = 6-18, 0-12 x 0-32 = 6-30, 0-12 x 0-33 = 6-42, 0-12 x 0-34 = 6-54, 0-12 x 0-35 = 7-7, 0-12 x 0-36 = 7-19, 0-12 x 0-37 = 7-31, 0-12 x 0-38 = 7-43, 0-12 x 0-39 = 7-55, 0-12 x 0-40 = 8-8, 0-12 x 0-41 = 8-20, 0-12 x 0-42 = 8-32, 0-12 x 0-43 = 8-44, 0-12 x 0-44 = 8-56, 0-12 x 0-45 = 9-9, 0-12 x 0-46 = 9-21, 0-12 x 0-47 = 9-33, 0-12 x 0-48 = 9-45, 0-12 x 0-49 = 9-57, 0-12 x 0-50 = 10-10, 0-12 x 0-51 = 10-22, 0-12 x 0-52 = 10-34, 0-12 x 0-53 = 10-46, 0-12 x 0-54 = 10-58, 0-12 x 0-55 = 11-11, 0-12 x 0-56 = 11-23, 0-12 x 0-57 = 11-35, 0-12 x 0-58 = 11-47, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-6, 0-13 x 0-6 = 1-19, 0-13 x 0-7 = 1-32, 0-13 x 0-8 = 1-45, 0-13 x 0-9 = 1-58, 0-13 x 0-10 = 2-12, 0-13 x 0-11 = 2-25, 0-13 x 0-12 = 2-38, 0-13 x 0-13 = 2-51, 0-13 x 0-14 = 3-5, 0-13 x 0-15 = 3-18, 0-13 x 0-16 = 3-31, 0-13 x 0-17 = 3-44, 0-13 x 0-18 = 3-57, 0-13 x 0-19 = 4-11, 0-13 x 0-20 = 4-24, 0-13 x 0-21 = 4-37, 0-13 x 0-22 = 4-50, 0-13 x 0-23 = 5-4, 0-13 x 0-24 = 5-17, 0-13 x 0-25 = 5-30, 0-13 x 0-26 = 5-43, 0-13 x 0-27 = 5-56, 0-13 x 0-28 = 6-10, 0-13 x 0-29 = 6-23, 0-13 x 0-30 = 6-36, 0-13 x 0-31 = 6-49, 0-13 x 0-32 = 7-3, 0-13 x 0-33 = 7-16, 0-13 x 0-34 = 7-29, 0-13 x 0-35 = 7-42, 0-13 x 0-36 = 7-55, 0-13 x 0-37 = 8-9, 0-13 x 0-38 = 8-22, 0-13 x 0-39 = 8-35, 0-13 x 0-40 = 8-48, 0-13 x 0-41 = 9-2, 0-13 x 0-42 = 9-15, 0-13 x 0-43 = 9-28, 0-13 x 0-44 = 9-41, 0-13 x 0-45 = 9-54, 0-13 x 0-46 = 10-8, 0-13 x 0-47 = 10-21, 0-13 x 0-48 = 10-34, 0-13 x 0-49 = 10-47, 0-13 x 0-50 = 11-1, 0-13 x 0-51 = 11-14, 0-13 x 0-52 = 11-27, 0-13 x 0-53 = 11-40, 0-13 x 0-54 = 11-53, 0-13 x 0-55 = 12-7, 0-13 x 0-56 = 12-20, 0-13 x 0-57 = 12-33, 0-13 x 0-58 = 12-46, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-11, 0-14 x 0-6 = 1-25, 0-14 x 0-7 = 1-39, 0-14 x 0-8 = 1-53, 0-14 x 0-9 = 2-8, 0-14 x 0-10 = 2-22, 0-14 x 0-11 = 2-36, 0-14 x 0-12 = 2-50, 0-14 x 0-13 = 3-5, 0-14 x 0-14 = 3-19, 0-14 x 0-15 = 3-33, 0-14 x 0-16 = 3-47, 0-14 x 0-17 = 4-2, 0-14 x 0-18 = 4-16, 0-14 x 0-19 = 4-30, 0-14 x 0-20 = 4-44, 0-14 x 0-21 = 4-58, 0-14 x 0-22 = 5-13, 0-14 x 0-23 = 5-27, 0-14 x 0-24 = 5-41, 0-14 x 0-25 = 5-55, 0-14 x 0-26 = 6-10, 0-14 x 0-27 = 6-24, 0-14 x 0-28 = 6-38, 0-14 x 0-29 = 6-52, 0-14 x 0-30 = 7-7, 0-14 x 0-31 = 7-21, 0-14 x 0-32 = 7-35, 0-14 x 0-33 = 7-49, 0-14 x 0-34 = 8-4, 0-14 x 0-35 = 8-18, 0-14 x 0-36 = 8-32, 0-14 x 0-37 = 8-46, 0-14 x 0-38 = 9-1, 0-14 x 0-39 = 9-15, 0-14 x 0-40 = 9-29, 0-14 x 0-41 = 9-43, 0-14 x 0-42 = 9-57, 0-14 x 0-43 = 10-12, 0-14 x 0-44 = 10-26, 0-14 x 0-45 = 10-40, 0-14 x 0-46 = 10-54, 0-14 x 0-47 = 11-9, 0-14 x 0-48 = 11-23, 0-14 x 0-49 = 11-37, 0-14 x 0-50 = 11-51, 0-14 x 0-51 = 12-6, 0-14 x 0-52 = 12-20, 0-14 x 0-53 = 12-34, 0-14 x 0-54 = 12-48, 0-14 x 0-55 = 13-3, 0-14 x 0-56 = 13-17, 0-14 x 0-57 = 13-31, 0-14 x 0-58 = 13-45, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-1, 0-15 x 0-5 = 1-16, 0-15 x 0-6 = 1-31, 0-15 x 0-7 = 1-46, 0-15 x 0-8 = 2-2, 0-15 x 0-9 = 2-17, 0-15 x 0-10 = 2-32, 0-15 x 0-11 = 2-47, 0-15 x 0-12 = 3-3, 0-15 x 0-13 = 3-18, 0-15 x 0-14 = 3-33, 0-15 x 0-15 = 3-48, 0-15 x 0-16 = 4-4, 0-15 x 0-17 = 4-19, 0-15 x 0-18 = 4-34, 0-15 x 0-19 = 4-49, 0-15 x 0-20 = 5-5, 0-15 x 0-21 = 5-20, 0-15 x 0-22 = 5-35, 0-15 x 0-23 = 5-50, 0-15 x 0-24 = 6-6, 0-15 x 0-25 = 6-21, 0-15 x 0-26 = 6-36, 0-15 x 0-27 = 6-51, 0-15 x 0-28 = 7-7, 0-15 x 0-29 = 7-22, 0-15 x 0-30 = 7-37, 0-15 x 0-31 = 7-52, 0-15 x 0-32 = 8-8, 0-15 x 0-33 = 8-23, 0-15 x 0-34 = 8-38, 0-15 x 0-35 = 8-53, 0-15 x 0-36 = 9-9, 0-15 x 0-37 = 9-24, 0-15 x 0-38 = 9-39, 0-15 x 0-39 = 9-54, 0-15 x 0-40 = 10-10, 0-15 x 0-41 = 10-25, 0-15 x 0-42 = 10-40, 0-15 x 0-43 = 10-55, 0-15 x 0-44 = 11-11, 0-15 x 0-45 = 11-26, 0-15 x 0-46 = 11-41, 0-15 x 0-47 = 11-56, 0-15 x 0-48 = 12-12, 0-15 x 0-49 = 12-27, 0-15 x 0-50 = 12-42, 0-15 x 0-51 = 12-57, 0-15 x 0-52 = 13-13, 0-15 x 0-53 = 13-28, 0-15 x 0-54 = 13-43, 0-15 x 0-55 = 13-58, 0-15 x 0-56 = 14-14, 0-15 x 0-57 = 14-29, 0-15 x 0-58 = 14-44, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-5, 0-16 x 0-5 = 1-21, 0-16 x 0-6 = 1-37, 0-16 x 0-7 = 1-53, 0-16 x 0-8 = 2-10, 0-16 x 0-9 = 2-26, 0-16 x 0-10 = 2-42, 0-16 x 0-11 = 2-58, 0-16 x 0-12 = 3-15, 0-16 x 0-13 = 3-31, 0-16 x 0-14 = 3-47, 0-16 x 0-15 = 4-4, 0-16 x 0-16 = 4-20, 0-16 x 0-17 = 4-36, 0-16 x 0-18 = 4-52, 0-16 x 0-19 = 5-9, 0-16 x 0-20 = 5-25, 0-16 x 0-21 = 5-41, 0-16 x 0-22 = 5-57, 0-16 x 0-23 = 6-14, 0-16 x 0-24 = 6-30, 0-16 x 0-25 = 6-46, 0-16 x 0-26 = 7-3, 0-16 x 0-27 = 7-19, 0-16 x 0-28 = 7-35, 0-16 x 0-29 = 7-51, 0-16 x 0-30 = 8-8, 0-16 x 0-31 = 8-24, 0-16 x 0-32 = 8-40, 0-16 x 0-33 = 8-56, 0-16 x 0-34 = 9-13, 0-16 x 0-35 = 9-29, 0-16 x 0-36 = 9-45, 0-16 x 0-37 = 10-2, 0-16 x 0-38 = 10-18, 0-16 x 0-39 = 10-34, 0-16 x 0-40 = 10-50, 0-16 x 0-41 = 11-7, 0-16 x 0-42 = 11-23, 0-16 x 0-43 = 11-39, 0-16 x 0-44 = 11-55, 0-16 x 0-45 = 12-12, 0-16 x 0-46 = 12-28, 0-16 x 0-47 = 12-44, 0-16 x 0-48 = 13-1, 0-16 x 0-49 = 13-17, 0-16 x 0-50 = 13-33, 0-16 x 0-51 = 13-49, 0-16 x 0-52 = 14-6, 0-16 x 0-53 = 14-22, 0-16 x 0-54 = 14-38, 0-16 x 0-55 = 14-54, 0-16 x 0-56 = 15-11, 0-16 x 0-57 = 15-27, 0-16 x 0-58 = 15-43, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-9, 0-17 x 0-5 = 1-26, 0-17 x 0-6 = 1-43, 0-17 x 0-7 = 2-1, 0-17 x 0-8 = 2-18, 0-17 x 0-9 = 2-35, 0-17 x 0-10 = 2-52, 0-17 x 0-11 = 3-10, 0-17 x 0-12 = 3-27, 0-17 x 0-13 = 3-44, 0-17 x 0-14 = 4-2, 0-17 x 0-15 = 4-19, 0-17 x 0-16 = 4-36, 0-17 x 0-17 = 4-53, 0-17 x 0-18 = 5-11, 0-17 x 0-19 = 5-28, 0-17 x 0-20 = 5-45, 0-17 x 0-21 = 6-3, 0-17 x 0-22 = 6-20, 0-17 x 0-23 = 6-37, 0-17 x 0-24 = 6-54, 0-17 x 0-25 = 7-12, 0-17 x 0-26 = 7-29, 0-17 x 0-27 = 7-46, 0-17 x 0-28 = 8-4, 0-17 x 0-29 = 8-21, 0-17 x 0-30 = 8-38, 0-17 x 0-31 = 8-55, 0-17 x 0-32 = 9-13, 0-17 x 0-33 = 9-30, 0-17 x 0-34 = 9-47, 0-17 x 0-35 = 10-5, 0-17 x 0-36 = 10-22, 0-17 x 0-37 = 10-39, 0-17 x 0-38 = 10-56, 0-17 x 0-39 = 11-14, 0-17 x 0-40 = 11-31, 0-17 x 0-41 = 11-48, 0-17 x 0-42 = 12-6, 0-17 x 0-43 = 12-23, 0-17 x 0-44 = 12-40, 0-17 x 0-45 = 12-57, 0-17 x 0-46 = 13-15, 0-17 x 0-47 = 13-32, 0-17 x 0-48 = 13-49, 0-17 x 0-49 = 14-7, 0-17 x 0-50 = 14-24, 0-17 x 0-51 = 14-41, 0-17 x 0-52 = 14-58, 0-17 x 0-53 = 15-16, 0-17 x 0-54 = 15-33, 0-17 x 0-55 = 15-50, 0-17 x 0-56 = 16-8, 0-17 x 0-57 = 16-25, 0-17 x 0-58 = 16-42, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-13, 0-18 x 0-5 = 1-31, 0-18 x 0-6 = 1-49, 0-18 x 0-7 = 2-8, 0-18 x 0-8 = 2-26, 0-18 x 0-9 = 2-44, 0-18 x 0-10 = 3-3, 0-18 x 0-11 = 3-21, 0-18 x 0-12 = 3-39, 0-18 x 0-13 = 3-57, 0-18 x 0-14 = 4-16, 0-18 x 0-15 = 4-34, 0-18 x 0-16 = 4-52, 0-18 x 0-17 = 5-11, 0-18 x 0-18 = 5-29, 0-18 x 0-19 = 5-47, 0-18 x 0-20 = 6-6, 0-18 x 0-21 = 6-24, 0-18 x 0-22 = 6-42, 0-18 x 0-23 = 7-1, 0-18 x 0-24 = 7-19, 0-18 x 0-25 = 7-37, 0-18 x 0-26 = 7-55, 0-18 x 0-27 = 8-14, 0-18 x 0-28 = 8-32, 0-18 x 0-29 = 8-50, 0-18 x 0-30 = 9-9, 0-18 x 0-31 = 9-27, 0-18 x 0-32 = 9-45, 0-18 x 0-33 = 10-4, 0-18 x 0-34 = 10-22, 0-18 x 0-35 = 10-40, 0-18 x 0-36 = 10-58, 0-18 x 0-37 = 11-17, 0-18 x 0-38 = 11-35, 0-18 x 0-39 = 11-53, 0-18 x 0-40 = 12-12, 0-18 x 0-41 = 12-30, 0-18 x 0-42 = 12-48, 0-18 x 0-43 = 13-7, 0-18 x 0-44 = 13-25, 0-18 x 0-45 = 13-43, 0-18 x 0-46 = 14-2, 0-18 x 0-47 = 14-20, 0-18 x 0-48 = 14-38, 0-18 x 0-49 = 14-56, 0-18 x 0-50 = 15-15, 0-18 x 0-51 = 15-33, 0-18 x 0-52 = 15-51, 0-18 x 0-53 = 16-10, 0-18 x 0-54 = 16-28, 0-18 x 0-55 = 16-46, 0-18 x 0-56 = 17-5, 0-18 x 0-57 = 17-23, 0-18 x 0-58 = 17-41, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-17, 0-19 x 0-5 = 1-36, 0-19 x 0-6 = 1-55, 0-19 x 0-7 = 2-15, 0-19 x 0-8 = 2-34, 0-19 x 0-9 = 2-53, 0-19 x 0-10 = 3-13, 0-19 x 0-11 = 3-32, 0-19 x 0-12 = 3-51, 0-19 x 0-13 = 4-11, 0-19 x 0-14 = 4-30, 0-19 x 0-15 = 4-49, 0-19 x 0-16 = 5-9, 0-19 x 0-17 = 5-28, 0-19 x 0-18 = 5-47, 0-19 x 0-19 = 6-7, 0-19 x 0-20 = 6-26, 0-19 x 0-21 = 6-45, 0-19 x 0-22 = 7-5, 0-19 x 0-23 = 7-24, 0-19 x 0-24 = 7-43, 0-19 x 0-25 = 8-3, 0-19 x 0-26 = 8-22, 0-19 x 0-27 = 8-41, 0-19 x 0-28 = 9-1, 0-19 x 0-29 = 9-20, 0-19 x 0-30 = 9-39, 0-19 x 0-31 = 9-58, 0-19 x 0-32 = 10-18, 0-19 x 0-33 = 10-37, 0-19 x 0-34 = 10-56, 0-19 x 0-35 = 11-16, 0-19 x 0-36 = 11-35, 0-19 x 0-37 = 11-54, 0-19 x 0-38 = 12-14, 0-19 x 0-39 = 12-33, 0-19 x 0-40 = 12-52, 0-19 x 0-41 = 13-12, 0-19 x 0-42 = 13-31, 0-19 x 0-43 = 13-50, 0-19 x 0-44 = 14-10, 0-19 x 0-45 = 14-29, 0-19 x 0-46 = 14-48, 0-19 x 0-47 = 15-8, 0-19 x 0-48 = 15-27, 0-19 x 0-49 = 15-46, 0-19 x 0-50 = 16-6, 0-19 x 0-51 = 16-25, 0-19 x 0-52 = 16-44, 0-19 x 0-53 = 17-4, 0-19 x 0-54 = 17-23, 0-19 x 0-55 = 17-42, 0-19 x 0-56 = 18-2, 0-19 x 0-57 = 18-21, 0-19 x 0-58 = 18-40, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-1, 0-20 x 0-4 = 1-21, 0-20 x 0-5 = 1-41, 0-20 x 0-6 = 2-2, 0-20 x 0-7 = 2-22, 0-20 x 0-8 = 2-42, 0-20 x 0-9 = 3-3, 0-20 x 0-10 = 3-23, 0-20 x 0-11 = 3-43, 0-20 x 0-12 = 4-4, 0-20 x 0-13 = 4-24, 0-20 x 0-14 = 4-44, 0-20 x 0-15 = 5-5, 0-20 x 0-16 = 5-25, 0-20 x 0-17 = 5-45, 0-20 x 0-18 = 6-6, 0-20 x 0-19 = 6-26, 0-20 x 0-20 = 6-46, 0-20 x 0-21 = 7-7, 0-20 x 0-22 = 7-27, 0-20 x 0-23 = 7-47, 0-20 x 0-24 = 8-8, 0-20 x 0-25 = 8-28, 0-20 x 0-26 = 8-48, 0-20 x 0-27 = 9-9, 0-20 x 0-28 = 9-29, 0-20 x 0-29 = 9-49, 0-20 x 0-30 = 10-10, 0-20 x 0-31 = 10-30, 0-20 x 0-32 = 10-50, 0-20 x 0-33 = 11-11, 0-20 x 0-34 = 11-31, 0-20 x 0-35 = 11-51, 0-20 x 0-36 = 12-12, 0-20 x 0-37 = 12-32, 0-20 x 0-38 = 12-52, 0-20 x 0-39 = 13-13, 0-20 x 0-40 = 13-33, 0-20 x 0-41 = 13-53, 0-20 x 0-42 = 14-14, 0-20 x 0-43 = 14-34, 0-20 x 0-44 = 14-54, 0-20 x 0-45 = 15-15, 0-20 x 0-46 = 15-35, 0-20 x 0-47 = 15-55, 0-20 x 0-48 = 16-16, 0-20 x 0-49 = 16-36, 0-20 x 0-50 = 16-56, 0-20 x 0-51 = 17-17, 0-20 x 0-52 = 17-37, 0-20 x 0-53 = 17-57, 0-20 x 0-54 = 18-18, 0-20 x 0-55 = 18-38, 0-20 x 0-56 = 18-58, 0-20 x 0-57 = 19-19, 0-20 x 0-58 = 19-39, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-4, 0-21 x 0-4 = 1-25, 0-21 x 0-5 = 1-46, 0-21 x 0-6 = 2-8, 0-21 x 0-7 = 2-29, 0-21 x 0-8 = 2-50, 0-21 x 0-9 = 3-12, 0-21 x 0-10 = 3-33, 0-21 x 0-11 = 3-54, 0-21 x 0-12 = 4-16, 0-21 x 0-13 = 4-37, 0-21 x 0-14 = 4-58, 0-21 x 0-15 = 5-20, 0-21 x 0-16 = 5-41, 0-21 x 0-17 = 6-3, 0-21 x 0-18 = 6-24, 0-21 x 0-19 = 6-45, 0-21 x 0-20 = 7-7, 0-21 x 0-21 = 7-28, 0-21 x 0-22 = 7-49, 0-21 x 0-23 = 8-11, 0-21 x 0-24 = 8-32, 0-21 x 0-25 = 8-53, 0-21 x 0-26 = 9-15, 0-21 x 0-27 = 9-36, 0-21 x 0-28 = 9-57, 0-21 x 0-29 = 10-19, 0-21 x 0-30 = 10-40, 0-21 x 0-31 = 11-2, 0-21 x 0-32 = 11-23, 0-21 x 0-33 = 11-44, 0-21 x 0-34 = 12-6, 0-21 x 0-35 = 12-27, 0-21 x 0-36 = 12-48, 0-21 x 0-37 = 13-10, 0-21 x 0-38 = 13-31, 0-21 x 0-39 = 13-52, 0-21 x 0-40 = 14-14, 0-21 x 0-41 = 14-35, 0-21 x 0-42 = 14-56, 0-21 x 0-43 = 15-18, 0-21 x 0-44 = 15-39, 0-21 x 0-45 = 16-1, 0-21 x 0-46 = 16-22, 0-21 x 0-47 = 16-43, 0-21 x 0-48 = 17-5, 0-21 x 0-49 = 17-26, 0-21 x 0-50 = 17-47, 0-21 x 0-51 = 18-9, 0-21 x 0-52 = 18-30, 0-21 x 0-53 = 18-51, 0-21 x 0-54 = 19-13, 0-21 x 0-55 = 19-34, 0-21 x 0-56 = 19-55, 0-21 x 0-57 = 20-17, 0-21 x 0-58 = 20-38, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-7, 0-22 x 0-4 = 1-29, 0-22 x 0-5 = 1-51, 0-22 x 0-6 = 2-14, 0-22 x 0-7 = 2-36, 0-22 x 0-8 = 2-58, 0-22 x 0-9 = 3-21, 0-22 x 0-10 = 3-43, 0-22 x 0-11 = 4-6, 0-22 x 0-12 = 4-28, 0-22 x 0-13 = 4-50, 0-22 x 0-14 = 5-13, 0-22 x 0-15 = 5-35, 0-22 x 0-16 = 5-57, 0-22 x 0-17 = 6-20, 0-22 x 0-18 = 6-42, 0-22 x 0-19 = 7-5, 0-22 x 0-20 = 7-27, 0-22 x 0-21 = 7-49, 0-22 x 0-22 = 8-12, 0-22 x 0-23 = 8-34, 0-22 x 0-24 = 8-56, 0-22 x 0-25 = 9-19, 0-22 x 0-26 = 9-41, 0-22 x 0-27 = 10-4, 0-22 x 0-28 = 10-26, 0-22 x 0-29 = 10-48, 0-22 x 0-30 = 11-11, 0-22 x 0-31 = 11-33, 0-22 x 0-32 = 11-55, 0-22 x 0-33 = 12-18, 0-22 x 0-34 = 12-40, 0-22 x 0-35 = 13-3, 0-22 x 0-36 = 13-25, 0-22 x 0-37 = 13-47, 0-22 x 0-38 = 14-10, 0-22 x 0-39 = 14-32, 0-22 x 0-40 = 14-54, 0-22 x 0-41 = 15-17, 0-22 x 0-42 = 15-39, 0-22 x 0-43 = 16-2, 0-22 x 0-44 = 16-24, 0-22 x 0-45 = 16-46, 0-22 x 0-46 = 17-9, 0-22 x 0-47 = 17-31, 0-22 x 0-48 = 17-53, 0-22 x 0-49 = 18-16, 0-22 x 0-50 = 18-38, 0-22 x 0-51 = 19-1, 0-22 x 0-52 = 19-23, 0-22 x 0-53 = 19-45, 0-22 x 0-54 = 20-8, 0-22 x 0-55 = 20-30, 0-22 x 0-56 = 20-52, 0-22 x 0-57 = 21-15, 0-22 x 0-58 = 21-37, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-10, 0-23 x 0-4 = 1-33, 0-23 x 0-5 = 1-56, 0-23 x 0-6 = 2-20, 0-23 x 0-7 = 2-43, 0-23 x 0-8 = 3-7, 0-23 x 0-9 = 3-30, 0-23 x 0-10 = 3-53, 0-23 x 0-11 = 4-17, 0-23 x 0-12 = 4-40, 0-23 x 0-13 = 5-4, 0-23 x 0-14 = 5-27, 0-23 x 0-15 = 5-50, 0-23 x 0-16 = 6-14, 0-23 x 0-17 = 6-37, 0-23 x 0-18 = 7-1, 0-23 x 0-19 = 7-24, 0-23 x 0-20 = 7-47, 0-23 x 0-21 = 8-11, 0-23 x 0-22 = 8-34, 0-23 x 0-23 = 8-57, 0-23 x 0-24 = 9-21, 0-23 x 0-25 = 9-44, 0-23 x 0-26 = 10-8, 0-23 x 0-27 = 10-31, 0-23 x 0-28 = 10-54, 0-23 x 0-29 = 11-18, 0-23 x 0-30 = 11-41, 0-23 x 0-31 = 12-5, 0-23 x 0-32 = 12-28, 0-23 x 0-33 = 12-51, 0-23 x 0-34 = 13-15, 0-23 x 0-35 = 13-38, 0-23 x 0-36 = 14-2, 0-23 x 0-37 = 14-25, 0-23 x 0-38 = 14-48, 0-23 x 0-39 = 15-12, 0-23 x 0-40 = 15-35, 0-23 x 0-41 = 15-58, 0-23 x 0-42 = 16-22, 0-23 x 0-43 = 16-45, 0-23 x 0-44 = 17-9, 0-23 x 0-45 = 17-32, 0-23 x 0-46 = 17-55, 0-23 x 0-47 = 18-19, 0-23 x 0-48 = 18-42, 0-23 x 0-49 = 19-6, 0-23 x 0-50 = 19-29, 0-23 x 0-51 = 19-52, 0-23 x 0-52 = 20-16, 0-23 x 0-53 = 20-39, 0-23 x 0-54 = 21-3, 0-23 x 0-55 = 21-26, 0-23 x 0-56 = 21-49, 0-23 x 0-57 = 22-13, 0-23 x 0-58 = 22-36, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-13, 0-24 x 0-4 = 1-37, 0-24 x 0-5 = 2-2, 0-24 x 0-6 = 2-26, 0-24 x 0-7 = 2-50, 0-24 x 0-8 = 3-15, 0-24 x 0-9 = 3-39, 0-24 x 0-10 = 4-4, 0-24 x 0-11 = 4-28, 0-24 x 0-12 = 4-52, 0-24 x 0-13 = 5-17, 0-24 x 0-14 = 5-41, 0-24 x 0-15 = 6-6, 0-24 x 0-16 = 6-30, 0-24 x 0-17 = 6-54, 0-24 x 0-18 = 7-19, 0-24 x 0-19 = 7-43, 0-24 x 0-20 = 8-8, 0-24 x 0-21 = 8-32, 0-24 x 0-22 = 8-56, 0-24 x 0-23 = 9-21, 0-24 x 0-24 = 9-45, 0-24 x 0-25 = 10-10, 0-24 x 0-26 = 10-34, 0-24 x 0-27 = 10-58, 0-24 x 0-28 = 11-23, 0-24 x 0-29 = 11-47, 0-24 x 0-30 = 12-12, 0-24 x 0-31 = 12-36, 0-24 x 0-32 = 13-1, 0-24 x 0-33 = 13-25, 0-24 x 0-34 = 13-49, 0-24 x 0-35 = 14-14, 0-24 x 0-36 = 14-38, 0-24 x 0-37 = 15-3, 0-24 x 0-38 = 15-27, 0-24 x 0-39 = 15-51, 0-24 x 0-40 = 16-16, 0-24 x 0-41 = 16-40, 0-24 x 0-42 = 17-5, 0-24 x 0-43 = 17-29, 0-24 x 0-44 = 17-53, 0-24 x 0-45 = 18-18, 0-24 x 0-46 = 18-42, 0-24 x 0-47 = 19-7, 0-24 x 0-48 = 19-31, 0-24 x 0-49 = 19-55, 0-24 x 0-50 = 20-20, 0-24 x 0-51 = 20-44, 0-24 x 0-52 = 21-9, 0-24 x 0-53 = 21-33, 0-24 x 0-54 = 21-57, 0-24 x 0-55 = 22-22, 0-24 x 0-56 = 22-46, 0-24 x 0-57 = 23-11, 0-24 x 0-58 = 23-35, 
