11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 1-6, 11 x 10 = 1-17, 11 x 11 = 1-28, 11 x 12 = 1-39, 11 x 13 = 1-50, 11 x 14 = 1-61, 11 x 15 = 1-72, 11 x 16 = 1-83, 11 x 17 = 2-1, 11 x 18 = 2-12, 11 x 19 = 2-23, 11 x 20 = 2-34, 11 x 21 = 2-45, 11 x 22 = 2-56, 11 x 23 = 2-67, 11 x 24 = 2-78, 11 x 25 = 2-89, 11 x 26 = 3-7, 11 x 27 = 3-18, 11 x 28 = 3-29, 11 x 29 = 3-40, 11 x 30 = 3-51, 11 x 31 = 3-62, 11 x 32 = 3-73, 11 x 33 = 3-84, 11 x 34 = 4-2, 11 x 35 = 4-13, 11 x 36 = 4-24, 11 x 37 = 4-35, 11 x 38 = 4-46, 11 x 39 = 4-57, 11 x 40 = 4-68, 11 x 41 = 4-79, 11 x 42 = 4-90, 11 x 43 = 5-8, 11 x 44 = 5-19, 11 x 45 = 5-30, 11 x 46 = 5-41, 11 x 47 = 5-52, 11 x 48 = 5-63, 11 x 49 = 5-74, 11 x 50 = 5-85, 11 x 51 = 6-3, 11 x 52 = 6-14, 11 x 53 = 6-25, 11 x 54 = 6-36, 11 x 55 = 6-47, 11 x 56 = 6-58, 11 x 57 = 6-69, 11 x 58 = 6-80, 11 x 59 = 6-91, 11 x 60 = 7-9, 11 x 61 = 7-20, 11 x 62 = 7-31, 11 x 63 = 7-42, 11 x 64 = 7-53, 11 x 65 = 7-64, 11 x 66 = 7-75, 11 x 67 = 7-86, 11 x 68 = 8-4, 11 x 69 = 8-15, 11 x 70 = 8-26, 11 x 71 = 8-37, 11 x 72 = 8-48, 11 x 73 = 8-59, 11 x 74 = 8-70, 11 x 75 = 8-81, 11 x 76 = 8-92, 11 x 77 = 9-10, 11 x 78 = 9-21, 11 x 79 = 9-32, 11 x 80 = 9-43, 11 x 81 = 9-54, 11 x 82 = 9-65, 11 x 83 = 9-76, 11 x 84 = 9-87, 11 x 85 = 10-5, 11 x 86 = 10-16, 11 x 87 = 10-27, 11 x 88 = 10-38, 11 x 89 = 10-49, 11 x 90 = 10-60, 11 x 91 = 10-71, 11 x 92 = 10-82, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-3, 12 x 9 = 1-15, 12 x 10 = 1-27, 12 x 11 = 1-39, 12 x 12 = 1-51, 12 x 13 = 1-63, 12 x 14 = 1-75, 12 x 15 = 1-87, 12 x 16 = 2-6, 12 x 17 = 2-18, 12 x 18 = 2-30, 12 x 19 = 2-42, 12 x 20 = 2-54, 12 x 21 = 2-66, 12 x 22 = 2-78, 12 x 23 = 2-90, 12 x 24 = 3-9, 12 x 25 = 3-21, 12 x 26 = 3-33, 12 x 27 = 3-45, 12 x 28 = 3-57, 12 x 29 = 3-69, 12 x 30 = 3-81, 12 x 31 = 4-0, 12 x 32 = 4-12, 12 x 33 = 4-24, 12 x 34 = 4-36, 12 x 35 = 4-48, 12 x 36 = 4-60, 12 x 37 = 4-72, 12 x 38 = 4-84, 12 x 39 = 5-3, 12 x 40 = 5-15, 12 x 41 = 5-27, 12 x 42 = 5-39, 12 x 43 = 5-51, 12 x 44 = 5-63, 12 x 45 = 5-75, 12 x 46 = 5-87, 12 x 47 = 6-6, 12 x 48 = 6-18, 12 x 49 = 6-30, 12 x 50 = 6-42, 12 x 51 = 6-54, 12 x 52 = 6-66, 12 x 53 = 6-78, 12 x 54 = 6-90, 12 x 55 = 7-9, 12 x 56 = 7-21, 12 x 57 = 7-33, 12 x 58 = 7-45, 12 x 59 = 7-57, 12 x 60 = 7-69, 12 x 61 = 7-81, 12 x 62 = 8-0, 12 x 63 = 8-12, 12 x 64 = 8-24, 12 x 65 = 8-36, 12 x 66 = 8-48, 12 x 67 = 8-60, 12 x 68 = 8-72, 12 x 69 = 8-84, 12 x 70 = 9-3, 12 x 71 = 9-15, 12 x 72 = 9-27, 12 x 73 = 9-39, 12 x 74 = 9-51, 12 x 75 = 9-63, 12 x 76 = 9-75, 12 x 77 = 9-87, 12 x 78 = 10-6, 12 x 79 = 10-18, 12 x 80 = 10-30, 12 x 81 = 10-42, 12 x 82 = 10-54, 12 x 83 = 10-66, 12 x 84 = 10-78, 12 x 85 = 10-90, 12 x 86 = 11-9, 12 x 87 = 11-21, 12 x 88 = 11-33, 12 x 89 = 11-45, 12 x 90 = 11-57, 12 x 91 = 11-69, 12 x 92 = 11-81, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-11, 13 x 9 = 1-24, 13 x 10 = 1-37, 13 x 11 = 1-50, 13 x 12 = 1-63, 13 x 13 = 1-76, 13 x 14 = 1-89, 13 x 15 = 2-9, 13 x 16 = 2-22, 13 x 17 = 2-35, 13 x 18 = 2-48, 13 x 19 = 2-61, 13 x 20 = 2-74, 13 x 21 = 2-87, 13 x 22 = 3-7, 13 x 23 = 3-20, 13 x 24 = 3-33, 13 x 25 = 3-46, 13 x 26 = 3-59, 13 x 27 = 3-72, 13 x 28 = 3-85, 13 x 29 = 4-5, 13 x 30 = 4-18, 13 x 31 = 4-31, 13 x 32 = 4-44, 13 x 33 = 4-57, 13 x 34 = 4-70, 13 x 35 = 4-83, 13 x 36 = 5-3, 13 x 37 = 5-16, 13 x 38 = 5-29, 13 x 39 = 5-42, 13 x 40 = 5-55, 13 x 41 = 5-68, 13 x 42 = 5-81, 13 x 43 = 6-1, 13 x 44 = 6-14, 13 x 45 = 6-27, 13 x 46 = 6-40, 13 x 47 = 6-53, 13 x 48 = 6-66, 13 x 49 = 6-79, 13 x 50 = 6-92, 13 x 51 = 7-12, 13 x 52 = 7-25, 13 x 53 = 7-38, 13 x 54 = 7-51, 13 x 55 = 7-64, 13 x 56 = 7-77, 13 x 57 = 7-90, 13 x 58 = 8-10, 13 x 59 = 8-23, 13 x 60 = 8-36, 13 x 61 = 8-49, 13 x 62 = 8-62, 13 x 63 = 8-75, 13 x 64 = 8-88, 13 x 65 = 9-8, 13 x 66 = 9-21, 13 x 67 = 9-34, 13 x 68 = 9-47, 13 x 69 = 9-60, 13 x 70 = 9-73, 13 x 71 = 9-86, 13 x 72 = 10-6, 13 x 73 = 10-19, 13 x 74 = 10-32, 13 x 75 = 10-45, 13 x 76 = 10-58, 13 x 77 = 10-71, 13 x 78 = 10-84, 13 x 79 = 11-4, 13 x 80 = 11-17, 13 x 81 = 11-30, 13 x 82 = 11-43, 13 x 83 = 11-56, 13 x 84 = 11-69, 13 x 85 = 11-82, 13 x 86 = 12-2, 13 x 87 = 12-15, 13 x 88 = 12-28, 13 x 89 = 12-41, 13 x 90 = 12-54, 13 x 91 = 12-67, 13 x 92 = 12-80, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-5, 14 x 8 = 1-19, 14 x 9 = 1-33, 14 x 10 = 1-47, 14 x 11 = 1-61, 14 x 12 = 1-75, 14 x 13 = 1-89, 14 x 14 = 2-10, 14 x 15 = 2-24, 14 x 16 = 2-38, 14 x 17 = 2-52, 14 x 18 = 2-66, 14 x 19 = 2-80, 14 x 20 = 3-1, 14 x 21 = 3-15, 14 x 22 = 3-29, 14 x 23 = 3-43, 14 x 24 = 3-57, 14 x 25 = 3-71, 14 x 26 = 3-85, 14 x 27 = 4-6, 14 x 28 = 4-20, 14 x 29 = 4-34, 14 x 30 = 4-48, 14 x 31 = 4-62, 14 x 32 = 4-76, 14 x 33 = 4-90, 14 x 34 = 5-11, 14 x 35 = 5-25, 14 x 36 = 5-39, 14 x 37 = 5-53, 14 x 38 = 5-67, 14 x 39 = 5-81, 14 x 40 = 6-2, 14 x 41 = 6-16, 14 x 42 = 6-30, 14 x 43 = 6-44, 14 x 44 = 6-58, 14 x 45 = 6-72, 14 x 46 = 6-86, 14 x 47 = 7-7, 14 x 48 = 7-21, 14 x 49 = 7-35, 14 x 50 = 7-49, 14 x 51 = 7-63, 14 x 52 = 7-77, 14 x 53 = 7-91, 14 x 54 = 8-12, 14 x 55 = 8-26, 14 x 56 = 8-40, 14 x 57 = 8-54, 14 x 58 = 8-68, 14 x 59 = 8-82, 14 x 60 = 9-3, 14 x 61 = 9-17, 14 x 62 = 9-31, 14 x 63 = 9-45, 14 x 64 = 9-59, 14 x 65 = 9-73, 14 x 66 = 9-87, 14 x 67 = 10-8, 14 x 68 = 10-22, 14 x 69 = 10-36, 14 x 70 = 10-50, 14 x 71 = 10-64, 14 x 72 = 10-78, 14 x 73 = 10-92, 14 x 74 = 11-13, 14 x 75 = 11-27, 14 x 76 = 11-41, 14 x 77 = 11-55, 14 x 78 = 11-69, 14 x 79 = 11-83, 14 x 80 = 12-4, 14 x 81 = 12-18, 14 x 82 = 12-32, 14 x 83 = 12-46, 14 x 84 = 12-60, 14 x 85 = 12-74, 14 x 86 = 12-88, 14 x 87 = 13-9, 14 x 88 = 13-23, 14 x 89 = 13-37, 14 x 90 = 13-51, 14 x 91 = 13-65, 14 x 92 = 13-79, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-12, 15 x 8 = 1-27, 15 x 9 = 1-42, 15 x 10 = 1-57, 15 x 11 = 1-72, 15 x 12 = 1-87, 15 x 13 = 2-9, 15 x 14 = 2-24, 15 x 15 = 2-39, 15 x 16 = 2-54, 15 x 17 = 2-69, 15 x 18 = 2-84, 15 x 19 = 3-6, 15 x 20 = 3-21, 15 x 21 = 3-36, 15 x 22 = 3-51, 15 x 23 = 3-66, 15 x 24 = 3-81, 15 x 25 = 4-3, 15 x 26 = 4-18, 15 x 27 = 4-33, 15 x 28 = 4-48, 15 x 29 = 4-63, 15 x 30 = 4-78, 15 x 31 = 5-0, 15 x 32 = 5-15, 15 x 33 = 5-30, 15 x 34 = 5-45, 15 x 35 = 5-60, 15 x 36 = 5-75, 15 x 37 = 5-90, 15 x 38 = 6-12, 15 x 39 = 6-27, 15 x 40 = 6-42, 15 x 41 = 6-57, 15 x 42 = 6-72, 15 x 43 = 6-87, 15 x 44 = 7-9, 15 x 45 = 7-24, 15 x 46 = 7-39, 15 x 47 = 7-54, 15 x 48 = 7-69, 15 x 49 = 7-84, 15 x 50 = 8-6, 15 x 51 = 8-21, 15 x 52 = 8-36, 15 x 53 = 8-51, 15 x 54 = 8-66, 15 x 55 = 8-81, 15 x 56 = 9-3, 15 x 57 = 9-18, 15 x 58 = 9-33, 15 x 59 = 9-48, 15 x 60 = 9-63, 15 x 61 = 9-78, 15 x 62 = 10-0, 15 x 63 = 10-15, 15 x 64 = 10-30, 15 x 65 = 10-45, 15 x 66 = 10-60, 15 x 67 = 10-75, 15 x 68 = 10-90, 15 x 69 = 11-12, 15 x 70 = 11-27, 15 x 71 = 11-42, 15 x 72 = 11-57, 15 x 73 = 11-72, 15 x 74 = 11-87, 15 x 75 = 12-9, 15 x 76 = 12-24, 15 x 77 = 12-39, 15 x 78 = 12-54, 15 x 79 = 12-69, 15 x 80 = 12-84, 15 x 81 = 13-6, 15 x 82 = 13-21, 15 x 83 = 13-36, 15 x 84 = 13-51, 15 x 85 = 13-66, 15 x 86 = 13-81, 15 x 87 = 14-3, 15 x 88 = 14-18, 15 x 89 = 14-33, 15 x 90 = 14-48, 15 x 91 = 14-63, 15 x 92 = 14-78, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-3, 16 x 7 = 1-19, 16 x 8 = 1-35, 16 x 9 = 1-51, 16 x 10 = 1-67, 16 x 11 = 1-83, 16 x 12 = 2-6, 16 x 13 = 2-22, 16 x 14 = 2-38, 16 x 15 = 2-54, 16 x 16 = 2-70, 16 x 17 = 2-86, 16 x 18 = 3-9, 16 x 19 = 3-25, 16 x 20 = 3-41, 16 x 21 = 3-57, 16 x 22 = 3-73, 16 x 23 = 3-89, 16 x 24 = 4-12, 16 x 25 = 4-28, 16 x 26 = 4-44, 16 x 27 = 4-60, 16 x 28 = 4-76, 16 x 29 = 4-92, 16 x 30 = 5-15, 16 x 31 = 5-31, 16 x 32 = 5-47, 16 x 33 = 5-63, 16 x 34 = 5-79, 16 x 35 = 6-2, 16 x 36 = 6-18, 16 x 37 = 6-34, 16 x 38 = 6-50, 16 x 39 = 6-66, 16 x 40 = 6-82, 16 x 41 = 7-5, 16 x 42 = 7-21, 16 x 43 = 7-37, 16 x 44 = 7-53, 16 x 45 = 7-69, 16 x 46 = 7-85, 16 x 47 = 8-8, 16 x 48 = 8-24, 16 x 49 = 8-40, 16 x 50 = 8-56, 16 x 51 = 8-72, 16 x 52 = 8-88, 16 x 53 = 9-11, 16 x 54 = 9-27, 16 x 55 = 9-43, 16 x 56 = 9-59, 16 x 57 = 9-75, 16 x 58 = 9-91, 16 x 59 = 10-14, 16 x 60 = 10-30, 16 x 61 = 10-46, 16 x 62 = 10-62, 16 x 63 = 10-78, 16 x 64 = 11-1, 16 x 65 = 11-17, 16 x 66 = 11-33, 16 x 67 = 11-49, 16 x 68 = 11-65, 16 x 69 = 11-81, 16 x 70 = 12-4, 16 x 71 = 12-20, 16 x 72 = 12-36, 16 x 73 = 12-52, 16 x 74 = 12-68, 16 x 75 = 12-84, 16 x 76 = 13-7, 16 x 77 = 13-23, 16 x 78 = 13-39, 16 x 79 = 13-55, 16 x 80 = 13-71, 16 x 81 = 13-87, 16 x 82 = 14-10, 16 x 83 = 14-26, 16 x 84 = 14-42, 16 x 85 = 14-58, 16 x 86 = 14-74, 16 x 87 = 14-90, 16 x 88 = 15-13, 16 x 89 = 15-29, 16 x 90 = 15-45, 16 x 91 = 15-61, 16 x 92 = 15-77, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-9, 17 x 7 = 1-26, 17 x 8 = 1-43, 17 x 9 = 1-60, 17 x 10 = 1-77, 17 x 11 = 2-1, 17 x 12 = 2-18, 17 x 13 = 2-35, 17 x 14 = 2-52, 17 x 15 = 2-69, 17 x 16 = 2-86, 17 x 17 = 3-10, 17 x 18 = 3-27, 17 x 19 = 3-44, 17 x 20 = 3-61, 17 x 21 = 3-78, 17 x 22 = 4-2, 17 x 23 = 4-19, 17 x 24 = 4-36, 17 x 25 = 4-53, 17 x 26 = 4-70, 17 x 27 = 4-87, 17 x 28 = 5-11, 17 x 29 = 5-28, 17 x 30 = 5-45, 17 x 31 = 5-62, 17 x 32 = 5-79, 17 x 33 = 6-3, 17 x 34 = 6-20, 17 x 35 = 6-37, 17 x 36 = 6-54, 17 x 37 = 6-71, 17 x 38 = 6-88, 17 x 39 = 7-12, 17 x 40 = 7-29, 17 x 41 = 7-46, 17 x 42 = 7-63, 17 x 43 = 7-80, 17 x 44 = 8-4, 17 x 45 = 8-21, 17 x 46 = 8-38, 17 x 47 = 8-55, 17 x 48 = 8-72, 17 x 49 = 8-89, 17 x 50 = 9-13, 17 x 51 = 9-30, 17 x 52 = 9-47, 17 x 53 = 9-64, 17 x 54 = 9-81, 17 x 55 = 10-5, 17 x 56 = 10-22, 17 x 57 = 10-39, 17 x 58 = 10-56, 17 x 59 = 10-73, 17 x 60 = 10-90, 17 x 61 = 11-14, 17 x 62 = 11-31, 17 x 63 = 11-48, 17 x 64 = 11-65, 17 x 65 = 11-82, 17 x 66 = 12-6, 17 x 67 = 12-23, 17 x 68 = 12-40, 17 x 69 = 12-57, 17 x 70 = 12-74, 17 x 71 = 12-91, 17 x 72 = 13-15, 17 x 73 = 13-32, 17 x 74 = 13-49, 17 x 75 = 13-66, 17 x 76 = 13-83, 17 x 77 = 14-7, 17 x 78 = 14-24, 17 x 79 = 14-41, 17 x 80 = 14-58, 17 x 81 = 14-75, 17 x 82 = 14-92, 17 x 83 = 15-16, 17 x 84 = 15-33, 17 x 85 = 15-50, 17 x 86 = 15-67, 17 x 87 = 15-84, 17 x 88 = 16-8, 17 x 89 = 16-25, 17 x 90 = 16-42, 17 x 91 = 16-59, 17 x 92 = 16-76, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-15, 18 x 7 = 1-33, 18 x 8 = 1-51, 18 x 9 = 1-69, 18 x 10 = 1-87, 18 x 11 = 2-12, 18 x 12 = 2-30, 18 x 13 = 2-48, 18 x 14 = 2-66, 18 x 15 = 2-84, 18 x 16 = 3-9, 18 x 17 = 3-27, 18 x 18 = 3-45, 18 x 19 = 3-63, 18 x 20 = 3-81, 18 x 21 = 4-6, 18 x 22 = 4-24, 18 x 23 = 4-42, 18 x 24 = 4-60, 18 x 25 = 4-78, 18 x 26 = 5-3, 18 x 27 = 5-21, 18 x 28 = 5-39, 18 x 29 = 5-57, 18 x 30 = 5-75, 18 x 31 = 6-0, 18 x 32 = 6-18, 18 x 33 = 6-36, 18 x 34 = 6-54, 18 x 35 = 6-72, 18 x 36 = 6-90, 18 x 37 = 7-15, 18 x 38 = 7-33, 18 x 39 = 7-51, 18 x 40 = 7-69, 18 x 41 = 7-87, 18 x 42 = 8-12, 18 x 43 = 8-30, 18 x 44 = 8-48, 18 x 45 = 8-66, 18 x 46 = 8-84, 18 x 47 = 9-9, 18 x 48 = 9-27, 18 x 49 = 9-45, 18 x 50 = 9-63, 18 x 51 = 9-81, 18 x 52 = 10-6, 18 x 53 = 10-24, 18 x 54 = 10-42, 18 x 55 = 10-60, 18 x 56 = 10-78, 18 x 57 = 11-3, 18 x 58 = 11-21, 18 x 59 = 11-39, 18 x 60 = 11-57, 18 x 61 = 11-75, 18 x 62 = 12-0, 18 x 63 = 12-18, 18 x 64 = 12-36, 18 x 65 = 12-54, 18 x 66 = 12-72, 18 x 67 = 12-90, 18 x 68 = 13-15, 18 x 69 = 13-33, 18 x 70 = 13-51, 18 x 71 = 13-69, 18 x 72 = 13-87, 18 x 73 = 14-12, 18 x 74 = 14-30, 18 x 75 = 14-48, 18 x 76 = 14-66, 18 x 77 = 14-84, 18 x 78 = 15-9, 18 x 79 = 15-27, 18 x 80 = 15-45, 18 x 81 = 15-63, 18 x 82 = 15-81, 18 x 83 = 16-6, 18 x 84 = 16-24, 18 x 85 = 16-42, 18 x 86 = 16-60, 18 x 87 = 16-78, 18 x 88 = 17-3, 18 x 89 = 17-21, 18 x 90 = 17-39, 18 x 91 = 17-57, 18 x 92 = 17-75, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-2, 19 x 6 = 1-21, 19 x 7 = 1-40, 19 x 8 = 1-59, 19 x 9 = 1-78, 19 x 10 = 2-4, 19 x 11 = 2-23, 19 x 12 = 2-42, 19 x 13 = 2-61, 19 x 14 = 2-80, 19 x 15 = 3-6, 19 x 16 = 3-25, 19 x 17 = 3-44, 19 x 18 = 3-63, 19 x 19 = 3-82, 19 x 20 = 4-8, 19 x 21 = 4-27, 19 x 22 = 4-46, 19 x 23 = 4-65, 19 x 24 = 4-84, 19 x 25 = 5-10, 19 x 26 = 5-29, 19 x 27 = 5-48, 19 x 28 = 5-67, 19 x 29 = 5-86, 19 x 30 = 6-12, 19 x 31 = 6-31, 19 x 32 = 6-50, 19 x 33 = 6-69, 19 x 34 = 6-88, 19 x 35 = 7-14, 19 x 36 = 7-33, 19 x 37 = 7-52, 19 x 38 = 7-71, 19 x 39 = 7-90, 19 x 40 = 8-16, 19 x 41 = 8-35, 19 x 42 = 8-54, 19 x 43 = 8-73, 19 x 44 = 8-92, 19 x 45 = 9-18, 19 x 46 = 9-37, 19 x 47 = 9-56, 19 x 48 = 9-75, 19 x 49 = 10-1, 19 x 50 = 10-20, 19 x 51 = 10-39, 19 x 52 = 10-58, 19 x 53 = 10-77, 19 x 54 = 11-3, 19 x 55 = 11-22, 19 x 56 = 11-41, 19 x 57 = 11-60, 19 x 58 = 11-79, 19 x 59 = 12-5, 19 x 60 = 12-24, 19 x 61 = 12-43, 19 x 62 = 12-62, 19 x 63 = 12-81, 19 x 64 = 13-7, 19 x 65 = 13-26, 19 x 66 = 13-45, 19 x 67 = 13-64, 19 x 68 = 13-83, 19 x 69 = 14-9, 19 x 70 = 14-28, 19 x 71 = 14-47, 19 x 72 = 14-66, 19 x 73 = 14-85, 19 x 74 = 15-11, 19 x 75 = 15-30, 19 x 76 = 15-49, 19 x 77 = 15-68, 19 x 78 = 15-87, 19 x 79 = 16-13, 19 x 80 = 16-32, 19 x 81 = 16-51, 19 x 82 = 16-70, 19 x 83 = 16-89, 19 x 84 = 17-15, 19 x 85 = 17-34, 19 x 86 = 17-53, 19 x 87 = 17-72, 19 x 88 = 17-91, 19 x 89 = 18-17, 19 x 90 = 18-36, 19 x 91 = 18-55, 19 x 92 = 18-74, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-7, 20 x 6 = 1-27, 20 x 7 = 1-47, 20 x 8 = 1-67, 20 x 9 = 1-87, 20 x 10 = 2-14, 20 x 11 = 2-34, 20 x 12 = 2-54, 20 x 13 = 2-74, 20 x 14 = 3-1, 20 x 15 = 3-21, 20 x 16 = 3-41, 20 x 17 = 3-61, 20 x 18 = 3-81, 20 x 19 = 4-8, 20 x 20 = 4-28, 20 x 21 = 4-48, 20 x 22 = 4-68, 20 x 23 = 4-88, 20 x 24 = 5-15, 20 x 25 = 5-35, 20 x 26 = 5-55, 20 x 27 = 5-75, 20 x 28 = 6-2, 20 x 29 = 6-22, 20 x 30 = 6-42, 20 x 31 = 6-62, 20 x 32 = 6-82, 20 x 33 = 7-9, 20 x 34 = 7-29, 20 x 35 = 7-49, 20 x 36 = 7-69, 20 x 37 = 7-89, 20 x 38 = 8-16, 20 x 39 = 8-36, 20 x 40 = 8-56, 20 x 41 = 8-76, 20 x 42 = 9-3, 20 x 43 = 9-23, 20 x 44 = 9-43, 20 x 45 = 9-63, 20 x 46 = 9-83, 20 x 47 = 10-10, 20 x 48 = 10-30, 20 x 49 = 10-50, 20 x 50 = 10-70, 20 x 51 = 10-90, 20 x 52 = 11-17, 20 x 53 = 11-37, 20 x 54 = 11-57, 20 x 55 = 11-77, 20 x 56 = 12-4, 20 x 57 = 12-24, 20 x 58 = 12-44, 20 x 59 = 12-64, 20 x 60 = 12-84, 20 x 61 = 13-11, 20 x 62 = 13-31, 20 x 63 = 13-51, 20 x 64 = 13-71, 20 x 65 = 13-91, 20 x 66 = 14-18, 20 x 67 = 14-38, 20 x 68 = 14-58, 20 x 69 = 14-78, 20 x 70 = 15-5, 20 x 71 = 15-25, 20 x 72 = 15-45, 20 x 73 = 15-65, 20 x 74 = 15-85, 20 x 75 = 16-12, 20 x 76 = 16-32, 20 x 77 = 16-52, 20 x 78 = 16-72, 20 x 79 = 16-92, 20 x 80 = 17-19, 20 x 81 = 17-39, 20 x 82 = 17-59, 20 x 83 = 17-79, 20 x 84 = 18-6, 20 x 85 = 18-26, 20 x 86 = 18-46, 20 x 87 = 18-66, 20 x 88 = 18-86, 20 x 89 = 19-13, 20 x 90 = 19-33, 20 x 91 = 19-53, 20 x 92 = 19-73, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-12, 21 x 6 = 1-33, 21 x 7 = 1-54, 21 x 8 = 1-75, 21 x 9 = 2-3, 21 x 10 = 2-24, 21 x 11 = 2-45, 21 x 12 = 2-66, 21 x 13 = 2-87, 21 x 14 = 3-15, 21 x 15 = 3-36, 21 x 16 = 3-57, 21 x 17 = 3-78, 21 x 18 = 4-6, 21 x 19 = 4-27, 21 x 20 = 4-48, 21 x 21 = 4-69, 21 x 22 = 4-90, 21 x 23 = 5-18, 21 x 24 = 5-39, 21 x 25 = 5-60, 21 x 26 = 5-81, 21 x 27 = 6-9, 21 x 28 = 6-30, 21 x 29 = 6-51, 21 x 30 = 6-72, 21 x 31 = 7-0, 21 x 32 = 7-21, 21 x 33 = 7-42, 21 x 34 = 7-63, 21 x 35 = 7-84, 21 x 36 = 8-12, 21 x 37 = 8-33, 21 x 38 = 8-54, 21 x 39 = 8-75, 21 x 40 = 9-3, 21 x 41 = 9-24, 21 x 42 = 9-45, 21 x 43 = 9-66, 21 x 44 = 9-87, 21 x 45 = 10-15, 21 x 46 = 10-36, 21 x 47 = 10-57, 21 x 48 = 10-78, 21 x 49 = 11-6, 21 x 50 = 11-27, 21 x 51 = 11-48, 21 x 52 = 11-69, 21 x 53 = 11-90, 21 x 54 = 12-18, 21 x 55 = 12-39, 21 x 56 = 12-60, 21 x 57 = 12-81, 21 x 58 = 13-9, 21 x 59 = 13-30, 21 x 60 = 13-51, 21 x 61 = 13-72, 21 x 62 = 14-0, 21 x 63 = 14-21, 21 x 64 = 14-42, 21 x 65 = 14-63, 21 x 66 = 14-84, 21 x 67 = 15-12, 21 x 68 = 15-33, 21 x 69 = 15-54, 21 x 70 = 15-75, 21 x 71 = 16-3, 21 x 72 = 16-24, 21 x 73 = 16-45, 21 x 74 = 16-66, 21 x 75 = 16-87, 21 x 76 = 17-15, 21 x 77 = 17-36, 21 x 78 = 17-57, 21 x 79 = 17-78, 21 x 80 = 18-6, 21 x 81 = 18-27, 21 x 82 = 18-48, 21 x 83 = 18-69, 21 x 84 = 18-90, 21 x 85 = 19-18, 21 x 86 = 19-39, 21 x 87 = 19-60, 21 x 88 = 19-81, 21 x 89 = 20-9, 21 x 90 = 20-30, 21 x 91 = 20-51, 21 x 92 = 20-72, 
