11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-8, 11 x 9 = 1-19, 11 x 10 = 1-30, 11 x 11 = 1-41, 11 x 12 = 1-52, 11 x 13 = 1-63, 11 x 14 = 1-74, 11 x 15 = 2-5, 11 x 16 = 2-16, 11 x 17 = 2-27, 11 x 18 = 2-38, 11 x 19 = 2-49, 11 x 20 = 2-60, 11 x 21 = 2-71, 11 x 22 = 3-2, 11 x 23 = 3-13, 11 x 24 = 3-24, 11 x 25 = 3-35, 11 x 26 = 3-46, 11 x 27 = 3-57, 11 x 28 = 3-68, 11 x 29 = 3-79, 11 x 30 = 4-10, 11 x 31 = 4-21, 11 x 32 = 4-32, 11 x 33 = 4-43, 11 x 34 = 4-54, 11 x 35 = 4-65, 11 x 36 = 4-76, 11 x 37 = 5-7, 11 x 38 = 5-18, 11 x 39 = 5-29, 11 x 40 = 5-40, 11 x 41 = 5-51, 11 x 42 = 5-62, 11 x 43 = 5-73, 11 x 44 = 6-4, 11 x 45 = 6-15, 11 x 46 = 6-26, 11 x 47 = 6-37, 11 x 48 = 6-48, 11 x 49 = 6-59, 11 x 50 = 6-70, 11 x 51 = 7-1, 11 x 52 = 7-12, 11 x 53 = 7-23, 11 x 54 = 7-34, 11 x 55 = 7-45, 11 x 56 = 7-56, 11 x 57 = 7-67, 11 x 58 = 7-78, 11 x 59 = 8-9, 11 x 60 = 8-20, 11 x 61 = 8-31, 11 x 62 = 8-42, 11 x 63 = 8-53, 11 x 64 = 8-64, 11 x 65 = 8-75, 11 x 66 = 9-6, 11 x 67 = 9-17, 11 x 68 = 9-28, 11 x 69 = 9-39, 11 x 70 = 9-50, 11 x 71 = 9-61, 11 x 72 = 9-72, 11 x 73 = 10-3, 11 x 74 = 10-14, 11 x 75 = 10-25, 11 x 76 = 10-36, 11 x 77 = 10-47, 11 x 78 = 10-58, 11 x 79 = 10-69, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 1-4, 12 x 8 = 1-16, 12 x 9 = 1-28, 12 x 10 = 1-40, 12 x 11 = 1-52, 12 x 12 = 1-64, 12 x 13 = 1-76, 12 x 14 = 2-8, 12 x 15 = 2-20, 12 x 16 = 2-32, 12 x 17 = 2-44, 12 x 18 = 2-56, 12 x 19 = 2-68, 12 x 20 = 3-0, 12 x 21 = 3-12, 12 x 22 = 3-24, 12 x 23 = 3-36, 12 x 24 = 3-48, 12 x 25 = 3-60, 12 x 26 = 3-72, 12 x 27 = 4-4, 12 x 28 = 4-16, 12 x 29 = 4-28, 12 x 30 = 4-40, 12 x 31 = 4-52, 12 x 32 = 4-64, 12 x 33 = 4-76, 12 x 34 = 5-8, 12 x 35 = 5-20, 12 x 36 = 5-32, 12 x 37 = 5-44, 12 x 38 = 5-56, 12 x 39 = 5-68, 12 x 40 = 6-0, 12 x 41 = 6-12, 12 x 42 = 6-24, 12 x 43 = 6-36, 12 x 44 = 6-48, 12 x 45 = 6-60, 12 x 46 = 6-72, 12 x 47 = 7-4, 12 x 48 = 7-16, 12 x 49 = 7-28, 12 x 50 = 7-40, 12 x 51 = 7-52, 12 x 52 = 7-64, 12 x 53 = 7-76, 12 x 54 = 8-8, 12 x 55 = 8-20, 12 x 56 = 8-32, 12 x 57 = 8-44, 12 x 58 = 8-56, 12 x 59 = 8-68, 12 x 60 = 9-0, 12 x 61 = 9-12, 12 x 62 = 9-24, 12 x 63 = 9-36, 12 x 64 = 9-48, 12 x 65 = 9-60, 12 x 66 = 9-72, 12 x 67 = 10-4, 12 x 68 = 10-16, 12 x 69 = 10-28, 12 x 70 = 10-40, 12 x 71 = 10-52, 12 x 72 = 10-64, 12 x 73 = 10-76, 12 x 74 = 11-8, 12 x 75 = 11-20, 12 x 76 = 11-32, 12 x 77 = 11-44, 12 x 78 = 11-56, 12 x 79 = 11-68, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-11, 13 x 8 = 1-24, 13 x 9 = 1-37, 13 x 10 = 1-50, 13 x 11 = 1-63, 13 x 12 = 1-76, 13 x 13 = 2-9, 13 x 14 = 2-22, 13 x 15 = 2-35, 13 x 16 = 2-48, 13 x 17 = 2-61, 13 x 18 = 2-74, 13 x 19 = 3-7, 13 x 20 = 3-20, 13 x 21 = 3-33, 13 x 22 = 3-46, 13 x 23 = 3-59, 13 x 24 = 3-72, 13 x 25 = 4-5, 13 x 26 = 4-18, 13 x 27 = 4-31, 13 x 28 = 4-44, 13 x 29 = 4-57, 13 x 30 = 4-70, 13 x 31 = 5-3, 13 x 32 = 5-16, 13 x 33 = 5-29, 13 x 34 = 5-42, 13 x 35 = 5-55, 13 x 36 = 5-68, 13 x 37 = 6-1, 13 x 38 = 6-14, 13 x 39 = 6-27, 13 x 40 = 6-40, 13 x 41 = 6-53, 13 x 42 = 6-66, 13 x 43 = 6-79, 13 x 44 = 7-12, 13 x 45 = 7-25, 13 x 46 = 7-38, 13 x 47 = 7-51, 13 x 48 = 7-64, 13 x 49 = 7-77, 13 x 50 = 8-10, 13 x 51 = 8-23, 13 x 52 = 8-36, 13 x 53 = 8-49, 13 x 54 = 8-62, 13 x 55 = 8-75, 13 x 56 = 9-8, 13 x 57 = 9-21, 13 x 58 = 9-34, 13 x 59 = 9-47, 13 x 60 = 9-60, 13 x 61 = 9-73, 13 x 62 = 10-6, 13 x 63 = 10-19, 13 x 64 = 10-32, 13 x 65 = 10-45, 13 x 66 = 10-58, 13 x 67 = 10-71, 13 x 68 = 11-4, 13 x 69 = 11-17, 13 x 70 = 11-30, 13 x 71 = 11-43, 13 x 72 = 11-56, 13 x 73 = 11-69, 13 x 74 = 12-2, 13 x 75 = 12-15, 13 x 76 = 12-28, 13 x 77 = 12-41, 13 x 78 = 12-54, 13 x 79 = 12-67, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 1-4, 14 x 7 = 1-18, 14 x 8 = 1-32, 14 x 9 = 1-46, 14 x 10 = 1-60, 14 x 11 = 1-74, 14 x 12 = 2-8, 14 x 13 = 2-22, 14 x 14 = 2-36, 14 x 15 = 2-50, 14 x 16 = 2-64, 14 x 17 = 2-78, 14 x 18 = 3-12, 14 x 19 = 3-26, 14 x 20 = 3-40, 14 x 21 = 3-54, 14 x 22 = 3-68, 14 x 23 = 4-2, 14 x 24 = 4-16, 14 x 25 = 4-30, 14 x 26 = 4-44, 14 x 27 = 4-58, 14 x 28 = 4-72, 14 x 29 = 5-6, 14 x 30 = 5-20, 14 x 31 = 5-34, 14 x 32 = 5-48, 14 x 33 = 5-62, 14 x 34 = 5-76, 14 x 35 = 6-10, 14 x 36 = 6-24, 14 x 37 = 6-38, 14 x 38 = 6-52, 14 x 39 = 6-66, 14 x 40 = 7-0, 14 x 41 = 7-14, 14 x 42 = 7-28, 14 x 43 = 7-42, 14 x 44 = 7-56, 14 x 45 = 7-70, 14 x 46 = 8-4, 14 x 47 = 8-18, 14 x 48 = 8-32, 14 x 49 = 8-46, 14 x 50 = 8-60, 14 x 51 = 8-74, 14 x 52 = 9-8, 14 x 53 = 9-22, 14 x 54 = 9-36, 14 x 55 = 9-50, 14 x 56 = 9-64, 14 x 57 = 9-78, 14 x 58 = 10-12, 14 x 59 = 10-26, 14 x 60 = 10-40, 14 x 61 = 10-54, 14 x 62 = 10-68, 14 x 63 = 11-2, 14 x 64 = 11-16, 14 x 65 = 11-30, 14 x 66 = 11-44, 14 x 67 = 11-58, 14 x 68 = 11-72, 14 x 69 = 12-6, 14 x 70 = 12-20, 14 x 71 = 12-34, 14 x 72 = 12-48, 14 x 73 = 12-62, 14 x 74 = 12-76, 14 x 75 = 13-10, 14 x 76 = 13-24, 14 x 77 = 13-38, 14 x 78 = 13-52, 14 x 79 = 13-66, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-10, 15 x 7 = 1-25, 15 x 8 = 1-40, 15 x 9 = 1-55, 15 x 10 = 1-70, 15 x 11 = 2-5, 15 x 12 = 2-20, 15 x 13 = 2-35, 15 x 14 = 2-50, 15 x 15 = 2-65, 15 x 16 = 3-0, 15 x 17 = 3-15, 15 x 18 = 3-30, 15 x 19 = 3-45, 15 x 20 = 3-60, 15 x 21 = 3-75, 15 x 22 = 4-10, 15 x 23 = 4-25, 15 x 24 = 4-40, 15 x 25 = 4-55, 15 x 26 = 4-70, 15 x 27 = 5-5, 15 x 28 = 5-20, 15 x 29 = 5-35, 15 x 30 = 5-50, 15 x 31 = 5-65, 15 x 32 = 6-0, 15 x 33 = 6-15, 15 x 34 = 6-30, 15 x 35 = 6-45, 15 x 36 = 6-60, 15 x 37 = 6-75, 15 x 38 = 7-10, 15 x 39 = 7-25, 15 x 40 = 7-40, 15 x 41 = 7-55, 15 x 42 = 7-70, 15 x 43 = 8-5, 15 x 44 = 8-20, 15 x 45 = 8-35, 15 x 46 = 8-50, 15 x 47 = 8-65, 15 x 48 = 9-0, 15 x 49 = 9-15, 15 x 50 = 9-30, 15 x 51 = 9-45, 15 x 52 = 9-60, 15 x 53 = 9-75, 15 x 54 = 10-10, 15 x 55 = 10-25, 15 x 56 = 10-40, 15 x 57 = 10-55, 15 x 58 = 10-70, 15 x 59 = 11-5, 15 x 60 = 11-20, 15 x 61 = 11-35, 15 x 62 = 11-50, 15 x 63 = 11-65, 15 x 64 = 12-0, 15 x 65 = 12-15, 15 x 66 = 12-30, 15 x 67 = 12-45, 15 x 68 = 12-60, 15 x 69 = 12-75, 15 x 70 = 13-10, 15 x 71 = 13-25, 15 x 72 = 13-40, 15 x 73 = 13-55, 15 x 74 = 13-70, 15 x 75 = 14-5, 15 x 76 = 14-20, 15 x 77 = 14-35, 15 x 78 = 14-50, 15 x 79 = 14-65, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 1-0, 16 x 6 = 1-16, 16 x 7 = 1-32, 16 x 8 = 1-48, 16 x 9 = 1-64, 16 x 10 = 2-0, 16 x 11 = 2-16, 16 x 12 = 2-32, 16 x 13 = 2-48, 16 x 14 = 2-64, 16 x 15 = 3-0, 16 x 16 = 3-16, 16 x 17 = 3-32, 16 x 18 = 3-48, 16 x 19 = 3-64, 16 x 20 = 4-0, 16 x 21 = 4-16, 16 x 22 = 4-32, 16 x 23 = 4-48, 16 x 24 = 4-64, 16 x 25 = 5-0, 16 x 26 = 5-16, 16 x 27 = 5-32, 16 x 28 = 5-48, 16 x 29 = 5-64, 16 x 30 = 6-0, 16 x 31 = 6-16, 16 x 32 = 6-32, 16 x 33 = 6-48, 16 x 34 = 6-64, 16 x 35 = 7-0, 16 x 36 = 7-16, 16 x 37 = 7-32, 16 x 38 = 7-48, 16 x 39 = 7-64, 16 x 40 = 8-0, 16 x 41 = 8-16, 16 x 42 = 8-32, 16 x 43 = 8-48, 16 x 44 = 8-64, 16 x 45 = 9-0, 16 x 46 = 9-16, 16 x 47 = 9-32, 16 x 48 = 9-48, 16 x 49 = 9-64, 16 x 50 = 10-0, 16 x 51 = 10-16, 16 x 52 = 10-32, 16 x 53 = 10-48, 16 x 54 = 10-64, 16 x 55 = 11-0, 16 x 56 = 11-16, 16 x 57 = 11-32, 16 x 58 = 11-48, 16 x 59 = 11-64, 16 x 60 = 12-0, 16 x 61 = 12-16, 16 x 62 = 12-32, 16 x 63 = 12-48, 16 x 64 = 12-64, 16 x 65 = 13-0, 16 x 66 = 13-16, 16 x 67 = 13-32, 16 x 68 = 13-48, 16 x 69 = 13-64, 16 x 70 = 14-0, 16 x 71 = 14-16, 16 x 72 = 14-32, 16 x 73 = 14-48, 16 x 74 = 14-64, 16 x 75 = 15-0, 16 x 76 = 15-16, 16 x 77 = 15-32, 16 x 78 = 15-48, 16 x 79 = 15-64, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-5, 17 x 6 = 1-22, 17 x 7 = 1-39, 17 x 8 = 1-56, 17 x 9 = 1-73, 17 x 10 = 2-10, 17 x 11 = 2-27, 17 x 12 = 2-44, 17 x 13 = 2-61, 17 x 14 = 2-78, 17 x 15 = 3-15, 17 x 16 = 3-32, 17 x 17 = 3-49, 17 x 18 = 3-66, 17 x 19 = 4-3, 17 x 20 = 4-20, 17 x 21 = 4-37, 17 x 22 = 4-54, 17 x 23 = 4-71, 17 x 24 = 5-8, 17 x 25 = 5-25, 17 x 26 = 5-42, 17 x 27 = 5-59, 17 x 28 = 5-76, 17 x 29 = 6-13, 17 x 30 = 6-30, 17 x 31 = 6-47, 17 x 32 = 6-64, 17 x 33 = 7-1, 17 x 34 = 7-18, 17 x 35 = 7-35, 17 x 36 = 7-52, 17 x 37 = 7-69, 17 x 38 = 8-6, 17 x 39 = 8-23, 17 x 40 = 8-40, 17 x 41 = 8-57, 17 x 42 = 8-74, 17 x 43 = 9-11, 17 x 44 = 9-28, 17 x 45 = 9-45, 17 x 46 = 9-62, 17 x 47 = 9-79, 17 x 48 = 10-16, 17 x 49 = 10-33, 17 x 50 = 10-50, 17 x 51 = 10-67, 17 x 52 = 11-4, 17 x 53 = 11-21, 17 x 54 = 11-38, 17 x 55 = 11-55, 17 x 56 = 11-72, 17 x 57 = 12-9, 17 x 58 = 12-26, 17 x 59 = 12-43, 17 x 60 = 12-60, 17 x 61 = 12-77, 17 x 62 = 13-14, 17 x 63 = 13-31, 17 x 64 = 13-48, 17 x 65 = 13-65, 17 x 66 = 14-2, 17 x 67 = 14-19, 17 x 68 = 14-36, 17 x 69 = 14-53, 17 x 70 = 14-70, 17 x 71 = 15-7, 17 x 72 = 15-24, 17 x 73 = 15-41, 17 x 74 = 15-58, 17 x 75 = 15-75, 17 x 76 = 16-12, 17 x 77 = 16-29, 17 x 78 = 16-46, 17 x 79 = 16-63, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-10, 18 x 6 = 1-28, 18 x 7 = 1-46, 18 x 8 = 1-64, 18 x 9 = 2-2, 18 x 10 = 2-20, 18 x 11 = 2-38, 18 x 12 = 2-56, 18 x 13 = 2-74, 18 x 14 = 3-12, 18 x 15 = 3-30, 18 x 16 = 3-48, 18 x 17 = 3-66, 18 x 18 = 4-4, 18 x 19 = 4-22, 18 x 20 = 4-40, 18 x 21 = 4-58, 18 x 22 = 4-76, 18 x 23 = 5-14, 18 x 24 = 5-32, 18 x 25 = 5-50, 18 x 26 = 5-68, 18 x 27 = 6-6, 18 x 28 = 6-24, 18 x 29 = 6-42, 18 x 30 = 6-60, 18 x 31 = 6-78, 18 x 32 = 7-16, 18 x 33 = 7-34, 18 x 34 = 7-52, 18 x 35 = 7-70, 18 x 36 = 8-8, 18 x 37 = 8-26, 18 x 38 = 8-44, 18 x 39 = 8-62, 18 x 40 = 9-0, 18 x 41 = 9-18, 18 x 42 = 9-36, 18 x 43 = 9-54, 18 x 44 = 9-72, 18 x 45 = 10-10, 18 x 46 = 10-28, 18 x 47 = 10-46, 18 x 48 = 10-64, 18 x 49 = 11-2, 18 x 50 = 11-20, 18 x 51 = 11-38, 18 x 52 = 11-56, 18 x 53 = 11-74, 18 x 54 = 12-12, 18 x 55 = 12-30, 18 x 56 = 12-48, 18 x 57 = 12-66, 18 x 58 = 13-4, 18 x 59 = 13-22, 18 x 60 = 13-40, 18 x 61 = 13-58, 18 x 62 = 13-76, 18 x 63 = 14-14, 18 x 64 = 14-32, 18 x 65 = 14-50, 18 x 66 = 14-68, 18 x 67 = 15-6, 18 x 68 = 15-24, 18 x 69 = 15-42, 18 x 70 = 15-60, 18 x 71 = 15-78, 18 x 72 = 16-16, 18 x 73 = 16-34, 18 x 74 = 16-52, 18 x 75 = 16-70, 18 x 76 = 17-8, 18 x 77 = 17-26, 18 x 78 = 17-44, 18 x 79 = 17-62, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-15, 19 x 6 = 1-34, 19 x 7 = 1-53, 19 x 8 = 1-72, 19 x 9 = 2-11, 19 x 10 = 2-30, 19 x 11 = 2-49, 19 x 12 = 2-68, 19 x 13 = 3-7, 19 x 14 = 3-26, 19 x 15 = 3-45, 19 x 16 = 3-64, 19 x 17 = 4-3, 19 x 18 = 4-22, 19 x 19 = 4-41, 19 x 20 = 4-60, 19 x 21 = 4-79, 19 x 22 = 5-18, 19 x 23 = 5-37, 19 x 24 = 5-56, 19 x 25 = 5-75, 19 x 26 = 6-14, 19 x 27 = 6-33, 19 x 28 = 6-52, 19 x 29 = 6-71, 19 x 30 = 7-10, 19 x 31 = 7-29, 19 x 32 = 7-48, 19 x 33 = 7-67, 19 x 34 = 8-6, 19 x 35 = 8-25, 19 x 36 = 8-44, 19 x 37 = 8-63, 19 x 38 = 9-2, 19 x 39 = 9-21, 19 x 40 = 9-40, 19 x 41 = 9-59, 19 x 42 = 9-78, 19 x 43 = 10-17, 19 x 44 = 10-36, 19 x 45 = 10-55, 19 x 46 = 10-74, 19 x 47 = 11-13, 19 x 48 = 11-32, 19 x 49 = 11-51, 19 x 50 = 11-70, 19 x 51 = 12-9, 19 x 52 = 12-28, 19 x 53 = 12-47, 19 x 54 = 12-66, 19 x 55 = 13-5, 19 x 56 = 13-24, 19 x 57 = 13-43, 19 x 58 = 13-62, 19 x 59 = 14-1, 19 x 60 = 14-20, 19 x 61 = 14-39, 19 x 62 = 14-58, 19 x 63 = 14-77, 19 x 64 = 15-16, 19 x 65 = 15-35, 19 x 66 = 15-54, 19 x 67 = 15-73, 19 x 68 = 16-12, 19 x 69 = 16-31, 19 x 70 = 16-50, 19 x 71 = 16-69, 19 x 72 = 17-8, 19 x 73 = 17-27, 19 x 74 = 17-46, 19 x 75 = 17-65, 19 x 76 = 18-4, 19 x 77 = 18-23, 19 x 78 = 18-42, 19 x 79 = 18-61, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 1-0, 20 x 5 = 1-20, 20 x 6 = 1-40, 20 x 7 = 1-60, 20 x 8 = 2-0, 20 x 9 = 2-20, 20 x 10 = 2-40, 20 x 11 = 2-60, 20 x 12 = 3-0, 20 x 13 = 3-20, 20 x 14 = 3-40, 20 x 15 = 3-60, 20 x 16 = 4-0, 20 x 17 = 4-20, 20 x 18 = 4-40, 20 x 19 = 4-60, 20 x 20 = 5-0, 20 x 21 = 5-20, 20 x 22 = 5-40, 20 x 23 = 5-60, 20 x 24 = 6-0, 20 x 25 = 6-20, 20 x 26 = 6-40, 20 x 27 = 6-60, 20 x 28 = 7-0, 20 x 29 = 7-20, 20 x 30 = 7-40, 20 x 31 = 7-60, 20 x 32 = 8-0, 20 x 33 = 8-20, 20 x 34 = 8-40, 20 x 35 = 8-60, 20 x 36 = 9-0, 20 x 37 = 9-20, 20 x 38 = 9-40, 20 x 39 = 9-60, 20 x 40 = 10-0, 20 x 41 = 10-20, 20 x 42 = 10-40, 20 x 43 = 10-60, 20 x 44 = 11-0, 20 x 45 = 11-20, 20 x 46 = 11-40, 20 x 47 = 11-60, 20 x 48 = 12-0, 20 x 49 = 12-20, 20 x 50 = 12-40, 20 x 51 = 12-60, 20 x 52 = 13-0, 20 x 53 = 13-20, 20 x 54 = 13-40, 20 x 55 = 13-60, 20 x 56 = 14-0, 20 x 57 = 14-20, 20 x 58 = 14-40, 20 x 59 = 14-60, 20 x 60 = 15-0, 20 x 61 = 15-20, 20 x 62 = 15-40, 20 x 63 = 15-60, 20 x 64 = 16-0, 20 x 65 = 16-20, 20 x 66 = 16-40, 20 x 67 = 16-60, 20 x 68 = 17-0, 20 x 69 = 17-20, 20 x 70 = 17-40, 20 x 71 = 17-60, 20 x 72 = 18-0, 20 x 73 = 18-20, 20 x 74 = 18-40, 20 x 75 = 18-60, 20 x 76 = 19-0, 20 x 77 = 19-20, 20 x 78 = 19-40, 20 x 79 = 19-60, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-4, 21 x 5 = 1-25, 21 x 6 = 1-46, 21 x 7 = 1-67, 21 x 8 = 2-8, 21 x 9 = 2-29, 21 x 10 = 2-50, 21 x 11 = 2-71, 21 x 12 = 3-12, 21 x 13 = 3-33, 21 x 14 = 3-54, 21 x 15 = 3-75, 21 x 16 = 4-16, 21 x 17 = 4-37, 21 x 18 = 4-58, 21 x 19 = 4-79, 21 x 20 = 5-20, 21 x 21 = 5-41, 21 x 22 = 5-62, 21 x 23 = 6-3, 21 x 24 = 6-24, 21 x 25 = 6-45, 21 x 26 = 6-66, 21 x 27 = 7-7, 21 x 28 = 7-28, 21 x 29 = 7-49, 21 x 30 = 7-70, 21 x 31 = 8-11, 21 x 32 = 8-32, 21 x 33 = 8-53, 21 x 34 = 8-74, 21 x 35 = 9-15, 21 x 36 = 9-36, 21 x 37 = 9-57, 21 x 38 = 9-78, 21 x 39 = 10-19, 21 x 40 = 10-40, 21 x 41 = 10-61, 21 x 42 = 11-2, 21 x 43 = 11-23, 21 x 44 = 11-44, 21 x 45 = 11-65, 21 x 46 = 12-6, 21 x 47 = 12-27, 21 x 48 = 12-48, 21 x 49 = 12-69, 21 x 50 = 13-10, 21 x 51 = 13-31, 21 x 52 = 13-52, 21 x 53 = 13-73, 21 x 54 = 14-14, 21 x 55 = 14-35, 21 x 56 = 14-56, 21 x 57 = 14-77, 21 x 58 = 15-18, 21 x 59 = 15-39, 21 x 60 = 15-60, 21 x 61 = 16-1, 21 x 62 = 16-22, 21 x 63 = 16-43, 21 x 64 = 16-64, 21 x 65 = 17-5, 21 x 66 = 17-26, 21 x 67 = 17-47, 21 x 68 = 17-68, 21 x 69 = 18-9, 21 x 70 = 18-30, 21 x 71 = 18-51, 21 x 72 = 18-72, 21 x 73 = 19-13, 21 x 74 = 19-34, 21 x 75 = 19-55, 21 x 76 = 19-76, 21 x 77 = 20-17, 21 x 78 = 20-38, 21 x 79 = 20-59, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-8, 22 x 5 = 1-30, 22 x 6 = 1-52, 22 x 7 = 1-74, 22 x 8 = 2-16, 22 x 9 = 2-38, 22 x 10 = 2-60, 22 x 11 = 3-2, 22 x 12 = 3-24, 22 x 13 = 3-46, 22 x 14 = 3-68, 22 x 15 = 4-10, 22 x 16 = 4-32, 22 x 17 = 4-54, 22 x 18 = 4-76, 22 x 19 = 5-18, 22 x 20 = 5-40, 22 x 21 = 5-62, 22 x 22 = 6-4, 22 x 23 = 6-26, 22 x 24 = 6-48, 22 x 25 = 6-70, 22 x 26 = 7-12, 22 x 27 = 7-34, 22 x 28 = 7-56, 22 x 29 = 7-78, 22 x 30 = 8-20, 22 x 31 = 8-42, 22 x 32 = 8-64, 22 x 33 = 9-6, 22 x 34 = 9-28, 22 x 35 = 9-50, 22 x 36 = 9-72, 22 x 37 = 10-14, 22 x 38 = 10-36, 22 x 39 = 10-58, 22 x 40 = 11-0, 22 x 41 = 11-22, 22 x 42 = 11-44, 22 x 43 = 11-66, 22 x 44 = 12-8, 22 x 45 = 12-30, 22 x 46 = 12-52, 22 x 47 = 12-74, 22 x 48 = 13-16, 22 x 49 = 13-38, 22 x 50 = 13-60, 22 x 51 = 14-2, 22 x 52 = 14-24, 22 x 53 = 14-46, 22 x 54 = 14-68, 22 x 55 = 15-10, 22 x 56 = 15-32, 22 x 57 = 15-54, 22 x 58 = 15-76, 22 x 59 = 16-18, 22 x 60 = 16-40, 22 x 61 = 16-62, 22 x 62 = 17-4, 22 x 63 = 17-26, 22 x 64 = 17-48, 22 x 65 = 17-70, 22 x 66 = 18-12, 22 x 67 = 18-34, 22 x 68 = 18-56, 22 x 69 = 18-78, 22 x 70 = 19-20, 22 x 71 = 19-42, 22 x 72 = 19-64, 22 x 73 = 20-6, 22 x 74 = 20-28, 22 x 75 = 20-50, 22 x 76 = 20-72, 22 x 77 = 21-14, 22 x 78 = 21-36, 22 x 79 = 21-58, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-12, 23 x 5 = 1-35, 23 x 6 = 1-58, 23 x 7 = 2-1, 23 x 8 = 2-24, 23 x 9 = 2-47, 23 x 10 = 2-70, 23 x 11 = 3-13, 23 x 12 = 3-36, 23 x 13 = 3-59, 23 x 14 = 4-2, 23 x 15 = 4-25, 23 x 16 = 4-48, 23 x 17 = 4-71, 23 x 18 = 5-14, 23 x 19 = 5-37, 23 x 20 = 5-60, 23 x 21 = 6-3, 23 x 22 = 6-26, 23 x 23 = 6-49, 23 x 24 = 6-72, 23 x 25 = 7-15, 23 x 26 = 7-38, 23 x 27 = 7-61, 23 x 28 = 8-4, 23 x 29 = 8-27, 23 x 30 = 8-50, 23 x 31 = 8-73, 23 x 32 = 9-16, 23 x 33 = 9-39, 23 x 34 = 9-62, 23 x 35 = 10-5, 23 x 36 = 10-28, 23 x 37 = 10-51, 23 x 38 = 10-74, 23 x 39 = 11-17, 23 x 40 = 11-40, 23 x 41 = 11-63, 23 x 42 = 12-6, 23 x 43 = 12-29, 23 x 44 = 12-52, 23 x 45 = 12-75, 23 x 46 = 13-18, 23 x 47 = 13-41, 23 x 48 = 13-64, 23 x 49 = 14-7, 23 x 50 = 14-30, 23 x 51 = 14-53, 23 x 52 = 14-76, 23 x 53 = 15-19, 23 x 54 = 15-42, 23 x 55 = 15-65, 23 x 56 = 16-8, 23 x 57 = 16-31, 23 x 58 = 16-54, 23 x 59 = 16-77, 23 x 60 = 17-20, 23 x 61 = 17-43, 23 x 62 = 17-66, 23 x 63 = 18-9, 23 x 64 = 18-32, 23 x 65 = 18-55, 23 x 66 = 18-78, 23 x 67 = 19-21, 23 x 68 = 19-44, 23 x 69 = 19-67, 23 x 70 = 20-10, 23 x 71 = 20-33, 23 x 72 = 20-56, 23 x 73 = 20-79, 23 x 74 = 21-22, 23 x 75 = 21-45, 23 x 76 = 21-68, 23 x 77 = 22-11, 23 x 78 = 22-34, 23 x 79 = 22-57, 
