29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-9, 29 x 5 = 1-38, 29 x 6 = 1-67, 29 x 7 = 1-96, 29 x 8 = 2-18, 29 x 9 = 2-47, 29 x 10 = 2-76, 29 x 11 = 2-105, 29 x 12 = 3-27, 29 x 13 = 3-56, 29 x 14 = 3-85, 29 x 15 = 4-7, 29 x 16 = 4-36, 29 x 17 = 4-65, 29 x 18 = 4-94, 29 x 19 = 5-16, 29 x 20 = 5-45, 29 x 21 = 5-74, 29 x 22 = 5-103, 29 x 23 = 6-25, 29 x 24 = 6-54, 29 x 25 = 6-83, 29 x 26 = 7-5, 29 x 27 = 7-34, 29 x 28 = 7-63, 29 x 29 = 7-92, 29 x 30 = 8-14, 29 x 31 = 8-43, 29 x 32 = 8-72, 29 x 33 = 8-101, 29 x 34 = 9-23, 29 x 35 = 9-52, 29 x 36 = 9-81, 29 x 37 = 10-3, 29 x 38 = 10-32, 29 x 39 = 10-61, 29 x 40 = 10-90, 29 x 41 = 11-12, 29 x 42 = 11-41, 29 x 43 = 11-70, 29 x 44 = 11-99, 29 x 45 = 12-21, 29 x 46 = 12-50, 29 x 47 = 12-79, 29 x 48 = 13-1, 29 x 49 = 13-30, 29 x 50 = 13-59, 29 x 51 = 13-88, 29 x 52 = 14-10, 29 x 53 = 14-39, 29 x 54 = 14-68, 29 x 55 = 14-97, 29 x 56 = 15-19, 29 x 57 = 15-48, 29 x 58 = 15-77, 29 x 59 = 15-106, 29 x 60 = 16-28, 29 x 61 = 16-57, 29 x 62 = 16-86, 29 x 63 = 17-8, 29 x 64 = 17-37, 29 x 65 = 17-66, 29 x 66 = 17-95, 29 x 67 = 18-17, 29 x 68 = 18-46, 29 x 69 = 18-75, 29 x 70 = 18-104, 29 x 71 = 19-26, 29 x 72 = 19-55, 29 x 73 = 19-84, 29 x 74 = 20-6, 29 x 75 = 20-35, 29 x 76 = 20-64, 29 x 77 = 20-93, 29 x 78 = 21-15, 29 x 79 = 21-44, 29 x 80 = 21-73, 29 x 81 = 21-102, 29 x 82 = 22-24, 29 x 83 = 22-53, 29 x 84 = 22-82, 29 x 85 = 23-4, 29 x 86 = 23-33, 29 x 87 = 23-62, 29 x 88 = 23-91, 29 x 89 = 24-13, 29 x 90 = 24-42, 29 x 91 = 24-71, 29 x 92 = 24-100, 29 x 93 = 25-22, 29 x 94 = 25-51, 29 x 95 = 25-80, 29 x 96 = 26-2, 29 x 97 = 26-31, 29 x 98 = 26-60, 29 x 99 = 26-89, 29 x 100 = 27-11, 29 x 101 = 27-40, 29 x 102 = 27-69, 29 x 103 = 27-98, 29 x 104 = 28-20, 29 x 105 = 28-49, 29 x 106 = 28-78, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-13, 30 x 5 = 1-43, 30 x 6 = 1-73, 30 x 7 = 1-103, 30 x 8 = 2-26, 30 x 9 = 2-56, 30 x 10 = 2-86, 30 x 11 = 3-9, 30 x 12 = 3-39, 30 x 13 = 3-69, 30 x 14 = 3-99, 30 x 15 = 4-22, 30 x 16 = 4-52, 30 x 17 = 4-82, 30 x 18 = 5-5, 30 x 19 = 5-35, 30 x 20 = 5-65, 30 x 21 = 5-95, 30 x 22 = 6-18, 30 x 23 = 6-48, 30 x 24 = 6-78, 30 x 25 = 7-1, 30 x 26 = 7-31, 30 x 27 = 7-61, 30 x 28 = 7-91, 30 x 29 = 8-14, 30 x 30 = 8-44, 30 x 31 = 8-74, 30 x 32 = 8-104, 30 x 33 = 9-27, 30 x 34 = 9-57, 30 x 35 = 9-87, 30 x 36 = 10-10, 30 x 37 = 10-40, 30 x 38 = 10-70, 30 x 39 = 10-100, 30 x 40 = 11-23, 30 x 41 = 11-53, 30 x 42 = 11-83, 30 x 43 = 12-6, 30 x 44 = 12-36, 30 x 45 = 12-66, 30 x 46 = 12-96, 30 x 47 = 13-19, 30 x 48 = 13-49, 30 x 49 = 13-79, 30 x 50 = 14-2, 30 x 51 = 14-32, 30 x 52 = 14-62, 30 x 53 = 14-92, 30 x 54 = 15-15, 30 x 55 = 15-45, 30 x 56 = 15-75, 30 x 57 = 15-105, 30 x 58 = 16-28, 30 x 59 = 16-58, 30 x 60 = 16-88, 30 x 61 = 17-11, 30 x 62 = 17-41, 30 x 63 = 17-71, 30 x 64 = 17-101, 30 x 65 = 18-24, 30 x 66 = 18-54, 30 x 67 = 18-84, 30 x 68 = 19-7, 30 x 69 = 19-37, 30 x 70 = 19-67, 30 x 71 = 19-97, 30 x 72 = 20-20, 30 x 73 = 20-50, 30 x 74 = 20-80, 30 x 75 = 21-3, 30 x 76 = 21-33, 30 x 77 = 21-63, 30 x 78 = 21-93, 30 x 79 = 22-16, 30 x 80 = 22-46, 30 x 81 = 22-76, 30 x 82 = 22-106, 30 x 83 = 23-29, 30 x 84 = 23-59, 30 x 85 = 23-89, 30 x 86 = 24-12, 30 x 87 = 24-42, 30 x 88 = 24-72, 30 x 89 = 24-102, 30 x 90 = 25-25, 30 x 91 = 25-55, 30 x 92 = 25-85, 30 x 93 = 26-8, 30 x 94 = 26-38, 30 x 95 = 26-68, 30 x 96 = 26-98, 30 x 97 = 27-21, 30 x 98 = 27-51, 30 x 99 = 27-81, 30 x 100 = 28-4, 30 x 101 = 28-34, 30 x 102 = 28-64, 30 x 103 = 28-94, 30 x 104 = 29-17, 30 x 105 = 29-47, 30 x 106 = 29-77, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-17, 31 x 5 = 1-48, 31 x 6 = 1-79, 31 x 7 = 2-3, 31 x 8 = 2-34, 31 x 9 = 2-65, 31 x 10 = 2-96, 31 x 11 = 3-20, 31 x 12 = 3-51, 31 x 13 = 3-82, 31 x 14 = 4-6, 31 x 15 = 4-37, 31 x 16 = 4-68, 31 x 17 = 4-99, 31 x 18 = 5-23, 31 x 19 = 5-54, 31 x 20 = 5-85, 31 x 21 = 6-9, 31 x 22 = 6-40, 31 x 23 = 6-71, 31 x 24 = 6-102, 31 x 25 = 7-26, 31 x 26 = 7-57, 31 x 27 = 7-88, 31 x 28 = 8-12, 31 x 29 = 8-43, 31 x 30 = 8-74, 31 x 31 = 8-105, 31 x 32 = 9-29, 31 x 33 = 9-60, 31 x 34 = 9-91, 31 x 35 = 10-15, 31 x 36 = 10-46, 31 x 37 = 10-77, 31 x 38 = 11-1, 31 x 39 = 11-32, 31 x 40 = 11-63, 31 x 41 = 11-94, 31 x 42 = 12-18, 31 x 43 = 12-49, 31 x 44 = 12-80, 31 x 45 = 13-4, 31 x 46 = 13-35, 31 x 47 = 13-66, 31 x 48 = 13-97, 31 x 49 = 14-21, 31 x 50 = 14-52, 31 x 51 = 14-83, 31 x 52 = 15-7, 31 x 53 = 15-38, 31 x 54 = 15-69, 31 x 55 = 15-100, 31 x 56 = 16-24, 31 x 57 = 16-55, 31 x 58 = 16-86, 31 x 59 = 17-10, 31 x 60 = 17-41, 31 x 61 = 17-72, 31 x 62 = 17-103, 31 x 63 = 18-27, 31 x 64 = 18-58, 31 x 65 = 18-89, 31 x 66 = 19-13, 31 x 67 = 19-44, 31 x 68 = 19-75, 31 x 69 = 19-106, 31 x 70 = 20-30, 31 x 71 = 20-61, 31 x 72 = 20-92, 31 x 73 = 21-16, 31 x 74 = 21-47, 31 x 75 = 21-78, 31 x 76 = 22-2, 31 x 77 = 22-33, 31 x 78 = 22-64, 31 x 79 = 22-95, 31 x 80 = 23-19, 31 x 81 = 23-50, 31 x 82 = 23-81, 31 x 83 = 24-5, 31 x 84 = 24-36, 31 x 85 = 24-67, 31 x 86 = 24-98, 31 x 87 = 25-22, 31 x 88 = 25-53, 31 x 89 = 25-84, 31 x 90 = 26-8, 31 x 91 = 26-39, 31 x 92 = 26-70, 31 x 93 = 26-101, 31 x 94 = 27-25, 31 x 95 = 27-56, 31 x 96 = 27-87, 31 x 97 = 28-11, 31 x 98 = 28-42, 31 x 99 = 28-73, 31 x 100 = 28-104, 31 x 101 = 29-28, 31 x 102 = 29-59, 31 x 103 = 29-90, 31 x 104 = 30-14, 31 x 105 = 30-45, 31 x 106 = 30-76, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-21, 32 x 5 = 1-53, 32 x 6 = 1-85, 32 x 7 = 2-10, 32 x 8 = 2-42, 32 x 9 = 2-74, 32 x 10 = 2-106, 32 x 11 = 3-31, 32 x 12 = 3-63, 32 x 13 = 3-95, 32 x 14 = 4-20, 32 x 15 = 4-52, 32 x 16 = 4-84, 32 x 17 = 5-9, 32 x 18 = 5-41, 32 x 19 = 5-73, 32 x 20 = 5-105, 32 x 21 = 6-30, 32 x 22 = 6-62, 32 x 23 = 6-94, 32 x 24 = 7-19, 32 x 25 = 7-51, 32 x 26 = 7-83, 32 x 27 = 8-8, 32 x 28 = 8-40, 32 x 29 = 8-72, 32 x 30 = 8-104, 32 x 31 = 9-29, 32 x 32 = 9-61, 32 x 33 = 9-93, 32 x 34 = 10-18, 32 x 35 = 10-50, 32 x 36 = 10-82, 32 x 37 = 11-7, 32 x 38 = 11-39, 32 x 39 = 11-71, 32 x 40 = 11-103, 32 x 41 = 12-28, 32 x 42 = 12-60, 32 x 43 = 12-92, 32 x 44 = 13-17, 32 x 45 = 13-49, 32 x 46 = 13-81, 32 x 47 = 14-6, 32 x 48 = 14-38, 32 x 49 = 14-70, 32 x 50 = 14-102, 32 x 51 = 15-27, 32 x 52 = 15-59, 32 x 53 = 15-91, 32 x 54 = 16-16, 32 x 55 = 16-48, 32 x 56 = 16-80, 32 x 57 = 17-5, 32 x 58 = 17-37, 32 x 59 = 17-69, 32 x 60 = 17-101, 32 x 61 = 18-26, 32 x 62 = 18-58, 32 x 63 = 18-90, 32 x 64 = 19-15, 32 x 65 = 19-47, 32 x 66 = 19-79, 32 x 67 = 20-4, 32 x 68 = 20-36, 32 x 69 = 20-68, 32 x 70 = 20-100, 32 x 71 = 21-25, 32 x 72 = 21-57, 32 x 73 = 21-89, 32 x 74 = 22-14, 32 x 75 = 22-46, 32 x 76 = 22-78, 32 x 77 = 23-3, 32 x 78 = 23-35, 32 x 79 = 23-67, 32 x 80 = 23-99, 32 x 81 = 24-24, 32 x 82 = 24-56, 32 x 83 = 24-88, 32 x 84 = 25-13, 32 x 85 = 25-45, 32 x 86 = 25-77, 32 x 87 = 26-2, 32 x 88 = 26-34, 32 x 89 = 26-66, 32 x 90 = 26-98, 32 x 91 = 27-23, 32 x 92 = 27-55, 32 x 93 = 27-87, 32 x 94 = 28-12, 32 x 95 = 28-44, 32 x 96 = 28-76, 32 x 97 = 29-1, 32 x 98 = 29-33, 32 x 99 = 29-65, 32 x 100 = 29-97, 32 x 101 = 30-22, 32 x 102 = 30-54, 32 x 103 = 30-86, 32 x 104 = 31-11, 32 x 105 = 31-43, 32 x 106 = 31-75, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-25, 33 x 5 = 1-58, 33 x 6 = 1-91, 33 x 7 = 2-17, 33 x 8 = 2-50, 33 x 9 = 2-83, 33 x 10 = 3-9, 33 x 11 = 3-42, 33 x 12 = 3-75, 33 x 13 = 4-1, 33 x 14 = 4-34, 33 x 15 = 4-67, 33 x 16 = 4-100, 33 x 17 = 5-26, 33 x 18 = 5-59, 33 x 19 = 5-92, 33 x 20 = 6-18, 33 x 21 = 6-51, 33 x 22 = 6-84, 33 x 23 = 7-10, 33 x 24 = 7-43, 33 x 25 = 7-76, 33 x 26 = 8-2, 33 x 27 = 8-35, 33 x 28 = 8-68, 33 x 29 = 8-101, 33 x 30 = 9-27, 33 x 31 = 9-60, 33 x 32 = 9-93, 33 x 33 = 10-19, 33 x 34 = 10-52, 33 x 35 = 10-85, 33 x 36 = 11-11, 33 x 37 = 11-44, 33 x 38 = 11-77, 33 x 39 = 12-3, 33 x 40 = 12-36, 33 x 41 = 12-69, 33 x 42 = 12-102, 33 x 43 = 13-28, 33 x 44 = 13-61, 33 x 45 = 13-94, 33 x 46 = 14-20, 33 x 47 = 14-53, 33 x 48 = 14-86, 33 x 49 = 15-12, 33 x 50 = 15-45, 33 x 51 = 15-78, 33 x 52 = 16-4, 33 x 53 = 16-37, 33 x 54 = 16-70, 33 x 55 = 16-103, 33 x 56 = 17-29, 33 x 57 = 17-62, 33 x 58 = 17-95, 33 x 59 = 18-21, 33 x 60 = 18-54, 33 x 61 = 18-87, 33 x 62 = 19-13, 33 x 63 = 19-46, 33 x 64 = 19-79, 33 x 65 = 20-5, 33 x 66 = 20-38, 33 x 67 = 20-71, 33 x 68 = 20-104, 33 x 69 = 21-30, 33 x 70 = 21-63, 33 x 71 = 21-96, 33 x 72 = 22-22, 33 x 73 = 22-55, 33 x 74 = 22-88, 33 x 75 = 23-14, 33 x 76 = 23-47, 33 x 77 = 23-80, 33 x 78 = 24-6, 33 x 79 = 24-39, 33 x 80 = 24-72, 33 x 81 = 24-105, 33 x 82 = 25-31, 33 x 83 = 25-64, 33 x 84 = 25-97, 33 x 85 = 26-23, 33 x 86 = 26-56, 33 x 87 = 26-89, 33 x 88 = 27-15, 33 x 89 = 27-48, 33 x 90 = 27-81, 33 x 91 = 28-7, 33 x 92 = 28-40, 33 x 93 = 28-73, 33 x 94 = 28-106, 33 x 95 = 29-32, 33 x 96 = 29-65, 33 x 97 = 29-98, 33 x 98 = 30-24, 33 x 99 = 30-57, 33 x 100 = 30-90, 33 x 101 = 31-16, 33 x 102 = 31-49, 33 x 103 = 31-82, 33 x 104 = 32-8, 33 x 105 = 32-41, 33 x 106 = 32-74, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 0-102, 34 x 4 = 1-29, 34 x 5 = 1-63, 34 x 6 = 1-97, 34 x 7 = 2-24, 34 x 8 = 2-58, 34 x 9 = 2-92, 34 x 10 = 3-19, 34 x 11 = 3-53, 34 x 12 = 3-87, 34 x 13 = 4-14, 34 x 14 = 4-48, 34 x 15 = 4-82, 34 x 16 = 5-9, 34 x 17 = 5-43, 34 x 18 = 5-77, 34 x 19 = 6-4, 34 x 20 = 6-38, 34 x 21 = 6-72, 34 x 22 = 6-106, 34 x 23 = 7-33, 34 x 24 = 7-67, 34 x 25 = 7-101, 34 x 26 = 8-28, 34 x 27 = 8-62, 34 x 28 = 8-96, 34 x 29 = 9-23, 34 x 30 = 9-57, 34 x 31 = 9-91, 34 x 32 = 10-18, 34 x 33 = 10-52, 34 x 34 = 10-86, 34 x 35 = 11-13, 34 x 36 = 11-47, 34 x 37 = 11-81, 34 x 38 = 12-8, 34 x 39 = 12-42, 34 x 40 = 12-76, 34 x 41 = 13-3, 34 x 42 = 13-37, 34 x 43 = 13-71, 34 x 44 = 13-105, 34 x 45 = 14-32, 34 x 46 = 14-66, 34 x 47 = 14-100, 34 x 48 = 15-27, 34 x 49 = 15-61, 34 x 50 = 15-95, 34 x 51 = 16-22, 34 x 52 = 16-56, 34 x 53 = 16-90, 34 x 54 = 17-17, 34 x 55 = 17-51, 34 x 56 = 17-85, 34 x 57 = 18-12, 34 x 58 = 18-46, 34 x 59 = 18-80, 34 x 60 = 19-7, 34 x 61 = 19-41, 34 x 62 = 19-75, 34 x 63 = 20-2, 34 x 64 = 20-36, 34 x 65 = 20-70, 34 x 66 = 20-104, 34 x 67 = 21-31, 34 x 68 = 21-65, 34 x 69 = 21-99, 34 x 70 = 22-26, 34 x 71 = 22-60, 34 x 72 = 22-94, 34 x 73 = 23-21, 34 x 74 = 23-55, 34 x 75 = 23-89, 34 x 76 = 24-16, 34 x 77 = 24-50, 34 x 78 = 24-84, 34 x 79 = 25-11, 34 x 80 = 25-45, 34 x 81 = 25-79, 34 x 82 = 26-6, 34 x 83 = 26-40, 34 x 84 = 26-74, 34 x 85 = 27-1, 34 x 86 = 27-35, 34 x 87 = 27-69, 34 x 88 = 27-103, 34 x 89 = 28-30, 34 x 90 = 28-64, 34 x 91 = 28-98, 34 x 92 = 29-25, 34 x 93 = 29-59, 34 x 94 = 29-93, 34 x 95 = 30-20, 34 x 96 = 30-54, 34 x 97 = 30-88, 34 x 98 = 31-15, 34 x 99 = 31-49, 34 x 100 = 31-83, 34 x 101 = 32-10, 34 x 102 = 32-44, 34 x 103 = 32-78, 34 x 104 = 33-5, 34 x 105 = 33-39, 34 x 106 = 33-73, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 0-105, 35 x 4 = 1-33, 35 x 5 = 1-68, 35 x 6 = 1-103, 35 x 7 = 2-31, 35 x 8 = 2-66, 35 x 9 = 2-101, 35 x 10 = 3-29, 35 x 11 = 3-64, 35 x 12 = 3-99, 35 x 13 = 4-27, 35 x 14 = 4-62, 35 x 15 = 4-97, 35 x 16 = 5-25, 35 x 17 = 5-60, 35 x 18 = 5-95, 35 x 19 = 6-23, 35 x 20 = 6-58, 35 x 21 = 6-93, 35 x 22 = 7-21, 35 x 23 = 7-56, 35 x 24 = 7-91, 35 x 25 = 8-19, 35 x 26 = 8-54, 35 x 27 = 8-89, 35 x 28 = 9-17, 35 x 29 = 9-52, 35 x 30 = 9-87, 35 x 31 = 10-15, 35 x 32 = 10-50, 35 x 33 = 10-85, 35 x 34 = 11-13, 35 x 35 = 11-48, 35 x 36 = 11-83, 35 x 37 = 12-11, 35 x 38 = 12-46, 35 x 39 = 12-81, 35 x 40 = 13-9, 35 x 41 = 13-44, 35 x 42 = 13-79, 35 x 43 = 14-7, 35 x 44 = 14-42, 35 x 45 = 14-77, 35 x 46 = 15-5, 35 x 47 = 15-40, 35 x 48 = 15-75, 35 x 49 = 16-3, 35 x 50 = 16-38, 35 x 51 = 16-73, 35 x 52 = 17-1, 35 x 53 = 17-36, 35 x 54 = 17-71, 35 x 55 = 17-106, 35 x 56 = 18-34, 35 x 57 = 18-69, 35 x 58 = 18-104, 35 x 59 = 19-32, 35 x 60 = 19-67, 35 x 61 = 19-102, 35 x 62 = 20-30, 35 x 63 = 20-65, 35 x 64 = 20-100, 35 x 65 = 21-28, 35 x 66 = 21-63, 35 x 67 = 21-98, 35 x 68 = 22-26, 35 x 69 = 22-61, 35 x 70 = 22-96, 35 x 71 = 23-24, 35 x 72 = 23-59, 35 x 73 = 23-94, 35 x 74 = 24-22, 35 x 75 = 24-57, 35 x 76 = 24-92, 35 x 77 = 25-20, 35 x 78 = 25-55, 35 x 79 = 25-90, 35 x 80 = 26-18, 35 x 81 = 26-53, 35 x 82 = 26-88, 35 x 83 = 27-16, 35 x 84 = 27-51, 35 x 85 = 27-86, 35 x 86 = 28-14, 35 x 87 = 28-49, 35 x 88 = 28-84, 35 x 89 = 29-12, 35 x 90 = 29-47, 35 x 91 = 29-82, 35 x 92 = 30-10, 35 x 93 = 30-45, 35 x 94 = 30-80, 35 x 95 = 31-8, 35 x 96 = 31-43, 35 x 97 = 31-78, 35 x 98 = 32-6, 35 x 99 = 32-41, 35 x 100 = 32-76, 35 x 101 = 33-4, 35 x 102 = 33-39, 35 x 103 = 33-74, 35 x 104 = 34-2, 35 x 105 = 34-37, 35 x 106 = 34-72, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-1, 36 x 4 = 1-37, 36 x 5 = 1-73, 36 x 6 = 2-2, 36 x 7 = 2-38, 36 x 8 = 2-74, 36 x 9 = 3-3, 36 x 10 = 3-39, 36 x 11 = 3-75, 36 x 12 = 4-4, 36 x 13 = 4-40, 36 x 14 = 4-76, 36 x 15 = 5-5, 36 x 16 = 5-41, 36 x 17 = 5-77, 36 x 18 = 6-6, 36 x 19 = 6-42, 36 x 20 = 6-78, 36 x 21 = 7-7, 36 x 22 = 7-43, 36 x 23 = 7-79, 36 x 24 = 8-8, 36 x 25 = 8-44, 36 x 26 = 8-80, 36 x 27 = 9-9, 36 x 28 = 9-45, 36 x 29 = 9-81, 36 x 30 = 10-10, 36 x 31 = 10-46, 36 x 32 = 10-82, 36 x 33 = 11-11, 36 x 34 = 11-47, 36 x 35 = 11-83, 36 x 36 = 12-12, 36 x 37 = 12-48, 36 x 38 = 12-84, 36 x 39 = 13-13, 36 x 40 = 13-49, 36 x 41 = 13-85, 36 x 42 = 14-14, 36 x 43 = 14-50, 36 x 44 = 14-86, 36 x 45 = 15-15, 36 x 46 = 15-51, 36 x 47 = 15-87, 36 x 48 = 16-16, 36 x 49 = 16-52, 36 x 50 = 16-88, 36 x 51 = 17-17, 36 x 52 = 17-53, 36 x 53 = 17-89, 36 x 54 = 18-18, 36 x 55 = 18-54, 36 x 56 = 18-90, 36 x 57 = 19-19, 36 x 58 = 19-55, 36 x 59 = 19-91, 36 x 60 = 20-20, 36 x 61 = 20-56, 36 x 62 = 20-92, 36 x 63 = 21-21, 36 x 64 = 21-57, 36 x 65 = 21-93, 36 x 66 = 22-22, 36 x 67 = 22-58, 36 x 68 = 22-94, 36 x 69 = 23-23, 36 x 70 = 23-59, 36 x 71 = 23-95, 36 x 72 = 24-24, 36 x 73 = 24-60, 36 x 74 = 24-96, 36 x 75 = 25-25, 36 x 76 = 25-61, 36 x 77 = 25-97, 36 x 78 = 26-26, 36 x 79 = 26-62, 36 x 80 = 26-98, 36 x 81 = 27-27, 36 x 82 = 27-63, 36 x 83 = 27-99, 36 x 84 = 28-28, 36 x 85 = 28-64, 36 x 86 = 28-100, 36 x 87 = 29-29, 36 x 88 = 29-65, 36 x 89 = 29-101, 36 x 90 = 30-30, 36 x 91 = 30-66, 36 x 92 = 30-102, 36 x 93 = 31-31, 36 x 94 = 31-67, 36 x 95 = 31-103, 36 x 96 = 32-32, 36 x 97 = 32-68, 36 x 98 = 32-104, 36 x 99 = 33-33, 36 x 100 = 33-69, 36 x 101 = 33-105, 36 x 102 = 34-34, 36 x 103 = 34-70, 36 x 104 = 34-106, 36 x 105 = 35-35, 36 x 106 = 35-71, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-4, 37 x 4 = 1-41, 37 x 5 = 1-78, 37 x 6 = 2-8, 37 x 7 = 2-45, 37 x 8 = 2-82, 37 x 9 = 3-12, 37 x 10 = 3-49, 37 x 11 = 3-86, 37 x 12 = 4-16, 37 x 13 = 4-53, 37 x 14 = 4-90, 37 x 15 = 5-20, 37 x 16 = 5-57, 37 x 17 = 5-94, 37 x 18 = 6-24, 37 x 19 = 6-61, 37 x 20 = 6-98, 37 x 21 = 7-28, 37 x 22 = 7-65, 37 x 23 = 7-102, 37 x 24 = 8-32, 37 x 25 = 8-69, 37 x 26 = 8-106, 37 x 27 = 9-36, 37 x 28 = 9-73, 37 x 29 = 10-3, 37 x 30 = 10-40, 37 x 31 = 10-77, 37 x 32 = 11-7, 37 x 33 = 11-44, 37 x 34 = 11-81, 37 x 35 = 12-11, 37 x 36 = 12-48, 37 x 37 = 12-85, 37 x 38 = 13-15, 37 x 39 = 13-52, 37 x 40 = 13-89, 37 x 41 = 14-19, 37 x 42 = 14-56, 37 x 43 = 14-93, 37 x 44 = 15-23, 37 x 45 = 15-60, 37 x 46 = 15-97, 37 x 47 = 16-27, 37 x 48 = 16-64, 37 x 49 = 16-101, 37 x 50 = 17-31, 37 x 51 = 17-68, 37 x 52 = 17-105, 37 x 53 = 18-35, 37 x 54 = 18-72, 37 x 55 = 19-2, 37 x 56 = 19-39, 37 x 57 = 19-76, 37 x 58 = 20-6, 37 x 59 = 20-43, 37 x 60 = 20-80, 37 x 61 = 21-10, 37 x 62 = 21-47, 37 x 63 = 21-84, 37 x 64 = 22-14, 37 x 65 = 22-51, 37 x 66 = 22-88, 37 x 67 = 23-18, 37 x 68 = 23-55, 37 x 69 = 23-92, 37 x 70 = 24-22, 37 x 71 = 24-59, 37 x 72 = 24-96, 37 x 73 = 25-26, 37 x 74 = 25-63, 37 x 75 = 25-100, 37 x 76 = 26-30, 37 x 77 = 26-67, 37 x 78 = 26-104, 37 x 79 = 27-34, 37 x 80 = 27-71, 37 x 81 = 28-1, 37 x 82 = 28-38, 37 x 83 = 28-75, 37 x 84 = 29-5, 37 x 85 = 29-42, 37 x 86 = 29-79, 37 x 87 = 30-9, 37 x 88 = 30-46, 37 x 89 = 30-83, 37 x 90 = 31-13, 37 x 91 = 31-50, 37 x 92 = 31-87, 37 x 93 = 32-17, 37 x 94 = 32-54, 37 x 95 = 32-91, 37 x 96 = 33-21, 37 x 97 = 33-58, 37 x 98 = 33-95, 37 x 99 = 34-25, 37 x 100 = 34-62, 37 x 101 = 34-99, 37 x 102 = 35-29, 37 x 103 = 35-66, 37 x 104 = 35-103, 37 x 105 = 36-33, 37 x 106 = 36-70, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-7, 38 x 4 = 1-45, 38 x 5 = 1-83, 38 x 6 = 2-14, 38 x 7 = 2-52, 38 x 8 = 2-90, 38 x 9 = 3-21, 38 x 10 = 3-59, 38 x 11 = 3-97, 38 x 12 = 4-28, 38 x 13 = 4-66, 38 x 14 = 4-104, 38 x 15 = 5-35, 38 x 16 = 5-73, 38 x 17 = 6-4, 38 x 18 = 6-42, 38 x 19 = 6-80, 38 x 20 = 7-11, 38 x 21 = 7-49, 38 x 22 = 7-87, 38 x 23 = 8-18, 38 x 24 = 8-56, 38 x 25 = 8-94, 38 x 26 = 9-25, 38 x 27 = 9-63, 38 x 28 = 9-101, 38 x 29 = 10-32, 38 x 30 = 10-70, 38 x 31 = 11-1, 38 x 32 = 11-39, 38 x 33 = 11-77, 38 x 34 = 12-8, 38 x 35 = 12-46, 38 x 36 = 12-84, 38 x 37 = 13-15, 38 x 38 = 13-53, 38 x 39 = 13-91, 38 x 40 = 14-22, 38 x 41 = 14-60, 38 x 42 = 14-98, 38 x 43 = 15-29, 38 x 44 = 15-67, 38 x 45 = 15-105, 38 x 46 = 16-36, 38 x 47 = 16-74, 38 x 48 = 17-5, 38 x 49 = 17-43, 38 x 50 = 17-81, 38 x 51 = 18-12, 38 x 52 = 18-50, 38 x 53 = 18-88, 38 x 54 = 19-19, 38 x 55 = 19-57, 38 x 56 = 19-95, 38 x 57 = 20-26, 38 x 58 = 20-64, 38 x 59 = 20-102, 38 x 60 = 21-33, 38 x 61 = 21-71, 38 x 62 = 22-2, 38 x 63 = 22-40, 38 x 64 = 22-78, 38 x 65 = 23-9, 38 x 66 = 23-47, 38 x 67 = 23-85, 38 x 68 = 24-16, 38 x 69 = 24-54, 38 x 70 = 24-92, 38 x 71 = 25-23, 38 x 72 = 25-61, 38 x 73 = 25-99, 38 x 74 = 26-30, 38 x 75 = 26-68, 38 x 76 = 26-106, 38 x 77 = 27-37, 38 x 78 = 27-75, 38 x 79 = 28-6, 38 x 80 = 28-44, 38 x 81 = 28-82, 38 x 82 = 29-13, 38 x 83 = 29-51, 38 x 84 = 29-89, 38 x 85 = 30-20, 38 x 86 = 30-58, 38 x 87 = 30-96, 38 x 88 = 31-27, 38 x 89 = 31-65, 38 x 90 = 31-103, 38 x 91 = 32-34, 38 x 92 = 32-72, 38 x 93 = 33-3, 38 x 94 = 33-41, 38 x 95 = 33-79, 38 x 96 = 34-10, 38 x 97 = 34-48, 38 x 98 = 34-86, 38 x 99 = 35-17, 38 x 100 = 35-55, 38 x 101 = 35-93, 38 x 102 = 36-24, 38 x 103 = 36-62, 38 x 104 = 36-100, 38 x 105 = 37-31, 38 x 106 = 37-69, 
