0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 1-6, 0-11 x 0-8 = 1-17, 0-11 x 0-9 = 1-28, 0-11 x 0-10 = 1-39, 0-11 x 0-11 = 1-50, 0-11 x 0-12 = 1-61, 0-11 x 0-13 = 2-1, 0-11 x 0-14 = 2-12, 0-11 x 0-15 = 2-23, 0-11 x 0-16 = 2-34, 0-11 x 0-17 = 2-45, 0-11 x 0-18 = 2-56, 0-11 x 0-19 = 2-67, 0-11 x 0-20 = 3-7, 0-11 x 0-21 = 3-18, 0-11 x 0-22 = 3-29, 0-11 x 0-23 = 3-40, 0-11 x 0-24 = 3-51, 0-11 x 0-25 = 3-62, 0-11 x 0-26 = 4-2, 0-11 x 0-27 = 4-13, 0-11 x 0-28 = 4-24, 0-11 x 0-29 = 4-35, 0-11 x 0-30 = 4-46, 0-11 x 0-31 = 4-57, 0-11 x 0-32 = 4-68, 0-11 x 0-33 = 5-8, 0-11 x 0-34 = 5-19, 0-11 x 0-35 = 5-30, 0-11 x 0-36 = 5-41, 0-11 x 0-37 = 5-52, 0-11 x 0-38 = 5-63, 0-11 x 0-39 = 6-3, 0-11 x 0-40 = 6-14, 0-11 x 0-41 = 6-25, 0-11 x 0-42 = 6-36, 0-11 x 0-43 = 6-47, 0-11 x 0-44 = 6-58, 0-11 x 0-45 = 6-69, 0-11 x 0-46 = 7-9, 0-11 x 0-47 = 7-20, 0-11 x 0-48 = 7-31, 0-11 x 0-49 = 7-42, 0-11 x 0-50 = 7-53, 0-11 x 0-51 = 7-64, 0-11 x 0-52 = 8-4, 0-11 x 0-53 = 8-15, 0-11 x 0-54 = 8-26, 0-11 x 0-55 = 8-37, 0-11 x 0-56 = 8-48, 0-11 x 0-57 = 8-59, 0-11 x 0-58 = 8-70, 0-11 x 0-59 = 9-10, 0-11 x 0-60 = 9-21, 0-11 x 0-61 = 9-32, 0-11 x 0-62 = 9-43, 0-11 x 0-63 = 9-54, 0-11 x 0-64 = 9-65, 0-11 x 0-65 = 10-5, 0-11 x 0-66 = 10-16, 0-11 x 0-67 = 10-27, 0-11 x 0-68 = 10-38, 0-11 x 0-69 = 10-49, 0-11 x 0-70 = 10-60, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-1, 0-12 x 0-7 = 1-13, 0-12 x 0-8 = 1-25, 0-12 x 0-9 = 1-37, 0-12 x 0-10 = 1-49, 0-12 x 0-11 = 1-61, 0-12 x 0-12 = 2-2, 0-12 x 0-13 = 2-14, 0-12 x 0-14 = 2-26, 0-12 x 0-15 = 2-38, 0-12 x 0-16 = 2-50, 0-12 x 0-17 = 2-62, 0-12 x 0-18 = 3-3, 0-12 x 0-19 = 3-15, 0-12 x 0-20 = 3-27, 0-12 x 0-21 = 3-39, 0-12 x 0-22 = 3-51, 0-12 x 0-23 = 3-63, 0-12 x 0-24 = 4-4, 0-12 x 0-25 = 4-16, 0-12 x 0-26 = 4-28, 0-12 x 0-27 = 4-40, 0-12 x 0-28 = 4-52, 0-12 x 0-29 = 4-64, 0-12 x 0-30 = 5-5, 0-12 x 0-31 = 5-17, 0-12 x 0-32 = 5-29, 0-12 x 0-33 = 5-41, 0-12 x 0-34 = 5-53, 0-12 x 0-35 = 5-65, 0-12 x 0-36 = 6-6, 0-12 x 0-37 = 6-18, 0-12 x 0-38 = 6-30, 0-12 x 0-39 = 6-42, 0-12 x 0-40 = 6-54, 0-12 x 0-41 = 6-66, 0-12 x 0-42 = 7-7, 0-12 x 0-43 = 7-19, 0-12 x 0-44 = 7-31, 0-12 x 0-45 = 7-43, 0-12 x 0-46 = 7-55, 0-12 x 0-47 = 7-67, 0-12 x 0-48 = 8-8, 0-12 x 0-49 = 8-20, 0-12 x 0-50 = 8-32, 0-12 x 0-51 = 8-44, 0-12 x 0-52 = 8-56, 0-12 x 0-53 = 8-68, 0-12 x 0-54 = 9-9, 0-12 x 0-55 = 9-21, 0-12 x 0-56 = 9-33, 0-12 x 0-57 = 9-45, 0-12 x 0-58 = 9-57, 0-12 x 0-59 = 9-69, 0-12 x 0-60 = 10-10, 0-12 x 0-61 = 10-22, 0-12 x 0-62 = 10-34, 0-12 x 0-63 = 10-46, 0-12 x 0-64 = 10-58, 0-12 x 0-65 = 10-70, 0-12 x 0-66 = 11-11, 0-12 x 0-67 = 11-23, 0-12 x 0-68 = 11-35, 0-12 x 0-69 = 11-47, 0-12 x 0-70 = 11-59, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-7, 0-13 x 0-7 = 1-20, 0-13 x 0-8 = 1-33, 0-13 x 0-9 = 1-46, 0-13 x 0-10 = 1-59, 0-13 x 0-11 = 2-1, 0-13 x 0-12 = 2-14, 0-13 x 0-13 = 2-27, 0-13 x 0-14 = 2-40, 0-13 x 0-15 = 2-53, 0-13 x 0-16 = 2-66, 0-13 x 0-17 = 3-8, 0-13 x 0-18 = 3-21, 0-13 x 0-19 = 3-34, 0-13 x 0-20 = 3-47, 0-13 x 0-21 = 3-60, 0-13 x 0-22 = 4-2, 0-13 x 0-23 = 4-15, 0-13 x 0-24 = 4-28, 0-13 x 0-25 = 4-41, 0-13 x 0-26 = 4-54, 0-13 x 0-27 = 4-67, 0-13 x 0-28 = 5-9, 0-13 x 0-29 = 5-22, 0-13 x 0-30 = 5-35, 0-13 x 0-31 = 5-48, 0-13 x 0-32 = 5-61, 0-13 x 0-33 = 6-3, 0-13 x 0-34 = 6-16, 0-13 x 0-35 = 6-29, 0-13 x 0-36 = 6-42, 0-13 x 0-37 = 6-55, 0-13 x 0-38 = 6-68, 0-13 x 0-39 = 7-10, 0-13 x 0-40 = 7-23, 0-13 x 0-41 = 7-36, 0-13 x 0-42 = 7-49, 0-13 x 0-43 = 7-62, 0-13 x 0-44 = 8-4, 0-13 x 0-45 = 8-17, 0-13 x 0-46 = 8-30, 0-13 x 0-47 = 8-43, 0-13 x 0-48 = 8-56, 0-13 x 0-49 = 8-69, 0-13 x 0-50 = 9-11, 0-13 x 0-51 = 9-24, 0-13 x 0-52 = 9-37, 0-13 x 0-53 = 9-50, 0-13 x 0-54 = 9-63, 0-13 x 0-55 = 10-5, 0-13 x 0-56 = 10-18, 0-13 x 0-57 = 10-31, 0-13 x 0-58 = 10-44, 0-13 x 0-59 = 10-57, 0-13 x 0-60 = 10-70, 0-13 x 0-61 = 11-12, 0-13 x 0-62 = 11-25, 0-13 x 0-63 = 11-38, 0-13 x 0-64 = 11-51, 0-13 x 0-65 = 11-64, 0-13 x 0-66 = 12-6, 0-13 x 0-67 = 12-19, 0-13 x 0-68 = 12-32, 0-13 x 0-69 = 12-45, 0-13 x 0-70 = 12-58, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-13, 0-14 x 0-7 = 1-27, 0-14 x 0-8 = 1-41, 0-14 x 0-9 = 1-55, 0-14 x 0-10 = 1-69, 0-14 x 0-11 = 2-12, 0-14 x 0-12 = 2-26, 0-14 x 0-13 = 2-40, 0-14 x 0-14 = 2-54, 0-14 x 0-15 = 2-68, 0-14 x 0-16 = 3-11, 0-14 x 0-17 = 3-25, 0-14 x 0-18 = 3-39, 0-14 x 0-19 = 3-53, 0-14 x 0-20 = 3-67, 0-14 x 0-21 = 4-10, 0-14 x 0-22 = 4-24, 0-14 x 0-23 = 4-38, 0-14 x 0-24 = 4-52, 0-14 x 0-25 = 4-66, 0-14 x 0-26 = 5-9, 0-14 x 0-27 = 5-23, 0-14 x 0-28 = 5-37, 0-14 x 0-29 = 5-51, 0-14 x 0-30 = 5-65, 0-14 x 0-31 = 6-8, 0-14 x 0-32 = 6-22, 0-14 x 0-33 = 6-36, 0-14 x 0-34 = 6-50, 0-14 x 0-35 = 6-64, 0-14 x 0-36 = 7-7, 0-14 x 0-37 = 7-21, 0-14 x 0-38 = 7-35, 0-14 x 0-39 = 7-49, 0-14 x 0-40 = 7-63, 0-14 x 0-41 = 8-6, 0-14 x 0-42 = 8-20, 0-14 x 0-43 = 8-34, 0-14 x 0-44 = 8-48, 0-14 x 0-45 = 8-62, 0-14 x 0-46 = 9-5, 0-14 x 0-47 = 9-19, 0-14 x 0-48 = 9-33, 0-14 x 0-49 = 9-47, 0-14 x 0-50 = 9-61, 0-14 x 0-51 = 10-4, 0-14 x 0-52 = 10-18, 0-14 x 0-53 = 10-32, 0-14 x 0-54 = 10-46, 0-14 x 0-55 = 10-60, 0-14 x 0-56 = 11-3, 0-14 x 0-57 = 11-17, 0-14 x 0-58 = 11-31, 0-14 x 0-59 = 11-45, 0-14 x 0-60 = 11-59, 0-14 x 0-61 = 12-2, 0-14 x 0-62 = 12-16, 0-14 x 0-63 = 12-30, 0-14 x 0-64 = 12-44, 0-14 x 0-65 = 12-58, 0-14 x 0-66 = 13-1, 0-14 x 0-67 = 13-15, 0-14 x 0-68 = 13-29, 0-14 x 0-69 = 13-43, 0-14 x 0-70 = 13-57, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-4, 0-15 x 0-6 = 1-19, 0-15 x 0-7 = 1-34, 0-15 x 0-8 = 1-49, 0-15 x 0-9 = 1-64, 0-15 x 0-10 = 2-8, 0-15 x 0-11 = 2-23, 0-15 x 0-12 = 2-38, 0-15 x 0-13 = 2-53, 0-15 x 0-14 = 2-68, 0-15 x 0-15 = 3-12, 0-15 x 0-16 = 3-27, 0-15 x 0-17 = 3-42, 0-15 x 0-18 = 3-57, 0-15 x 0-19 = 4-1, 0-15 x 0-20 = 4-16, 0-15 x 0-21 = 4-31, 0-15 x 0-22 = 4-46, 0-15 x 0-23 = 4-61, 0-15 x 0-24 = 5-5, 0-15 x 0-25 = 5-20, 0-15 x 0-26 = 5-35, 0-15 x 0-27 = 5-50, 0-15 x 0-28 = 5-65, 0-15 x 0-29 = 6-9, 0-15 x 0-30 = 6-24, 0-15 x 0-31 = 6-39, 0-15 x 0-32 = 6-54, 0-15 x 0-33 = 6-69, 0-15 x 0-34 = 7-13, 0-15 x 0-35 = 7-28, 0-15 x 0-36 = 7-43, 0-15 x 0-37 = 7-58, 0-15 x 0-38 = 8-2, 0-15 x 0-39 = 8-17, 0-15 x 0-40 = 8-32, 0-15 x 0-41 = 8-47, 0-15 x 0-42 = 8-62, 0-15 x 0-43 = 9-6, 0-15 x 0-44 = 9-21, 0-15 x 0-45 = 9-36, 0-15 x 0-46 = 9-51, 0-15 x 0-47 = 9-66, 0-15 x 0-48 = 10-10, 0-15 x 0-49 = 10-25, 0-15 x 0-50 = 10-40, 0-15 x 0-51 = 10-55, 0-15 x 0-52 = 10-70, 0-15 x 0-53 = 11-14, 0-15 x 0-54 = 11-29, 0-15 x 0-55 = 11-44, 0-15 x 0-56 = 11-59, 0-15 x 0-57 = 12-3, 0-15 x 0-58 = 12-18, 0-15 x 0-59 = 12-33, 0-15 x 0-60 = 12-48, 0-15 x 0-61 = 12-63, 0-15 x 0-62 = 13-7, 0-15 x 0-63 = 13-22, 0-15 x 0-64 = 13-37, 0-15 x 0-65 = 13-52, 0-15 x 0-66 = 13-67, 0-15 x 0-67 = 14-11, 0-15 x 0-68 = 14-26, 0-15 x 0-69 = 14-41, 0-15 x 0-70 = 14-56, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-9, 0-16 x 0-6 = 1-25, 0-16 x 0-7 = 1-41, 0-16 x 0-8 = 1-57, 0-16 x 0-9 = 2-2, 0-16 x 0-10 = 2-18, 0-16 x 0-11 = 2-34, 0-16 x 0-12 = 2-50, 0-16 x 0-13 = 2-66, 0-16 x 0-14 = 3-11, 0-16 x 0-15 = 3-27, 0-16 x 0-16 = 3-43, 0-16 x 0-17 = 3-59, 0-16 x 0-18 = 4-4, 0-16 x 0-19 = 4-20, 0-16 x 0-20 = 4-36, 0-16 x 0-21 = 4-52, 0-16 x 0-22 = 4-68, 0-16 x 0-23 = 5-13, 0-16 x 0-24 = 5-29, 0-16 x 0-25 = 5-45, 0-16 x 0-26 = 5-61, 0-16 x 0-27 = 6-6, 0-16 x 0-28 = 6-22, 0-16 x 0-29 = 6-38, 0-16 x 0-30 = 6-54, 0-16 x 0-31 = 6-70, 0-16 x 0-32 = 7-15, 0-16 x 0-33 = 7-31, 0-16 x 0-34 = 7-47, 0-16 x 0-35 = 7-63, 0-16 x 0-36 = 8-8, 0-16 x 0-37 = 8-24, 0-16 x 0-38 = 8-40, 0-16 x 0-39 = 8-56, 0-16 x 0-40 = 9-1, 0-16 x 0-41 = 9-17, 0-16 x 0-42 = 9-33, 0-16 x 0-43 = 9-49, 0-16 x 0-44 = 9-65, 0-16 x 0-45 = 10-10, 0-16 x 0-46 = 10-26, 0-16 x 0-47 = 10-42, 0-16 x 0-48 = 10-58, 0-16 x 0-49 = 11-3, 0-16 x 0-50 = 11-19, 0-16 x 0-51 = 11-35, 0-16 x 0-52 = 11-51, 0-16 x 0-53 = 11-67, 0-16 x 0-54 = 12-12, 0-16 x 0-55 = 12-28, 0-16 x 0-56 = 12-44, 0-16 x 0-57 = 12-60, 0-16 x 0-58 = 13-5, 0-16 x 0-59 = 13-21, 0-16 x 0-60 = 13-37, 0-16 x 0-61 = 13-53, 0-16 x 0-62 = 13-69, 0-16 x 0-63 = 14-14, 0-16 x 0-64 = 14-30, 0-16 x 0-65 = 14-46, 0-16 x 0-66 = 14-62, 0-16 x 0-67 = 15-7, 0-16 x 0-68 = 15-23, 0-16 x 0-69 = 15-39, 0-16 x 0-70 = 15-55, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-14, 0-17 x 0-6 = 1-31, 0-17 x 0-7 = 1-48, 0-17 x 0-8 = 1-65, 0-17 x 0-9 = 2-11, 0-17 x 0-10 = 2-28, 0-17 x 0-11 = 2-45, 0-17 x 0-12 = 2-62, 0-17 x 0-13 = 3-8, 0-17 x 0-14 = 3-25, 0-17 x 0-15 = 3-42, 0-17 x 0-16 = 3-59, 0-17 x 0-17 = 4-5, 0-17 x 0-18 = 4-22, 0-17 x 0-19 = 4-39, 0-17 x 0-20 = 4-56, 0-17 x 0-21 = 5-2, 0-17 x 0-22 = 5-19, 0-17 x 0-23 = 5-36, 0-17 x 0-24 = 5-53, 0-17 x 0-25 = 5-70, 0-17 x 0-26 = 6-16, 0-17 x 0-27 = 6-33, 0-17 x 0-28 = 6-50, 0-17 x 0-29 = 6-67, 0-17 x 0-30 = 7-13, 0-17 x 0-31 = 7-30, 0-17 x 0-32 = 7-47, 0-17 x 0-33 = 7-64, 0-17 x 0-34 = 8-10, 0-17 x 0-35 = 8-27, 0-17 x 0-36 = 8-44, 0-17 x 0-37 = 8-61, 0-17 x 0-38 = 9-7, 0-17 x 0-39 = 9-24, 0-17 x 0-40 = 9-41, 0-17 x 0-41 = 9-58, 0-17 x 0-42 = 10-4, 0-17 x 0-43 = 10-21, 0-17 x 0-44 = 10-38, 0-17 x 0-45 = 10-55, 0-17 x 0-46 = 11-1, 0-17 x 0-47 = 11-18, 0-17 x 0-48 = 11-35, 0-17 x 0-49 = 11-52, 0-17 x 0-50 = 11-69, 0-17 x 0-51 = 12-15, 0-17 x 0-52 = 12-32, 0-17 x 0-53 = 12-49, 0-17 x 0-54 = 12-66, 0-17 x 0-55 = 13-12, 0-17 x 0-56 = 13-29, 0-17 x 0-57 = 13-46, 0-17 x 0-58 = 13-63, 0-17 x 0-59 = 14-9, 0-17 x 0-60 = 14-26, 0-17 x 0-61 = 14-43, 0-17 x 0-62 = 14-60, 0-17 x 0-63 = 15-6, 0-17 x 0-64 = 15-23, 0-17 x 0-65 = 15-40, 0-17 x 0-66 = 15-57, 0-17 x 0-67 = 16-3, 0-17 x 0-68 = 16-20, 0-17 x 0-69 = 16-37, 0-17 x 0-70 = 16-54, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-1, 0-18 x 0-5 = 1-19, 0-18 x 0-6 = 1-37, 0-18 x 0-7 = 1-55, 0-18 x 0-8 = 2-2, 0-18 x 0-9 = 2-20, 0-18 x 0-10 = 2-38, 0-18 x 0-11 = 2-56, 0-18 x 0-12 = 3-3, 0-18 x 0-13 = 3-21, 0-18 x 0-14 = 3-39, 0-18 x 0-15 = 3-57, 0-18 x 0-16 = 4-4, 0-18 x 0-17 = 4-22, 0-18 x 0-18 = 4-40, 0-18 x 0-19 = 4-58, 0-18 x 0-20 = 5-5, 0-18 x 0-21 = 5-23, 0-18 x 0-22 = 5-41, 0-18 x 0-23 = 5-59, 0-18 x 0-24 = 6-6, 0-18 x 0-25 = 6-24, 0-18 x 0-26 = 6-42, 0-18 x 0-27 = 6-60, 0-18 x 0-28 = 7-7, 0-18 x 0-29 = 7-25, 0-18 x 0-30 = 7-43, 0-18 x 0-31 = 7-61, 0-18 x 0-32 = 8-8, 0-18 x 0-33 = 8-26, 0-18 x 0-34 = 8-44, 0-18 x 0-35 = 8-62, 0-18 x 0-36 = 9-9, 0-18 x 0-37 = 9-27, 0-18 x 0-38 = 9-45, 0-18 x 0-39 = 9-63, 0-18 x 0-40 = 10-10, 0-18 x 0-41 = 10-28, 0-18 x 0-42 = 10-46, 0-18 x 0-43 = 10-64, 0-18 x 0-44 = 11-11, 0-18 x 0-45 = 11-29, 0-18 x 0-46 = 11-47, 0-18 x 0-47 = 11-65, 0-18 x 0-48 = 12-12, 0-18 x 0-49 = 12-30, 0-18 x 0-50 = 12-48, 0-18 x 0-51 = 12-66, 0-18 x 0-52 = 13-13, 0-18 x 0-53 = 13-31, 0-18 x 0-54 = 13-49, 0-18 x 0-55 = 13-67, 0-18 x 0-56 = 14-14, 0-18 x 0-57 = 14-32, 0-18 x 0-58 = 14-50, 0-18 x 0-59 = 14-68, 0-18 x 0-60 = 15-15, 0-18 x 0-61 = 15-33, 0-18 x 0-62 = 15-51, 0-18 x 0-63 = 15-69, 0-18 x 0-64 = 16-16, 0-18 x 0-65 = 16-34, 0-18 x 0-66 = 16-52, 0-18 x 0-67 = 16-70, 0-18 x 0-68 = 17-17, 0-18 x 0-69 = 17-35, 0-18 x 0-70 = 17-53, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-5, 0-19 x 0-5 = 1-24, 0-19 x 0-6 = 1-43, 0-19 x 0-7 = 1-62, 0-19 x 0-8 = 2-10, 0-19 x 0-9 = 2-29, 0-19 x 0-10 = 2-48, 0-19 x 0-11 = 2-67, 0-19 x 0-12 = 3-15, 0-19 x 0-13 = 3-34, 0-19 x 0-14 = 3-53, 0-19 x 0-15 = 4-1, 0-19 x 0-16 = 4-20, 0-19 x 0-17 = 4-39, 0-19 x 0-18 = 4-58, 0-19 x 0-19 = 5-6, 0-19 x 0-20 = 5-25, 0-19 x 0-21 = 5-44, 0-19 x 0-22 = 5-63, 0-19 x 0-23 = 6-11, 0-19 x 0-24 = 6-30, 0-19 x 0-25 = 6-49, 0-19 x 0-26 = 6-68, 0-19 x 0-27 = 7-16, 0-19 x 0-28 = 7-35, 0-19 x 0-29 = 7-54, 0-19 x 0-30 = 8-2, 0-19 x 0-31 = 8-21, 0-19 x 0-32 = 8-40, 0-19 x 0-33 = 8-59, 0-19 x 0-34 = 9-7, 0-19 x 0-35 = 9-26, 0-19 x 0-36 = 9-45, 0-19 x 0-37 = 9-64, 0-19 x 0-38 = 10-12, 0-19 x 0-39 = 10-31, 0-19 x 0-40 = 10-50, 0-19 x 0-41 = 10-69, 0-19 x 0-42 = 11-17, 0-19 x 0-43 = 11-36, 0-19 x 0-44 = 11-55, 0-19 x 0-45 = 12-3, 0-19 x 0-46 = 12-22, 0-19 x 0-47 = 12-41, 0-19 x 0-48 = 12-60, 0-19 x 0-49 = 13-8, 0-19 x 0-50 = 13-27, 0-19 x 0-51 = 13-46, 0-19 x 0-52 = 13-65, 0-19 x 0-53 = 14-13, 0-19 x 0-54 = 14-32, 0-19 x 0-55 = 14-51, 0-19 x 0-56 = 14-70, 0-19 x 0-57 = 15-18, 0-19 x 0-58 = 15-37, 0-19 x 0-59 = 15-56, 0-19 x 0-60 = 16-4, 0-19 x 0-61 = 16-23, 0-19 x 0-62 = 16-42, 0-19 x 0-63 = 16-61, 0-19 x 0-64 = 17-9, 0-19 x 0-65 = 17-28, 0-19 x 0-66 = 17-47, 0-19 x 0-67 = 17-66, 0-19 x 0-68 = 18-14, 0-19 x 0-69 = 18-33, 0-19 x 0-70 = 18-52, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-9, 0-20 x 0-5 = 1-29, 0-20 x 0-6 = 1-49, 0-20 x 0-7 = 1-69, 0-20 x 0-8 = 2-18, 0-20 x 0-9 = 2-38, 0-20 x 0-10 = 2-58, 0-20 x 0-11 = 3-7, 0-20 x 0-12 = 3-27, 0-20 x 0-13 = 3-47, 0-20 x 0-14 = 3-67, 0-20 x 0-15 = 4-16, 0-20 x 0-16 = 4-36, 0-20 x 0-17 = 4-56, 0-20 x 0-18 = 5-5, 0-20 x 0-19 = 5-25, 0-20 x 0-20 = 5-45, 0-20 x 0-21 = 5-65, 0-20 x 0-22 = 6-14, 0-20 x 0-23 = 6-34, 0-20 x 0-24 = 6-54, 0-20 x 0-25 = 7-3, 0-20 x 0-26 = 7-23, 0-20 x 0-27 = 7-43, 0-20 x 0-28 = 7-63, 0-20 x 0-29 = 8-12, 0-20 x 0-30 = 8-32, 0-20 x 0-31 = 8-52, 0-20 x 0-32 = 9-1, 0-20 x 0-33 = 9-21, 0-20 x 0-34 = 9-41, 0-20 x 0-35 = 9-61, 0-20 x 0-36 = 10-10, 0-20 x 0-37 = 10-30, 0-20 x 0-38 = 10-50, 0-20 x 0-39 = 10-70, 0-20 x 0-40 = 11-19, 0-20 x 0-41 = 11-39, 0-20 x 0-42 = 11-59, 0-20 x 0-43 = 12-8, 0-20 x 0-44 = 12-28, 0-20 x 0-45 = 12-48, 0-20 x 0-46 = 12-68, 0-20 x 0-47 = 13-17, 0-20 x 0-48 = 13-37, 0-20 x 0-49 = 13-57, 0-20 x 0-50 = 14-6, 0-20 x 0-51 = 14-26, 0-20 x 0-52 = 14-46, 0-20 x 0-53 = 14-66, 0-20 x 0-54 = 15-15, 0-20 x 0-55 = 15-35, 0-20 x 0-56 = 15-55, 0-20 x 0-57 = 16-4, 0-20 x 0-58 = 16-24, 0-20 x 0-59 = 16-44, 0-20 x 0-60 = 16-64, 0-20 x 0-61 = 17-13, 0-20 x 0-62 = 17-33, 0-20 x 0-63 = 17-53, 0-20 x 0-64 = 18-2, 0-20 x 0-65 = 18-22, 0-20 x 0-66 = 18-42, 0-20 x 0-67 = 18-62, 0-20 x 0-68 = 19-11, 0-20 x 0-69 = 19-31, 0-20 x 0-70 = 19-51, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-13, 0-21 x 0-5 = 1-34, 0-21 x 0-6 = 1-55, 0-21 x 0-7 = 2-5, 0-21 x 0-8 = 2-26, 0-21 x 0-9 = 2-47, 0-21 x 0-10 = 2-68, 0-21 x 0-11 = 3-18, 0-21 x 0-12 = 3-39, 0-21 x 0-13 = 3-60, 0-21 x 0-14 = 4-10, 0-21 x 0-15 = 4-31, 0-21 x 0-16 = 4-52, 0-21 x 0-17 = 5-2, 0-21 x 0-18 = 5-23, 0-21 x 0-19 = 5-44, 0-21 x 0-20 = 5-65, 0-21 x 0-21 = 6-15, 0-21 x 0-22 = 6-36, 0-21 x 0-23 = 6-57, 0-21 x 0-24 = 7-7, 0-21 x 0-25 = 7-28, 0-21 x 0-26 = 7-49, 0-21 x 0-27 = 7-70, 0-21 x 0-28 = 8-20, 0-21 x 0-29 = 8-41, 0-21 x 0-30 = 8-62, 0-21 x 0-31 = 9-12, 0-21 x 0-32 = 9-33, 0-21 x 0-33 = 9-54, 0-21 x 0-34 = 10-4, 0-21 x 0-35 = 10-25, 0-21 x 0-36 = 10-46, 0-21 x 0-37 = 10-67, 0-21 x 0-38 = 11-17, 0-21 x 0-39 = 11-38, 0-21 x 0-40 = 11-59, 0-21 x 0-41 = 12-9, 0-21 x 0-42 = 12-30, 0-21 x 0-43 = 12-51, 0-21 x 0-44 = 13-1, 0-21 x 0-45 = 13-22, 0-21 x 0-46 = 13-43, 0-21 x 0-47 = 13-64, 0-21 x 0-48 = 14-14, 0-21 x 0-49 = 14-35, 0-21 x 0-50 = 14-56, 0-21 x 0-51 = 15-6, 0-21 x 0-52 = 15-27, 0-21 x 0-53 = 15-48, 0-21 x 0-54 = 15-69, 0-21 x 0-55 = 16-19, 0-21 x 0-56 = 16-40, 0-21 x 0-57 = 16-61, 0-21 x 0-58 = 17-11, 0-21 x 0-59 = 17-32, 0-21 x 0-60 = 17-53, 0-21 x 0-61 = 18-3, 0-21 x 0-62 = 18-24, 0-21 x 0-63 = 18-45, 0-21 x 0-64 = 18-66, 0-21 x 0-65 = 19-16, 0-21 x 0-66 = 19-37, 0-21 x 0-67 = 19-58, 0-21 x 0-68 = 20-8, 0-21 x 0-69 = 20-29, 0-21 x 0-70 = 20-50, 
