11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 1-1, 11 x 8 = 1-12, 11 x 9 = 1-23, 11 x 10 = 1-34, 11 x 11 = 1-45, 11 x 12 = 1-56, 11 x 13 = 1-67, 11 x 14 = 2-2, 11 x 15 = 2-13, 11 x 16 = 2-24, 11 x 17 = 2-35, 11 x 18 = 2-46, 11 x 19 = 2-57, 11 x 20 = 2-68, 11 x 21 = 3-3, 11 x 22 = 3-14, 11 x 23 = 3-25, 11 x 24 = 3-36, 11 x 25 = 3-47, 11 x 26 = 3-58, 11 x 27 = 3-69, 11 x 28 = 4-4, 11 x 29 = 4-15, 11 x 30 = 4-26, 11 x 31 = 4-37, 11 x 32 = 4-48, 11 x 33 = 4-59, 11 x 34 = 4-70, 11 x 35 = 5-5, 11 x 36 = 5-16, 11 x 37 = 5-27, 11 x 38 = 5-38, 11 x 39 = 5-49, 11 x 40 = 5-60, 11 x 41 = 5-71, 11 x 42 = 6-6, 11 x 43 = 6-17, 11 x 44 = 6-28, 11 x 45 = 6-39, 11 x 46 = 6-50, 11 x 47 = 6-61, 11 x 48 = 6-72, 11 x 49 = 7-7, 11 x 50 = 7-18, 11 x 51 = 7-29, 11 x 52 = 7-40, 11 x 53 = 7-51, 11 x 54 = 7-62, 11 x 55 = 7-73, 11 x 56 = 8-8, 11 x 57 = 8-19, 11 x 58 = 8-30, 11 x 59 = 8-41, 11 x 60 = 8-52, 11 x 61 = 8-63, 11 x 62 = 8-74, 11 x 63 = 9-9, 11 x 64 = 9-20, 11 x 65 = 9-31, 11 x 66 = 9-42, 11 x 67 = 9-53, 11 x 68 = 9-64, 11 x 69 = 9-75, 11 x 70 = 10-10, 11 x 71 = 10-21, 11 x 72 = 10-32, 11 x 73 = 10-43, 11 x 74 = 10-54, 11 x 75 = 10-65, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 1-8, 12 x 8 = 1-20, 12 x 9 = 1-32, 12 x 10 = 1-44, 12 x 11 = 1-56, 12 x 12 = 1-68, 12 x 13 = 2-4, 12 x 14 = 2-16, 12 x 15 = 2-28, 12 x 16 = 2-40, 12 x 17 = 2-52, 12 x 18 = 2-64, 12 x 19 = 3-0, 12 x 20 = 3-12, 12 x 21 = 3-24, 12 x 22 = 3-36, 12 x 23 = 3-48, 12 x 24 = 3-60, 12 x 25 = 3-72, 12 x 26 = 4-8, 12 x 27 = 4-20, 12 x 28 = 4-32, 12 x 29 = 4-44, 12 x 30 = 4-56, 12 x 31 = 4-68, 12 x 32 = 5-4, 12 x 33 = 5-16, 12 x 34 = 5-28, 12 x 35 = 5-40, 12 x 36 = 5-52, 12 x 37 = 5-64, 12 x 38 = 6-0, 12 x 39 = 6-12, 12 x 40 = 6-24, 12 x 41 = 6-36, 12 x 42 = 6-48, 12 x 43 = 6-60, 12 x 44 = 6-72, 12 x 45 = 7-8, 12 x 46 = 7-20, 12 x 47 = 7-32, 12 x 48 = 7-44, 12 x 49 = 7-56, 12 x 50 = 7-68, 12 x 51 = 8-4, 12 x 52 = 8-16, 12 x 53 = 8-28, 12 x 54 = 8-40, 12 x 55 = 8-52, 12 x 56 = 8-64, 12 x 57 = 9-0, 12 x 58 = 9-12, 12 x 59 = 9-24, 12 x 60 = 9-36, 12 x 61 = 9-48, 12 x 62 = 9-60, 12 x 63 = 9-72, 12 x 64 = 10-8, 12 x 65 = 10-20, 12 x 66 = 10-32, 12 x 67 = 10-44, 12 x 68 = 10-56, 12 x 69 = 10-68, 12 x 70 = 11-4, 12 x 71 = 11-16, 12 x 72 = 11-28, 12 x 73 = 11-40, 12 x 74 = 11-52, 12 x 75 = 11-64, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 1-2, 13 x 7 = 1-15, 13 x 8 = 1-28, 13 x 9 = 1-41, 13 x 10 = 1-54, 13 x 11 = 1-67, 13 x 12 = 2-4, 13 x 13 = 2-17, 13 x 14 = 2-30, 13 x 15 = 2-43, 13 x 16 = 2-56, 13 x 17 = 2-69, 13 x 18 = 3-6, 13 x 19 = 3-19, 13 x 20 = 3-32, 13 x 21 = 3-45, 13 x 22 = 3-58, 13 x 23 = 3-71, 13 x 24 = 4-8, 13 x 25 = 4-21, 13 x 26 = 4-34, 13 x 27 = 4-47, 13 x 28 = 4-60, 13 x 29 = 4-73, 13 x 30 = 5-10, 13 x 31 = 5-23, 13 x 32 = 5-36, 13 x 33 = 5-49, 13 x 34 = 5-62, 13 x 35 = 5-75, 13 x 36 = 6-12, 13 x 37 = 6-25, 13 x 38 = 6-38, 13 x 39 = 6-51, 13 x 40 = 6-64, 13 x 41 = 7-1, 13 x 42 = 7-14, 13 x 43 = 7-27, 13 x 44 = 7-40, 13 x 45 = 7-53, 13 x 46 = 7-66, 13 x 47 = 8-3, 13 x 48 = 8-16, 13 x 49 = 8-29, 13 x 50 = 8-42, 13 x 51 = 8-55, 13 x 52 = 8-68, 13 x 53 = 9-5, 13 x 54 = 9-18, 13 x 55 = 9-31, 13 x 56 = 9-44, 13 x 57 = 9-57, 13 x 58 = 9-70, 13 x 59 = 10-7, 13 x 60 = 10-20, 13 x 61 = 10-33, 13 x 62 = 10-46, 13 x 63 = 10-59, 13 x 64 = 10-72, 13 x 65 = 11-9, 13 x 66 = 11-22, 13 x 67 = 11-35, 13 x 68 = 11-48, 13 x 69 = 11-61, 13 x 70 = 11-74, 13 x 71 = 12-11, 13 x 72 = 12-24, 13 x 73 = 12-37, 13 x 74 = 12-50, 13 x 75 = 12-63, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 1-8, 14 x 7 = 1-22, 14 x 8 = 1-36, 14 x 9 = 1-50, 14 x 10 = 1-64, 14 x 11 = 2-2, 14 x 12 = 2-16, 14 x 13 = 2-30, 14 x 14 = 2-44, 14 x 15 = 2-58, 14 x 16 = 2-72, 14 x 17 = 3-10, 14 x 18 = 3-24, 14 x 19 = 3-38, 14 x 20 = 3-52, 14 x 21 = 3-66, 14 x 22 = 4-4, 14 x 23 = 4-18, 14 x 24 = 4-32, 14 x 25 = 4-46, 14 x 26 = 4-60, 14 x 27 = 4-74, 14 x 28 = 5-12, 14 x 29 = 5-26, 14 x 30 = 5-40, 14 x 31 = 5-54, 14 x 32 = 5-68, 14 x 33 = 6-6, 14 x 34 = 6-20, 14 x 35 = 6-34, 14 x 36 = 6-48, 14 x 37 = 6-62, 14 x 38 = 7-0, 14 x 39 = 7-14, 14 x 40 = 7-28, 14 x 41 = 7-42, 14 x 42 = 7-56, 14 x 43 = 7-70, 14 x 44 = 8-8, 14 x 45 = 8-22, 14 x 46 = 8-36, 14 x 47 = 8-50, 14 x 48 = 8-64, 14 x 49 = 9-2, 14 x 50 = 9-16, 14 x 51 = 9-30, 14 x 52 = 9-44, 14 x 53 = 9-58, 14 x 54 = 9-72, 14 x 55 = 10-10, 14 x 56 = 10-24, 14 x 57 = 10-38, 14 x 58 = 10-52, 14 x 59 = 10-66, 14 x 60 = 11-4, 14 x 61 = 11-18, 14 x 62 = 11-32, 14 x 63 = 11-46, 14 x 64 = 11-60, 14 x 65 = 11-74, 14 x 66 = 12-12, 14 x 67 = 12-26, 14 x 68 = 12-40, 14 x 69 = 12-54, 14 x 70 = 12-68, 14 x 71 = 13-6, 14 x 72 = 13-20, 14 x 73 = 13-34, 14 x 74 = 13-48, 14 x 75 = 13-62, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-14, 15 x 7 = 1-29, 15 x 8 = 1-44, 15 x 9 = 1-59, 15 x 10 = 1-74, 15 x 11 = 2-13, 15 x 12 = 2-28, 15 x 13 = 2-43, 15 x 14 = 2-58, 15 x 15 = 2-73, 15 x 16 = 3-12, 15 x 17 = 3-27, 15 x 18 = 3-42, 15 x 19 = 3-57, 15 x 20 = 3-72, 15 x 21 = 4-11, 15 x 22 = 4-26, 15 x 23 = 4-41, 15 x 24 = 4-56, 15 x 25 = 4-71, 15 x 26 = 5-10, 15 x 27 = 5-25, 15 x 28 = 5-40, 15 x 29 = 5-55, 15 x 30 = 5-70, 15 x 31 = 6-9, 15 x 32 = 6-24, 15 x 33 = 6-39, 15 x 34 = 6-54, 15 x 35 = 6-69, 15 x 36 = 7-8, 15 x 37 = 7-23, 15 x 38 = 7-38, 15 x 39 = 7-53, 15 x 40 = 7-68, 15 x 41 = 8-7, 15 x 42 = 8-22, 15 x 43 = 8-37, 15 x 44 = 8-52, 15 x 45 = 8-67, 15 x 46 = 9-6, 15 x 47 = 9-21, 15 x 48 = 9-36, 15 x 49 = 9-51, 15 x 50 = 9-66, 15 x 51 = 10-5, 15 x 52 = 10-20, 15 x 53 = 10-35, 15 x 54 = 10-50, 15 x 55 = 10-65, 15 x 56 = 11-4, 15 x 57 = 11-19, 15 x 58 = 11-34, 15 x 59 = 11-49, 15 x 60 = 11-64, 15 x 61 = 12-3, 15 x 62 = 12-18, 15 x 63 = 12-33, 15 x 64 = 12-48, 15 x 65 = 12-63, 15 x 66 = 13-2, 15 x 67 = 13-17, 15 x 68 = 13-32, 15 x 69 = 13-47, 15 x 70 = 13-62, 15 x 71 = 14-1, 15 x 72 = 14-16, 15 x 73 = 14-31, 15 x 74 = 14-46, 15 x 75 = 14-61, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 1-4, 16 x 6 = 1-20, 16 x 7 = 1-36, 16 x 8 = 1-52, 16 x 9 = 1-68, 16 x 10 = 2-8, 16 x 11 = 2-24, 16 x 12 = 2-40, 16 x 13 = 2-56, 16 x 14 = 2-72, 16 x 15 = 3-12, 16 x 16 = 3-28, 16 x 17 = 3-44, 16 x 18 = 3-60, 16 x 19 = 4-0, 16 x 20 = 4-16, 16 x 21 = 4-32, 16 x 22 = 4-48, 16 x 23 = 4-64, 16 x 24 = 5-4, 16 x 25 = 5-20, 16 x 26 = 5-36, 16 x 27 = 5-52, 16 x 28 = 5-68, 16 x 29 = 6-8, 16 x 30 = 6-24, 16 x 31 = 6-40, 16 x 32 = 6-56, 16 x 33 = 6-72, 16 x 34 = 7-12, 16 x 35 = 7-28, 16 x 36 = 7-44, 16 x 37 = 7-60, 16 x 38 = 8-0, 16 x 39 = 8-16, 16 x 40 = 8-32, 16 x 41 = 8-48, 16 x 42 = 8-64, 16 x 43 = 9-4, 16 x 44 = 9-20, 16 x 45 = 9-36, 16 x 46 = 9-52, 16 x 47 = 9-68, 16 x 48 = 10-8, 16 x 49 = 10-24, 16 x 50 = 10-40, 16 x 51 = 10-56, 16 x 52 = 10-72, 16 x 53 = 11-12, 16 x 54 = 11-28, 16 x 55 = 11-44, 16 x 56 = 11-60, 16 x 57 = 12-0, 16 x 58 = 12-16, 16 x 59 = 12-32, 16 x 60 = 12-48, 16 x 61 = 12-64, 16 x 62 = 13-4, 16 x 63 = 13-20, 16 x 64 = 13-36, 16 x 65 = 13-52, 16 x 66 = 13-68, 16 x 67 = 14-8, 16 x 68 = 14-24, 16 x 69 = 14-40, 16 x 70 = 14-56, 16 x 71 = 14-72, 16 x 72 = 15-12, 16 x 73 = 15-28, 16 x 74 = 15-44, 16 x 75 = 15-60, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-9, 17 x 6 = 1-26, 17 x 7 = 1-43, 17 x 8 = 1-60, 17 x 9 = 2-1, 17 x 10 = 2-18, 17 x 11 = 2-35, 17 x 12 = 2-52, 17 x 13 = 2-69, 17 x 14 = 3-10, 17 x 15 = 3-27, 17 x 16 = 3-44, 17 x 17 = 3-61, 17 x 18 = 4-2, 17 x 19 = 4-19, 17 x 20 = 4-36, 17 x 21 = 4-53, 17 x 22 = 4-70, 17 x 23 = 5-11, 17 x 24 = 5-28, 17 x 25 = 5-45, 17 x 26 = 5-62, 17 x 27 = 6-3, 17 x 28 = 6-20, 17 x 29 = 6-37, 17 x 30 = 6-54, 17 x 31 = 6-71, 17 x 32 = 7-12, 17 x 33 = 7-29, 17 x 34 = 7-46, 17 x 35 = 7-63, 17 x 36 = 8-4, 17 x 37 = 8-21, 17 x 38 = 8-38, 17 x 39 = 8-55, 17 x 40 = 8-72, 17 x 41 = 9-13, 17 x 42 = 9-30, 17 x 43 = 9-47, 17 x 44 = 9-64, 17 x 45 = 10-5, 17 x 46 = 10-22, 17 x 47 = 10-39, 17 x 48 = 10-56, 17 x 49 = 10-73, 17 x 50 = 11-14, 17 x 51 = 11-31, 17 x 52 = 11-48, 17 x 53 = 11-65, 17 x 54 = 12-6, 17 x 55 = 12-23, 17 x 56 = 12-40, 17 x 57 = 12-57, 17 x 58 = 12-74, 17 x 59 = 13-15, 17 x 60 = 13-32, 17 x 61 = 13-49, 17 x 62 = 13-66, 17 x 63 = 14-7, 17 x 64 = 14-24, 17 x 65 = 14-41, 17 x 66 = 14-58, 17 x 67 = 14-75, 17 x 68 = 15-16, 17 x 69 = 15-33, 17 x 70 = 15-50, 17 x 71 = 15-67, 17 x 72 = 16-8, 17 x 73 = 16-25, 17 x 74 = 16-42, 17 x 75 = 16-59, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-14, 18 x 6 = 1-32, 18 x 7 = 1-50, 18 x 8 = 1-68, 18 x 9 = 2-10, 18 x 10 = 2-28, 18 x 11 = 2-46, 18 x 12 = 2-64, 18 x 13 = 3-6, 18 x 14 = 3-24, 18 x 15 = 3-42, 18 x 16 = 3-60, 18 x 17 = 4-2, 18 x 18 = 4-20, 18 x 19 = 4-38, 18 x 20 = 4-56, 18 x 21 = 4-74, 18 x 22 = 5-16, 18 x 23 = 5-34, 18 x 24 = 5-52, 18 x 25 = 5-70, 18 x 26 = 6-12, 18 x 27 = 6-30, 18 x 28 = 6-48, 18 x 29 = 6-66, 18 x 30 = 7-8, 18 x 31 = 7-26, 18 x 32 = 7-44, 18 x 33 = 7-62, 18 x 34 = 8-4, 18 x 35 = 8-22, 18 x 36 = 8-40, 18 x 37 = 8-58, 18 x 38 = 9-0, 18 x 39 = 9-18, 18 x 40 = 9-36, 18 x 41 = 9-54, 18 x 42 = 9-72, 18 x 43 = 10-14, 18 x 44 = 10-32, 18 x 45 = 10-50, 18 x 46 = 10-68, 18 x 47 = 11-10, 18 x 48 = 11-28, 18 x 49 = 11-46, 18 x 50 = 11-64, 18 x 51 = 12-6, 18 x 52 = 12-24, 18 x 53 = 12-42, 18 x 54 = 12-60, 18 x 55 = 13-2, 18 x 56 = 13-20, 18 x 57 = 13-38, 18 x 58 = 13-56, 18 x 59 = 13-74, 18 x 60 = 14-16, 18 x 61 = 14-34, 18 x 62 = 14-52, 18 x 63 = 14-70, 18 x 64 = 15-12, 18 x 65 = 15-30, 18 x 66 = 15-48, 18 x 67 = 15-66, 18 x 68 = 16-8, 18 x 69 = 16-26, 18 x 70 = 16-44, 18 x 71 = 16-62, 18 x 72 = 17-4, 18 x 73 = 17-22, 18 x 74 = 17-40, 18 x 75 = 17-58, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 1-0, 19 x 5 = 1-19, 19 x 6 = 1-38, 19 x 7 = 1-57, 19 x 8 = 2-0, 19 x 9 = 2-19, 19 x 10 = 2-38, 19 x 11 = 2-57, 19 x 12 = 3-0, 19 x 13 = 3-19, 19 x 14 = 3-38, 19 x 15 = 3-57, 19 x 16 = 4-0, 19 x 17 = 4-19, 19 x 18 = 4-38, 19 x 19 = 4-57, 19 x 20 = 5-0, 19 x 21 = 5-19, 19 x 22 = 5-38, 19 x 23 = 5-57, 19 x 24 = 6-0, 19 x 25 = 6-19, 19 x 26 = 6-38, 19 x 27 = 6-57, 19 x 28 = 7-0, 19 x 29 = 7-19, 19 x 30 = 7-38, 19 x 31 = 7-57, 19 x 32 = 8-0, 19 x 33 = 8-19, 19 x 34 = 8-38, 19 x 35 = 8-57, 19 x 36 = 9-0, 19 x 37 = 9-19, 19 x 38 = 9-38, 19 x 39 = 9-57, 19 x 40 = 10-0, 19 x 41 = 10-19, 19 x 42 = 10-38, 19 x 43 = 10-57, 19 x 44 = 11-0, 19 x 45 = 11-19, 19 x 46 = 11-38, 19 x 47 = 11-57, 19 x 48 = 12-0, 19 x 49 = 12-19, 19 x 50 = 12-38, 19 x 51 = 12-57, 19 x 52 = 13-0, 19 x 53 = 13-19, 19 x 54 = 13-38, 19 x 55 = 13-57, 19 x 56 = 14-0, 19 x 57 = 14-19, 19 x 58 = 14-38, 19 x 59 = 14-57, 19 x 60 = 15-0, 19 x 61 = 15-19, 19 x 62 = 15-38, 19 x 63 = 15-57, 19 x 64 = 16-0, 19 x 65 = 16-19, 19 x 66 = 16-38, 19 x 67 = 16-57, 19 x 68 = 17-0, 19 x 69 = 17-19, 19 x 70 = 17-38, 19 x 71 = 17-57, 19 x 72 = 18-0, 19 x 73 = 18-19, 19 x 74 = 18-38, 19 x 75 = 18-57, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 1-4, 20 x 5 = 1-24, 20 x 6 = 1-44, 20 x 7 = 1-64, 20 x 8 = 2-8, 20 x 9 = 2-28, 20 x 10 = 2-48, 20 x 11 = 2-68, 20 x 12 = 3-12, 20 x 13 = 3-32, 20 x 14 = 3-52, 20 x 15 = 3-72, 20 x 16 = 4-16, 20 x 17 = 4-36, 20 x 18 = 4-56, 20 x 19 = 5-0, 20 x 20 = 5-20, 20 x 21 = 5-40, 20 x 22 = 5-60, 20 x 23 = 6-4, 20 x 24 = 6-24, 20 x 25 = 6-44, 20 x 26 = 6-64, 20 x 27 = 7-8, 20 x 28 = 7-28, 20 x 29 = 7-48, 20 x 30 = 7-68, 20 x 31 = 8-12, 20 x 32 = 8-32, 20 x 33 = 8-52, 20 x 34 = 8-72, 20 x 35 = 9-16, 20 x 36 = 9-36, 20 x 37 = 9-56, 20 x 38 = 10-0, 20 x 39 = 10-20, 20 x 40 = 10-40, 20 x 41 = 10-60, 20 x 42 = 11-4, 20 x 43 = 11-24, 20 x 44 = 11-44, 20 x 45 = 11-64, 20 x 46 = 12-8, 20 x 47 = 12-28, 20 x 48 = 12-48, 20 x 49 = 12-68, 20 x 50 = 13-12, 20 x 51 = 13-32, 20 x 52 = 13-52, 20 x 53 = 13-72, 20 x 54 = 14-16, 20 x 55 = 14-36, 20 x 56 = 14-56, 20 x 57 = 15-0, 20 x 58 = 15-20, 20 x 59 = 15-40, 20 x 60 = 15-60, 20 x 61 = 16-4, 20 x 62 = 16-24, 20 x 63 = 16-44, 20 x 64 = 16-64, 20 x 65 = 17-8, 20 x 66 = 17-28, 20 x 67 = 17-48, 20 x 68 = 17-68, 20 x 69 = 18-12, 20 x 70 = 18-32, 20 x 71 = 18-52, 20 x 72 = 18-72, 20 x 73 = 19-16, 20 x 74 = 19-36, 20 x 75 = 19-56, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-8, 21 x 5 = 1-29, 21 x 6 = 1-50, 21 x 7 = 1-71, 21 x 8 = 2-16, 21 x 9 = 2-37, 21 x 10 = 2-58, 21 x 11 = 3-3, 21 x 12 = 3-24, 21 x 13 = 3-45, 21 x 14 = 3-66, 21 x 15 = 4-11, 21 x 16 = 4-32, 21 x 17 = 4-53, 21 x 18 = 4-74, 21 x 19 = 5-19, 21 x 20 = 5-40, 21 x 21 = 5-61, 21 x 22 = 6-6, 21 x 23 = 6-27, 21 x 24 = 6-48, 21 x 25 = 6-69, 21 x 26 = 7-14, 21 x 27 = 7-35, 21 x 28 = 7-56, 21 x 29 = 8-1, 21 x 30 = 8-22, 21 x 31 = 8-43, 21 x 32 = 8-64, 21 x 33 = 9-9, 21 x 34 = 9-30, 21 x 35 = 9-51, 21 x 36 = 9-72, 21 x 37 = 10-17, 21 x 38 = 10-38, 21 x 39 = 10-59, 21 x 40 = 11-4, 21 x 41 = 11-25, 21 x 42 = 11-46, 21 x 43 = 11-67, 21 x 44 = 12-12, 21 x 45 = 12-33, 21 x 46 = 12-54, 21 x 47 = 12-75, 21 x 48 = 13-20, 21 x 49 = 13-41, 21 x 50 = 13-62, 21 x 51 = 14-7, 21 x 52 = 14-28, 21 x 53 = 14-49, 21 x 54 = 14-70, 21 x 55 = 15-15, 21 x 56 = 15-36, 21 x 57 = 15-57, 21 x 58 = 16-2, 21 x 59 = 16-23, 21 x 60 = 16-44, 21 x 61 = 16-65, 21 x 62 = 17-10, 21 x 63 = 17-31, 21 x 64 = 17-52, 21 x 65 = 17-73, 21 x 66 = 18-18, 21 x 67 = 18-39, 21 x 68 = 18-60, 21 x 69 = 19-5, 21 x 70 = 19-26, 21 x 71 = 19-47, 21 x 72 = 19-68, 21 x 73 = 20-13, 21 x 74 = 20-34, 21 x 75 = 20-55, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-12, 22 x 5 = 1-34, 22 x 6 = 1-56, 22 x 7 = 2-2, 22 x 8 = 2-24, 22 x 9 = 2-46, 22 x 10 = 2-68, 22 x 11 = 3-14, 22 x 12 = 3-36, 22 x 13 = 3-58, 22 x 14 = 4-4, 22 x 15 = 4-26, 22 x 16 = 4-48, 22 x 17 = 4-70, 22 x 18 = 5-16, 22 x 19 = 5-38, 22 x 20 = 5-60, 22 x 21 = 6-6, 22 x 22 = 6-28, 22 x 23 = 6-50, 22 x 24 = 6-72, 22 x 25 = 7-18, 22 x 26 = 7-40, 22 x 27 = 7-62, 22 x 28 = 8-8, 22 x 29 = 8-30, 22 x 30 = 8-52, 22 x 31 = 8-74, 22 x 32 = 9-20, 22 x 33 = 9-42, 22 x 34 = 9-64, 22 x 35 = 10-10, 22 x 36 = 10-32, 22 x 37 = 10-54, 22 x 38 = 11-0, 22 x 39 = 11-22, 22 x 40 = 11-44, 22 x 41 = 11-66, 22 x 42 = 12-12, 22 x 43 = 12-34, 22 x 44 = 12-56, 22 x 45 = 13-2, 22 x 46 = 13-24, 22 x 47 = 13-46, 22 x 48 = 13-68, 22 x 49 = 14-14, 22 x 50 = 14-36, 22 x 51 = 14-58, 22 x 52 = 15-4, 22 x 53 = 15-26, 22 x 54 = 15-48, 22 x 55 = 15-70, 22 x 56 = 16-16, 22 x 57 = 16-38, 22 x 58 = 16-60, 22 x 59 = 17-6, 22 x 60 = 17-28, 22 x 61 = 17-50, 22 x 62 = 17-72, 22 x 63 = 18-18, 22 x 64 = 18-40, 22 x 65 = 18-62, 22 x 66 = 19-8, 22 x 67 = 19-30, 22 x 68 = 19-52, 22 x 69 = 19-74, 22 x 70 = 20-20, 22 x 71 = 20-42, 22 x 72 = 20-64, 22 x 73 = 21-10, 22 x 74 = 21-32, 22 x 75 = 21-54, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-16, 23 x 5 = 1-39, 23 x 6 = 1-62, 23 x 7 = 2-9, 23 x 8 = 2-32, 23 x 9 = 2-55, 23 x 10 = 3-2, 23 x 11 = 3-25, 23 x 12 = 3-48, 23 x 13 = 3-71, 23 x 14 = 4-18, 23 x 15 = 4-41, 23 x 16 = 4-64, 23 x 17 = 5-11, 23 x 18 = 5-34, 23 x 19 = 5-57, 23 x 20 = 6-4, 23 x 21 = 6-27, 23 x 22 = 6-50, 23 x 23 = 6-73, 23 x 24 = 7-20, 23 x 25 = 7-43, 23 x 26 = 7-66, 23 x 27 = 8-13, 23 x 28 = 8-36, 23 x 29 = 8-59, 23 x 30 = 9-6, 23 x 31 = 9-29, 23 x 32 = 9-52, 23 x 33 = 9-75, 23 x 34 = 10-22, 23 x 35 = 10-45, 23 x 36 = 10-68, 23 x 37 = 11-15, 23 x 38 = 11-38, 23 x 39 = 11-61, 23 x 40 = 12-8, 23 x 41 = 12-31, 23 x 42 = 12-54, 23 x 43 = 13-1, 23 x 44 = 13-24, 23 x 45 = 13-47, 23 x 46 = 13-70, 23 x 47 = 14-17, 23 x 48 = 14-40, 23 x 49 = 14-63, 23 x 50 = 15-10, 23 x 51 = 15-33, 23 x 52 = 15-56, 23 x 53 = 16-3, 23 x 54 = 16-26, 23 x 55 = 16-49, 23 x 56 = 16-72, 23 x 57 = 17-19, 23 x 58 = 17-42, 23 x 59 = 17-65, 23 x 60 = 18-12, 23 x 61 = 18-35, 23 x 62 = 18-58, 23 x 63 = 19-5, 23 x 64 = 19-28, 23 x 65 = 19-51, 23 x 66 = 19-74, 23 x 67 = 20-21, 23 x 68 = 20-44, 23 x 69 = 20-67, 23 x 70 = 21-14, 23 x 71 = 21-37, 23 x 72 = 21-60, 23 x 73 = 22-7, 23 x 74 = 22-30, 23 x 75 = 22-53, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-20, 24 x 5 = 1-44, 24 x 6 = 1-68, 24 x 7 = 2-16, 24 x 8 = 2-40, 24 x 9 = 2-64, 24 x 10 = 3-12, 24 x 11 = 3-36, 24 x 12 = 3-60, 24 x 13 = 4-8, 24 x 14 = 4-32, 24 x 15 = 4-56, 24 x 16 = 5-4, 24 x 17 = 5-28, 24 x 18 = 5-52, 24 x 19 = 6-0, 24 x 20 = 6-24, 24 x 21 = 6-48, 24 x 22 = 6-72, 24 x 23 = 7-20, 24 x 24 = 7-44, 24 x 25 = 7-68, 24 x 26 = 8-16, 24 x 27 = 8-40, 24 x 28 = 8-64, 24 x 29 = 9-12, 24 x 30 = 9-36, 24 x 31 = 9-60, 24 x 32 = 10-8, 24 x 33 = 10-32, 24 x 34 = 10-56, 24 x 35 = 11-4, 24 x 36 = 11-28, 24 x 37 = 11-52, 24 x 38 = 12-0, 24 x 39 = 12-24, 24 x 40 = 12-48, 24 x 41 = 12-72, 24 x 42 = 13-20, 24 x 43 = 13-44, 24 x 44 = 13-68, 24 x 45 = 14-16, 24 x 46 = 14-40, 24 x 47 = 14-64, 24 x 48 = 15-12, 24 x 49 = 15-36, 24 x 50 = 15-60, 24 x 51 = 16-8, 24 x 52 = 16-32, 24 x 53 = 16-56, 24 x 54 = 17-4, 24 x 55 = 17-28, 24 x 56 = 17-52, 24 x 57 = 18-0, 24 x 58 = 18-24, 24 x 59 = 18-48, 24 x 60 = 18-72, 24 x 61 = 19-20, 24 x 62 = 19-44, 24 x 63 = 19-68, 24 x 64 = 20-16, 24 x 65 = 20-40, 24 x 66 = 20-64, 24 x 67 = 21-12, 24 x 68 = 21-36, 24 x 69 = 21-60, 24 x 70 = 22-8, 24 x 71 = 22-32, 24 x 72 = 22-56, 24 x 73 = 23-4, 24 x 74 = 23-28, 24 x 75 = 23-52, 
