11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 1-0, 11 x 8 = 1-11, 11 x 9 = 1-22, 11 x 10 = 1-33, 11 x 11 = 1-44, 11 x 12 = 1-55, 11 x 13 = 1-66, 11 x 14 = 2-0, 11 x 15 = 2-11, 11 x 16 = 2-22, 11 x 17 = 2-33, 11 x 18 = 2-44, 11 x 19 = 2-55, 11 x 20 = 2-66, 11 x 21 = 3-0, 11 x 22 = 3-11, 11 x 23 = 3-22, 11 x 24 = 3-33, 11 x 25 = 3-44, 11 x 26 = 3-55, 11 x 27 = 3-66, 11 x 28 = 4-0, 11 x 29 = 4-11, 11 x 30 = 4-22, 11 x 31 = 4-33, 11 x 32 = 4-44, 11 x 33 = 4-55, 11 x 34 = 4-66, 11 x 35 = 5-0, 11 x 36 = 5-11, 11 x 37 = 5-22, 11 x 38 = 5-33, 11 x 39 = 5-44, 11 x 40 = 5-55, 11 x 41 = 5-66, 11 x 42 = 6-0, 11 x 43 = 6-11, 11 x 44 = 6-22, 11 x 45 = 6-33, 11 x 46 = 6-44, 11 x 47 = 6-55, 11 x 48 = 6-66, 11 x 49 = 7-0, 11 x 50 = 7-11, 11 x 51 = 7-22, 11 x 52 = 7-33, 11 x 53 = 7-44, 11 x 54 = 7-55, 11 x 55 = 7-66, 11 x 56 = 8-0, 11 x 57 = 8-11, 11 x 58 = 8-22, 11 x 59 = 8-33, 11 x 60 = 8-44, 11 x 61 = 8-55, 11 x 62 = 8-66, 11 x 63 = 9-0, 11 x 64 = 9-11, 11 x 65 = 9-22, 11 x 66 = 9-33, 11 x 67 = 9-44, 11 x 68 = 9-55, 11 x 69 = 9-66, 11 x 70 = 10-0, 11 x 71 = 10-11, 11 x 72 = 10-22, 11 x 73 = 10-33, 11 x 74 = 10-44, 11 x 75 = 10-55, 11 x 76 = 10-66, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 1-7, 12 x 8 = 1-19, 12 x 9 = 1-31, 12 x 10 = 1-43, 12 x 11 = 1-55, 12 x 12 = 1-67, 12 x 13 = 2-2, 12 x 14 = 2-14, 12 x 15 = 2-26, 12 x 16 = 2-38, 12 x 17 = 2-50, 12 x 18 = 2-62, 12 x 19 = 2-74, 12 x 20 = 3-9, 12 x 21 = 3-21, 12 x 22 = 3-33, 12 x 23 = 3-45, 12 x 24 = 3-57, 12 x 25 = 3-69, 12 x 26 = 4-4, 12 x 27 = 4-16, 12 x 28 = 4-28, 12 x 29 = 4-40, 12 x 30 = 4-52, 12 x 31 = 4-64, 12 x 32 = 4-76, 12 x 33 = 5-11, 12 x 34 = 5-23, 12 x 35 = 5-35, 12 x 36 = 5-47, 12 x 37 = 5-59, 12 x 38 = 5-71, 12 x 39 = 6-6, 12 x 40 = 6-18, 12 x 41 = 6-30, 12 x 42 = 6-42, 12 x 43 = 6-54, 12 x 44 = 6-66, 12 x 45 = 7-1, 12 x 46 = 7-13, 12 x 47 = 7-25, 12 x 48 = 7-37, 12 x 49 = 7-49, 12 x 50 = 7-61, 12 x 51 = 7-73, 12 x 52 = 8-8, 12 x 53 = 8-20, 12 x 54 = 8-32, 12 x 55 = 8-44, 12 x 56 = 8-56, 12 x 57 = 8-68, 12 x 58 = 9-3, 12 x 59 = 9-15, 12 x 60 = 9-27, 12 x 61 = 9-39, 12 x 62 = 9-51, 12 x 63 = 9-63, 12 x 64 = 9-75, 12 x 65 = 10-10, 12 x 66 = 10-22, 12 x 67 = 10-34, 12 x 68 = 10-46, 12 x 69 = 10-58, 12 x 70 = 10-70, 12 x 71 = 11-5, 12 x 72 = 11-17, 12 x 73 = 11-29, 12 x 74 = 11-41, 12 x 75 = 11-53, 12 x 76 = 11-65, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 1-1, 13 x 7 = 1-14, 13 x 8 = 1-27, 13 x 9 = 1-40, 13 x 10 = 1-53, 13 x 11 = 1-66, 13 x 12 = 2-2, 13 x 13 = 2-15, 13 x 14 = 2-28, 13 x 15 = 2-41, 13 x 16 = 2-54, 13 x 17 = 2-67, 13 x 18 = 3-3, 13 x 19 = 3-16, 13 x 20 = 3-29, 13 x 21 = 3-42, 13 x 22 = 3-55, 13 x 23 = 3-68, 13 x 24 = 4-4, 13 x 25 = 4-17, 13 x 26 = 4-30, 13 x 27 = 4-43, 13 x 28 = 4-56, 13 x 29 = 4-69, 13 x 30 = 5-5, 13 x 31 = 5-18, 13 x 32 = 5-31, 13 x 33 = 5-44, 13 x 34 = 5-57, 13 x 35 = 5-70, 13 x 36 = 6-6, 13 x 37 = 6-19, 13 x 38 = 6-32, 13 x 39 = 6-45, 13 x 40 = 6-58, 13 x 41 = 6-71, 13 x 42 = 7-7, 13 x 43 = 7-20, 13 x 44 = 7-33, 13 x 45 = 7-46, 13 x 46 = 7-59, 13 x 47 = 7-72, 13 x 48 = 8-8, 13 x 49 = 8-21, 13 x 50 = 8-34, 13 x 51 = 8-47, 13 x 52 = 8-60, 13 x 53 = 8-73, 13 x 54 = 9-9, 13 x 55 = 9-22, 13 x 56 = 9-35, 13 x 57 = 9-48, 13 x 58 = 9-61, 13 x 59 = 9-74, 13 x 60 = 10-10, 13 x 61 = 10-23, 13 x 62 = 10-36, 13 x 63 = 10-49, 13 x 64 = 10-62, 13 x 65 = 10-75, 13 x 66 = 11-11, 13 x 67 = 11-24, 13 x 68 = 11-37, 13 x 69 = 11-50, 13 x 70 = 11-63, 13 x 71 = 11-76, 13 x 72 = 12-12, 13 x 73 = 12-25, 13 x 74 = 12-38, 13 x 75 = 12-51, 13 x 76 = 12-64, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 1-7, 14 x 7 = 1-21, 14 x 8 = 1-35, 14 x 9 = 1-49, 14 x 10 = 1-63, 14 x 11 = 2-0, 14 x 12 = 2-14, 14 x 13 = 2-28, 14 x 14 = 2-42, 14 x 15 = 2-56, 14 x 16 = 2-70, 14 x 17 = 3-7, 14 x 18 = 3-21, 14 x 19 = 3-35, 14 x 20 = 3-49, 14 x 21 = 3-63, 14 x 22 = 4-0, 14 x 23 = 4-14, 14 x 24 = 4-28, 14 x 25 = 4-42, 14 x 26 = 4-56, 14 x 27 = 4-70, 14 x 28 = 5-7, 14 x 29 = 5-21, 14 x 30 = 5-35, 14 x 31 = 5-49, 14 x 32 = 5-63, 14 x 33 = 6-0, 14 x 34 = 6-14, 14 x 35 = 6-28, 14 x 36 = 6-42, 14 x 37 = 6-56, 14 x 38 = 6-70, 14 x 39 = 7-7, 14 x 40 = 7-21, 14 x 41 = 7-35, 14 x 42 = 7-49, 14 x 43 = 7-63, 14 x 44 = 8-0, 14 x 45 = 8-14, 14 x 46 = 8-28, 14 x 47 = 8-42, 14 x 48 = 8-56, 14 x 49 = 8-70, 14 x 50 = 9-7, 14 x 51 = 9-21, 14 x 52 = 9-35, 14 x 53 = 9-49, 14 x 54 = 9-63, 14 x 55 = 10-0, 14 x 56 = 10-14, 14 x 57 = 10-28, 14 x 58 = 10-42, 14 x 59 = 10-56, 14 x 60 = 10-70, 14 x 61 = 11-7, 14 x 62 = 11-21, 14 x 63 = 11-35, 14 x 64 = 11-49, 14 x 65 = 11-63, 14 x 66 = 12-0, 14 x 67 = 12-14, 14 x 68 = 12-28, 14 x 69 = 12-42, 14 x 70 = 12-56, 14 x 71 = 12-70, 14 x 72 = 13-7, 14 x 73 = 13-21, 14 x 74 = 13-35, 14 x 75 = 13-49, 14 x 76 = 13-63, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-13, 15 x 7 = 1-28, 15 x 8 = 1-43, 15 x 9 = 1-58, 15 x 10 = 1-73, 15 x 11 = 2-11, 15 x 12 = 2-26, 15 x 13 = 2-41, 15 x 14 = 2-56, 15 x 15 = 2-71, 15 x 16 = 3-9, 15 x 17 = 3-24, 15 x 18 = 3-39, 15 x 19 = 3-54, 15 x 20 = 3-69, 15 x 21 = 4-7, 15 x 22 = 4-22, 15 x 23 = 4-37, 15 x 24 = 4-52, 15 x 25 = 4-67, 15 x 26 = 5-5, 15 x 27 = 5-20, 15 x 28 = 5-35, 15 x 29 = 5-50, 15 x 30 = 5-65, 15 x 31 = 6-3, 15 x 32 = 6-18, 15 x 33 = 6-33, 15 x 34 = 6-48, 15 x 35 = 6-63, 15 x 36 = 7-1, 15 x 37 = 7-16, 15 x 38 = 7-31, 15 x 39 = 7-46, 15 x 40 = 7-61, 15 x 41 = 7-76, 15 x 42 = 8-14, 15 x 43 = 8-29, 15 x 44 = 8-44, 15 x 45 = 8-59, 15 x 46 = 8-74, 15 x 47 = 9-12, 15 x 48 = 9-27, 15 x 49 = 9-42, 15 x 50 = 9-57, 15 x 51 = 9-72, 15 x 52 = 10-10, 15 x 53 = 10-25, 15 x 54 = 10-40, 15 x 55 = 10-55, 15 x 56 = 10-70, 15 x 57 = 11-8, 15 x 58 = 11-23, 15 x 59 = 11-38, 15 x 60 = 11-53, 15 x 61 = 11-68, 15 x 62 = 12-6, 15 x 63 = 12-21, 15 x 64 = 12-36, 15 x 65 = 12-51, 15 x 66 = 12-66, 15 x 67 = 13-4, 15 x 68 = 13-19, 15 x 69 = 13-34, 15 x 70 = 13-49, 15 x 71 = 13-64, 15 x 72 = 14-2, 15 x 73 = 14-17, 15 x 74 = 14-32, 15 x 75 = 14-47, 15 x 76 = 14-62, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 1-3, 16 x 6 = 1-19, 16 x 7 = 1-35, 16 x 8 = 1-51, 16 x 9 = 1-67, 16 x 10 = 2-6, 16 x 11 = 2-22, 16 x 12 = 2-38, 16 x 13 = 2-54, 16 x 14 = 2-70, 16 x 15 = 3-9, 16 x 16 = 3-25, 16 x 17 = 3-41, 16 x 18 = 3-57, 16 x 19 = 3-73, 16 x 20 = 4-12, 16 x 21 = 4-28, 16 x 22 = 4-44, 16 x 23 = 4-60, 16 x 24 = 4-76, 16 x 25 = 5-15, 16 x 26 = 5-31, 16 x 27 = 5-47, 16 x 28 = 5-63, 16 x 29 = 6-2, 16 x 30 = 6-18, 16 x 31 = 6-34, 16 x 32 = 6-50, 16 x 33 = 6-66, 16 x 34 = 7-5, 16 x 35 = 7-21, 16 x 36 = 7-37, 16 x 37 = 7-53, 16 x 38 = 7-69, 16 x 39 = 8-8, 16 x 40 = 8-24, 16 x 41 = 8-40, 16 x 42 = 8-56, 16 x 43 = 8-72, 16 x 44 = 9-11, 16 x 45 = 9-27, 16 x 46 = 9-43, 16 x 47 = 9-59, 16 x 48 = 9-75, 16 x 49 = 10-14, 16 x 50 = 10-30, 16 x 51 = 10-46, 16 x 52 = 10-62, 16 x 53 = 11-1, 16 x 54 = 11-17, 16 x 55 = 11-33, 16 x 56 = 11-49, 16 x 57 = 11-65, 16 x 58 = 12-4, 16 x 59 = 12-20, 16 x 60 = 12-36, 16 x 61 = 12-52, 16 x 62 = 12-68, 16 x 63 = 13-7, 16 x 64 = 13-23, 16 x 65 = 13-39, 16 x 66 = 13-55, 16 x 67 = 13-71, 16 x 68 = 14-10, 16 x 69 = 14-26, 16 x 70 = 14-42, 16 x 71 = 14-58, 16 x 72 = 14-74, 16 x 73 = 15-13, 16 x 74 = 15-29, 16 x 75 = 15-45, 16 x 76 = 15-61, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-8, 17 x 6 = 1-25, 17 x 7 = 1-42, 17 x 8 = 1-59, 17 x 9 = 1-76, 17 x 10 = 2-16, 17 x 11 = 2-33, 17 x 12 = 2-50, 17 x 13 = 2-67, 17 x 14 = 3-7, 17 x 15 = 3-24, 17 x 16 = 3-41, 17 x 17 = 3-58, 17 x 18 = 3-75, 17 x 19 = 4-15, 17 x 20 = 4-32, 17 x 21 = 4-49, 17 x 22 = 4-66, 17 x 23 = 5-6, 17 x 24 = 5-23, 17 x 25 = 5-40, 17 x 26 = 5-57, 17 x 27 = 5-74, 17 x 28 = 6-14, 17 x 29 = 6-31, 17 x 30 = 6-48, 17 x 31 = 6-65, 17 x 32 = 7-5, 17 x 33 = 7-22, 17 x 34 = 7-39, 17 x 35 = 7-56, 17 x 36 = 7-73, 17 x 37 = 8-13, 17 x 38 = 8-30, 17 x 39 = 8-47, 17 x 40 = 8-64, 17 x 41 = 9-4, 17 x 42 = 9-21, 17 x 43 = 9-38, 17 x 44 = 9-55, 17 x 45 = 9-72, 17 x 46 = 10-12, 17 x 47 = 10-29, 17 x 48 = 10-46, 17 x 49 = 10-63, 17 x 50 = 11-3, 17 x 51 = 11-20, 17 x 52 = 11-37, 17 x 53 = 11-54, 17 x 54 = 11-71, 17 x 55 = 12-11, 17 x 56 = 12-28, 17 x 57 = 12-45, 17 x 58 = 12-62, 17 x 59 = 13-2, 17 x 60 = 13-19, 17 x 61 = 13-36, 17 x 62 = 13-53, 17 x 63 = 13-70, 17 x 64 = 14-10, 17 x 65 = 14-27, 17 x 66 = 14-44, 17 x 67 = 14-61, 17 x 68 = 15-1, 17 x 69 = 15-18, 17 x 70 = 15-35, 17 x 71 = 15-52, 17 x 72 = 15-69, 17 x 73 = 16-9, 17 x 74 = 16-26, 17 x 75 = 16-43, 17 x 76 = 16-60, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-13, 18 x 6 = 1-31, 18 x 7 = 1-49, 18 x 8 = 1-67, 18 x 9 = 2-8, 18 x 10 = 2-26, 18 x 11 = 2-44, 18 x 12 = 2-62, 18 x 13 = 3-3, 18 x 14 = 3-21, 18 x 15 = 3-39, 18 x 16 = 3-57, 18 x 17 = 3-75, 18 x 18 = 4-16, 18 x 19 = 4-34, 18 x 20 = 4-52, 18 x 21 = 4-70, 18 x 22 = 5-11, 18 x 23 = 5-29, 18 x 24 = 5-47, 18 x 25 = 5-65, 18 x 26 = 6-6, 18 x 27 = 6-24, 18 x 28 = 6-42, 18 x 29 = 6-60, 18 x 30 = 7-1, 18 x 31 = 7-19, 18 x 32 = 7-37, 18 x 33 = 7-55, 18 x 34 = 7-73, 18 x 35 = 8-14, 18 x 36 = 8-32, 18 x 37 = 8-50, 18 x 38 = 8-68, 18 x 39 = 9-9, 18 x 40 = 9-27, 18 x 41 = 9-45, 18 x 42 = 9-63, 18 x 43 = 10-4, 18 x 44 = 10-22, 18 x 45 = 10-40, 18 x 46 = 10-58, 18 x 47 = 10-76, 18 x 48 = 11-17, 18 x 49 = 11-35, 18 x 50 = 11-53, 18 x 51 = 11-71, 18 x 52 = 12-12, 18 x 53 = 12-30, 18 x 54 = 12-48, 18 x 55 = 12-66, 18 x 56 = 13-7, 18 x 57 = 13-25, 18 x 58 = 13-43, 18 x 59 = 13-61, 18 x 60 = 14-2, 18 x 61 = 14-20, 18 x 62 = 14-38, 18 x 63 = 14-56, 18 x 64 = 14-74, 18 x 65 = 15-15, 18 x 66 = 15-33, 18 x 67 = 15-51, 18 x 68 = 15-69, 18 x 69 = 16-10, 18 x 70 = 16-28, 18 x 71 = 16-46, 18 x 72 = 16-64, 18 x 73 = 17-5, 18 x 74 = 17-23, 18 x 75 = 17-41, 18 x 76 = 17-59, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-18, 19 x 6 = 1-37, 19 x 7 = 1-56, 19 x 8 = 1-75, 19 x 9 = 2-17, 19 x 10 = 2-36, 19 x 11 = 2-55, 19 x 12 = 2-74, 19 x 13 = 3-16, 19 x 14 = 3-35, 19 x 15 = 3-54, 19 x 16 = 3-73, 19 x 17 = 4-15, 19 x 18 = 4-34, 19 x 19 = 4-53, 19 x 20 = 4-72, 19 x 21 = 5-14, 19 x 22 = 5-33, 19 x 23 = 5-52, 19 x 24 = 5-71, 19 x 25 = 6-13, 19 x 26 = 6-32, 19 x 27 = 6-51, 19 x 28 = 6-70, 19 x 29 = 7-12, 19 x 30 = 7-31, 19 x 31 = 7-50, 19 x 32 = 7-69, 19 x 33 = 8-11, 19 x 34 = 8-30, 19 x 35 = 8-49, 19 x 36 = 8-68, 19 x 37 = 9-10, 19 x 38 = 9-29, 19 x 39 = 9-48, 19 x 40 = 9-67, 19 x 41 = 10-9, 19 x 42 = 10-28, 19 x 43 = 10-47, 19 x 44 = 10-66, 19 x 45 = 11-8, 19 x 46 = 11-27, 19 x 47 = 11-46, 19 x 48 = 11-65, 19 x 49 = 12-7, 19 x 50 = 12-26, 19 x 51 = 12-45, 19 x 52 = 12-64, 19 x 53 = 13-6, 19 x 54 = 13-25, 19 x 55 = 13-44, 19 x 56 = 13-63, 19 x 57 = 14-5, 19 x 58 = 14-24, 19 x 59 = 14-43, 19 x 60 = 14-62, 19 x 61 = 15-4, 19 x 62 = 15-23, 19 x 63 = 15-42, 19 x 64 = 15-61, 19 x 65 = 16-3, 19 x 66 = 16-22, 19 x 67 = 16-41, 19 x 68 = 16-60, 19 x 69 = 17-2, 19 x 70 = 17-21, 19 x 71 = 17-40, 19 x 72 = 17-59, 19 x 73 = 18-1, 19 x 74 = 18-20, 19 x 75 = 18-39, 19 x 76 = 18-58, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 1-3, 20 x 5 = 1-23, 20 x 6 = 1-43, 20 x 7 = 1-63, 20 x 8 = 2-6, 20 x 9 = 2-26, 20 x 10 = 2-46, 20 x 11 = 2-66, 20 x 12 = 3-9, 20 x 13 = 3-29, 20 x 14 = 3-49, 20 x 15 = 3-69, 20 x 16 = 4-12, 20 x 17 = 4-32, 20 x 18 = 4-52, 20 x 19 = 4-72, 20 x 20 = 5-15, 20 x 21 = 5-35, 20 x 22 = 5-55, 20 x 23 = 5-75, 20 x 24 = 6-18, 20 x 25 = 6-38, 20 x 26 = 6-58, 20 x 27 = 7-1, 20 x 28 = 7-21, 20 x 29 = 7-41, 20 x 30 = 7-61, 20 x 31 = 8-4, 20 x 32 = 8-24, 20 x 33 = 8-44, 20 x 34 = 8-64, 20 x 35 = 9-7, 20 x 36 = 9-27, 20 x 37 = 9-47, 20 x 38 = 9-67, 20 x 39 = 10-10, 20 x 40 = 10-30, 20 x 41 = 10-50, 20 x 42 = 10-70, 20 x 43 = 11-13, 20 x 44 = 11-33, 20 x 45 = 11-53, 20 x 46 = 11-73, 20 x 47 = 12-16, 20 x 48 = 12-36, 20 x 49 = 12-56, 20 x 50 = 12-76, 20 x 51 = 13-19, 20 x 52 = 13-39, 20 x 53 = 13-59, 20 x 54 = 14-2, 20 x 55 = 14-22, 20 x 56 = 14-42, 20 x 57 = 14-62, 20 x 58 = 15-5, 20 x 59 = 15-25, 20 x 60 = 15-45, 20 x 61 = 15-65, 20 x 62 = 16-8, 20 x 63 = 16-28, 20 x 64 = 16-48, 20 x 65 = 16-68, 20 x 66 = 17-11, 20 x 67 = 17-31, 20 x 68 = 17-51, 20 x 69 = 17-71, 20 x 70 = 18-14, 20 x 71 = 18-34, 20 x 72 = 18-54, 20 x 73 = 18-74, 20 x 74 = 19-17, 20 x 75 = 19-37, 20 x 76 = 19-57, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-7, 21 x 5 = 1-28, 21 x 6 = 1-49, 21 x 7 = 1-70, 21 x 8 = 2-14, 21 x 9 = 2-35, 21 x 10 = 2-56, 21 x 11 = 3-0, 21 x 12 = 3-21, 21 x 13 = 3-42, 21 x 14 = 3-63, 21 x 15 = 4-7, 21 x 16 = 4-28, 21 x 17 = 4-49, 21 x 18 = 4-70, 21 x 19 = 5-14, 21 x 20 = 5-35, 21 x 21 = 5-56, 21 x 22 = 6-0, 21 x 23 = 6-21, 21 x 24 = 6-42, 21 x 25 = 6-63, 21 x 26 = 7-7, 21 x 27 = 7-28, 21 x 28 = 7-49, 21 x 29 = 7-70, 21 x 30 = 8-14, 21 x 31 = 8-35, 21 x 32 = 8-56, 21 x 33 = 9-0, 21 x 34 = 9-21, 21 x 35 = 9-42, 21 x 36 = 9-63, 21 x 37 = 10-7, 21 x 38 = 10-28, 21 x 39 = 10-49, 21 x 40 = 10-70, 21 x 41 = 11-14, 21 x 42 = 11-35, 21 x 43 = 11-56, 21 x 44 = 12-0, 21 x 45 = 12-21, 21 x 46 = 12-42, 21 x 47 = 12-63, 21 x 48 = 13-7, 21 x 49 = 13-28, 21 x 50 = 13-49, 21 x 51 = 13-70, 21 x 52 = 14-14, 21 x 53 = 14-35, 21 x 54 = 14-56, 21 x 55 = 15-0, 21 x 56 = 15-21, 21 x 57 = 15-42, 21 x 58 = 15-63, 21 x 59 = 16-7, 21 x 60 = 16-28, 21 x 61 = 16-49, 21 x 62 = 16-70, 21 x 63 = 17-14, 21 x 64 = 17-35, 21 x 65 = 17-56, 21 x 66 = 18-0, 21 x 67 = 18-21, 21 x 68 = 18-42, 21 x 69 = 18-63, 21 x 70 = 19-7, 21 x 71 = 19-28, 21 x 72 = 19-49, 21 x 73 = 19-70, 21 x 74 = 20-14, 21 x 75 = 20-35, 21 x 76 = 20-56, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-11, 22 x 5 = 1-33, 22 x 6 = 1-55, 22 x 7 = 2-0, 22 x 8 = 2-22, 22 x 9 = 2-44, 22 x 10 = 2-66, 22 x 11 = 3-11, 22 x 12 = 3-33, 22 x 13 = 3-55, 22 x 14 = 4-0, 22 x 15 = 4-22, 22 x 16 = 4-44, 22 x 17 = 4-66, 22 x 18 = 5-11, 22 x 19 = 5-33, 22 x 20 = 5-55, 22 x 21 = 6-0, 22 x 22 = 6-22, 22 x 23 = 6-44, 22 x 24 = 6-66, 22 x 25 = 7-11, 22 x 26 = 7-33, 22 x 27 = 7-55, 22 x 28 = 8-0, 22 x 29 = 8-22, 22 x 30 = 8-44, 22 x 31 = 8-66, 22 x 32 = 9-11, 22 x 33 = 9-33, 22 x 34 = 9-55, 22 x 35 = 10-0, 22 x 36 = 10-22, 22 x 37 = 10-44, 22 x 38 = 10-66, 22 x 39 = 11-11, 22 x 40 = 11-33, 22 x 41 = 11-55, 22 x 42 = 12-0, 22 x 43 = 12-22, 22 x 44 = 12-44, 22 x 45 = 12-66, 22 x 46 = 13-11, 22 x 47 = 13-33, 22 x 48 = 13-55, 22 x 49 = 14-0, 22 x 50 = 14-22, 22 x 51 = 14-44, 22 x 52 = 14-66, 22 x 53 = 15-11, 22 x 54 = 15-33, 22 x 55 = 15-55, 22 x 56 = 16-0, 22 x 57 = 16-22, 22 x 58 = 16-44, 22 x 59 = 16-66, 22 x 60 = 17-11, 22 x 61 = 17-33, 22 x 62 = 17-55, 22 x 63 = 18-0, 22 x 64 = 18-22, 22 x 65 = 18-44, 22 x 66 = 18-66, 22 x 67 = 19-11, 22 x 68 = 19-33, 22 x 69 = 19-55, 22 x 70 = 20-0, 22 x 71 = 20-22, 22 x 72 = 20-44, 22 x 73 = 20-66, 22 x 74 = 21-11, 22 x 75 = 21-33, 22 x 76 = 21-55, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-15, 23 x 5 = 1-38, 23 x 6 = 1-61, 23 x 7 = 2-7, 23 x 8 = 2-30, 23 x 9 = 2-53, 23 x 10 = 2-76, 23 x 11 = 3-22, 23 x 12 = 3-45, 23 x 13 = 3-68, 23 x 14 = 4-14, 23 x 15 = 4-37, 23 x 16 = 4-60, 23 x 17 = 5-6, 23 x 18 = 5-29, 23 x 19 = 5-52, 23 x 20 = 5-75, 23 x 21 = 6-21, 23 x 22 = 6-44, 23 x 23 = 6-67, 23 x 24 = 7-13, 23 x 25 = 7-36, 23 x 26 = 7-59, 23 x 27 = 8-5, 23 x 28 = 8-28, 23 x 29 = 8-51, 23 x 30 = 8-74, 23 x 31 = 9-20, 23 x 32 = 9-43, 23 x 33 = 9-66, 23 x 34 = 10-12, 23 x 35 = 10-35, 23 x 36 = 10-58, 23 x 37 = 11-4, 23 x 38 = 11-27, 23 x 39 = 11-50, 23 x 40 = 11-73, 23 x 41 = 12-19, 23 x 42 = 12-42, 23 x 43 = 12-65, 23 x 44 = 13-11, 23 x 45 = 13-34, 23 x 46 = 13-57, 23 x 47 = 14-3, 23 x 48 = 14-26, 23 x 49 = 14-49, 23 x 50 = 14-72, 23 x 51 = 15-18, 23 x 52 = 15-41, 23 x 53 = 15-64, 23 x 54 = 16-10, 23 x 55 = 16-33, 23 x 56 = 16-56, 23 x 57 = 17-2, 23 x 58 = 17-25, 23 x 59 = 17-48, 23 x 60 = 17-71, 23 x 61 = 18-17, 23 x 62 = 18-40, 23 x 63 = 18-63, 23 x 64 = 19-9, 23 x 65 = 19-32, 23 x 66 = 19-55, 23 x 67 = 20-1, 23 x 68 = 20-24, 23 x 69 = 20-47, 23 x 70 = 20-70, 23 x 71 = 21-16, 23 x 72 = 21-39, 23 x 73 = 21-62, 23 x 74 = 22-8, 23 x 75 = 22-31, 23 x 76 = 22-54, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-19, 24 x 5 = 1-43, 24 x 6 = 1-67, 24 x 7 = 2-14, 24 x 8 = 2-38, 24 x 9 = 2-62, 24 x 10 = 3-9, 24 x 11 = 3-33, 24 x 12 = 3-57, 24 x 13 = 4-4, 24 x 14 = 4-28, 24 x 15 = 4-52, 24 x 16 = 4-76, 24 x 17 = 5-23, 24 x 18 = 5-47, 24 x 19 = 5-71, 24 x 20 = 6-18, 24 x 21 = 6-42, 24 x 22 = 6-66, 24 x 23 = 7-13, 24 x 24 = 7-37, 24 x 25 = 7-61, 24 x 26 = 8-8, 24 x 27 = 8-32, 24 x 28 = 8-56, 24 x 29 = 9-3, 24 x 30 = 9-27, 24 x 31 = 9-51, 24 x 32 = 9-75, 24 x 33 = 10-22, 24 x 34 = 10-46, 24 x 35 = 10-70, 24 x 36 = 11-17, 24 x 37 = 11-41, 24 x 38 = 11-65, 24 x 39 = 12-12, 24 x 40 = 12-36, 24 x 41 = 12-60, 24 x 42 = 13-7, 24 x 43 = 13-31, 24 x 44 = 13-55, 24 x 45 = 14-2, 24 x 46 = 14-26, 24 x 47 = 14-50, 24 x 48 = 14-74, 24 x 49 = 15-21, 24 x 50 = 15-45, 24 x 51 = 15-69, 24 x 52 = 16-16, 24 x 53 = 16-40, 24 x 54 = 16-64, 24 x 55 = 17-11, 24 x 56 = 17-35, 24 x 57 = 17-59, 24 x 58 = 18-6, 24 x 59 = 18-30, 24 x 60 = 18-54, 24 x 61 = 19-1, 24 x 62 = 19-25, 24 x 63 = 19-49, 24 x 64 = 19-73, 24 x 65 = 20-20, 24 x 66 = 20-44, 24 x 67 = 20-68, 24 x 68 = 21-15, 24 x 69 = 21-39, 24 x 70 = 21-63, 24 x 71 = 22-10, 24 x 72 = 22-34, 24 x 73 = 22-58, 24 x 74 = 23-5, 24 x 75 = 23-29, 24 x 76 = 23-53, 
