0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-2, 0-11 x 0-6 = 1-13, 0-11 x 0-7 = 1-24, 0-11 x 0-8 = 1-35, 0-11 x 0-9 = 1-46, 0-11 x 0-10 = 2-4, 0-11 x 0-11 = 2-15, 0-11 x 0-12 = 2-26, 0-11 x 0-13 = 2-37, 0-11 x 0-14 = 2-48, 0-11 x 0-15 = 3-6, 0-11 x 0-16 = 3-17, 0-11 x 0-17 = 3-28, 0-11 x 0-18 = 3-39, 0-11 x 0-19 = 3-50, 0-11 x 0-20 = 4-8, 0-11 x 0-21 = 4-19, 0-11 x 0-22 = 4-30, 0-11 x 0-23 = 4-41, 0-11 x 0-24 = 4-52, 0-11 x 0-25 = 5-10, 0-11 x 0-26 = 5-21, 0-11 x 0-27 = 5-32, 0-11 x 0-28 = 5-43, 0-11 x 0-29 = 6-1, 0-11 x 0-30 = 6-12, 0-11 x 0-31 = 6-23, 0-11 x 0-32 = 6-34, 0-11 x 0-33 = 6-45, 0-11 x 0-34 = 7-3, 0-11 x 0-35 = 7-14, 0-11 x 0-36 = 7-25, 0-11 x 0-37 = 7-36, 0-11 x 0-38 = 7-47, 0-11 x 0-39 = 8-5, 0-11 x 0-40 = 8-16, 0-11 x 0-41 = 8-27, 0-11 x 0-42 = 8-38, 0-11 x 0-43 = 8-49, 0-11 x 0-44 = 9-7, 0-11 x 0-45 = 9-18, 0-11 x 0-46 = 9-29, 0-11 x 0-47 = 9-40, 0-11 x 0-48 = 9-51, 0-11 x 0-49 = 10-9, 0-11 x 0-50 = 10-20, 0-11 x 0-51 = 10-31, 0-11 x 0-52 = 10-42, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-7, 0-12 x 0-6 = 1-19, 0-12 x 0-7 = 1-31, 0-12 x 0-8 = 1-43, 0-12 x 0-9 = 2-2, 0-12 x 0-10 = 2-14, 0-12 x 0-11 = 2-26, 0-12 x 0-12 = 2-38, 0-12 x 0-13 = 2-50, 0-12 x 0-14 = 3-9, 0-12 x 0-15 = 3-21, 0-12 x 0-16 = 3-33, 0-12 x 0-17 = 3-45, 0-12 x 0-18 = 4-4, 0-12 x 0-19 = 4-16, 0-12 x 0-20 = 4-28, 0-12 x 0-21 = 4-40, 0-12 x 0-22 = 4-52, 0-12 x 0-23 = 5-11, 0-12 x 0-24 = 5-23, 0-12 x 0-25 = 5-35, 0-12 x 0-26 = 5-47, 0-12 x 0-27 = 6-6, 0-12 x 0-28 = 6-18, 0-12 x 0-29 = 6-30, 0-12 x 0-30 = 6-42, 0-12 x 0-31 = 7-1, 0-12 x 0-32 = 7-13, 0-12 x 0-33 = 7-25, 0-12 x 0-34 = 7-37, 0-12 x 0-35 = 7-49, 0-12 x 0-36 = 8-8, 0-12 x 0-37 = 8-20, 0-12 x 0-38 = 8-32, 0-12 x 0-39 = 8-44, 0-12 x 0-40 = 9-3, 0-12 x 0-41 = 9-15, 0-12 x 0-42 = 9-27, 0-12 x 0-43 = 9-39, 0-12 x 0-44 = 9-51, 0-12 x 0-45 = 10-10, 0-12 x 0-46 = 10-22, 0-12 x 0-47 = 10-34, 0-12 x 0-48 = 10-46, 0-12 x 0-49 = 11-5, 0-12 x 0-50 = 11-17, 0-12 x 0-51 = 11-29, 0-12 x 0-52 = 11-41, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-12, 0-13 x 0-6 = 1-25, 0-13 x 0-7 = 1-38, 0-13 x 0-8 = 1-51, 0-13 x 0-9 = 2-11, 0-13 x 0-10 = 2-24, 0-13 x 0-11 = 2-37, 0-13 x 0-12 = 2-50, 0-13 x 0-13 = 3-10, 0-13 x 0-14 = 3-23, 0-13 x 0-15 = 3-36, 0-13 x 0-16 = 3-49, 0-13 x 0-17 = 4-9, 0-13 x 0-18 = 4-22, 0-13 x 0-19 = 4-35, 0-13 x 0-20 = 4-48, 0-13 x 0-21 = 5-8, 0-13 x 0-22 = 5-21, 0-13 x 0-23 = 5-34, 0-13 x 0-24 = 5-47, 0-13 x 0-25 = 6-7, 0-13 x 0-26 = 6-20, 0-13 x 0-27 = 6-33, 0-13 x 0-28 = 6-46, 0-13 x 0-29 = 7-6, 0-13 x 0-30 = 7-19, 0-13 x 0-31 = 7-32, 0-13 x 0-32 = 7-45, 0-13 x 0-33 = 8-5, 0-13 x 0-34 = 8-18, 0-13 x 0-35 = 8-31, 0-13 x 0-36 = 8-44, 0-13 x 0-37 = 9-4, 0-13 x 0-38 = 9-17, 0-13 x 0-39 = 9-30, 0-13 x 0-40 = 9-43, 0-13 x 0-41 = 10-3, 0-13 x 0-42 = 10-16, 0-13 x 0-43 = 10-29, 0-13 x 0-44 = 10-42, 0-13 x 0-45 = 11-2, 0-13 x 0-46 = 11-15, 0-13 x 0-47 = 11-28, 0-13 x 0-48 = 11-41, 0-13 x 0-49 = 12-1, 0-13 x 0-50 = 12-14, 0-13 x 0-51 = 12-27, 0-13 x 0-52 = 12-40, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-3, 0-14 x 0-5 = 1-17, 0-14 x 0-6 = 1-31, 0-14 x 0-7 = 1-45, 0-14 x 0-8 = 2-6, 0-14 x 0-9 = 2-20, 0-14 x 0-10 = 2-34, 0-14 x 0-11 = 2-48, 0-14 x 0-12 = 3-9, 0-14 x 0-13 = 3-23, 0-14 x 0-14 = 3-37, 0-14 x 0-15 = 3-51, 0-14 x 0-16 = 4-12, 0-14 x 0-17 = 4-26, 0-14 x 0-18 = 4-40, 0-14 x 0-19 = 5-1, 0-14 x 0-20 = 5-15, 0-14 x 0-21 = 5-29, 0-14 x 0-22 = 5-43, 0-14 x 0-23 = 6-4, 0-14 x 0-24 = 6-18, 0-14 x 0-25 = 6-32, 0-14 x 0-26 = 6-46, 0-14 x 0-27 = 7-7, 0-14 x 0-28 = 7-21, 0-14 x 0-29 = 7-35, 0-14 x 0-30 = 7-49, 0-14 x 0-31 = 8-10, 0-14 x 0-32 = 8-24, 0-14 x 0-33 = 8-38, 0-14 x 0-34 = 8-52, 0-14 x 0-35 = 9-13, 0-14 x 0-36 = 9-27, 0-14 x 0-37 = 9-41, 0-14 x 0-38 = 10-2, 0-14 x 0-39 = 10-16, 0-14 x 0-40 = 10-30, 0-14 x 0-41 = 10-44, 0-14 x 0-42 = 11-5, 0-14 x 0-43 = 11-19, 0-14 x 0-44 = 11-33, 0-14 x 0-45 = 11-47, 0-14 x 0-46 = 12-8, 0-14 x 0-47 = 12-22, 0-14 x 0-48 = 12-36, 0-14 x 0-49 = 12-50, 0-14 x 0-50 = 13-11, 0-14 x 0-51 = 13-25, 0-14 x 0-52 = 13-39, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-7, 0-15 x 0-5 = 1-22, 0-15 x 0-6 = 1-37, 0-15 x 0-7 = 1-52, 0-15 x 0-8 = 2-14, 0-15 x 0-9 = 2-29, 0-15 x 0-10 = 2-44, 0-15 x 0-11 = 3-6, 0-15 x 0-12 = 3-21, 0-15 x 0-13 = 3-36, 0-15 x 0-14 = 3-51, 0-15 x 0-15 = 4-13, 0-15 x 0-16 = 4-28, 0-15 x 0-17 = 4-43, 0-15 x 0-18 = 5-5, 0-15 x 0-19 = 5-20, 0-15 x 0-20 = 5-35, 0-15 x 0-21 = 5-50, 0-15 x 0-22 = 6-12, 0-15 x 0-23 = 6-27, 0-15 x 0-24 = 6-42, 0-15 x 0-25 = 7-4, 0-15 x 0-26 = 7-19, 0-15 x 0-27 = 7-34, 0-15 x 0-28 = 7-49, 0-15 x 0-29 = 8-11, 0-15 x 0-30 = 8-26, 0-15 x 0-31 = 8-41, 0-15 x 0-32 = 9-3, 0-15 x 0-33 = 9-18, 0-15 x 0-34 = 9-33, 0-15 x 0-35 = 9-48, 0-15 x 0-36 = 10-10, 0-15 x 0-37 = 10-25, 0-15 x 0-38 = 10-40, 0-15 x 0-39 = 11-2, 0-15 x 0-40 = 11-17, 0-15 x 0-41 = 11-32, 0-15 x 0-42 = 11-47, 0-15 x 0-43 = 12-9, 0-15 x 0-44 = 12-24, 0-15 x 0-45 = 12-39, 0-15 x 0-46 = 13-1, 0-15 x 0-47 = 13-16, 0-15 x 0-48 = 13-31, 0-15 x 0-49 = 13-46, 0-15 x 0-50 = 14-8, 0-15 x 0-51 = 14-23, 0-15 x 0-52 = 14-38, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-11, 0-16 x 0-5 = 1-27, 0-16 x 0-6 = 1-43, 0-16 x 0-7 = 2-6, 0-16 x 0-8 = 2-22, 0-16 x 0-9 = 2-38, 0-16 x 0-10 = 3-1, 0-16 x 0-11 = 3-17, 0-16 x 0-12 = 3-33, 0-16 x 0-13 = 3-49, 0-16 x 0-14 = 4-12, 0-16 x 0-15 = 4-28, 0-16 x 0-16 = 4-44, 0-16 x 0-17 = 5-7, 0-16 x 0-18 = 5-23, 0-16 x 0-19 = 5-39, 0-16 x 0-20 = 6-2, 0-16 x 0-21 = 6-18, 0-16 x 0-22 = 6-34, 0-16 x 0-23 = 6-50, 0-16 x 0-24 = 7-13, 0-16 x 0-25 = 7-29, 0-16 x 0-26 = 7-45, 0-16 x 0-27 = 8-8, 0-16 x 0-28 = 8-24, 0-16 x 0-29 = 8-40, 0-16 x 0-30 = 9-3, 0-16 x 0-31 = 9-19, 0-16 x 0-32 = 9-35, 0-16 x 0-33 = 9-51, 0-16 x 0-34 = 10-14, 0-16 x 0-35 = 10-30, 0-16 x 0-36 = 10-46, 0-16 x 0-37 = 11-9, 0-16 x 0-38 = 11-25, 0-16 x 0-39 = 11-41, 0-16 x 0-40 = 12-4, 0-16 x 0-41 = 12-20, 0-16 x 0-42 = 12-36, 0-16 x 0-43 = 12-52, 0-16 x 0-44 = 13-15, 0-16 x 0-45 = 13-31, 0-16 x 0-46 = 13-47, 0-16 x 0-47 = 14-10, 0-16 x 0-48 = 14-26, 0-16 x 0-49 = 14-42, 0-16 x 0-50 = 15-5, 0-16 x 0-51 = 15-21, 0-16 x 0-52 = 15-37, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-15, 0-17 x 0-5 = 1-32, 0-17 x 0-6 = 1-49, 0-17 x 0-7 = 2-13, 0-17 x 0-8 = 2-30, 0-17 x 0-9 = 2-47, 0-17 x 0-10 = 3-11, 0-17 x 0-11 = 3-28, 0-17 x 0-12 = 3-45, 0-17 x 0-13 = 4-9, 0-17 x 0-14 = 4-26, 0-17 x 0-15 = 4-43, 0-17 x 0-16 = 5-7, 0-17 x 0-17 = 5-24, 0-17 x 0-18 = 5-41, 0-17 x 0-19 = 6-5, 0-17 x 0-20 = 6-22, 0-17 x 0-21 = 6-39, 0-17 x 0-22 = 7-3, 0-17 x 0-23 = 7-20, 0-17 x 0-24 = 7-37, 0-17 x 0-25 = 8-1, 0-17 x 0-26 = 8-18, 0-17 x 0-27 = 8-35, 0-17 x 0-28 = 8-52, 0-17 x 0-29 = 9-16, 0-17 x 0-30 = 9-33, 0-17 x 0-31 = 9-50, 0-17 x 0-32 = 10-14, 0-17 x 0-33 = 10-31, 0-17 x 0-34 = 10-48, 0-17 x 0-35 = 11-12, 0-17 x 0-36 = 11-29, 0-17 x 0-37 = 11-46, 0-17 x 0-38 = 12-10, 0-17 x 0-39 = 12-27, 0-17 x 0-40 = 12-44, 0-17 x 0-41 = 13-8, 0-17 x 0-42 = 13-25, 0-17 x 0-43 = 13-42, 0-17 x 0-44 = 14-6, 0-17 x 0-45 = 14-23, 0-17 x 0-46 = 14-40, 0-17 x 0-47 = 15-4, 0-17 x 0-48 = 15-21, 0-17 x 0-49 = 15-38, 0-17 x 0-50 = 16-2, 0-17 x 0-51 = 16-19, 0-17 x 0-52 = 16-36, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-1, 0-18 x 0-4 = 1-19, 0-18 x 0-5 = 1-37, 0-18 x 0-6 = 2-2, 0-18 x 0-7 = 2-20, 0-18 x 0-8 = 2-38, 0-18 x 0-9 = 3-3, 0-18 x 0-10 = 3-21, 0-18 x 0-11 = 3-39, 0-18 x 0-12 = 4-4, 0-18 x 0-13 = 4-22, 0-18 x 0-14 = 4-40, 0-18 x 0-15 = 5-5, 0-18 x 0-16 = 5-23, 0-18 x 0-17 = 5-41, 0-18 x 0-18 = 6-6, 0-18 x 0-19 = 6-24, 0-18 x 0-20 = 6-42, 0-18 x 0-21 = 7-7, 0-18 x 0-22 = 7-25, 0-18 x 0-23 = 7-43, 0-18 x 0-24 = 8-8, 0-18 x 0-25 = 8-26, 0-18 x 0-26 = 8-44, 0-18 x 0-27 = 9-9, 0-18 x 0-28 = 9-27, 0-18 x 0-29 = 9-45, 0-18 x 0-30 = 10-10, 0-18 x 0-31 = 10-28, 0-18 x 0-32 = 10-46, 0-18 x 0-33 = 11-11, 0-18 x 0-34 = 11-29, 0-18 x 0-35 = 11-47, 0-18 x 0-36 = 12-12, 0-18 x 0-37 = 12-30, 0-18 x 0-38 = 12-48, 0-18 x 0-39 = 13-13, 0-18 x 0-40 = 13-31, 0-18 x 0-41 = 13-49, 0-18 x 0-42 = 14-14, 0-18 x 0-43 = 14-32, 0-18 x 0-44 = 14-50, 0-18 x 0-45 = 15-15, 0-18 x 0-46 = 15-33, 0-18 x 0-47 = 15-51, 0-18 x 0-48 = 16-16, 0-18 x 0-49 = 16-34, 0-18 x 0-50 = 16-52, 0-18 x 0-51 = 17-17, 0-18 x 0-52 = 17-35, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-4, 0-19 x 0-4 = 1-23, 0-19 x 0-5 = 1-42, 0-19 x 0-6 = 2-8, 0-19 x 0-7 = 2-27, 0-19 x 0-8 = 2-46, 0-19 x 0-9 = 3-12, 0-19 x 0-10 = 3-31, 0-19 x 0-11 = 3-50, 0-19 x 0-12 = 4-16, 0-19 x 0-13 = 4-35, 0-19 x 0-14 = 5-1, 0-19 x 0-15 = 5-20, 0-19 x 0-16 = 5-39, 0-19 x 0-17 = 6-5, 0-19 x 0-18 = 6-24, 0-19 x 0-19 = 6-43, 0-19 x 0-20 = 7-9, 0-19 x 0-21 = 7-28, 0-19 x 0-22 = 7-47, 0-19 x 0-23 = 8-13, 0-19 x 0-24 = 8-32, 0-19 x 0-25 = 8-51, 0-19 x 0-26 = 9-17, 0-19 x 0-27 = 9-36, 0-19 x 0-28 = 10-2, 0-19 x 0-29 = 10-21, 0-19 x 0-30 = 10-40, 0-19 x 0-31 = 11-6, 0-19 x 0-32 = 11-25, 0-19 x 0-33 = 11-44, 0-19 x 0-34 = 12-10, 0-19 x 0-35 = 12-29, 0-19 x 0-36 = 12-48, 0-19 x 0-37 = 13-14, 0-19 x 0-38 = 13-33, 0-19 x 0-39 = 13-52, 0-19 x 0-40 = 14-18, 0-19 x 0-41 = 14-37, 0-19 x 0-42 = 15-3, 0-19 x 0-43 = 15-22, 0-19 x 0-44 = 15-41, 0-19 x 0-45 = 16-7, 0-19 x 0-46 = 16-26, 0-19 x 0-47 = 16-45, 0-19 x 0-48 = 17-11, 0-19 x 0-49 = 17-30, 0-19 x 0-50 = 17-49, 0-19 x 0-51 = 18-15, 0-19 x 0-52 = 18-34, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-7, 0-20 x 0-4 = 1-27, 0-20 x 0-5 = 1-47, 0-20 x 0-6 = 2-14, 0-20 x 0-7 = 2-34, 0-20 x 0-8 = 3-1, 0-20 x 0-9 = 3-21, 0-20 x 0-10 = 3-41, 0-20 x 0-11 = 4-8, 0-20 x 0-12 = 4-28, 0-20 x 0-13 = 4-48, 0-20 x 0-14 = 5-15, 0-20 x 0-15 = 5-35, 0-20 x 0-16 = 6-2, 0-20 x 0-17 = 6-22, 0-20 x 0-18 = 6-42, 0-20 x 0-19 = 7-9, 0-20 x 0-20 = 7-29, 0-20 x 0-21 = 7-49, 0-20 x 0-22 = 8-16, 0-20 x 0-23 = 8-36, 0-20 x 0-24 = 9-3, 0-20 x 0-25 = 9-23, 0-20 x 0-26 = 9-43, 0-20 x 0-27 = 10-10, 0-20 x 0-28 = 10-30, 0-20 x 0-29 = 10-50, 0-20 x 0-30 = 11-17, 0-20 x 0-31 = 11-37, 0-20 x 0-32 = 12-4, 0-20 x 0-33 = 12-24, 0-20 x 0-34 = 12-44, 0-20 x 0-35 = 13-11, 0-20 x 0-36 = 13-31, 0-20 x 0-37 = 13-51, 0-20 x 0-38 = 14-18, 0-20 x 0-39 = 14-38, 0-20 x 0-40 = 15-5, 0-20 x 0-41 = 15-25, 0-20 x 0-42 = 15-45, 0-20 x 0-43 = 16-12, 0-20 x 0-44 = 16-32, 0-20 x 0-45 = 16-52, 0-20 x 0-46 = 17-19, 0-20 x 0-47 = 17-39, 0-20 x 0-48 = 18-6, 0-20 x 0-49 = 18-26, 0-20 x 0-50 = 18-46, 0-20 x 0-51 = 19-13, 0-20 x 0-52 = 19-33, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-10, 0-21 x 0-4 = 1-31, 0-21 x 0-5 = 1-52, 0-21 x 0-6 = 2-20, 0-21 x 0-7 = 2-41, 0-21 x 0-8 = 3-9, 0-21 x 0-9 = 3-30, 0-21 x 0-10 = 3-51, 0-21 x 0-11 = 4-19, 0-21 x 0-12 = 4-40, 0-21 x 0-13 = 5-8, 0-21 x 0-14 = 5-29, 0-21 x 0-15 = 5-50, 0-21 x 0-16 = 6-18, 0-21 x 0-17 = 6-39, 0-21 x 0-18 = 7-7, 0-21 x 0-19 = 7-28, 0-21 x 0-20 = 7-49, 0-21 x 0-21 = 8-17, 0-21 x 0-22 = 8-38, 0-21 x 0-23 = 9-6, 0-21 x 0-24 = 9-27, 0-21 x 0-25 = 9-48, 0-21 x 0-26 = 10-16, 0-21 x 0-27 = 10-37, 0-21 x 0-28 = 11-5, 0-21 x 0-29 = 11-26, 0-21 x 0-30 = 11-47, 0-21 x 0-31 = 12-15, 0-21 x 0-32 = 12-36, 0-21 x 0-33 = 13-4, 0-21 x 0-34 = 13-25, 0-21 x 0-35 = 13-46, 0-21 x 0-36 = 14-14, 0-21 x 0-37 = 14-35, 0-21 x 0-38 = 15-3, 0-21 x 0-39 = 15-24, 0-21 x 0-40 = 15-45, 0-21 x 0-41 = 16-13, 0-21 x 0-42 = 16-34, 0-21 x 0-43 = 17-2, 0-21 x 0-44 = 17-23, 0-21 x 0-45 = 17-44, 0-21 x 0-46 = 18-12, 0-21 x 0-47 = 18-33, 0-21 x 0-48 = 19-1, 0-21 x 0-49 = 19-22, 0-21 x 0-50 = 19-43, 0-21 x 0-51 = 20-11, 0-21 x 0-52 = 20-32, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-13, 0-22 x 0-4 = 1-35, 0-22 x 0-5 = 2-4, 0-22 x 0-6 = 2-26, 0-22 x 0-7 = 2-48, 0-22 x 0-8 = 3-17, 0-22 x 0-9 = 3-39, 0-22 x 0-10 = 4-8, 0-22 x 0-11 = 4-30, 0-22 x 0-12 = 4-52, 0-22 x 0-13 = 5-21, 0-22 x 0-14 = 5-43, 0-22 x 0-15 = 6-12, 0-22 x 0-16 = 6-34, 0-22 x 0-17 = 7-3, 0-22 x 0-18 = 7-25, 0-22 x 0-19 = 7-47, 0-22 x 0-20 = 8-16, 0-22 x 0-21 = 8-38, 0-22 x 0-22 = 9-7, 0-22 x 0-23 = 9-29, 0-22 x 0-24 = 9-51, 0-22 x 0-25 = 10-20, 0-22 x 0-26 = 10-42, 0-22 x 0-27 = 11-11, 0-22 x 0-28 = 11-33, 0-22 x 0-29 = 12-2, 0-22 x 0-30 = 12-24, 0-22 x 0-31 = 12-46, 0-22 x 0-32 = 13-15, 0-22 x 0-33 = 13-37, 0-22 x 0-34 = 14-6, 0-22 x 0-35 = 14-28, 0-22 x 0-36 = 14-50, 0-22 x 0-37 = 15-19, 0-22 x 0-38 = 15-41, 0-22 x 0-39 = 16-10, 0-22 x 0-40 = 16-32, 0-22 x 0-41 = 17-1, 0-22 x 0-42 = 17-23, 0-22 x 0-43 = 17-45, 0-22 x 0-44 = 18-14, 0-22 x 0-45 = 18-36, 0-22 x 0-46 = 19-5, 0-22 x 0-47 = 19-27, 0-22 x 0-48 = 19-49, 0-22 x 0-49 = 20-18, 0-22 x 0-50 = 20-40, 0-22 x 0-51 = 21-9, 0-22 x 0-52 = 21-31, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-16, 0-23 x 0-4 = 1-39, 0-23 x 0-5 = 2-9, 0-23 x 0-6 = 2-32, 0-23 x 0-7 = 3-2, 0-23 x 0-8 = 3-25, 0-23 x 0-9 = 3-48, 0-23 x 0-10 = 4-18, 0-23 x 0-11 = 4-41, 0-23 x 0-12 = 5-11, 0-23 x 0-13 = 5-34, 0-23 x 0-14 = 6-4, 0-23 x 0-15 = 6-27, 0-23 x 0-16 = 6-50, 0-23 x 0-17 = 7-20, 0-23 x 0-18 = 7-43, 0-23 x 0-19 = 8-13, 0-23 x 0-20 = 8-36, 0-23 x 0-21 = 9-6, 0-23 x 0-22 = 9-29, 0-23 x 0-23 = 9-52, 0-23 x 0-24 = 10-22, 0-23 x 0-25 = 10-45, 0-23 x 0-26 = 11-15, 0-23 x 0-27 = 11-38, 0-23 x 0-28 = 12-8, 0-23 x 0-29 = 12-31, 0-23 x 0-30 = 13-1, 0-23 x 0-31 = 13-24, 0-23 x 0-32 = 13-47, 0-23 x 0-33 = 14-17, 0-23 x 0-34 = 14-40, 0-23 x 0-35 = 15-10, 0-23 x 0-36 = 15-33, 0-23 x 0-37 = 16-3, 0-23 x 0-38 = 16-26, 0-23 x 0-39 = 16-49, 0-23 x 0-40 = 17-19, 0-23 x 0-41 = 17-42, 0-23 x 0-42 = 18-12, 0-23 x 0-43 = 18-35, 0-23 x 0-44 = 19-5, 0-23 x 0-45 = 19-28, 0-23 x 0-46 = 19-51, 0-23 x 0-47 = 20-21, 0-23 x 0-48 = 20-44, 0-23 x 0-49 = 21-14, 0-23 x 0-50 = 21-37, 0-23 x 0-51 = 22-7, 0-23 x 0-52 = 22-30, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-19, 0-24 x 0-4 = 1-43, 0-24 x 0-5 = 2-14, 0-24 x 0-6 = 2-38, 0-24 x 0-7 = 3-9, 0-24 x 0-8 = 3-33, 0-24 x 0-9 = 4-4, 0-24 x 0-10 = 4-28, 0-24 x 0-11 = 4-52, 0-24 x 0-12 = 5-23, 0-24 x 0-13 = 5-47, 0-24 x 0-14 = 6-18, 0-24 x 0-15 = 6-42, 0-24 x 0-16 = 7-13, 0-24 x 0-17 = 7-37, 0-24 x 0-18 = 8-8, 0-24 x 0-19 = 8-32, 0-24 x 0-20 = 9-3, 0-24 x 0-21 = 9-27, 0-24 x 0-22 = 9-51, 0-24 x 0-23 = 10-22, 0-24 x 0-24 = 10-46, 0-24 x 0-25 = 11-17, 0-24 x 0-26 = 11-41, 0-24 x 0-27 = 12-12, 0-24 x 0-28 = 12-36, 0-24 x 0-29 = 13-7, 0-24 x 0-30 = 13-31, 0-24 x 0-31 = 14-2, 0-24 x 0-32 = 14-26, 0-24 x 0-33 = 14-50, 0-24 x 0-34 = 15-21, 0-24 x 0-35 = 15-45, 0-24 x 0-36 = 16-16, 0-24 x 0-37 = 16-40, 0-24 x 0-38 = 17-11, 0-24 x 0-39 = 17-35, 0-24 x 0-40 = 18-6, 0-24 x 0-41 = 18-30, 0-24 x 0-42 = 19-1, 0-24 x 0-43 = 19-25, 0-24 x 0-44 = 19-49, 0-24 x 0-45 = 20-20, 0-24 x 0-46 = 20-44, 0-24 x 0-47 = 21-15, 0-24 x 0-48 = 21-39, 0-24 x 0-49 = 22-10, 0-24 x 0-50 = 22-34, 0-24 x 0-51 = 23-5, 0-24 x 0-52 = 23-29, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-22, 0-25 x 0-4 = 1-47, 0-25 x 0-5 = 2-19, 0-25 x 0-6 = 2-44, 0-25 x 0-7 = 3-16, 0-25 x 0-8 = 3-41, 0-25 x 0-9 = 4-13, 0-25 x 0-10 = 4-38, 0-25 x 0-11 = 5-10, 0-25 x 0-12 = 5-35, 0-25 x 0-13 = 6-7, 0-25 x 0-14 = 6-32, 0-25 x 0-15 = 7-4, 0-25 x 0-16 = 7-29, 0-25 x 0-17 = 8-1, 0-25 x 0-18 = 8-26, 0-25 x 0-19 = 8-51, 0-25 x 0-20 = 9-23, 0-25 x 0-21 = 9-48, 0-25 x 0-22 = 10-20, 0-25 x 0-23 = 10-45, 0-25 x 0-24 = 11-17, 0-25 x 0-25 = 11-42, 0-25 x 0-26 = 12-14, 0-25 x 0-27 = 12-39, 0-25 x 0-28 = 13-11, 0-25 x 0-29 = 13-36, 0-25 x 0-30 = 14-8, 0-25 x 0-31 = 14-33, 0-25 x 0-32 = 15-5, 0-25 x 0-33 = 15-30, 0-25 x 0-34 = 16-2, 0-25 x 0-35 = 16-27, 0-25 x 0-36 = 16-52, 0-25 x 0-37 = 17-24, 0-25 x 0-38 = 17-49, 0-25 x 0-39 = 18-21, 0-25 x 0-40 = 18-46, 0-25 x 0-41 = 19-18, 0-25 x 0-42 = 19-43, 0-25 x 0-43 = 20-15, 0-25 x 0-44 = 20-40, 0-25 x 0-45 = 21-12, 0-25 x 0-46 = 21-37, 0-25 x 0-47 = 22-9, 0-25 x 0-48 = 22-34, 0-25 x 0-49 = 23-6, 0-25 x 0-50 = 23-31, 0-25 x 0-51 = 24-3, 0-25 x 0-52 = 24-28, 
