11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-0, 11 x 9 = 1-11, 11 x 10 = 1-22, 11 x 11 = 1-33, 11 x 12 = 1-44, 11 x 13 = 1-55, 11 x 14 = 1-66, 11 x 15 = 1-77, 11 x 16 = 2-0, 11 x 17 = 2-11, 11 x 18 = 2-22, 11 x 19 = 2-33, 11 x 20 = 2-44, 11 x 21 = 2-55, 11 x 22 = 2-66, 11 x 23 = 2-77, 11 x 24 = 3-0, 11 x 25 = 3-11, 11 x 26 = 3-22, 11 x 27 = 3-33, 11 x 28 = 3-44, 11 x 29 = 3-55, 11 x 30 = 3-66, 11 x 31 = 3-77, 11 x 32 = 4-0, 11 x 33 = 4-11, 11 x 34 = 4-22, 11 x 35 = 4-33, 11 x 36 = 4-44, 11 x 37 = 4-55, 11 x 38 = 4-66, 11 x 39 = 4-77, 11 x 40 = 5-0, 11 x 41 = 5-11, 11 x 42 = 5-22, 11 x 43 = 5-33, 11 x 44 = 5-44, 11 x 45 = 5-55, 11 x 46 = 5-66, 11 x 47 = 5-77, 11 x 48 = 6-0, 11 x 49 = 6-11, 11 x 50 = 6-22, 11 x 51 = 6-33, 11 x 52 = 6-44, 11 x 53 = 6-55, 11 x 54 = 6-66, 11 x 55 = 6-77, 11 x 56 = 7-0, 11 x 57 = 7-11, 11 x 58 = 7-22, 11 x 59 = 7-33, 11 x 60 = 7-44, 11 x 61 = 7-55, 11 x 62 = 7-66, 11 x 63 = 7-77, 11 x 64 = 8-0, 11 x 65 = 8-11, 11 x 66 = 8-22, 11 x 67 = 8-33, 11 x 68 = 8-44, 11 x 69 = 8-55, 11 x 70 = 8-66, 11 x 71 = 8-77, 11 x 72 = 9-0, 11 x 73 = 9-11, 11 x 74 = 9-22, 11 x 75 = 9-33, 11 x 76 = 9-44, 11 x 77 = 9-55, 11 x 78 = 9-66, 11 x 79 = 9-77, 11 x 80 = 10-0, 11 x 81 = 10-11, 11 x 82 = 10-22, 11 x 83 = 10-33, 11 x 84 = 10-44, 11 x 85 = 10-55, 11 x 86 = 10-66, 11 x 87 = 10-77, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-8, 12 x 9 = 1-20, 12 x 10 = 1-32, 12 x 11 = 1-44, 12 x 12 = 1-56, 12 x 13 = 1-68, 12 x 14 = 1-80, 12 x 15 = 2-4, 12 x 16 = 2-16, 12 x 17 = 2-28, 12 x 18 = 2-40, 12 x 19 = 2-52, 12 x 20 = 2-64, 12 x 21 = 2-76, 12 x 22 = 3-0, 12 x 23 = 3-12, 12 x 24 = 3-24, 12 x 25 = 3-36, 12 x 26 = 3-48, 12 x 27 = 3-60, 12 x 28 = 3-72, 12 x 29 = 3-84, 12 x 30 = 4-8, 12 x 31 = 4-20, 12 x 32 = 4-32, 12 x 33 = 4-44, 12 x 34 = 4-56, 12 x 35 = 4-68, 12 x 36 = 4-80, 12 x 37 = 5-4, 12 x 38 = 5-16, 12 x 39 = 5-28, 12 x 40 = 5-40, 12 x 41 = 5-52, 12 x 42 = 5-64, 12 x 43 = 5-76, 12 x 44 = 6-0, 12 x 45 = 6-12, 12 x 46 = 6-24, 12 x 47 = 6-36, 12 x 48 = 6-48, 12 x 49 = 6-60, 12 x 50 = 6-72, 12 x 51 = 6-84, 12 x 52 = 7-8, 12 x 53 = 7-20, 12 x 54 = 7-32, 12 x 55 = 7-44, 12 x 56 = 7-56, 12 x 57 = 7-68, 12 x 58 = 7-80, 12 x 59 = 8-4, 12 x 60 = 8-16, 12 x 61 = 8-28, 12 x 62 = 8-40, 12 x 63 = 8-52, 12 x 64 = 8-64, 12 x 65 = 8-76, 12 x 66 = 9-0, 12 x 67 = 9-12, 12 x 68 = 9-24, 12 x 69 = 9-36, 12 x 70 = 9-48, 12 x 71 = 9-60, 12 x 72 = 9-72, 12 x 73 = 9-84, 12 x 74 = 10-8, 12 x 75 = 10-20, 12 x 76 = 10-32, 12 x 77 = 10-44, 12 x 78 = 10-56, 12 x 79 = 10-68, 12 x 80 = 10-80, 12 x 81 = 11-4, 12 x 82 = 11-16, 12 x 83 = 11-28, 12 x 84 = 11-40, 12 x 85 = 11-52, 12 x 86 = 11-64, 12 x 87 = 11-76, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-3, 13 x 8 = 1-16, 13 x 9 = 1-29, 13 x 10 = 1-42, 13 x 11 = 1-55, 13 x 12 = 1-68, 13 x 13 = 1-81, 13 x 14 = 2-6, 13 x 15 = 2-19, 13 x 16 = 2-32, 13 x 17 = 2-45, 13 x 18 = 2-58, 13 x 19 = 2-71, 13 x 20 = 2-84, 13 x 21 = 3-9, 13 x 22 = 3-22, 13 x 23 = 3-35, 13 x 24 = 3-48, 13 x 25 = 3-61, 13 x 26 = 3-74, 13 x 27 = 3-87, 13 x 28 = 4-12, 13 x 29 = 4-25, 13 x 30 = 4-38, 13 x 31 = 4-51, 13 x 32 = 4-64, 13 x 33 = 4-77, 13 x 34 = 5-2, 13 x 35 = 5-15, 13 x 36 = 5-28, 13 x 37 = 5-41, 13 x 38 = 5-54, 13 x 39 = 5-67, 13 x 40 = 5-80, 13 x 41 = 6-5, 13 x 42 = 6-18, 13 x 43 = 6-31, 13 x 44 = 6-44, 13 x 45 = 6-57, 13 x 46 = 6-70, 13 x 47 = 6-83, 13 x 48 = 7-8, 13 x 49 = 7-21, 13 x 50 = 7-34, 13 x 51 = 7-47, 13 x 52 = 7-60, 13 x 53 = 7-73, 13 x 54 = 7-86, 13 x 55 = 8-11, 13 x 56 = 8-24, 13 x 57 = 8-37, 13 x 58 = 8-50, 13 x 59 = 8-63, 13 x 60 = 8-76, 13 x 61 = 9-1, 13 x 62 = 9-14, 13 x 63 = 9-27, 13 x 64 = 9-40, 13 x 65 = 9-53, 13 x 66 = 9-66, 13 x 67 = 9-79, 13 x 68 = 10-4, 13 x 69 = 10-17, 13 x 70 = 10-30, 13 x 71 = 10-43, 13 x 72 = 10-56, 13 x 73 = 10-69, 13 x 74 = 10-82, 13 x 75 = 11-7, 13 x 76 = 11-20, 13 x 77 = 11-33, 13 x 78 = 11-46, 13 x 79 = 11-59, 13 x 80 = 11-72, 13 x 81 = 11-85, 13 x 82 = 12-10, 13 x 83 = 12-23, 13 x 84 = 12-36, 13 x 85 = 12-49, 13 x 86 = 12-62, 13 x 87 = 12-75, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-10, 14 x 8 = 1-24, 14 x 9 = 1-38, 14 x 10 = 1-52, 14 x 11 = 1-66, 14 x 12 = 1-80, 14 x 13 = 2-6, 14 x 14 = 2-20, 14 x 15 = 2-34, 14 x 16 = 2-48, 14 x 17 = 2-62, 14 x 18 = 2-76, 14 x 19 = 3-2, 14 x 20 = 3-16, 14 x 21 = 3-30, 14 x 22 = 3-44, 14 x 23 = 3-58, 14 x 24 = 3-72, 14 x 25 = 3-86, 14 x 26 = 4-12, 14 x 27 = 4-26, 14 x 28 = 4-40, 14 x 29 = 4-54, 14 x 30 = 4-68, 14 x 31 = 4-82, 14 x 32 = 5-8, 14 x 33 = 5-22, 14 x 34 = 5-36, 14 x 35 = 5-50, 14 x 36 = 5-64, 14 x 37 = 5-78, 14 x 38 = 6-4, 14 x 39 = 6-18, 14 x 40 = 6-32, 14 x 41 = 6-46, 14 x 42 = 6-60, 14 x 43 = 6-74, 14 x 44 = 7-0, 14 x 45 = 7-14, 14 x 46 = 7-28, 14 x 47 = 7-42, 14 x 48 = 7-56, 14 x 49 = 7-70, 14 x 50 = 7-84, 14 x 51 = 8-10, 14 x 52 = 8-24, 14 x 53 = 8-38, 14 x 54 = 8-52, 14 x 55 = 8-66, 14 x 56 = 8-80, 14 x 57 = 9-6, 14 x 58 = 9-20, 14 x 59 = 9-34, 14 x 60 = 9-48, 14 x 61 = 9-62, 14 x 62 = 9-76, 14 x 63 = 10-2, 14 x 64 = 10-16, 14 x 65 = 10-30, 14 x 66 = 10-44, 14 x 67 = 10-58, 14 x 68 = 10-72, 14 x 69 = 10-86, 14 x 70 = 11-12, 14 x 71 = 11-26, 14 x 72 = 11-40, 14 x 73 = 11-54, 14 x 74 = 11-68, 14 x 75 = 11-82, 14 x 76 = 12-8, 14 x 77 = 12-22, 14 x 78 = 12-36, 14 x 79 = 12-50, 14 x 80 = 12-64, 14 x 81 = 12-78, 14 x 82 = 13-4, 14 x 83 = 13-18, 14 x 84 = 13-32, 14 x 85 = 13-46, 14 x 86 = 13-60, 14 x 87 = 13-74, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-2, 15 x 7 = 1-17, 15 x 8 = 1-32, 15 x 9 = 1-47, 15 x 10 = 1-62, 15 x 11 = 1-77, 15 x 12 = 2-4, 15 x 13 = 2-19, 15 x 14 = 2-34, 15 x 15 = 2-49, 15 x 16 = 2-64, 15 x 17 = 2-79, 15 x 18 = 3-6, 15 x 19 = 3-21, 15 x 20 = 3-36, 15 x 21 = 3-51, 15 x 22 = 3-66, 15 x 23 = 3-81, 15 x 24 = 4-8, 15 x 25 = 4-23, 15 x 26 = 4-38, 15 x 27 = 4-53, 15 x 28 = 4-68, 15 x 29 = 4-83, 15 x 30 = 5-10, 15 x 31 = 5-25, 15 x 32 = 5-40, 15 x 33 = 5-55, 15 x 34 = 5-70, 15 x 35 = 5-85, 15 x 36 = 6-12, 15 x 37 = 6-27, 15 x 38 = 6-42, 15 x 39 = 6-57, 15 x 40 = 6-72, 15 x 41 = 6-87, 15 x 42 = 7-14, 15 x 43 = 7-29, 15 x 44 = 7-44, 15 x 45 = 7-59, 15 x 46 = 7-74, 15 x 47 = 8-1, 15 x 48 = 8-16, 15 x 49 = 8-31, 15 x 50 = 8-46, 15 x 51 = 8-61, 15 x 52 = 8-76, 15 x 53 = 9-3, 15 x 54 = 9-18, 15 x 55 = 9-33, 15 x 56 = 9-48, 15 x 57 = 9-63, 15 x 58 = 9-78, 15 x 59 = 10-5, 15 x 60 = 10-20, 15 x 61 = 10-35, 15 x 62 = 10-50, 15 x 63 = 10-65, 15 x 64 = 10-80, 15 x 65 = 11-7, 15 x 66 = 11-22, 15 x 67 = 11-37, 15 x 68 = 11-52, 15 x 69 = 11-67, 15 x 70 = 11-82, 15 x 71 = 12-9, 15 x 72 = 12-24, 15 x 73 = 12-39, 15 x 74 = 12-54, 15 x 75 = 12-69, 15 x 76 = 12-84, 15 x 77 = 13-11, 15 x 78 = 13-26, 15 x 79 = 13-41, 15 x 80 = 13-56, 15 x 81 = 13-71, 15 x 82 = 13-86, 15 x 83 = 14-13, 15 x 84 = 14-28, 15 x 85 = 14-43, 15 x 86 = 14-58, 15 x 87 = 14-73, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-8, 16 x 7 = 1-24, 16 x 8 = 1-40, 16 x 9 = 1-56, 16 x 10 = 1-72, 16 x 11 = 2-0, 16 x 12 = 2-16, 16 x 13 = 2-32, 16 x 14 = 2-48, 16 x 15 = 2-64, 16 x 16 = 2-80, 16 x 17 = 3-8, 16 x 18 = 3-24, 16 x 19 = 3-40, 16 x 20 = 3-56, 16 x 21 = 3-72, 16 x 22 = 4-0, 16 x 23 = 4-16, 16 x 24 = 4-32, 16 x 25 = 4-48, 16 x 26 = 4-64, 16 x 27 = 4-80, 16 x 28 = 5-8, 16 x 29 = 5-24, 16 x 30 = 5-40, 16 x 31 = 5-56, 16 x 32 = 5-72, 16 x 33 = 6-0, 16 x 34 = 6-16, 16 x 35 = 6-32, 16 x 36 = 6-48, 16 x 37 = 6-64, 16 x 38 = 6-80, 16 x 39 = 7-8, 16 x 40 = 7-24, 16 x 41 = 7-40, 16 x 42 = 7-56, 16 x 43 = 7-72, 16 x 44 = 8-0, 16 x 45 = 8-16, 16 x 46 = 8-32, 16 x 47 = 8-48, 16 x 48 = 8-64, 16 x 49 = 8-80, 16 x 50 = 9-8, 16 x 51 = 9-24, 16 x 52 = 9-40, 16 x 53 = 9-56, 16 x 54 = 9-72, 16 x 55 = 10-0, 16 x 56 = 10-16, 16 x 57 = 10-32, 16 x 58 = 10-48, 16 x 59 = 10-64, 16 x 60 = 10-80, 16 x 61 = 11-8, 16 x 62 = 11-24, 16 x 63 = 11-40, 16 x 64 = 11-56, 16 x 65 = 11-72, 16 x 66 = 12-0, 16 x 67 = 12-16, 16 x 68 = 12-32, 16 x 69 = 12-48, 16 x 70 = 12-64, 16 x 71 = 12-80, 16 x 72 = 13-8, 16 x 73 = 13-24, 16 x 74 = 13-40, 16 x 75 = 13-56, 16 x 76 = 13-72, 16 x 77 = 14-0, 16 x 78 = 14-16, 16 x 79 = 14-32, 16 x 80 = 14-48, 16 x 81 = 14-64, 16 x 82 = 14-80, 16 x 83 = 15-8, 16 x 84 = 15-24, 16 x 85 = 15-40, 16 x 86 = 15-56, 16 x 87 = 15-72, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-14, 17 x 7 = 1-31, 17 x 8 = 1-48, 17 x 9 = 1-65, 17 x 10 = 1-82, 17 x 11 = 2-11, 17 x 12 = 2-28, 17 x 13 = 2-45, 17 x 14 = 2-62, 17 x 15 = 2-79, 17 x 16 = 3-8, 17 x 17 = 3-25, 17 x 18 = 3-42, 17 x 19 = 3-59, 17 x 20 = 3-76, 17 x 21 = 4-5, 17 x 22 = 4-22, 17 x 23 = 4-39, 17 x 24 = 4-56, 17 x 25 = 4-73, 17 x 26 = 5-2, 17 x 27 = 5-19, 17 x 28 = 5-36, 17 x 29 = 5-53, 17 x 30 = 5-70, 17 x 31 = 5-87, 17 x 32 = 6-16, 17 x 33 = 6-33, 17 x 34 = 6-50, 17 x 35 = 6-67, 17 x 36 = 6-84, 17 x 37 = 7-13, 17 x 38 = 7-30, 17 x 39 = 7-47, 17 x 40 = 7-64, 17 x 41 = 7-81, 17 x 42 = 8-10, 17 x 43 = 8-27, 17 x 44 = 8-44, 17 x 45 = 8-61, 17 x 46 = 8-78, 17 x 47 = 9-7, 17 x 48 = 9-24, 17 x 49 = 9-41, 17 x 50 = 9-58, 17 x 51 = 9-75, 17 x 52 = 10-4, 17 x 53 = 10-21, 17 x 54 = 10-38, 17 x 55 = 10-55, 17 x 56 = 10-72, 17 x 57 = 11-1, 17 x 58 = 11-18, 17 x 59 = 11-35, 17 x 60 = 11-52, 17 x 61 = 11-69, 17 x 62 = 11-86, 17 x 63 = 12-15, 17 x 64 = 12-32, 17 x 65 = 12-49, 17 x 66 = 12-66, 17 x 67 = 12-83, 17 x 68 = 13-12, 17 x 69 = 13-29, 17 x 70 = 13-46, 17 x 71 = 13-63, 17 x 72 = 13-80, 17 x 73 = 14-9, 17 x 74 = 14-26, 17 x 75 = 14-43, 17 x 76 = 14-60, 17 x 77 = 14-77, 17 x 78 = 15-6, 17 x 79 = 15-23, 17 x 80 = 15-40, 17 x 81 = 15-57, 17 x 82 = 15-74, 17 x 83 = 16-3, 17 x 84 = 16-20, 17 x 85 = 16-37, 17 x 86 = 16-54, 17 x 87 = 16-71, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-2, 18 x 6 = 1-20, 18 x 7 = 1-38, 18 x 8 = 1-56, 18 x 9 = 1-74, 18 x 10 = 2-4, 18 x 11 = 2-22, 18 x 12 = 2-40, 18 x 13 = 2-58, 18 x 14 = 2-76, 18 x 15 = 3-6, 18 x 16 = 3-24, 18 x 17 = 3-42, 18 x 18 = 3-60, 18 x 19 = 3-78, 18 x 20 = 4-8, 18 x 21 = 4-26, 18 x 22 = 4-44, 18 x 23 = 4-62, 18 x 24 = 4-80, 18 x 25 = 5-10, 18 x 26 = 5-28, 18 x 27 = 5-46, 18 x 28 = 5-64, 18 x 29 = 5-82, 18 x 30 = 6-12, 18 x 31 = 6-30, 18 x 32 = 6-48, 18 x 33 = 6-66, 18 x 34 = 6-84, 18 x 35 = 7-14, 18 x 36 = 7-32, 18 x 37 = 7-50, 18 x 38 = 7-68, 18 x 39 = 7-86, 18 x 40 = 8-16, 18 x 41 = 8-34, 18 x 42 = 8-52, 18 x 43 = 8-70, 18 x 44 = 9-0, 18 x 45 = 9-18, 18 x 46 = 9-36, 18 x 47 = 9-54, 18 x 48 = 9-72, 18 x 49 = 10-2, 18 x 50 = 10-20, 18 x 51 = 10-38, 18 x 52 = 10-56, 18 x 53 = 10-74, 18 x 54 = 11-4, 18 x 55 = 11-22, 18 x 56 = 11-40, 18 x 57 = 11-58, 18 x 58 = 11-76, 18 x 59 = 12-6, 18 x 60 = 12-24, 18 x 61 = 12-42, 18 x 62 = 12-60, 18 x 63 = 12-78, 18 x 64 = 13-8, 18 x 65 = 13-26, 18 x 66 = 13-44, 18 x 67 = 13-62, 18 x 68 = 13-80, 18 x 69 = 14-10, 18 x 70 = 14-28, 18 x 71 = 14-46, 18 x 72 = 14-64, 18 x 73 = 14-82, 18 x 74 = 15-12, 18 x 75 = 15-30, 18 x 76 = 15-48, 18 x 77 = 15-66, 18 x 78 = 15-84, 18 x 79 = 16-14, 18 x 80 = 16-32, 18 x 81 = 16-50, 18 x 82 = 16-68, 18 x 83 = 16-86, 18 x 84 = 17-16, 18 x 85 = 17-34, 18 x 86 = 17-52, 18 x 87 = 17-70, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-7, 19 x 6 = 1-26, 19 x 7 = 1-45, 19 x 8 = 1-64, 19 x 9 = 1-83, 19 x 10 = 2-14, 19 x 11 = 2-33, 19 x 12 = 2-52, 19 x 13 = 2-71, 19 x 14 = 3-2, 19 x 15 = 3-21, 19 x 16 = 3-40, 19 x 17 = 3-59, 19 x 18 = 3-78, 19 x 19 = 4-9, 19 x 20 = 4-28, 19 x 21 = 4-47, 19 x 22 = 4-66, 19 x 23 = 4-85, 19 x 24 = 5-16, 19 x 25 = 5-35, 19 x 26 = 5-54, 19 x 27 = 5-73, 19 x 28 = 6-4, 19 x 29 = 6-23, 19 x 30 = 6-42, 19 x 31 = 6-61, 19 x 32 = 6-80, 19 x 33 = 7-11, 19 x 34 = 7-30, 19 x 35 = 7-49, 19 x 36 = 7-68, 19 x 37 = 7-87, 19 x 38 = 8-18, 19 x 39 = 8-37, 19 x 40 = 8-56, 19 x 41 = 8-75, 19 x 42 = 9-6, 19 x 43 = 9-25, 19 x 44 = 9-44, 19 x 45 = 9-63, 19 x 46 = 9-82, 19 x 47 = 10-13, 19 x 48 = 10-32, 19 x 49 = 10-51, 19 x 50 = 10-70, 19 x 51 = 11-1, 19 x 52 = 11-20, 19 x 53 = 11-39, 19 x 54 = 11-58, 19 x 55 = 11-77, 19 x 56 = 12-8, 19 x 57 = 12-27, 19 x 58 = 12-46, 19 x 59 = 12-65, 19 x 60 = 12-84, 19 x 61 = 13-15, 19 x 62 = 13-34, 19 x 63 = 13-53, 19 x 64 = 13-72, 19 x 65 = 14-3, 19 x 66 = 14-22, 19 x 67 = 14-41, 19 x 68 = 14-60, 19 x 69 = 14-79, 19 x 70 = 15-10, 19 x 71 = 15-29, 19 x 72 = 15-48, 19 x 73 = 15-67, 19 x 74 = 15-86, 19 x 75 = 16-17, 19 x 76 = 16-36, 19 x 77 = 16-55, 19 x 78 = 16-74, 19 x 79 = 17-5, 19 x 80 = 17-24, 19 x 81 = 17-43, 19 x 82 = 17-62, 19 x 83 = 17-81, 19 x 84 = 18-12, 19 x 85 = 18-31, 19 x 86 = 18-50, 19 x 87 = 18-69, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-12, 20 x 6 = 1-32, 20 x 7 = 1-52, 20 x 8 = 1-72, 20 x 9 = 2-4, 20 x 10 = 2-24, 20 x 11 = 2-44, 20 x 12 = 2-64, 20 x 13 = 2-84, 20 x 14 = 3-16, 20 x 15 = 3-36, 20 x 16 = 3-56, 20 x 17 = 3-76, 20 x 18 = 4-8, 20 x 19 = 4-28, 20 x 20 = 4-48, 20 x 21 = 4-68, 20 x 22 = 5-0, 20 x 23 = 5-20, 20 x 24 = 5-40, 20 x 25 = 5-60, 20 x 26 = 5-80, 20 x 27 = 6-12, 20 x 28 = 6-32, 20 x 29 = 6-52, 20 x 30 = 6-72, 20 x 31 = 7-4, 20 x 32 = 7-24, 20 x 33 = 7-44, 20 x 34 = 7-64, 20 x 35 = 7-84, 20 x 36 = 8-16, 20 x 37 = 8-36, 20 x 38 = 8-56, 20 x 39 = 8-76, 20 x 40 = 9-8, 20 x 41 = 9-28, 20 x 42 = 9-48, 20 x 43 = 9-68, 20 x 44 = 10-0, 20 x 45 = 10-20, 20 x 46 = 10-40, 20 x 47 = 10-60, 20 x 48 = 10-80, 20 x 49 = 11-12, 20 x 50 = 11-32, 20 x 51 = 11-52, 20 x 52 = 11-72, 20 x 53 = 12-4, 20 x 54 = 12-24, 20 x 55 = 12-44, 20 x 56 = 12-64, 20 x 57 = 12-84, 20 x 58 = 13-16, 20 x 59 = 13-36, 20 x 60 = 13-56, 20 x 61 = 13-76, 20 x 62 = 14-8, 20 x 63 = 14-28, 20 x 64 = 14-48, 20 x 65 = 14-68, 20 x 66 = 15-0, 20 x 67 = 15-20, 20 x 68 = 15-40, 20 x 69 = 15-60, 20 x 70 = 15-80, 20 x 71 = 16-12, 20 x 72 = 16-32, 20 x 73 = 16-52, 20 x 74 = 16-72, 20 x 75 = 17-4, 20 x 76 = 17-24, 20 x 77 = 17-44, 20 x 78 = 17-64, 20 x 79 = 17-84, 20 x 80 = 18-16, 20 x 81 = 18-36, 20 x 82 = 18-56, 20 x 83 = 18-76, 20 x 84 = 19-8, 20 x 85 = 19-28, 20 x 86 = 19-48, 20 x 87 = 19-68, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-17, 21 x 6 = 1-38, 21 x 7 = 1-59, 21 x 8 = 1-80, 21 x 9 = 2-13, 21 x 10 = 2-34, 21 x 11 = 2-55, 21 x 12 = 2-76, 21 x 13 = 3-9, 21 x 14 = 3-30, 21 x 15 = 3-51, 21 x 16 = 3-72, 21 x 17 = 4-5, 21 x 18 = 4-26, 21 x 19 = 4-47, 21 x 20 = 4-68, 21 x 21 = 5-1, 21 x 22 = 5-22, 21 x 23 = 5-43, 21 x 24 = 5-64, 21 x 25 = 5-85, 21 x 26 = 6-18, 21 x 27 = 6-39, 21 x 28 = 6-60, 21 x 29 = 6-81, 21 x 30 = 7-14, 21 x 31 = 7-35, 21 x 32 = 7-56, 21 x 33 = 7-77, 21 x 34 = 8-10, 21 x 35 = 8-31, 21 x 36 = 8-52, 21 x 37 = 8-73, 21 x 38 = 9-6, 21 x 39 = 9-27, 21 x 40 = 9-48, 21 x 41 = 9-69, 21 x 42 = 10-2, 21 x 43 = 10-23, 21 x 44 = 10-44, 21 x 45 = 10-65, 21 x 46 = 10-86, 21 x 47 = 11-19, 21 x 48 = 11-40, 21 x 49 = 11-61, 21 x 50 = 11-82, 21 x 51 = 12-15, 21 x 52 = 12-36, 21 x 53 = 12-57, 21 x 54 = 12-78, 21 x 55 = 13-11, 21 x 56 = 13-32, 21 x 57 = 13-53, 21 x 58 = 13-74, 21 x 59 = 14-7, 21 x 60 = 14-28, 21 x 61 = 14-49, 21 x 62 = 14-70, 21 x 63 = 15-3, 21 x 64 = 15-24, 21 x 65 = 15-45, 21 x 66 = 15-66, 21 x 67 = 15-87, 21 x 68 = 16-20, 21 x 69 = 16-41, 21 x 70 = 16-62, 21 x 71 = 16-83, 21 x 72 = 17-16, 21 x 73 = 17-37, 21 x 74 = 17-58, 21 x 75 = 17-79, 21 x 76 = 18-12, 21 x 77 = 18-33, 21 x 78 = 18-54, 21 x 79 = 18-75, 21 x 80 = 19-8, 21 x 81 = 19-29, 21 x 82 = 19-50, 21 x 83 = 19-71, 21 x 84 = 20-4, 21 x 85 = 20-25, 21 x 86 = 20-46, 21 x 87 = 20-67, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-0, 22 x 5 = 1-22, 22 x 6 = 1-44, 22 x 7 = 1-66, 22 x 8 = 2-0, 22 x 9 = 2-22, 22 x 10 = 2-44, 22 x 11 = 2-66, 22 x 12 = 3-0, 22 x 13 = 3-22, 22 x 14 = 3-44, 22 x 15 = 3-66, 22 x 16 = 4-0, 22 x 17 = 4-22, 22 x 18 = 4-44, 22 x 19 = 4-66, 22 x 20 = 5-0, 22 x 21 = 5-22, 22 x 22 = 5-44, 22 x 23 = 5-66, 22 x 24 = 6-0, 22 x 25 = 6-22, 22 x 26 = 6-44, 22 x 27 = 6-66, 22 x 28 = 7-0, 22 x 29 = 7-22, 22 x 30 = 7-44, 22 x 31 = 7-66, 22 x 32 = 8-0, 22 x 33 = 8-22, 22 x 34 = 8-44, 22 x 35 = 8-66, 22 x 36 = 9-0, 22 x 37 = 9-22, 22 x 38 = 9-44, 22 x 39 = 9-66, 22 x 40 = 10-0, 22 x 41 = 10-22, 22 x 42 = 10-44, 22 x 43 = 10-66, 22 x 44 = 11-0, 22 x 45 = 11-22, 22 x 46 = 11-44, 22 x 47 = 11-66, 22 x 48 = 12-0, 22 x 49 = 12-22, 22 x 50 = 12-44, 22 x 51 = 12-66, 22 x 52 = 13-0, 22 x 53 = 13-22, 22 x 54 = 13-44, 22 x 55 = 13-66, 22 x 56 = 14-0, 22 x 57 = 14-22, 22 x 58 = 14-44, 22 x 59 = 14-66, 22 x 60 = 15-0, 22 x 61 = 15-22, 22 x 62 = 15-44, 22 x 63 = 15-66, 22 x 64 = 16-0, 22 x 65 = 16-22, 22 x 66 = 16-44, 22 x 67 = 16-66, 22 x 68 = 17-0, 22 x 69 = 17-22, 22 x 70 = 17-44, 22 x 71 = 17-66, 22 x 72 = 18-0, 22 x 73 = 18-22, 22 x 74 = 18-44, 22 x 75 = 18-66, 22 x 76 = 19-0, 22 x 77 = 19-22, 22 x 78 = 19-44, 22 x 79 = 19-66, 22 x 80 = 20-0, 22 x 81 = 20-22, 22 x 82 = 20-44, 22 x 83 = 20-66, 22 x 84 = 21-0, 22 x 85 = 21-22, 22 x 86 = 21-44, 22 x 87 = 21-66, 
