11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 0-99, 11 x 10 = 1-8, 11 x 11 = 1-19, 11 x 12 = 1-30, 11 x 13 = 1-41, 11 x 14 = 1-52, 11 x 15 = 1-63, 11 x 16 = 1-74, 11 x 17 = 1-85, 11 x 18 = 1-96, 11 x 19 = 2-5, 11 x 20 = 2-16, 11 x 21 = 2-27, 11 x 22 = 2-38, 11 x 23 = 2-49, 11 x 24 = 2-60, 11 x 25 = 2-71, 11 x 26 = 2-82, 11 x 27 = 2-93, 11 x 28 = 3-2, 11 x 29 = 3-13, 11 x 30 = 3-24, 11 x 31 = 3-35, 11 x 32 = 3-46, 11 x 33 = 3-57, 11 x 34 = 3-68, 11 x 35 = 3-79, 11 x 36 = 3-90, 11 x 37 = 3-101, 11 x 38 = 4-10, 11 x 39 = 4-21, 11 x 40 = 4-32, 11 x 41 = 4-43, 11 x 42 = 4-54, 11 x 43 = 4-65, 11 x 44 = 4-76, 11 x 45 = 4-87, 11 x 46 = 4-98, 11 x 47 = 5-7, 11 x 48 = 5-18, 11 x 49 = 5-29, 11 x 50 = 5-40, 11 x 51 = 5-51, 11 x 52 = 5-62, 11 x 53 = 5-73, 11 x 54 = 5-84, 11 x 55 = 5-95, 11 x 56 = 6-4, 11 x 57 = 6-15, 11 x 58 = 6-26, 11 x 59 = 6-37, 11 x 60 = 6-48, 11 x 61 = 6-59, 11 x 62 = 6-70, 11 x 63 = 6-81, 11 x 64 = 6-92, 11 x 65 = 7-1, 11 x 66 = 7-12, 11 x 67 = 7-23, 11 x 68 = 7-34, 11 x 69 = 7-45, 11 x 70 = 7-56, 11 x 71 = 7-67, 11 x 72 = 7-78, 11 x 73 = 7-89, 11 x 74 = 7-100, 11 x 75 = 8-9, 11 x 76 = 8-20, 11 x 77 = 8-31, 11 x 78 = 8-42, 11 x 79 = 8-53, 11 x 80 = 8-64, 11 x 81 = 8-75, 11 x 82 = 8-86, 11 x 83 = 8-97, 11 x 84 = 9-6, 11 x 85 = 9-17, 11 x 86 = 9-28, 11 x 87 = 9-39, 11 x 88 = 9-50, 11 x 89 = 9-61, 11 x 90 = 9-72, 11 x 91 = 9-83, 11 x 92 = 9-94, 11 x 93 = 10-3, 11 x 94 = 10-14, 11 x 95 = 10-25, 11 x 96 = 10-36, 11 x 97 = 10-47, 11 x 98 = 10-58, 11 x 99 = 10-69, 11 x 100 = 10-80, 11 x 101 = 10-91, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-6, 12 x 10 = 1-18, 12 x 11 = 1-30, 12 x 12 = 1-42, 12 x 13 = 1-54, 12 x 14 = 1-66, 12 x 15 = 1-78, 12 x 16 = 1-90, 12 x 17 = 2-0, 12 x 18 = 2-12, 12 x 19 = 2-24, 12 x 20 = 2-36, 12 x 21 = 2-48, 12 x 22 = 2-60, 12 x 23 = 2-72, 12 x 24 = 2-84, 12 x 25 = 2-96, 12 x 26 = 3-6, 12 x 27 = 3-18, 12 x 28 = 3-30, 12 x 29 = 3-42, 12 x 30 = 3-54, 12 x 31 = 3-66, 12 x 32 = 3-78, 12 x 33 = 3-90, 12 x 34 = 4-0, 12 x 35 = 4-12, 12 x 36 = 4-24, 12 x 37 = 4-36, 12 x 38 = 4-48, 12 x 39 = 4-60, 12 x 40 = 4-72, 12 x 41 = 4-84, 12 x 42 = 4-96, 12 x 43 = 5-6, 12 x 44 = 5-18, 12 x 45 = 5-30, 12 x 46 = 5-42, 12 x 47 = 5-54, 12 x 48 = 5-66, 12 x 49 = 5-78, 12 x 50 = 5-90, 12 x 51 = 6-0, 12 x 52 = 6-12, 12 x 53 = 6-24, 12 x 54 = 6-36, 12 x 55 = 6-48, 12 x 56 = 6-60, 12 x 57 = 6-72, 12 x 58 = 6-84, 12 x 59 = 6-96, 12 x 60 = 7-6, 12 x 61 = 7-18, 12 x 62 = 7-30, 12 x 63 = 7-42, 12 x 64 = 7-54, 12 x 65 = 7-66, 12 x 66 = 7-78, 12 x 67 = 7-90, 12 x 68 = 8-0, 12 x 69 = 8-12, 12 x 70 = 8-24, 12 x 71 = 8-36, 12 x 72 = 8-48, 12 x 73 = 8-60, 12 x 74 = 8-72, 12 x 75 = 8-84, 12 x 76 = 8-96, 12 x 77 = 9-6, 12 x 78 = 9-18, 12 x 79 = 9-30, 12 x 80 = 9-42, 12 x 81 = 9-54, 12 x 82 = 9-66, 12 x 83 = 9-78, 12 x 84 = 9-90, 12 x 85 = 10-0, 12 x 86 = 10-12, 12 x 87 = 10-24, 12 x 88 = 10-36, 12 x 89 = 10-48, 12 x 90 = 10-60, 12 x 91 = 10-72, 12 x 92 = 10-84, 12 x 93 = 10-96, 12 x 94 = 11-6, 12 x 95 = 11-18, 12 x 96 = 11-30, 12 x 97 = 11-42, 12 x 98 = 11-54, 12 x 99 = 11-66, 12 x 100 = 11-78, 12 x 101 = 11-90, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-2, 13 x 9 = 1-15, 13 x 10 = 1-28, 13 x 11 = 1-41, 13 x 12 = 1-54, 13 x 13 = 1-67, 13 x 14 = 1-80, 13 x 15 = 1-93, 13 x 16 = 2-4, 13 x 17 = 2-17, 13 x 18 = 2-30, 13 x 19 = 2-43, 13 x 20 = 2-56, 13 x 21 = 2-69, 13 x 22 = 2-82, 13 x 23 = 2-95, 13 x 24 = 3-6, 13 x 25 = 3-19, 13 x 26 = 3-32, 13 x 27 = 3-45, 13 x 28 = 3-58, 13 x 29 = 3-71, 13 x 30 = 3-84, 13 x 31 = 3-97, 13 x 32 = 4-8, 13 x 33 = 4-21, 13 x 34 = 4-34, 13 x 35 = 4-47, 13 x 36 = 4-60, 13 x 37 = 4-73, 13 x 38 = 4-86, 13 x 39 = 4-99, 13 x 40 = 5-10, 13 x 41 = 5-23, 13 x 42 = 5-36, 13 x 43 = 5-49, 13 x 44 = 5-62, 13 x 45 = 5-75, 13 x 46 = 5-88, 13 x 47 = 5-101, 13 x 48 = 6-12, 13 x 49 = 6-25, 13 x 50 = 6-38, 13 x 51 = 6-51, 13 x 52 = 6-64, 13 x 53 = 6-77, 13 x 54 = 6-90, 13 x 55 = 7-1, 13 x 56 = 7-14, 13 x 57 = 7-27, 13 x 58 = 7-40, 13 x 59 = 7-53, 13 x 60 = 7-66, 13 x 61 = 7-79, 13 x 62 = 7-92, 13 x 63 = 8-3, 13 x 64 = 8-16, 13 x 65 = 8-29, 13 x 66 = 8-42, 13 x 67 = 8-55, 13 x 68 = 8-68, 13 x 69 = 8-81, 13 x 70 = 8-94, 13 x 71 = 9-5, 13 x 72 = 9-18, 13 x 73 = 9-31, 13 x 74 = 9-44, 13 x 75 = 9-57, 13 x 76 = 9-70, 13 x 77 = 9-83, 13 x 78 = 9-96, 13 x 79 = 10-7, 13 x 80 = 10-20, 13 x 81 = 10-33, 13 x 82 = 10-46, 13 x 83 = 10-59, 13 x 84 = 10-72, 13 x 85 = 10-85, 13 x 86 = 10-98, 13 x 87 = 11-9, 13 x 88 = 11-22, 13 x 89 = 11-35, 13 x 90 = 11-48, 13 x 91 = 11-61, 13 x 92 = 11-74, 13 x 93 = 11-87, 13 x 94 = 11-100, 13 x 95 = 12-11, 13 x 96 = 12-24, 13 x 97 = 12-37, 13 x 98 = 12-50, 13 x 99 = 12-63, 13 x 100 = 12-76, 13 x 101 = 12-89, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-10, 14 x 9 = 1-24, 14 x 10 = 1-38, 14 x 11 = 1-52, 14 x 12 = 1-66, 14 x 13 = 1-80, 14 x 14 = 1-94, 14 x 15 = 2-6, 14 x 16 = 2-20, 14 x 17 = 2-34, 14 x 18 = 2-48, 14 x 19 = 2-62, 14 x 20 = 2-76, 14 x 21 = 2-90, 14 x 22 = 3-2, 14 x 23 = 3-16, 14 x 24 = 3-30, 14 x 25 = 3-44, 14 x 26 = 3-58, 14 x 27 = 3-72, 14 x 28 = 3-86, 14 x 29 = 3-100, 14 x 30 = 4-12, 14 x 31 = 4-26, 14 x 32 = 4-40, 14 x 33 = 4-54, 14 x 34 = 4-68, 14 x 35 = 4-82, 14 x 36 = 4-96, 14 x 37 = 5-8, 14 x 38 = 5-22, 14 x 39 = 5-36, 14 x 40 = 5-50, 14 x 41 = 5-64, 14 x 42 = 5-78, 14 x 43 = 5-92, 14 x 44 = 6-4, 14 x 45 = 6-18, 14 x 46 = 6-32, 14 x 47 = 6-46, 14 x 48 = 6-60, 14 x 49 = 6-74, 14 x 50 = 6-88, 14 x 51 = 7-0, 14 x 52 = 7-14, 14 x 53 = 7-28, 14 x 54 = 7-42, 14 x 55 = 7-56, 14 x 56 = 7-70, 14 x 57 = 7-84, 14 x 58 = 7-98, 14 x 59 = 8-10, 14 x 60 = 8-24, 14 x 61 = 8-38, 14 x 62 = 8-52, 14 x 63 = 8-66, 14 x 64 = 8-80, 14 x 65 = 8-94, 14 x 66 = 9-6, 14 x 67 = 9-20, 14 x 68 = 9-34, 14 x 69 = 9-48, 14 x 70 = 9-62, 14 x 71 = 9-76, 14 x 72 = 9-90, 14 x 73 = 10-2, 14 x 74 = 10-16, 14 x 75 = 10-30, 14 x 76 = 10-44, 14 x 77 = 10-58, 14 x 78 = 10-72, 14 x 79 = 10-86, 14 x 80 = 10-100, 14 x 81 = 11-12, 14 x 82 = 11-26, 14 x 83 = 11-40, 14 x 84 = 11-54, 14 x 85 = 11-68, 14 x 86 = 11-82, 14 x 87 = 11-96, 14 x 88 = 12-8, 14 x 89 = 12-22, 14 x 90 = 12-36, 14 x 91 = 12-50, 14 x 92 = 12-64, 14 x 93 = 12-78, 14 x 94 = 12-92, 14 x 95 = 13-4, 14 x 96 = 13-18, 14 x 97 = 13-32, 14 x 98 = 13-46, 14 x 99 = 13-60, 14 x 100 = 13-74, 14 x 101 = 13-88, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-3, 15 x 8 = 1-18, 15 x 9 = 1-33, 15 x 10 = 1-48, 15 x 11 = 1-63, 15 x 12 = 1-78, 15 x 13 = 1-93, 15 x 14 = 2-6, 15 x 15 = 2-21, 15 x 16 = 2-36, 15 x 17 = 2-51, 15 x 18 = 2-66, 15 x 19 = 2-81, 15 x 20 = 2-96, 15 x 21 = 3-9, 15 x 22 = 3-24, 15 x 23 = 3-39, 15 x 24 = 3-54, 15 x 25 = 3-69, 15 x 26 = 3-84, 15 x 27 = 3-99, 15 x 28 = 4-12, 15 x 29 = 4-27, 15 x 30 = 4-42, 15 x 31 = 4-57, 15 x 32 = 4-72, 15 x 33 = 4-87, 15 x 34 = 5-0, 15 x 35 = 5-15, 15 x 36 = 5-30, 15 x 37 = 5-45, 15 x 38 = 5-60, 15 x 39 = 5-75, 15 x 40 = 5-90, 15 x 41 = 6-3, 15 x 42 = 6-18, 15 x 43 = 6-33, 15 x 44 = 6-48, 15 x 45 = 6-63, 15 x 46 = 6-78, 15 x 47 = 6-93, 15 x 48 = 7-6, 15 x 49 = 7-21, 15 x 50 = 7-36, 15 x 51 = 7-51, 15 x 52 = 7-66, 15 x 53 = 7-81, 15 x 54 = 7-96, 15 x 55 = 8-9, 15 x 56 = 8-24, 15 x 57 = 8-39, 15 x 58 = 8-54, 15 x 59 = 8-69, 15 x 60 = 8-84, 15 x 61 = 8-99, 15 x 62 = 9-12, 15 x 63 = 9-27, 15 x 64 = 9-42, 15 x 65 = 9-57, 15 x 66 = 9-72, 15 x 67 = 9-87, 15 x 68 = 10-0, 15 x 69 = 10-15, 15 x 70 = 10-30, 15 x 71 = 10-45, 15 x 72 = 10-60, 15 x 73 = 10-75, 15 x 74 = 10-90, 15 x 75 = 11-3, 15 x 76 = 11-18, 15 x 77 = 11-33, 15 x 78 = 11-48, 15 x 79 = 11-63, 15 x 80 = 11-78, 15 x 81 = 11-93, 15 x 82 = 12-6, 15 x 83 = 12-21, 15 x 84 = 12-36, 15 x 85 = 12-51, 15 x 86 = 12-66, 15 x 87 = 12-81, 15 x 88 = 12-96, 15 x 89 = 13-9, 15 x 90 = 13-24, 15 x 91 = 13-39, 15 x 92 = 13-54, 15 x 93 = 13-69, 15 x 94 = 13-84, 15 x 95 = 13-99, 15 x 96 = 14-12, 15 x 97 = 14-27, 15 x 98 = 14-42, 15 x 99 = 14-57, 15 x 100 = 14-72, 15 x 101 = 14-87, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-10, 16 x 8 = 1-26, 16 x 9 = 1-42, 16 x 10 = 1-58, 16 x 11 = 1-74, 16 x 12 = 1-90, 16 x 13 = 2-4, 16 x 14 = 2-20, 16 x 15 = 2-36, 16 x 16 = 2-52, 16 x 17 = 2-68, 16 x 18 = 2-84, 16 x 19 = 2-100, 16 x 20 = 3-14, 16 x 21 = 3-30, 16 x 22 = 3-46, 16 x 23 = 3-62, 16 x 24 = 3-78, 16 x 25 = 3-94, 16 x 26 = 4-8, 16 x 27 = 4-24, 16 x 28 = 4-40, 16 x 29 = 4-56, 16 x 30 = 4-72, 16 x 31 = 4-88, 16 x 32 = 5-2, 16 x 33 = 5-18, 16 x 34 = 5-34, 16 x 35 = 5-50, 16 x 36 = 5-66, 16 x 37 = 5-82, 16 x 38 = 5-98, 16 x 39 = 6-12, 16 x 40 = 6-28, 16 x 41 = 6-44, 16 x 42 = 6-60, 16 x 43 = 6-76, 16 x 44 = 6-92, 16 x 45 = 7-6, 16 x 46 = 7-22, 16 x 47 = 7-38, 16 x 48 = 7-54, 16 x 49 = 7-70, 16 x 50 = 7-86, 16 x 51 = 8-0, 16 x 52 = 8-16, 16 x 53 = 8-32, 16 x 54 = 8-48, 16 x 55 = 8-64, 16 x 56 = 8-80, 16 x 57 = 8-96, 16 x 58 = 9-10, 16 x 59 = 9-26, 16 x 60 = 9-42, 16 x 61 = 9-58, 16 x 62 = 9-74, 16 x 63 = 9-90, 16 x 64 = 10-4, 16 x 65 = 10-20, 16 x 66 = 10-36, 16 x 67 = 10-52, 16 x 68 = 10-68, 16 x 69 = 10-84, 16 x 70 = 10-100, 16 x 71 = 11-14, 16 x 72 = 11-30, 16 x 73 = 11-46, 16 x 74 = 11-62, 16 x 75 = 11-78, 16 x 76 = 11-94, 16 x 77 = 12-8, 16 x 78 = 12-24, 16 x 79 = 12-40, 16 x 80 = 12-56, 16 x 81 = 12-72, 16 x 82 = 12-88, 16 x 83 = 13-2, 16 x 84 = 13-18, 16 x 85 = 13-34, 16 x 86 = 13-50, 16 x 87 = 13-66, 16 x 88 = 13-82, 16 x 89 = 13-98, 16 x 90 = 14-12, 16 x 91 = 14-28, 16 x 92 = 14-44, 16 x 93 = 14-60, 16 x 94 = 14-76, 16 x 95 = 14-92, 16 x 96 = 15-6, 16 x 97 = 15-22, 16 x 98 = 15-38, 16 x 99 = 15-54, 16 x 100 = 15-70, 16 x 101 = 15-86, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-0, 17 x 7 = 1-17, 17 x 8 = 1-34, 17 x 9 = 1-51, 17 x 10 = 1-68, 17 x 11 = 1-85, 17 x 12 = 2-0, 17 x 13 = 2-17, 17 x 14 = 2-34, 17 x 15 = 2-51, 17 x 16 = 2-68, 17 x 17 = 2-85, 17 x 18 = 3-0, 17 x 19 = 3-17, 17 x 20 = 3-34, 17 x 21 = 3-51, 17 x 22 = 3-68, 17 x 23 = 3-85, 17 x 24 = 4-0, 17 x 25 = 4-17, 17 x 26 = 4-34, 17 x 27 = 4-51, 17 x 28 = 4-68, 17 x 29 = 4-85, 17 x 30 = 5-0, 17 x 31 = 5-17, 17 x 32 = 5-34, 17 x 33 = 5-51, 17 x 34 = 5-68, 17 x 35 = 5-85, 17 x 36 = 6-0, 17 x 37 = 6-17, 17 x 38 = 6-34, 17 x 39 = 6-51, 17 x 40 = 6-68, 17 x 41 = 6-85, 17 x 42 = 7-0, 17 x 43 = 7-17, 17 x 44 = 7-34, 17 x 45 = 7-51, 17 x 46 = 7-68, 17 x 47 = 7-85, 17 x 48 = 8-0, 17 x 49 = 8-17, 17 x 50 = 8-34, 17 x 51 = 8-51, 17 x 52 = 8-68, 17 x 53 = 8-85, 17 x 54 = 9-0, 17 x 55 = 9-17, 17 x 56 = 9-34, 17 x 57 = 9-51, 17 x 58 = 9-68, 17 x 59 = 9-85, 17 x 60 = 10-0, 17 x 61 = 10-17, 17 x 62 = 10-34, 17 x 63 = 10-51, 17 x 64 = 10-68, 17 x 65 = 10-85, 17 x 66 = 11-0, 17 x 67 = 11-17, 17 x 68 = 11-34, 17 x 69 = 11-51, 17 x 70 = 11-68, 17 x 71 = 11-85, 17 x 72 = 12-0, 17 x 73 = 12-17, 17 x 74 = 12-34, 17 x 75 = 12-51, 17 x 76 = 12-68, 17 x 77 = 12-85, 17 x 78 = 13-0, 17 x 79 = 13-17, 17 x 80 = 13-34, 17 x 81 = 13-51, 17 x 82 = 13-68, 17 x 83 = 13-85, 17 x 84 = 14-0, 17 x 85 = 14-17, 17 x 86 = 14-34, 17 x 87 = 14-51, 17 x 88 = 14-68, 17 x 89 = 14-85, 17 x 90 = 15-0, 17 x 91 = 15-17, 17 x 92 = 15-34, 17 x 93 = 15-51, 17 x 94 = 15-68, 17 x 95 = 15-85, 17 x 96 = 16-0, 17 x 97 = 16-17, 17 x 98 = 16-34, 17 x 99 = 16-51, 17 x 100 = 16-68, 17 x 101 = 16-85, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-6, 18 x 7 = 1-24, 18 x 8 = 1-42, 18 x 9 = 1-60, 18 x 10 = 1-78, 18 x 11 = 1-96, 18 x 12 = 2-12, 18 x 13 = 2-30, 18 x 14 = 2-48, 18 x 15 = 2-66, 18 x 16 = 2-84, 18 x 17 = 3-0, 18 x 18 = 3-18, 18 x 19 = 3-36, 18 x 20 = 3-54, 18 x 21 = 3-72, 18 x 22 = 3-90, 18 x 23 = 4-6, 18 x 24 = 4-24, 18 x 25 = 4-42, 18 x 26 = 4-60, 18 x 27 = 4-78, 18 x 28 = 4-96, 18 x 29 = 5-12, 18 x 30 = 5-30, 18 x 31 = 5-48, 18 x 32 = 5-66, 18 x 33 = 5-84, 18 x 34 = 6-0, 18 x 35 = 6-18, 18 x 36 = 6-36, 18 x 37 = 6-54, 18 x 38 = 6-72, 18 x 39 = 6-90, 18 x 40 = 7-6, 18 x 41 = 7-24, 18 x 42 = 7-42, 18 x 43 = 7-60, 18 x 44 = 7-78, 18 x 45 = 7-96, 18 x 46 = 8-12, 18 x 47 = 8-30, 18 x 48 = 8-48, 18 x 49 = 8-66, 18 x 50 = 8-84, 18 x 51 = 9-0, 18 x 52 = 9-18, 18 x 53 = 9-36, 18 x 54 = 9-54, 18 x 55 = 9-72, 18 x 56 = 9-90, 18 x 57 = 10-6, 18 x 58 = 10-24, 18 x 59 = 10-42, 18 x 60 = 10-60, 18 x 61 = 10-78, 18 x 62 = 10-96, 18 x 63 = 11-12, 18 x 64 = 11-30, 18 x 65 = 11-48, 18 x 66 = 11-66, 18 x 67 = 11-84, 18 x 68 = 12-0, 18 x 69 = 12-18, 18 x 70 = 12-36, 18 x 71 = 12-54, 18 x 72 = 12-72, 18 x 73 = 12-90, 18 x 74 = 13-6, 18 x 75 = 13-24, 18 x 76 = 13-42, 18 x 77 = 13-60, 18 x 78 = 13-78, 18 x 79 = 13-96, 18 x 80 = 14-12, 18 x 81 = 14-30, 18 x 82 = 14-48, 18 x 83 = 14-66, 18 x 84 = 14-84, 18 x 85 = 15-0, 18 x 86 = 15-18, 18 x 87 = 15-36, 18 x 88 = 15-54, 18 x 89 = 15-72, 18 x 90 = 15-90, 18 x 91 = 16-6, 18 x 92 = 16-24, 18 x 93 = 16-42, 18 x 94 = 16-60, 18 x 95 = 16-78, 18 x 96 = 16-96, 18 x 97 = 17-12, 18 x 98 = 17-30, 18 x 99 = 17-48, 18 x 100 = 17-66, 18 x 101 = 17-84, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-12, 19 x 7 = 1-31, 19 x 8 = 1-50, 19 x 9 = 1-69, 19 x 10 = 1-88, 19 x 11 = 2-5, 19 x 12 = 2-24, 19 x 13 = 2-43, 19 x 14 = 2-62, 19 x 15 = 2-81, 19 x 16 = 2-100, 19 x 17 = 3-17, 19 x 18 = 3-36, 19 x 19 = 3-55, 19 x 20 = 3-74, 19 x 21 = 3-93, 19 x 22 = 4-10, 19 x 23 = 4-29, 19 x 24 = 4-48, 19 x 25 = 4-67, 19 x 26 = 4-86, 19 x 27 = 5-3, 19 x 28 = 5-22, 19 x 29 = 5-41, 19 x 30 = 5-60, 19 x 31 = 5-79, 19 x 32 = 5-98, 19 x 33 = 6-15, 19 x 34 = 6-34, 19 x 35 = 6-53, 19 x 36 = 6-72, 19 x 37 = 6-91, 19 x 38 = 7-8, 19 x 39 = 7-27, 19 x 40 = 7-46, 19 x 41 = 7-65, 19 x 42 = 7-84, 19 x 43 = 8-1, 19 x 44 = 8-20, 19 x 45 = 8-39, 19 x 46 = 8-58, 19 x 47 = 8-77, 19 x 48 = 8-96, 19 x 49 = 9-13, 19 x 50 = 9-32, 19 x 51 = 9-51, 19 x 52 = 9-70, 19 x 53 = 9-89, 19 x 54 = 10-6, 19 x 55 = 10-25, 19 x 56 = 10-44, 19 x 57 = 10-63, 19 x 58 = 10-82, 19 x 59 = 10-101, 19 x 60 = 11-18, 19 x 61 = 11-37, 19 x 62 = 11-56, 19 x 63 = 11-75, 19 x 64 = 11-94, 19 x 65 = 12-11, 19 x 66 = 12-30, 19 x 67 = 12-49, 19 x 68 = 12-68, 19 x 69 = 12-87, 19 x 70 = 13-4, 19 x 71 = 13-23, 19 x 72 = 13-42, 19 x 73 = 13-61, 19 x 74 = 13-80, 19 x 75 = 13-99, 19 x 76 = 14-16, 19 x 77 = 14-35, 19 x 78 = 14-54, 19 x 79 = 14-73, 19 x 80 = 14-92, 19 x 81 = 15-9, 19 x 82 = 15-28, 19 x 83 = 15-47, 19 x 84 = 15-66, 19 x 85 = 15-85, 19 x 86 = 16-2, 19 x 87 = 16-21, 19 x 88 = 16-40, 19 x 89 = 16-59, 19 x 90 = 16-78, 19 x 91 = 16-97, 19 x 92 = 17-14, 19 x 93 = 17-33, 19 x 94 = 17-52, 19 x 95 = 17-71, 19 x 96 = 17-90, 19 x 97 = 18-7, 19 x 98 = 18-26, 19 x 99 = 18-45, 19 x 100 = 18-64, 19 x 101 = 18-83, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 0-100, 20 x 6 = 1-18, 20 x 7 = 1-38, 20 x 8 = 1-58, 20 x 9 = 1-78, 20 x 10 = 1-98, 20 x 11 = 2-16, 20 x 12 = 2-36, 20 x 13 = 2-56, 20 x 14 = 2-76, 20 x 15 = 2-96, 20 x 16 = 3-14, 20 x 17 = 3-34, 20 x 18 = 3-54, 20 x 19 = 3-74, 20 x 20 = 3-94, 20 x 21 = 4-12, 20 x 22 = 4-32, 20 x 23 = 4-52, 20 x 24 = 4-72, 20 x 25 = 4-92, 20 x 26 = 5-10, 20 x 27 = 5-30, 20 x 28 = 5-50, 20 x 29 = 5-70, 20 x 30 = 5-90, 20 x 31 = 6-8, 20 x 32 = 6-28, 20 x 33 = 6-48, 20 x 34 = 6-68, 20 x 35 = 6-88, 20 x 36 = 7-6, 20 x 37 = 7-26, 20 x 38 = 7-46, 20 x 39 = 7-66, 20 x 40 = 7-86, 20 x 41 = 8-4, 20 x 42 = 8-24, 20 x 43 = 8-44, 20 x 44 = 8-64, 20 x 45 = 8-84, 20 x 46 = 9-2, 20 x 47 = 9-22, 20 x 48 = 9-42, 20 x 49 = 9-62, 20 x 50 = 9-82, 20 x 51 = 10-0, 20 x 52 = 10-20, 20 x 53 = 10-40, 20 x 54 = 10-60, 20 x 55 = 10-80, 20 x 56 = 10-100, 20 x 57 = 11-18, 20 x 58 = 11-38, 20 x 59 = 11-58, 20 x 60 = 11-78, 20 x 61 = 11-98, 20 x 62 = 12-16, 20 x 63 = 12-36, 20 x 64 = 12-56, 20 x 65 = 12-76, 20 x 66 = 12-96, 20 x 67 = 13-14, 20 x 68 = 13-34, 20 x 69 = 13-54, 20 x 70 = 13-74, 20 x 71 = 13-94, 20 x 72 = 14-12, 20 x 73 = 14-32, 20 x 74 = 14-52, 20 x 75 = 14-72, 20 x 76 = 14-92, 20 x 77 = 15-10, 20 x 78 = 15-30, 20 x 79 = 15-50, 20 x 80 = 15-70, 20 x 81 = 15-90, 20 x 82 = 16-8, 20 x 83 = 16-28, 20 x 84 = 16-48, 20 x 85 = 16-68, 20 x 86 = 16-88, 20 x 87 = 17-6, 20 x 88 = 17-26, 20 x 89 = 17-46, 20 x 90 = 17-66, 20 x 91 = 17-86, 20 x 92 = 18-4, 20 x 93 = 18-24, 20 x 94 = 18-44, 20 x 95 = 18-64, 20 x 96 = 18-84, 20 x 97 = 19-2, 20 x 98 = 19-22, 20 x 99 = 19-42, 20 x 100 = 19-62, 20 x 101 = 19-82, 
