11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-1, 11 x 9 = 1-12, 11 x 10 = 1-23, 11 x 11 = 1-34, 11 x 12 = 1-45, 11 x 13 = 1-56, 11 x 14 = 1-67, 11 x 15 = 1-78, 11 x 16 = 2-2, 11 x 17 = 2-13, 11 x 18 = 2-24, 11 x 19 = 2-35, 11 x 20 = 2-46, 11 x 21 = 2-57, 11 x 22 = 2-68, 11 x 23 = 2-79, 11 x 24 = 3-3, 11 x 25 = 3-14, 11 x 26 = 3-25, 11 x 27 = 3-36, 11 x 28 = 3-47, 11 x 29 = 3-58, 11 x 30 = 3-69, 11 x 31 = 3-80, 11 x 32 = 4-4, 11 x 33 = 4-15, 11 x 34 = 4-26, 11 x 35 = 4-37, 11 x 36 = 4-48, 11 x 37 = 4-59, 11 x 38 = 4-70, 11 x 39 = 4-81, 11 x 40 = 5-5, 11 x 41 = 5-16, 11 x 42 = 5-27, 11 x 43 = 5-38, 11 x 44 = 5-49, 11 x 45 = 5-60, 11 x 46 = 5-71, 11 x 47 = 5-82, 11 x 48 = 6-6, 11 x 49 = 6-17, 11 x 50 = 6-28, 11 x 51 = 6-39, 11 x 52 = 6-50, 11 x 53 = 6-61, 11 x 54 = 6-72, 11 x 55 = 6-83, 11 x 56 = 7-7, 11 x 57 = 7-18, 11 x 58 = 7-29, 11 x 59 = 7-40, 11 x 60 = 7-51, 11 x 61 = 7-62, 11 x 62 = 7-73, 11 x 63 = 7-84, 11 x 64 = 8-8, 11 x 65 = 8-19, 11 x 66 = 8-30, 11 x 67 = 8-41, 11 x 68 = 8-52, 11 x 69 = 8-63, 11 x 70 = 8-74, 11 x 71 = 8-85, 11 x 72 = 9-9, 11 x 73 = 9-20, 11 x 74 = 9-31, 11 x 75 = 9-42, 11 x 76 = 9-53, 11 x 77 = 9-64, 11 x 78 = 9-75, 11 x 79 = 9-86, 11 x 80 = 10-10, 11 x 81 = 10-21, 11 x 82 = 10-32, 11 x 83 = 10-43, 11 x 84 = 10-54, 11 x 85 = 10-65, 11 x 86 = 10-76, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-9, 12 x 9 = 1-21, 12 x 10 = 1-33, 12 x 11 = 1-45, 12 x 12 = 1-57, 12 x 13 = 1-69, 12 x 14 = 1-81, 12 x 15 = 2-6, 12 x 16 = 2-18, 12 x 17 = 2-30, 12 x 18 = 2-42, 12 x 19 = 2-54, 12 x 20 = 2-66, 12 x 21 = 2-78, 12 x 22 = 3-3, 12 x 23 = 3-15, 12 x 24 = 3-27, 12 x 25 = 3-39, 12 x 26 = 3-51, 12 x 27 = 3-63, 12 x 28 = 3-75, 12 x 29 = 4-0, 12 x 30 = 4-12, 12 x 31 = 4-24, 12 x 32 = 4-36, 12 x 33 = 4-48, 12 x 34 = 4-60, 12 x 35 = 4-72, 12 x 36 = 4-84, 12 x 37 = 5-9, 12 x 38 = 5-21, 12 x 39 = 5-33, 12 x 40 = 5-45, 12 x 41 = 5-57, 12 x 42 = 5-69, 12 x 43 = 5-81, 12 x 44 = 6-6, 12 x 45 = 6-18, 12 x 46 = 6-30, 12 x 47 = 6-42, 12 x 48 = 6-54, 12 x 49 = 6-66, 12 x 50 = 6-78, 12 x 51 = 7-3, 12 x 52 = 7-15, 12 x 53 = 7-27, 12 x 54 = 7-39, 12 x 55 = 7-51, 12 x 56 = 7-63, 12 x 57 = 7-75, 12 x 58 = 8-0, 12 x 59 = 8-12, 12 x 60 = 8-24, 12 x 61 = 8-36, 12 x 62 = 8-48, 12 x 63 = 8-60, 12 x 64 = 8-72, 12 x 65 = 8-84, 12 x 66 = 9-9, 12 x 67 = 9-21, 12 x 68 = 9-33, 12 x 69 = 9-45, 12 x 70 = 9-57, 12 x 71 = 9-69, 12 x 72 = 9-81, 12 x 73 = 10-6, 12 x 74 = 10-18, 12 x 75 = 10-30, 12 x 76 = 10-42, 12 x 77 = 10-54, 12 x 78 = 10-66, 12 x 79 = 10-78, 12 x 80 = 11-3, 12 x 81 = 11-15, 12 x 82 = 11-27, 12 x 83 = 11-39, 12 x 84 = 11-51, 12 x 85 = 11-63, 12 x 86 = 11-75, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-4, 13 x 8 = 1-17, 13 x 9 = 1-30, 13 x 10 = 1-43, 13 x 11 = 1-56, 13 x 12 = 1-69, 13 x 13 = 1-82, 13 x 14 = 2-8, 13 x 15 = 2-21, 13 x 16 = 2-34, 13 x 17 = 2-47, 13 x 18 = 2-60, 13 x 19 = 2-73, 13 x 20 = 2-86, 13 x 21 = 3-12, 13 x 22 = 3-25, 13 x 23 = 3-38, 13 x 24 = 3-51, 13 x 25 = 3-64, 13 x 26 = 3-77, 13 x 27 = 4-3, 13 x 28 = 4-16, 13 x 29 = 4-29, 13 x 30 = 4-42, 13 x 31 = 4-55, 13 x 32 = 4-68, 13 x 33 = 4-81, 13 x 34 = 5-7, 13 x 35 = 5-20, 13 x 36 = 5-33, 13 x 37 = 5-46, 13 x 38 = 5-59, 13 x 39 = 5-72, 13 x 40 = 5-85, 13 x 41 = 6-11, 13 x 42 = 6-24, 13 x 43 = 6-37, 13 x 44 = 6-50, 13 x 45 = 6-63, 13 x 46 = 6-76, 13 x 47 = 7-2, 13 x 48 = 7-15, 13 x 49 = 7-28, 13 x 50 = 7-41, 13 x 51 = 7-54, 13 x 52 = 7-67, 13 x 53 = 7-80, 13 x 54 = 8-6, 13 x 55 = 8-19, 13 x 56 = 8-32, 13 x 57 = 8-45, 13 x 58 = 8-58, 13 x 59 = 8-71, 13 x 60 = 8-84, 13 x 61 = 9-10, 13 x 62 = 9-23, 13 x 63 = 9-36, 13 x 64 = 9-49, 13 x 65 = 9-62, 13 x 66 = 9-75, 13 x 67 = 10-1, 13 x 68 = 10-14, 13 x 69 = 10-27, 13 x 70 = 10-40, 13 x 71 = 10-53, 13 x 72 = 10-66, 13 x 73 = 10-79, 13 x 74 = 11-5, 13 x 75 = 11-18, 13 x 76 = 11-31, 13 x 77 = 11-44, 13 x 78 = 11-57, 13 x 79 = 11-70, 13 x 80 = 11-83, 13 x 81 = 12-9, 13 x 82 = 12-22, 13 x 83 = 12-35, 13 x 84 = 12-48, 13 x 85 = 12-61, 13 x 86 = 12-74, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-11, 14 x 8 = 1-25, 14 x 9 = 1-39, 14 x 10 = 1-53, 14 x 11 = 1-67, 14 x 12 = 1-81, 14 x 13 = 2-8, 14 x 14 = 2-22, 14 x 15 = 2-36, 14 x 16 = 2-50, 14 x 17 = 2-64, 14 x 18 = 2-78, 14 x 19 = 3-5, 14 x 20 = 3-19, 14 x 21 = 3-33, 14 x 22 = 3-47, 14 x 23 = 3-61, 14 x 24 = 3-75, 14 x 25 = 4-2, 14 x 26 = 4-16, 14 x 27 = 4-30, 14 x 28 = 4-44, 14 x 29 = 4-58, 14 x 30 = 4-72, 14 x 31 = 4-86, 14 x 32 = 5-13, 14 x 33 = 5-27, 14 x 34 = 5-41, 14 x 35 = 5-55, 14 x 36 = 5-69, 14 x 37 = 5-83, 14 x 38 = 6-10, 14 x 39 = 6-24, 14 x 40 = 6-38, 14 x 41 = 6-52, 14 x 42 = 6-66, 14 x 43 = 6-80, 14 x 44 = 7-7, 14 x 45 = 7-21, 14 x 46 = 7-35, 14 x 47 = 7-49, 14 x 48 = 7-63, 14 x 49 = 7-77, 14 x 50 = 8-4, 14 x 51 = 8-18, 14 x 52 = 8-32, 14 x 53 = 8-46, 14 x 54 = 8-60, 14 x 55 = 8-74, 14 x 56 = 9-1, 14 x 57 = 9-15, 14 x 58 = 9-29, 14 x 59 = 9-43, 14 x 60 = 9-57, 14 x 61 = 9-71, 14 x 62 = 9-85, 14 x 63 = 10-12, 14 x 64 = 10-26, 14 x 65 = 10-40, 14 x 66 = 10-54, 14 x 67 = 10-68, 14 x 68 = 10-82, 14 x 69 = 11-9, 14 x 70 = 11-23, 14 x 71 = 11-37, 14 x 72 = 11-51, 14 x 73 = 11-65, 14 x 74 = 11-79, 14 x 75 = 12-6, 14 x 76 = 12-20, 14 x 77 = 12-34, 14 x 78 = 12-48, 14 x 79 = 12-62, 14 x 80 = 12-76, 14 x 81 = 13-3, 14 x 82 = 13-17, 14 x 83 = 13-31, 14 x 84 = 13-45, 14 x 85 = 13-59, 14 x 86 = 13-73, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-3, 15 x 7 = 1-18, 15 x 8 = 1-33, 15 x 9 = 1-48, 15 x 10 = 1-63, 15 x 11 = 1-78, 15 x 12 = 2-6, 15 x 13 = 2-21, 15 x 14 = 2-36, 15 x 15 = 2-51, 15 x 16 = 2-66, 15 x 17 = 2-81, 15 x 18 = 3-9, 15 x 19 = 3-24, 15 x 20 = 3-39, 15 x 21 = 3-54, 15 x 22 = 3-69, 15 x 23 = 3-84, 15 x 24 = 4-12, 15 x 25 = 4-27, 15 x 26 = 4-42, 15 x 27 = 4-57, 15 x 28 = 4-72, 15 x 29 = 5-0, 15 x 30 = 5-15, 15 x 31 = 5-30, 15 x 32 = 5-45, 15 x 33 = 5-60, 15 x 34 = 5-75, 15 x 35 = 6-3, 15 x 36 = 6-18, 15 x 37 = 6-33, 15 x 38 = 6-48, 15 x 39 = 6-63, 15 x 40 = 6-78, 15 x 41 = 7-6, 15 x 42 = 7-21, 15 x 43 = 7-36, 15 x 44 = 7-51, 15 x 45 = 7-66, 15 x 46 = 7-81, 15 x 47 = 8-9, 15 x 48 = 8-24, 15 x 49 = 8-39, 15 x 50 = 8-54, 15 x 51 = 8-69, 15 x 52 = 8-84, 15 x 53 = 9-12, 15 x 54 = 9-27, 15 x 55 = 9-42, 15 x 56 = 9-57, 15 x 57 = 9-72, 15 x 58 = 10-0, 15 x 59 = 10-15, 15 x 60 = 10-30, 15 x 61 = 10-45, 15 x 62 = 10-60, 15 x 63 = 10-75, 15 x 64 = 11-3, 15 x 65 = 11-18, 15 x 66 = 11-33, 15 x 67 = 11-48, 15 x 68 = 11-63, 15 x 69 = 11-78, 15 x 70 = 12-6, 15 x 71 = 12-21, 15 x 72 = 12-36, 15 x 73 = 12-51, 15 x 74 = 12-66, 15 x 75 = 12-81, 15 x 76 = 13-9, 15 x 77 = 13-24, 15 x 78 = 13-39, 15 x 79 = 13-54, 15 x 80 = 13-69, 15 x 81 = 13-84, 15 x 82 = 14-12, 15 x 83 = 14-27, 15 x 84 = 14-42, 15 x 85 = 14-57, 15 x 86 = 14-72, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-9, 16 x 7 = 1-25, 16 x 8 = 1-41, 16 x 9 = 1-57, 16 x 10 = 1-73, 16 x 11 = 2-2, 16 x 12 = 2-18, 16 x 13 = 2-34, 16 x 14 = 2-50, 16 x 15 = 2-66, 16 x 16 = 2-82, 16 x 17 = 3-11, 16 x 18 = 3-27, 16 x 19 = 3-43, 16 x 20 = 3-59, 16 x 21 = 3-75, 16 x 22 = 4-4, 16 x 23 = 4-20, 16 x 24 = 4-36, 16 x 25 = 4-52, 16 x 26 = 4-68, 16 x 27 = 4-84, 16 x 28 = 5-13, 16 x 29 = 5-29, 16 x 30 = 5-45, 16 x 31 = 5-61, 16 x 32 = 5-77, 16 x 33 = 6-6, 16 x 34 = 6-22, 16 x 35 = 6-38, 16 x 36 = 6-54, 16 x 37 = 6-70, 16 x 38 = 6-86, 16 x 39 = 7-15, 16 x 40 = 7-31, 16 x 41 = 7-47, 16 x 42 = 7-63, 16 x 43 = 7-79, 16 x 44 = 8-8, 16 x 45 = 8-24, 16 x 46 = 8-40, 16 x 47 = 8-56, 16 x 48 = 8-72, 16 x 49 = 9-1, 16 x 50 = 9-17, 16 x 51 = 9-33, 16 x 52 = 9-49, 16 x 53 = 9-65, 16 x 54 = 9-81, 16 x 55 = 10-10, 16 x 56 = 10-26, 16 x 57 = 10-42, 16 x 58 = 10-58, 16 x 59 = 10-74, 16 x 60 = 11-3, 16 x 61 = 11-19, 16 x 62 = 11-35, 16 x 63 = 11-51, 16 x 64 = 11-67, 16 x 65 = 11-83, 16 x 66 = 12-12, 16 x 67 = 12-28, 16 x 68 = 12-44, 16 x 69 = 12-60, 16 x 70 = 12-76, 16 x 71 = 13-5, 16 x 72 = 13-21, 16 x 73 = 13-37, 16 x 74 = 13-53, 16 x 75 = 13-69, 16 x 76 = 13-85, 16 x 77 = 14-14, 16 x 78 = 14-30, 16 x 79 = 14-46, 16 x 80 = 14-62, 16 x 81 = 14-78, 16 x 82 = 15-7, 16 x 83 = 15-23, 16 x 84 = 15-39, 16 x 85 = 15-55, 16 x 86 = 15-71, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-15, 17 x 7 = 1-32, 17 x 8 = 1-49, 17 x 9 = 1-66, 17 x 10 = 1-83, 17 x 11 = 2-13, 17 x 12 = 2-30, 17 x 13 = 2-47, 17 x 14 = 2-64, 17 x 15 = 2-81, 17 x 16 = 3-11, 17 x 17 = 3-28, 17 x 18 = 3-45, 17 x 19 = 3-62, 17 x 20 = 3-79, 17 x 21 = 4-9, 17 x 22 = 4-26, 17 x 23 = 4-43, 17 x 24 = 4-60, 17 x 25 = 4-77, 17 x 26 = 5-7, 17 x 27 = 5-24, 17 x 28 = 5-41, 17 x 29 = 5-58, 17 x 30 = 5-75, 17 x 31 = 6-5, 17 x 32 = 6-22, 17 x 33 = 6-39, 17 x 34 = 6-56, 17 x 35 = 6-73, 17 x 36 = 7-3, 17 x 37 = 7-20, 17 x 38 = 7-37, 17 x 39 = 7-54, 17 x 40 = 7-71, 17 x 41 = 8-1, 17 x 42 = 8-18, 17 x 43 = 8-35, 17 x 44 = 8-52, 17 x 45 = 8-69, 17 x 46 = 8-86, 17 x 47 = 9-16, 17 x 48 = 9-33, 17 x 49 = 9-50, 17 x 50 = 9-67, 17 x 51 = 9-84, 17 x 52 = 10-14, 17 x 53 = 10-31, 17 x 54 = 10-48, 17 x 55 = 10-65, 17 x 56 = 10-82, 17 x 57 = 11-12, 17 x 58 = 11-29, 17 x 59 = 11-46, 17 x 60 = 11-63, 17 x 61 = 11-80, 17 x 62 = 12-10, 17 x 63 = 12-27, 17 x 64 = 12-44, 17 x 65 = 12-61, 17 x 66 = 12-78, 17 x 67 = 13-8, 17 x 68 = 13-25, 17 x 69 = 13-42, 17 x 70 = 13-59, 17 x 71 = 13-76, 17 x 72 = 14-6, 17 x 73 = 14-23, 17 x 74 = 14-40, 17 x 75 = 14-57, 17 x 76 = 14-74, 17 x 77 = 15-4, 17 x 78 = 15-21, 17 x 79 = 15-38, 17 x 80 = 15-55, 17 x 81 = 15-72, 17 x 82 = 16-2, 17 x 83 = 16-19, 17 x 84 = 16-36, 17 x 85 = 16-53, 17 x 86 = 16-70, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-3, 18 x 6 = 1-21, 18 x 7 = 1-39, 18 x 8 = 1-57, 18 x 9 = 1-75, 18 x 10 = 2-6, 18 x 11 = 2-24, 18 x 12 = 2-42, 18 x 13 = 2-60, 18 x 14 = 2-78, 18 x 15 = 3-9, 18 x 16 = 3-27, 18 x 17 = 3-45, 18 x 18 = 3-63, 18 x 19 = 3-81, 18 x 20 = 4-12, 18 x 21 = 4-30, 18 x 22 = 4-48, 18 x 23 = 4-66, 18 x 24 = 4-84, 18 x 25 = 5-15, 18 x 26 = 5-33, 18 x 27 = 5-51, 18 x 28 = 5-69, 18 x 29 = 6-0, 18 x 30 = 6-18, 18 x 31 = 6-36, 18 x 32 = 6-54, 18 x 33 = 6-72, 18 x 34 = 7-3, 18 x 35 = 7-21, 18 x 36 = 7-39, 18 x 37 = 7-57, 18 x 38 = 7-75, 18 x 39 = 8-6, 18 x 40 = 8-24, 18 x 41 = 8-42, 18 x 42 = 8-60, 18 x 43 = 8-78, 18 x 44 = 9-9, 18 x 45 = 9-27, 18 x 46 = 9-45, 18 x 47 = 9-63, 18 x 48 = 9-81, 18 x 49 = 10-12, 18 x 50 = 10-30, 18 x 51 = 10-48, 18 x 52 = 10-66, 18 x 53 = 10-84, 18 x 54 = 11-15, 18 x 55 = 11-33, 18 x 56 = 11-51, 18 x 57 = 11-69, 18 x 58 = 12-0, 18 x 59 = 12-18, 18 x 60 = 12-36, 18 x 61 = 12-54, 18 x 62 = 12-72, 18 x 63 = 13-3, 18 x 64 = 13-21, 18 x 65 = 13-39, 18 x 66 = 13-57, 18 x 67 = 13-75, 18 x 68 = 14-6, 18 x 69 = 14-24, 18 x 70 = 14-42, 18 x 71 = 14-60, 18 x 72 = 14-78, 18 x 73 = 15-9, 18 x 74 = 15-27, 18 x 75 = 15-45, 18 x 76 = 15-63, 18 x 77 = 15-81, 18 x 78 = 16-12, 18 x 79 = 16-30, 18 x 80 = 16-48, 18 x 81 = 16-66, 18 x 82 = 16-84, 18 x 83 = 17-15, 18 x 84 = 17-33, 18 x 85 = 17-51, 18 x 86 = 17-69, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-8, 19 x 6 = 1-27, 19 x 7 = 1-46, 19 x 8 = 1-65, 19 x 9 = 1-84, 19 x 10 = 2-16, 19 x 11 = 2-35, 19 x 12 = 2-54, 19 x 13 = 2-73, 19 x 14 = 3-5, 19 x 15 = 3-24, 19 x 16 = 3-43, 19 x 17 = 3-62, 19 x 18 = 3-81, 19 x 19 = 4-13, 19 x 20 = 4-32, 19 x 21 = 4-51, 19 x 22 = 4-70, 19 x 23 = 5-2, 19 x 24 = 5-21, 19 x 25 = 5-40, 19 x 26 = 5-59, 19 x 27 = 5-78, 19 x 28 = 6-10, 19 x 29 = 6-29, 19 x 30 = 6-48, 19 x 31 = 6-67, 19 x 32 = 6-86, 19 x 33 = 7-18, 19 x 34 = 7-37, 19 x 35 = 7-56, 19 x 36 = 7-75, 19 x 37 = 8-7, 19 x 38 = 8-26, 19 x 39 = 8-45, 19 x 40 = 8-64, 19 x 41 = 8-83, 19 x 42 = 9-15, 19 x 43 = 9-34, 19 x 44 = 9-53, 19 x 45 = 9-72, 19 x 46 = 10-4, 19 x 47 = 10-23, 19 x 48 = 10-42, 19 x 49 = 10-61, 19 x 50 = 10-80, 19 x 51 = 11-12, 19 x 52 = 11-31, 19 x 53 = 11-50, 19 x 54 = 11-69, 19 x 55 = 12-1, 19 x 56 = 12-20, 19 x 57 = 12-39, 19 x 58 = 12-58, 19 x 59 = 12-77, 19 x 60 = 13-9, 19 x 61 = 13-28, 19 x 62 = 13-47, 19 x 63 = 13-66, 19 x 64 = 13-85, 19 x 65 = 14-17, 19 x 66 = 14-36, 19 x 67 = 14-55, 19 x 68 = 14-74, 19 x 69 = 15-6, 19 x 70 = 15-25, 19 x 71 = 15-44, 19 x 72 = 15-63, 19 x 73 = 15-82, 19 x 74 = 16-14, 19 x 75 = 16-33, 19 x 76 = 16-52, 19 x 77 = 16-71, 19 x 78 = 17-3, 19 x 79 = 17-22, 19 x 80 = 17-41, 19 x 81 = 17-60, 19 x 82 = 17-79, 19 x 83 = 18-11, 19 x 84 = 18-30, 19 x 85 = 18-49, 19 x 86 = 18-68, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-13, 20 x 6 = 1-33, 20 x 7 = 1-53, 20 x 8 = 1-73, 20 x 9 = 2-6, 20 x 10 = 2-26, 20 x 11 = 2-46, 20 x 12 = 2-66, 20 x 13 = 2-86, 20 x 14 = 3-19, 20 x 15 = 3-39, 20 x 16 = 3-59, 20 x 17 = 3-79, 20 x 18 = 4-12, 20 x 19 = 4-32, 20 x 20 = 4-52, 20 x 21 = 4-72, 20 x 22 = 5-5, 20 x 23 = 5-25, 20 x 24 = 5-45, 20 x 25 = 5-65, 20 x 26 = 5-85, 20 x 27 = 6-18, 20 x 28 = 6-38, 20 x 29 = 6-58, 20 x 30 = 6-78, 20 x 31 = 7-11, 20 x 32 = 7-31, 20 x 33 = 7-51, 20 x 34 = 7-71, 20 x 35 = 8-4, 20 x 36 = 8-24, 20 x 37 = 8-44, 20 x 38 = 8-64, 20 x 39 = 8-84, 20 x 40 = 9-17, 20 x 41 = 9-37, 20 x 42 = 9-57, 20 x 43 = 9-77, 20 x 44 = 10-10, 20 x 45 = 10-30, 20 x 46 = 10-50, 20 x 47 = 10-70, 20 x 48 = 11-3, 20 x 49 = 11-23, 20 x 50 = 11-43, 20 x 51 = 11-63, 20 x 52 = 11-83, 20 x 53 = 12-16, 20 x 54 = 12-36, 20 x 55 = 12-56, 20 x 56 = 12-76, 20 x 57 = 13-9, 20 x 58 = 13-29, 20 x 59 = 13-49, 20 x 60 = 13-69, 20 x 61 = 14-2, 20 x 62 = 14-22, 20 x 63 = 14-42, 20 x 64 = 14-62, 20 x 65 = 14-82, 20 x 66 = 15-15, 20 x 67 = 15-35, 20 x 68 = 15-55, 20 x 69 = 15-75, 20 x 70 = 16-8, 20 x 71 = 16-28, 20 x 72 = 16-48, 20 x 73 = 16-68, 20 x 74 = 17-1, 20 x 75 = 17-21, 20 x 76 = 17-41, 20 x 77 = 17-61, 20 x 78 = 17-81, 20 x 79 = 18-14, 20 x 80 = 18-34, 20 x 81 = 18-54, 20 x 82 = 18-74, 20 x 83 = 19-7, 20 x 84 = 19-27, 20 x 85 = 19-47, 20 x 86 = 19-67, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-18, 21 x 6 = 1-39, 21 x 7 = 1-60, 21 x 8 = 1-81, 21 x 9 = 2-15, 21 x 10 = 2-36, 21 x 11 = 2-57, 21 x 12 = 2-78, 21 x 13 = 3-12, 21 x 14 = 3-33, 21 x 15 = 3-54, 21 x 16 = 3-75, 21 x 17 = 4-9, 21 x 18 = 4-30, 21 x 19 = 4-51, 21 x 20 = 4-72, 21 x 21 = 5-6, 21 x 22 = 5-27, 21 x 23 = 5-48, 21 x 24 = 5-69, 21 x 25 = 6-3, 21 x 26 = 6-24, 21 x 27 = 6-45, 21 x 28 = 6-66, 21 x 29 = 7-0, 21 x 30 = 7-21, 21 x 31 = 7-42, 21 x 32 = 7-63, 21 x 33 = 7-84, 21 x 34 = 8-18, 21 x 35 = 8-39, 21 x 36 = 8-60, 21 x 37 = 8-81, 21 x 38 = 9-15, 21 x 39 = 9-36, 21 x 40 = 9-57, 21 x 41 = 9-78, 21 x 42 = 10-12, 21 x 43 = 10-33, 21 x 44 = 10-54, 21 x 45 = 10-75, 21 x 46 = 11-9, 21 x 47 = 11-30, 21 x 48 = 11-51, 21 x 49 = 11-72, 21 x 50 = 12-6, 21 x 51 = 12-27, 21 x 52 = 12-48, 21 x 53 = 12-69, 21 x 54 = 13-3, 21 x 55 = 13-24, 21 x 56 = 13-45, 21 x 57 = 13-66, 21 x 58 = 14-0, 21 x 59 = 14-21, 21 x 60 = 14-42, 21 x 61 = 14-63, 21 x 62 = 14-84, 21 x 63 = 15-18, 21 x 64 = 15-39, 21 x 65 = 15-60, 21 x 66 = 15-81, 21 x 67 = 16-15, 21 x 68 = 16-36, 21 x 69 = 16-57, 21 x 70 = 16-78, 21 x 71 = 17-12, 21 x 72 = 17-33, 21 x 73 = 17-54, 21 x 74 = 17-75, 21 x 75 = 18-9, 21 x 76 = 18-30, 21 x 77 = 18-51, 21 x 78 = 18-72, 21 x 79 = 19-6, 21 x 80 = 19-27, 21 x 81 = 19-48, 21 x 82 = 19-69, 21 x 83 = 20-3, 21 x 84 = 20-24, 21 x 85 = 20-45, 21 x 86 = 20-66, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-1, 22 x 5 = 1-23, 22 x 6 = 1-45, 22 x 7 = 1-67, 22 x 8 = 2-2, 22 x 9 = 2-24, 22 x 10 = 2-46, 22 x 11 = 2-68, 22 x 12 = 3-3, 22 x 13 = 3-25, 22 x 14 = 3-47, 22 x 15 = 3-69, 22 x 16 = 4-4, 22 x 17 = 4-26, 22 x 18 = 4-48, 22 x 19 = 4-70, 22 x 20 = 5-5, 22 x 21 = 5-27, 22 x 22 = 5-49, 22 x 23 = 5-71, 22 x 24 = 6-6, 22 x 25 = 6-28, 22 x 26 = 6-50, 22 x 27 = 6-72, 22 x 28 = 7-7, 22 x 29 = 7-29, 22 x 30 = 7-51, 22 x 31 = 7-73, 22 x 32 = 8-8, 22 x 33 = 8-30, 22 x 34 = 8-52, 22 x 35 = 8-74, 22 x 36 = 9-9, 22 x 37 = 9-31, 22 x 38 = 9-53, 22 x 39 = 9-75, 22 x 40 = 10-10, 22 x 41 = 10-32, 22 x 42 = 10-54, 22 x 43 = 10-76, 22 x 44 = 11-11, 22 x 45 = 11-33, 22 x 46 = 11-55, 22 x 47 = 11-77, 22 x 48 = 12-12, 22 x 49 = 12-34, 22 x 50 = 12-56, 22 x 51 = 12-78, 22 x 52 = 13-13, 22 x 53 = 13-35, 22 x 54 = 13-57, 22 x 55 = 13-79, 22 x 56 = 14-14, 22 x 57 = 14-36, 22 x 58 = 14-58, 22 x 59 = 14-80, 22 x 60 = 15-15, 22 x 61 = 15-37, 22 x 62 = 15-59, 22 x 63 = 15-81, 22 x 64 = 16-16, 22 x 65 = 16-38, 22 x 66 = 16-60, 22 x 67 = 16-82, 22 x 68 = 17-17, 22 x 69 = 17-39, 22 x 70 = 17-61, 22 x 71 = 17-83, 22 x 72 = 18-18, 22 x 73 = 18-40, 22 x 74 = 18-62, 22 x 75 = 18-84, 22 x 76 = 19-19, 22 x 77 = 19-41, 22 x 78 = 19-63, 22 x 79 = 19-85, 22 x 80 = 20-20, 22 x 81 = 20-42, 22 x 82 = 20-64, 22 x 83 = 20-86, 22 x 84 = 21-21, 22 x 85 = 21-43, 22 x 86 = 21-65, 
